Serial No.,ID,Province,Province PCode,District,District PCode,Tehsil,Tehsil PCode,Health Facility Name,Health Facility Code,Health Facility Type
1111,4705,Balochistan,4,Mastung,415,Mastung,0,KILLI NORAZ DASHAT,415034,CD
1112,4704,Balochistan,4,Mastung,415,Mastung,0,MOHAMMAD SHAHI,415030,CD
1113,4703,Balochistan,4,Mastung,415,Mastung,0,FAIZABAD,415028,BHU
1114,4702,Balochistan,4,Mastung,415,Mastung,0,ASH KHAN RODENI,415027,BHU
1115,4701,Balochistan,4,Mastung,415,Mastung,0,RODENI,415026,CD
1116,4700,Balochistan,4,Mastung,415,Mastung,0,MASTUNG,415025,MCH
1117,4699,Balochistan,4,Mastung,415,Mastung,0,DASHTE MATORA,415024,MCH
1118,4698,Balochistan,4,Mastung,415,Mastung,0,DHQ HOSPITAL,415023,DHQ
1119,4697,Balochistan,4,Mastung,415,Mastung,0,MOBILE DISPENSARY,415019,OTH
1120,4696,Balochistan,4,Mastung,415,Mastung,0,SPEZAND,415018,BHU
1121,4695,Balochistan,4,Mastung,415,Mastung,0,MASTUNG ROAD WALI KHAN,415017,BHU
1122,4694,Balochistan,4,Mastung,415,Mastung,0,KIRDGAP,415016,CD
1123,4693,Balochistan,4,Mastung,415,Mastung,0,KAREEZ NOTH,415015,BHU
1124,4692,Balochistan,4,Mastung,415,Mastung,0,KANAK,415014,RHC
1125,4691,Balochistan,4,Mastung,415,Mastung,0,DRINGER,415013,CD
1126,4690,Balochistan,4,Mastung,415,Mastung,0,SORGAZ,415011,BHU
1127,4689,Balochistan,4,Mastung,415,Mastung,0,SHEREENAB,415010,BHU
1128,4688,Balochistan,4,Mastung,415,Mastung,0,PRING ABAD,415009,BHU
1129,4687,Balochistan,4,Mastung,415,Mastung,0,KILLI PASAND KHAN,415007,BHU
1130,4686,Balochistan,4,Mastung,415,Mastung,0,KHAD KOCHA,415006,BHU
1131,4685,Balochistan,4,Mastung,415,Mastung,0,ISPLANGI,415005,RHC
1132,4683,Balochistan,4,Mastung,415,Mastung,0,DASHT KUMBALA,415003,BHU
1133,4684,Balochistan,4,Mastung,415,Mastung,0,GHULAM PRANZ,415004,BHU
1134,4682,Balochistan,4,Mastung,415,Mastung,0,BASHAM,415002,BHU
1135,4681,Balochistan,4,Mastung,415,Mastung,0,BABRI,415001,BHU
1136,4679,Balochistan,4,Kech,417,Turbat,0,MCH Center Absar,423068,MCH
1137,4680,Balochistan,4,Kech,417,Turbat,0,MCH Turbat,423071,MCH
1138,4678,Balochistan,4,Kech,417,Turbat,0,Leprose Hospital Kech,423111,LCH
1139,4677,Balochistan,4,Kech,417,Turbat,0,DHQ Hospital Turbat,423066,DHQ
1140,4676,Balochistan,4,Kech,417,Turbat,0,RHC Nasirabad,423075,RHC
1141,4675,Balochistan,4,Kech,417,Turbat,0,RHC Kalatuk,423045,RHC
1142,4674,Balochistan,4,Kech,417,Turbat,0,RHC Gwarkoop,423011,RHC
1143,4673,Balochistan,4,Kech,417,Turbat,0,RHC Pidark,423054,RHC
1144,4672,Balochistan,4,Kech,417,Turbat,0,CD Solani,423117,CD
1145,4671,Balochistan,4,Kech,417,Turbat,0,CD Shaeykehn,423058,CD
1146,4670,Balochistan,4,Kech,417,Turbat,0,CD Shahrak,423060,CD
1147,4669,Balochistan,4,Kech,417,Turbat,0,CD Dramkool,423082,CD
1148,4668,Balochistan,4,Kech,417,Turbat,0,CD Pathankahoor,423091,CD
1149,4666,Balochistan,4,Kech,417,Turbat,0,CD Dehet,423035,CD
1150,4667,Balochistan,4,Kech,417,Turbat,0,CD Parikehn,423053,CD
1151,4665,Balochistan,4,Kech,417,Turbat,0,CD Merri,423049,CD
1152,4664,Balochistan,4,Kech,417,Turbat,0,CD Meno,423116,CD
1153,4662,Balochistan,4,Kech,417,Turbat,0,CD Kallag Turbat,423044,CD
1154,4663,Balochistan,4,Kech,417,Turbat,0,CD Koshkalat,423046,CD
1155,4661,Balochistan,4,Kech,417,Turbat,0,CD Jamak,423083,CD
1156,4660,Balochistan,4,Kech,417,Turbat,0,CD Gwarkoop,423103,CD
1157,4659,Balochistan,4,Kech,417,Turbat,0,CD Goodi,423039,CD
1158,4658,Balochistan,4,Kech,417,Turbat,0,CD Ginnah,423038,CD
1159,4657,Balochistan,4,Kech,417,Turbat,0,CD Geebon,423036,CD
1160,4656,Balochistan,4,Kech,417,Turbat,0,BHU Sarikehn,423057,BHU
1161,4655,Balochistan,4,Kech,417,Turbat,0,BHU Nodiz,423050,BHU
1162,4654,Balochistan,4,Kech,417,Turbat,0,BHU Shahitump,423059,BHU
1163,4653,Balochistan,4,Kech,417,Turbat,0,BHU Gokdan,423040,BHU
1164,4652,Balochistan,4,Kech,417,Turbat,0,BHU Danook,423084,BHU
1165,4650,Balochistan,4,Kech,417,Turbat,0,BHU Sami,423025,BHU
1166,4651,Balochistan,4,Kech,417,Turbat,0,BHU Behman,423031,BHU
1167,4649,Balochistan,4,Kech,417,Turbat,0,BHU Jusak,423016,BHU
1168,4648,Balochistan,4,Kech,417,Turbat,0,BHU Hootabad,423014,BHU
1169,4647,Balochistan,4,Kech,417,Turbat,0,BHU Hoshab,423041,BHU
1170,4646,Balochistan,4,Kech,417,Turbat,0,BHU Hirrok,423013,BHU
1171,4645,Balochistan,4,Kech,417,Turbat,0,BHU Dandar,423077,BHU
1172,4644,Balochistan,4,Kech,417,Turbat,0,BHU Balgather,423004,BHU
1173,4643,Balochistan,4,Kech,417,Turbat,0,BHU Absar,423030,BHU
1174,4642,Balochistan,4,Kech,417,Tump,0,RHC Tump,423076,RHC
1175,4641,Balochistan,4,Kech,417,Tump,0,RHC Mand,423074,RHC
1176,4640,Balochistan,4,Kech,417,Tump,0,MCH Center Tump,423070,MCH
1177,4639,Balochistan,4,Kech,417,Tump,0,MCH Center Mand,423069,MCH
1178,4638,Balochistan,4,Kech,417,Tump,0,CD Tegran,423062,CD
1179,4637,Balochistan,4,Kech,417,Tump,0,CD Nazarabad,423052,CD
1180,4636,Balochistan,4,Kech,417,Tump,0,CD Kunshkalat,423087,CD
1181,4635,Balochistan,4,Kech,417,Tump,0,CD Balicha,423032,CD
1182,4634,Balochistan,4,Kech,417,Tump,0,BHU Readag,423055,BHU
1183,4633,Balochistan,4,Kech,417,Tump,0,BHU Pullabd,423024,BHU
1184,4632,Balochistan,4,Kech,417,Tump,0,BHU Kohad,423019,BHU
1185,4631,Balochistan,4,Kech,417,Tump,0,BHU Kalahoo,423020,BHU
1186,4630,Balochistan,4,Kech,417,Tump,0,BHU Goubrd,425012,BHU
1187,4629,Balochistan,4,Kech,417,Tump,0,BHU Bullo,423006,BHU
1188,4628,Balochistan,4,Kech,417,Tump,0,BHU Aspikehn,423015,BHU
1189,4625,Balochistan,4,Kech,417,Dasht,0,RHC Balnigore,423005,RHC
1190,4626,Balochistan,4,Kech,417,Dasht,0,RHC Kuddan,423073,RHC
1191,4627,Balochistan,4,Kech,417,Dasht,0,RHC Zarinbug,423029,RHC
1192,4624,Balochistan,4,Kech,417,Dasht,0,CD Langasi,423048,CD
1193,4623,Balochistan,4,Kech,417,Dasht,0,CD Kumbil,423096,CD
1194,4622,Balochistan,4,Kech,417,Dasht,0,CD Kalaeero,423034,CD
1195,4621,Balochistan,4,Kech,417,Dasht,0,CD Jan Muhd Bazar,423042,CD
1196,4620,Balochistan,4,Kech,417,Dasht,0,BHU Kuntidar,423021,BHU
1197,4619,Balochistan,4,Kech,417,Dasht,0,BHU Kunchti,423017,BHU
1198,4618,Balochistan,4,Kech,417,Dasht,0,BHU Kashap,423018,BHU
1199,4617,Balochistan,4,Kech,417,Dasht,0,BHU Darchkoo,423008,BHU
1200,4616,Balochistan,4,Kech,417,Dasht,0,BHU Bashloi,423022,BHU
1201,4615,Balochistan,4,Kech,417,Buleda,0,RHC Buleda,423072,RHC
1202,4614,Balochistan,4,Kech,417,Buleda,0,CD Solo,423095,CD
1203,4613,Balochistan,4,Kech,417,Buleda,0,CD Menaz,423033,CD
1204,4612,Balochistan,4,Kech,417,Buleda,0,CD Koshk,423047,CD
1205,4610,Balochistan,4,Kech,417,Buleda,0,BHU Tehdaim,423098,BHU
1206,4611,Balochistan,4,Kech,417,Buleda,0,BHU Tehthanignitqn,423027,BHU
1207,4609,Balochistan,4,Kech,417,,0,BHU Durbly,42007,BHU
1208,12328,Khyber Pakhtunkhwa,3,Mardan,51,Katlang,3,BHU Kohi Bermol  ,351020,Hosp
1209,12327,Khyber Pakhtunkhwa,3,Mardan,51,Mardan,1,BHU Sheikh Yousaf  ,351032,Hosp
1210,12326,Khyber Pakhtunkhwa,3,Mardan,51,Mardan,1,BHU Khazana Dheri  ,351018,Hosp
1211,12325,Khyber Pakhtunkhwa,3,Mardan,51,Takht Bhai,2,BHU Baizo Kharki  ,351036,Hosp
1212,12324,Khyber Pakhtunkhwa,3,Mardan,51,Katlang,3,Type-D Hospital Katlang  ,351089,Hosp
1213,12323,Khyber Pakhtunkhwa,3,Mardan,51,Katlang,3,BHU Kati Garhi  ,351017,BHU
1214,12322,Khyber Pakhtunkhwa,3,Mardan,51,Mardan,1,BHU Kata Khat  ,351040,BHU
1215,12321,Khyber Pakhtunkhwa,3,Mardan,51,Mardan,1,BHU Qasim  ,351029,BHU
1216,12320,Khyber Pakhtunkhwa,3,Mardan,51,Katlang,3,BHU Jamal Garhi  ,351015,BHU
1217,12319,Khyber Pakhtunkhwa,3,Mardan,51,Takht Bhai,2,BHU Jalala  ,351038,BHU
1218,12318,Khyber Pakhtunkhwa,3,Mardan,51,Takht Bhai,2,BHU Hathian  ,351037,BHU
1219,12317,Khyber Pakhtunkhwa,3,Mardan,51,Mardan,1,RHC Gumbat  ,351088,RHC
1220,12316,Khyber Pakhtunkhwa,3,Mardan,51,Mardan,1,CD Gujrat  ,351057,CD
1221,12315,Khyber Pakhtunkhwa,3,Mardan,51,Mardan,1,BHU Gujar Garhi  ,351012,BHU
1222,12314,Khyber Pakhtunkhwa,3,Mardan,51,Mardan,1,BHU Bago Banda  ,351004,BHU
1223,12304,Khyber Pakhtunkhwa,3,Mardan,51,Mardan,1,BHU Chargulli  ,351006,BHU
1224,12305,Khyber Pakhtunkhwa,3,Mardan,51,Mardan,1,SHC Khair Abad  ,351093,SHC
1225,12300,Khyber Pakhtunkhwa,3,Mardan,51,Mardan,1,RHC Shahbaz Garhi  ,351090,RHC
1226,12301,Khyber Pakhtunkhwa,3,Mardan,51,Mardan,1,BHU Rustam  ,351030,BHU
1227,12302,Khyber Pakhtunkhwa,3,Mardan,51,Mardan,1,BHU Aman Kot  ,351001,BHU
1228,12313,Khyber Pakhtunkhwa,3,Mardan,51,Mardan,1,BHU Ghala Dher  ,351016,BHU
1229,12312,Khyber Pakhtunkhwa,3,Mardan,51,Mardan,1,BHU Garhyala  ,351014,BHU
1230,12310,Khyber Pakhtunkhwa,3,Mardan,51,Mardan,1,BHU Garhi Daulatzai  ,351011,BHU
1231,12311,Khyber Pakhtunkhwa,3,Mardan,51,Mardan,1,BHU Garhi Ismailzai  ,351010,BHU
1232,12309,Khyber Pakhtunkhwa,3,Mardan,51,Mardan,1,BHU Kodinaka  ,351019,BHU
1233,12306,Khyber Pakhtunkhwa,3,Mardan,51,Takht Bhai,2,THQ Takht Bhai  ,351092,THQ
1234,12308,Khyber Pakhtunkhwa,3,Mardan,51,Mardan,1,BHU Fathma  ,351009,BHU
1235,12307,Khyber Pakhtunkhwa,3,Mardan,51,Katlang,3,BHU Dheri Lekpani  ,351008,BHU
1236,10733,Balochistan,4,Gwadr,421,Gwadar,42101,BHU Chikalmati,421004,BHU 
1237,4567,Balochistan,4,Washuk,4121,Washuk,42101,Sorgazo,412037,CD
1238,4568,Balochistan,4,Washuk,4121,Washuk,42101,Qumber,412074,CD
1239,4565,Balochistan,4,Washuk,4121,Washuk,42101,Killi Mohd Wafa,412073,CD
1240,4566,Balochistan,4,Washuk,4121,Washuk,42101,Showgdi,417002,CD
1241,4564,Balochistan,4,Washuk,4121,Washuk,42101,Jangian,412029,CD
1242,4563,Balochistan,4,Washuk,4121,Washuk,42101,Ghulam Mustofa Zerd,412081,CD
1243,4561,Balochistan,4,Washuk,4121,Washuk,42101,Washuk,412039,BHU
1244,4562,Balochistan,4,Washuk,4121,Washuk,42101,Abbabkri soro,412023,CD
1245,4560,Balochistan,4,Washuk,4121,Washuk,42101,Shimshi,412019,BHU
1246,4559,Balochistan,4,Washuk,4121,Washuk,42101,Shimshan,412061,BHU
1247,4558,Balochistan,4,Washuk,4121,Washuk,42101,Salam Baig,412016,BHU
1248,4557,Balochistan,4,Washuk,4121,Washuk,42101,Pluntak,412015,BHU
1249,4556,Balochistan,4,Washuk,4121,Washuk,42101,Khurmagi,412013,BHU
1250,4555,Balochistan,4,Washuk,4121,Washuk,42101,Delley Kallagan,412005,BHU
1251,4554,Balochistan,4,Washuk,4121,Washuk,42101,Baloch Abad,412043,BHU
1252,12654,sindh ,2,City Ditrict Karachi ,221,Bin Qasim Town,22162,BHU Juma Himayati,221012,BHU
1253,4552,Balochistan,4,Washuk,4121,Mashkel,412102,MCH Center,412078,MCH
1254,4551,Balochistan,4,Washuk,4121,Mashkel,412102,RHC Ladgasht,412001,RHC
1255,4550,Balochistan,4,Washuk,4121,Mashkel,412102,Patkan,412034,CD
1256,4549,Balochistan,4,Washuk,4121,Mashkel,412102,Tagaz Kund,412066,CD
1257,4548,Balochistan,4,Washuk,4121,Mashkel,412102,Penyam Kariz,412035,CD
1258,4547,Balochistan,4,Washuk,4121,Mashkel,412102,Nokcha,412069,CD
1259,4545,Balochistan,4,Washuk,4121,Mashkel,412102,Kalag Mashkel,412031,CD
1260,4546,Balochistan,4,Washuk,4121,Mashkel,412102,Lukkur,412082,CD
1261,4544,Balochistan,4,Washuk,4121,Mashkel,412102,Hahugo,412028,CD
1262,4543,Balochistan,4,Washuk,4121,Mashkel,412102,Sotgan,412077,CD
1263,4542,Balochistan,4,Washuk,4121,Mashkel,412102,Passi,412014,BHU
1264,4540,Balochistan,4,Washuk,4121,Besema,412103,Siahozai,412021,BHU
1265,4541,Balochistan,4,Washuk,4121,Besema,412103,Civil Hospital Besema,412002,Hospital
1266,4539,Balochistan,4,Washuk,4121,Besema,412103,Shinger,412020,BHU
1267,4538,Balochistan,4,Washuk,4121,Besema,412103,Sherinza,412018,BHU
1268,4537,Balochistan,4,Washuk,4121,Besema,412103,Nag,412068,BHU
1269,4535,Balochistan,4,Washuk,4121,Besema,412103,Jat Nag,412010,BHU
1270,4536,Balochistan,4,Washuk,4121,Besema,412103,Kurragai,412011,BHU
1271,4534,Balochistan,4,Washuk,4121,Besema,412103,Hussain Zai,412008,BHU
1272,4533,Balochistan,4,Washuk,4121,Besema,412103,Damag,412004,BHU
1273,4532,Balochistan,4,Washuk,4121,Besema,412103,Beront,412003,BHU
1274,4530,Balochistan,4,Sibi,4531,Lehri,453001,Khanoo,453119,CD
1275,4531,Balochistan,4,Sibi,4531,Lehri,453001,Trehar,453117,CD
1276,4529,Balochistan,4,Sibi,4531,Lehri,453001,Wazir Machi,453113,CD
1277,4528,Balochistan,4,Sibi,4531,Lehri,453001,Kach Allah wah,453039,CD
1278,4527,Balochistan,4,Sibi,4531,Lehri,453001,Tehri Abdul Rehman,453093,BHU
1279,4526,Balochistan,4,Sibi,4531,Lehri,453001,Railo Mian Khan,453090,BHU
1280,4525,Balochistan,4,Sibi,4531,Sibi,453002,Talli,453037,RHC
1281,4524,Balochistan,4,Sibi,4531,Sibi,453002,MCH Talli,453054,MCH
1282,4523,Balochistan,4,Sibi,4531,Sibi,453002,Mengal gola,453032,CD
1283,4521,Balochistan,4,Sibi,4531,Sibi,453002,TB Clinic,453118,TB Clinic
1284,4522,Balochistan,4,Sibi,4531,Sibi,453002,Sultan Kot,453021,BHU
1285,4519,Balochistan,4,Sibi,4531,Sibi,453002,MCH Sibi,453052,MCH
1286,4520,Balochistan,4,Sibi,4531,Sibi,453002,School Health Services,453043,SHS
1287,4518,Balochistan,4,Sibi,4531,Sibi,453002,DHQ Hospital,453046,DHQH
1288,4517,Balochistan,4,Sibi,4531,Sibi,453002,Pir Ismail Shah,453036,CD
1289,4516,Balochistan,4,Sibi,4531,Sibi,453002,Sangan,453035,CD
1290,4514,Balochistan,4,Sibi,4531,Sibi,453002,Kutt,453029,CD
1291,4515,Balochistan,4,Sibi,4531,Sibi,453002,Mundai,453019,CD
1292,4513,Balochistan,4,Sibi,4531,Sibi,453002,Badra,453003,BHU
1293,4512,Balochistan,4,Sibi,4531,Sibi,453002,Ghulam Nabi Safi,453038,CD
1294,4511,Balochistan,4,Sibi,4531,Sibi,453002,Marghzani,453030,CD
1295,4510,Balochistan,4,Sibi,4531,Sibi,453002,Bostanzai,453006,BHU
1296,4509,Balochistan,4,Sibi,4531,Sibi,453002,Dehpal Kolan,453008,BHU
1297,4508,Balochistan,4,Sibi,4531,Sibi,453002,Bakhra,453004,BHU
1298,4507,Balochistan,4,Sibi,4531,Sibi,453002,Hanbi,453024,CD
1299,4505,Balochistan,4,Sibi,4531,Sibi,453002,Mall Gorgage,453018,BHU
1300,4506,Balochistan,4,Sibi,4531,Sibi,453002,Mall Hara,453017,CD
1301,4503,Balochistan,4,Sibi,4531,Sibi,453002,Chandia,453007,BHU
1302,4504,Balochistan,4,Sibi,4531,Sibi,453002,Mall Gishkori,453016,BHU
1303,4501,Balochistan,4,Sibi,4531,Sibi,453002,MCH Kurrak,453050,MCH
1304,4502,Balochistan,4,Sibi,4531,Lehri,453001,Lehri,453056,RHC
1305,4499,Balochistan,4,Sibi,4531,Sibi,453002,MCH Khajjak,453051,MCH
1306,4500,Balochistan,4,Sibi,4531,Sibi,453002,Luni,453055,RHC
1307,4498,Balochistan,4,Sibi,4531,Sibi,453002,Gloo shehr,453023,CD
1308,4496,Balochistan,4,Sibi,4531,Sibi,453002,Kurrak,453015,BHU
1309,4497,Balochistan,4,Sibi,4531,Sibi,453002,Khajjak,453026,BHU
1310,4495,Balochistan,4,Sibi,4531,Lehri,453001,Khairwah,453084,BHU
1311,4494,Balochistan,4,Sibi,4531,Lehri,453001,Kat Bar Sharif,453116,CD
1312,4493,Balochistan,4,Sibi,4531,Lehri,453001,Tunnia,453094,BHU
1313,4492,Balochistan,4,Sibi,4531,Lehri,453001,Bakhtyar abad,453010,BHU
1314,4490,Balochistan,4,Quetta,443,Quetta,443001,PANJPAI,443159,MCH
1315,4491,Balochistan,4,Quetta,443,Quetta,443001,MOHAMMAD KHAIL,443512,BHU
1316,12303,Khyber Pakhtunkhwa,3,Mardan,51,Mardan,1,BHU Chack Mardan  ,351007,BHU
1317,4489,Balochistan,4,Quetta,443,Quetta,443001,UMARABAD,443158,BHU
1318,4488,Balochistan,4,Quetta,443,Quetta,443001,PANJPAI,443157,RHC
1319,4487,Balochistan,4,Quetta,443,Quetta,443001,NASRAN,443156,BHU
1320,4486,Balochistan,4,Quetta,443,Quetta,443001,GOVERNOR HOUSE,443147,CD
1321,4485,Balochistan,4,Quetta,443,Quetta,443001,KUCHLAK,443133,RHC
1322,4483,Balochistan,4,Quetta,443,Quetta,443001,PASHTOON BAGH,443131,BHU
1323,4484,Balochistan,4,Quetta,443,Quetta,443001,HIGH COURT,443132,CD
1324,4482,Balochistan,4,Quetta,443,Quetta,443001,HAZARGANJI,443130,BHU
1325,4481,Balochistan,4,Quetta,443,Quetta,443001,URRAK,443116,BHU
1326,4479,Balochistan,4,Quetta,443,Quetta,443001,PASHTOONABAD,443108,CD
1327,4480,Balochistan,4,Quetta,443,Quetta,443001,PROVINCIAL ASSEMBLY,443110,CD
1328,4478,Balochistan,4,Quetta,443,Quetta,443001,WAHDAT COLONY,443100,BHU
1329,4476,Balochistan,4,Quetta,443,Quetta,443001,SORRENG COAL MINES,443096,RHC
1330,4477,Balochistan,4,Quetta,443,Quetta,443001,QAMBRANI,443098,MCH
1331,4475,Balochistan,4,Quetta,443,Quetta,443001,KASI ROAD,443086,MCH
1332,4473,Balochistan,4,Quetta,443,Quetta,443001,HANA,443084,MCH
1333,4474,Balochistan,4,Quetta,443,Quetta,443001,JAIL HUDA,443085,MCH
1334,4472,Balochistan,4,Quetta,443,Quetta,443001,GWALMANDI,443083,MCH
1335,4470,Balochistan,4,Quetta,443,Quetta,443001,POLICE LINE,443077,BHU
1336,4471,Balochistan,4,Quetta,443,Quetta,443001,BEHRAM SAMALANI,443081,MCH
1337,4469,Balochistan,4,Quetta,443,Quetta,443001,SAMMALI,443051,BHU
1338,4467,Balochistan,4,Quetta,443,Quetta,443001,KILLI ALAMO,443047,CD
1339,4468,Balochistan,4,Quetta,443,Quetta,443001,KILLI SABZAL,443049,BHU
1340,4466,Balochistan,4,Quetta,443,Quetta,443001,HANNA,443045,CD
1341,4465,Balochistan,4,Quetta,443,Quetta,443001,GOHAR ABAD,443044,CD
1342,4464,Balochistan,4,Quetta,443,Quetta,443001,BAROZAI,443043,CD
1343,4463,Balochistan,4,Quetta,443,Quetta,443001,VILLAGE AID,443041,BHU
1344,4462,Balochistan,4,Quetta,443,Quetta,443001,DIGARI,443040,BHU
1345,4461,Balochistan,4,Quetta,443,Quetta,443001,SRJR COLONY,443039,BHU
1346,4460,Balochistan,4,Quetta,443,Quetta,443001,SHADINZAI,443038,BHU
1347,4459,Balochistan,4,Quetta,443,Quetta,443001,SARAGHARGI,443037,BHU
1348,4458,Balochistan,4,Quetta,443,Quetta,443001,SAMUNGLI,443036,BHU
1349,4457,Balochistan,4,Quetta,443,Quetta,443001,REGI NASRAN,443035,BHU
1350,4455,Balochistan,4,Quetta,443,Quetta,443001,OLD MARIABAD,443033,BHU
1351,4456,Balochistan,4,Quetta,443,Quetta,443001,OLD PASHTOONABAD,443034,BHU
1352,4454,Balochistan,4,Quetta,443,Quetta,443001,NOHSAR,443032,BHU
1353,4453,Balochistan,4,Quetta,443,Quetta,443001,NEW MARRIABAD,443031,BHU
1354,4452,Balochistan,4,Quetta,443,Quetta,443001,KILLI TIRKHA,443030,BHU
1355,4451,Balochistan,4,Quetta,443,Quetta,443001,ZARKHOO,443029,BHU
1356,4449,Balochistan,4,Quetta,443,Quetta,443001,AHMED KHAN ZAI,443027,BHU
1357,4450,Balochistan,4,Quetta,443,Quetta,443001,KILLI KABIR,443028,BHU
1358,4448,Balochistan,4,Quetta,443,Quetta,443001,KILLI KHALI,443026,BHU
1359,4447,Balochistan,4,Quetta,443,Quetta,443001,KACHI BAIG,443024,BHU
1360,4446,Balochistan,4,Quetta,443,Quetta,443001,HUDDA,443023,BHU
1361,4445,Balochistan,4,Quetta,443,Quetta,443001,HAZARA TOWN,443022,MCH
1362,4444,Balochistan,4,Quetta,443,Quetta,443001,HANNA,443021,BHU
1363,4443,Balochistan,4,Quetta,443,Quetta,443001,GOR COLONY,443020,BHU
1364,4442,Balochistan,4,Quetta,443,Quetta,443001,NEW PASHTOONABAD,443019,BHU
1365,4440,Balochistan,4,Quetta,443,Quetta,443001,BMC COMPLEX,443017,BHU
1366,4441,Balochistan,4,Quetta,443,Quetta,443001,CIVIL SECRETARIATE,443018,BHU
1367,4439,Balochistan,4,Quetta,443,Quetta,443001,BALILI,443016,BHU
1368,4438,Balochistan,4,Quetta,443,Quetta,443001,KILLI SHAIKHAN,443004,BHU
1369,4437,Balochistan,4,PISHIN,442,PISHIN,0,pishin,442139,
1370,4435,Balochistan,4,PISHIN,442,PISHIN,0,saranan,442100,RHC
1371,4436,Balochistan,4,PISHIN,442,PISHIN,0,school health pishin,442155,
1372,4433,Balochistan,4,PISHIN,442,khanozai,0, khanozai ,442046,THQ
1373,4434,Balochistan,4,PISHIN,442,khanozai,0, umarabad ,442075,RHC
1374,4432,Balochistan,4,PISHIN,442,PISHIN,0, karbala ,442080,RHC
1375,4431,Balochistan,4,PISHIN,442,PISHIN,0, gangal zai ,442072,RHC
1376,4429,Balochistan,4,PISHIN,442,barshore,0, barshoor  ,442071,RHC
1377,4430,Balochistan,4,PISHIN,442,khanozai,0, bostan ,442137,RHC
1378,4427,Balochistan,4,PISHIN,442,PISHIN,0, mobile dispensary pishin ,442138,
1379,4428,Balochistan,4,PISHIN,442,PISHIN,0, alizai  ,442118,RHC
1380,4426,Balochistan,4,PISHIN,442,PISHIN,0, MCH Cetntre rod malazai ,442069,BHU RODmullazai
1381,4424,Balochistan,4,PISHIN,442,PISHIN,0, mch c bostan ,442102,RHC Bostan
1382,4425,Balochistan,4,PISHIN,442,PISHIN,0, mch c khanozai ,442067,THQ Khanozai
1383,4423,Balochistan,4,PISHIN,442,PISHIN,0, mch c barshore ,442066,RHC Barshor
1384,4421,Balochistan,4,PISHIN,442,PISHIN,0, DHQ Hospital ,442064,DHQ
1385,4422,Balochistan,4,PISHIN,442,PISHIN,0, leprosy clinic  ,442147,DHQ
1386,4420,Balochistan,4,PISHIN,442,PISHIN,0, pir ismaeel  ,442156,CD
1387,4418,Balochistan,4,PISHIN,442,PISHIN,0, sckro agha ,442045,CD
1388,4419,Balochistan,4,PISHIN,442,PISHIN,0, toora shsh ,442057,CD
1389,4417,Balochistan,4,PISHIN,442,PISHIN,0, sanzala ,442040,CD
1390,4416,Balochistan,4,PISHIN,442,PISHIN,0, samlzai ,442055,CD
1391,4415,Balochistan,4,PISHIN,442,PISHIN,0, samazai ,442094,CD
1392,4414,Balochistan,4,PISHIN,442,PISHIN,0, sabora ,442054,CD
1393,4412,Balochistan,4,PISHIN,442,PISHIN,0, marseena  ,442049,CD
1394,4413,Balochistan,4,PISHIN,442,khanozai,0, pak ralway bostan ,442058,CD
1395,4410,Balochistan,4,PISHIN,442,barshore,0, kala bagh barshoor ,442120,CD
1396,4411,Balochistan,4,PISHIN,442,barshore,0, kata bagh ,442014,CD
1397,4409,Balochistan,4,PISHIN,442,PISHIN,0, ismail zai ,442091,CD
1398,4407,Balochistan,4,PISHIN,442,PISHIN,0, churmian ,442041,CD
1399,4408,Balochistan,4,PISHIN,442,PISHIN,0, ghaiz ,442043,CD
1400,4406,Balochistan,4,PISHIN,442,barshore,0,sheshan kam,442140,BHU
1401,4405,Balochistan,4,PISHIN,442,PISHIN,0,dab khanzai,442152,BHU
1402,4404,Balochistan,4,PISHIN,442,PISHIN,0,balwaori,442150,BHU
1403,4403,Balochistan,4,PISHIN,442,barshore,0,sar khanzai,442149,BHU
1404,4402,Balochistan,4,PISHIN,442,PISHIN,0,mulla agbarg,442148,BHU
1405,4400,Balochistan,4,PISHIN,442,barshore,0,walma,442037,BHU
1406,4401,Balochistan,4,PISHIN,442,khanozai,0,yousaf kach,442123,BHU
1407,4398,Balochistan,4,PISHIN,442,barshore,0,tora ghara,442036,BHU
1408,4399,Balochistan,4,PISHIN,442,barshore,0,walang haqdad,442038,BHU
1409,4397,Balochistan,4,PISHIN,442,khanozai,0,tora agheragai,442035,BHU
1410,4395,Balochistan,4,PISHIN,442,PISHIN,0,shakerzai,442032,BHU
1411,4396,Balochistan,4,PISHIN,442,barshore,0,sheshan kam,442033,BHU
1412,4393,Balochistan,4,PISHIN,442,PISHIN,0,shadeazai,442029,BHU
1413,4394,Balochistan,4,PISHIN,442,barshore,0,shahee,442030,BHU
1414,4392,Balochistan,4,PISHIN,442,PISHIN,0,rodh mullazai,442020,BHU
1415,4390,Balochistan,4,PISHIN,442,khanozai,0,mughtian,442098,BHU
1416,4391,Balochistan,4,PISHIN,442,khanozai,0,niganda,442026,BHU
1417,4389,Balochistan,4,PISHIN,442,PISHIN,0,manzari,442124,BHU
1418,4388,Balochistan,4,PISHIN,442,PISHIN,0,manzaki,442024,BHU
1419,4387,Balochistan,4,PISHIN,442,barshore,0,mandozai,442023,BHU
1420,4385,Balochistan,4,PISHIN,442,PISHIN,0,killi malazai,442051,BHU
