Admin 1,Admin 2,Admin 3,Facility,HF_Type,Catchment,Latitude,Longitude
Sindh,Sukkur,Rohri,Aror,BHU,12735,27.644,68.93724
Sindh,Sukkur,Rohri,Mobile,MC,0,0,0
Sindh,Sukkur,Rohri,Dodawko,BHU,16040,27.58978,68.91775
Sindh,Sukkur,Sukku,Tool Plaza,MC,0,27.6944,68.85122
Sindh,Sukkur,New Sukkur,Camp,FAP,1800,0,0
Sindh,Sukkur,New Sukkur,Fiza,MC,2305,27.72956,68.82256
Sindh,Sukkur,New Sukkur,Mobile,FAP,150,0,0
Sindh,Sukkur,Panoakil,Sultanpur,BHU,60065,27.7804,69.18174
Sindh,Sukkur,Pano Akil,Narch,BHU,15803,27.7229,69.10547
Sindh,Sukkur,New Sukkur,Behejarani,FAP,260,0,0
Sindh,Sukkur,New Sukkur,Mobile,FAP,934,0,0
Sindh,Sukkur,Pano Akil,G.D Mubarakpur,CD/GD,16880,27.70705,69.29324
Sindh,Sukkur,Pano Akil,BHU Thikratho,BHU,25000,27.67058,69.24656
Sindh,Sukkur,New Sukkur,By Pass - PPHI,FAP,260,27.69628,68.4556
Sindh,Sukkur,New Sukkur,Mobile,FAP,1270,0,0
Sindh,Sukkur,Sukku,A.D.C,CD/GD,45000,27.7112,68.86306
Sindh,Sukkur,Rohri,Tando Thoti,BHU,13650,27.663861,68.86027
Sindh,Sukkur,Rohri,Thariri,BHU,6995,27.59608,68.98142
Sindh,Sukkur,New Sukkur,Mobile,MC,106,0,0
Sindh,Sukkur,Pano Akil,Chichro,BHU,12735,27.81834,69.23
Sindh,Sukkur,Pano Akil,Husain Kalwar,BHU,31145,27.9088,69.11765
Sindh,Sukkur,Pano Akil,Hingoro,BHU,22824,27.79284,69.07813
Sindh,Sukkur,Sukkur,Fatimatul Zohra,MCHC/CHC,2451,0,0
Sindh,Sukkur,Sukkur,IBA,FAP,350,27.72956,68.81786
Sindh,Sukkur,Sukkur,Bachal Shah,FAP,250,27.72735,68.82479
Sindh,Sukkur,Rohi,Ali Wahan,CD/GD,2650,27.68305,68.92419
Sindh,Sukkur,Rohi,Patni,BHU,10780,27.6515,68.8851
Sindh,Sukkur,Rohi,Adhi Takri,FAP,173,0,0
Sindh,Sukkur,New Sukkur,Abad,BHU,9400,27.70691,68.81754
Sindh,Sukkur,Salhapat,Raizabad,CD/GD,10500,27.49659,69.02344
Sindh,Sukkur,Sukkur,Zarb Hydri,FAP,0,27.18439,68.89087
Sindh,Sukkur,Sukkur,Barage,CD/GD,26498,0,0
Sindh,Sukkur,Sukkur,Kandowan,BHU,3213,27.74679,68.78431
Sindh,Sukkur,Taluka City,New pind,BHU,42850,27.70441,68.85772
Sindh,Sukkur,Pano Akil,BHU Haji Khna Chachar,BHU,31367,27.88164,69.23983
Sindh,Sukkur,Pano Akil,Dadlo,BHU,30000,27.90912,69.17306
Sindh,Sukkur,Pano Akil,Nauraja,BHU,29400,27.63462,69.05553
Sindh,Sukkur,Rohi,Dubar,BHU,30599,27.69628,69.04506
Sindh,Sukkur,Rohi,Fakirabad,BHU,22401,27.66983,69.08756
Sindh,Thatta,Jati,G.D Basrio Jat,CD/GD,"3,000",0,0
Sindh,Thatta,Jati,Kothi,BHU,"21,000",24.27648,68.13722
Sindh,Thatta,Jati,Muhammad Khan malkani,CD/GD,"4,000",24.36307,68.25293
Sindh,Thatta,Sakro,Gharo,RHC,"22,428",24.79827,67.82657
Sindh,Thatta,Sakro,Dhabeji,BHU,"29,816",24.81222,67.49558
Sindh,Thatta,Sakro,Noor Mohd Thahim,BHU,"5,809",24.74367,67.77008
Sindh,Thatta,Mirpur Bathoro,Darro,RHC,"15,973",24.79645,68.18278
Sindh,Thatta,Mirpur Bathoro,Kandhra,BHU,"14,000",24.77836,68.20123
Sindh,Thatta,Mirpur Bathoro,Laik Pur,BHU,"24,158",24.84956,68.19044
Sindh,Thatta,Kharo Chan,Sajan Wari,BHU,"8,000",24.20201,67.5568
Sindh,Thatta,Keti Bandar,Keti Bunder,RHC,"13,482",24.15377,67.48198
Sindh,Thatta,Keti Bandar,Baghan,RHC,"19,913",24.23822,67.60743
Sindh,Thatta,Ghorabari,Gharo,BHU,"27,778",24.30464,67.60447
Sindh,Thatta,Jati,Misri Baran,CD/GD,"5,000",0,0
Sindh,Thatta,Jati,Boohar,BHU,"17,000",24.30464,67.60447
Sindh,Thatta,Jati,Raj Malik,BHU,"4,000",24.30464,67.60447
Sindh,Thatta,Jati,Yaqoob Munaro,CD/GD,"10,000",24.61745,68.02854
Sindh,Thatta,Jati,Raj Shaikh Bachal,BHU,"10,560",24.41322,68.12662
Sindh,Thatta,Jati,Tarr Khawaja,CD/GD,"7,000",24.4437,68.24047
Sindh,Thatta,Jati,G.D Ahmed Khor,CD/GD,"11,131",0,0
Sindh,Thatta,Thatta,BHU Achar Jakhro,BHU,"26,178",24.79829,67.8505
Sindh,Thatta,Thatta,BHU Ali Muhammad Guggoo,BHU,"23,360",0,0
Sindh,Thatta,Thatta,BHU Ali Bahar,BHU,"23,255",24.92755,68.10208
Sindh,Thatta,Thatta,BHU Tando Hafiz Shah,BHU,"25,000",25.17564,68.30966
Sindh,Thatta,Thatta,MCH Centre Jherruck,MCHC/CHC,"35,000",0,0
Sindh,Thatta,Thatta,G.D New Raod,CD/GD,"24,000",25.15577,68.23645
Sindh,Thatta,Thatta,RHC Jherruck,RHC,"35,000",25.05492,68.24854
Sindh,Thatta,Thatta,RHC Jungshahi,RHC,"29,039",0,0
Sindh,Thatta,Thatta,BHU Muzafar Leghari,BHU,"17,000",24.7108,68.16115
Sindh,Thatta,Thatta,BHU Syed Qadir Dino Shah,BHU,"24,081",24.61921,68.0283
Sindh,Thatta,Sujawal,BHU Syed Ghulam Mustafa,BHU,"14,627",24.5408,68.14008
Sindh,Thatta,Shah Bunder,BHU Jungo Jalbani,BHU,"11,963",24.82741,67.92036
Sindh,Thatta,Jati,BHU Marho Bola Khan,BHU,"5,200",24.45599,68.11644
Sindh,Thatta,Thatta,G.D Baradabad,CD/GD,"3,700",0,0
Sindh,Thatta,Thatta,G.D Helaya,CD/GD,"5,200",0,0
Sindh,Thatta,Mirpur Sakro,BHU H.M Sodho,BHU,"5,500",24.55754,67.59498
Sindh,Thatta,Thatta,BHU Pirjo Goth,BHU,"14,200",24.6091,67.95598
Sindh,Thatta,Thatta,G.D Nagan,CD/GD,"11,342",24.59276,67.94697
Sindh,Thatta,Thatta,G.D.Peer Bux Brohi,CD/GD,"6,000",24.77552,67.96156
Sindh,Thatta,Mirpur Sakro,BHU Ghullamullah,BHU,"32,300",24.60297,67.81985
Sindh,Thatta,Thatta,BHU Chatto Chand,BHU,"21,607",24.79402,67.96018
Sindh,Thatta,Mirpur Sakro,BHU Ghari Wah,BHU,"25,662",24.56648,67.68774
Sindh,Thatta,Sakro,BHU Bohuro,BHU,"25,404",24.30464,67.60447
Sindh,Thatta,Thatta,G.D Ramzan Hajib,CD/GD,"5,000",24.83795,67.94461
Sindh,Thatta,Ghorabari,G.D Muhammad Malook Lakho,CD/GD,"3,995",0,0
Sindh,Thatta,Ghorabari,BHU Dandhari,BHU,"4,800",24.30355,67.60501
Sindh,Thatta,Mirpur Bathoro,BHU Jhoke Sharif,BHU,"23,233",24.81105,68.31644
Sindh,Thatta,Mirpur Bathoro,G.D Abdul Haie Palijo,CD/GD,"9,688",24.92266,68.25683
Sindh,Thatta,Mirpur Bathoro,BHU Rahooth,BHU,"10,352",24.91276,68.23654
Sindh,Thatta,Sujawal,BHU Shah Nawaz Leghari,BHU,"9,000",24.71685,68.158447
Sindh,Thatta,Thatta,MCH Shaheed Azeem unar,MC,"25,953",0,0
Sindh,Thatta,Sujawal,BHU Kot Almo,BHU,"25,500",0,0
Sindh,Thatta,Thatta,Town Disp: Thatta,CD/GD,"6,000",24.75128,67.92513
Sindh,Thatta,Shah Bunder,RHC Chuhar Jamali,RHC,"26,861",24.3901,67.9938
Sindh,Thatta,Shah Bunder,BHU Ladiyoon,BHU,"25,946",24.32496,68.05745
Sindh,Thatta,Jati,BHU Murid Khoso,BHU,"28,804",24.49706,68.03673
Sindh,Thatta,Mirpur Bathoro,BHU D.K Soho,BHU,"24,434",24.67069,68.27876
Sindh,Thatta,Sakro,BHU Jokhio Village,BHU,"22,752",24.62282,67.59678
Sindh,Thatta,Sakro,BHU Gujjo,BHU,"24,318",24.72806,68.2576
Sindh,Thatta,Sakro,BHU D.R.Rind,BHU,"23,734",24.61284,67.54039
Sindh,Thatta,Mirpur Bathoro,BHU Mureed Jarejo,BHU,"23,734",24.68201,68.21349
Sindh,Thatta,Thatta,G.D Aresar Hingorjo,CD/GD,"4,500",24.45604,68.24936
Sindh,Thatta,Jati,BHU Begna Mori,BHU,"17,000",24.42075,68.25677
Sindh,Thatta,Sujawal,BHU Jaar,BHU,"8,000",24.64606,68.19147
Sindh,Thatta,Sujawal,BHU Nodo Baran,BHU,"29,254",24.58905,68.1435
Sindh,Thatta,Sujawal,G.D Sher Ali Shah,CD/GD,"8,000",24.64114,68.11764
Sindh,Thatta,Shah Bunder,G.D Qadir Dino shah,CD/GD,"16,315",24.61921,68.0283
Sindh,Thatta,Shah Bunder,BHU Jiand Zangejo,BHU,"24,700",24.26914,67.88744
Sindh,Thatta,Mirpur Bathoro,BHU Banoo,BHU,"24,730",24.9395,68.2298
Sindh,Thatta,Shah Bunder,BHU Goongani,BHU,"25,300",24.38744,67.92918
Sindh,Thatta,Ghorabari,G.D Ali Muhammad Rind,CD/GD,"13,126",24.32732,67.66967
Sindh,Thatta,Ghorabari,BHU Ghorabari,CD/GD,"25,090",24.39371,67.8275
Sindh,Thatta,Ghorabari,G.D Abdullah Kehar,CD/GD,"5,213",24.36719,67.74568
Sindh,Thatta,Ghorabari,BHU Gail Mori,CD/GD,"13,200",24.53972,67.91309
Sindh,Thatta,Ghorabari,RHC Var,RHC,"17,401",24.55194,67.84382
Sindh,Thatta,Sujawal,BHU Beloo,BHU,"28,900",24.7237,68.06713
Sindh,Thatta,Sujawal,BHU Khair Bux Leghari,BHU,"2,000",24.75515,68.09871
Sindh,Thatta,Sujawal,G.D Mal Mari,CD/GD,"1,000",0,0
Sindh,Thatta,Thatta,BHU Jhumpir,BHU,"26,786",0,0
Sindh,Thatta,Thatta,BHU Jhangri,BHU,"8,900",0,0
Sindh,Thatta,Thatta,Govt.Disp.Looni Kot,CD/GD,"4,530",0,0
Sindh,Thatta,Jati,THQ Jati,SHC,"25,948",24.75061,67.79317
Sindh,Thatta,Sujawal,THQ Sujawal,SHC,"30,258",24.60783,68.7997
Sindh,Thatta,Mirpur Bathoro,THQ Mirpur Bathoro,SHC,"24,725",24.74435,68.2609
Sindh,Thatta,Thatta,Civil Hosp Thatta,SHC,"24,353",24.75064,67.89314
Sindh,Tando Muhammad Khan,Bulri Shah Karim,Saeed Matto,BHU,20000,25.04641,68.42889
Sindh,Tando Muhammad Khan,Bulri Shah Karim,BHU Ghulam Muhammad Jat,BHU,10000,0,0
Sindh,Tando Muhammad Khan,Bulri Shah Karim,D.C.D Soomar Leghari,CD/GD,2000,0,0
Sindh,Tando Muhammad Khan,Bulri Shah Karim,RHC Bulri Shah Karim,RHC,37013,0,0
Sindh,Tando Muhammad Khan,Bulri Shah Karim,Allahyar Turk,CD/GD,8000,24.99119,68.39907
Sindh,Tando Muhammad Khan,Tando Ghulam Hyder,D.C.D  Hakimani Syed,CD/GD,3300,0,0
Sindh,Tando Muhammad Khan,T.G Hyder,RHC Dando,RHC,11380,0,0
Sindh,Tando Muhammad Khan,T.G Hyder,Sadiq Jagsi,CD/GD,2000,25.00161,68.67045
Sindh,Tando Muhammad Khan,Tando Ghulam Hyder,Haji Karim Dino Syed,CD/GD,5000,24.93339,68.69668
Sindh,Tando Muhammad Khan,T.G Hyder,G.D Kouro Khan Lashari,CD/GD,6000,0,0
Sindh,Tando Muhammad Khan,T.G Hyder,Nazarpur,BHU,20000,25.05182,68.61
Sindh,Tando Muhammad Khan,T.G Hyder,BHU Tando G. Hyder,BHU,3200,0,0
Sindh,Tando Muhammad Khan,Bulri Shah Karim,Anwar Rind,CD/GD,1500,24.85833,68.35556
Sindh,Tando Muhammad Khan,Bulri Shah Karim,Abdul Rahim Katiar,CD/GD,3000,24.92367,68.34641
Sindh,Tando Muhammad Khan,Bulri Shah Karim,Saeed Khan Lund,BHU,30000,24.96122,68.42176
Sindh,Tando Muhammad Khan,Tando Ghulam Hyder,Ali G. Chandio,CD/GD,5000,24.893,68.52625
Sindh,Tando Muhammad Khan,T.M Khan,BHU Khaw Muhammad Vag Mal,BHU,2000,0,0
Sindh,Tando Muhammad Khan,T.G Hyder,G. Shah Bagrani,BHU,20000,24.92593,68.5606
Sindh,Tando Muhammad Khan,T.M Khan,Sain Bux Khoso,CD/GD,8000,25.02969,68.56919
Sindh,Tando Muhammad Khan,T.G Hyder,Mir Muhammad Wares,CD/GD,5000,25.01589,68.59908
Sindh,Tando Muhammad Khan,T.M Khan,Nago Shah,BHU,30000,25.00628,68.57188
Sindh,Tando Muhammad Khan,Bulri Shah Karim,Suleman Soomro,CD/GD,10000,25.13552,68.4016
Sindh,Tando Muhammad Khan,T.M Khan,RHC Rajo Nizamani,RHC,50000,0,0
Sindh,Tando Muhammad Khan,Bulri Shah Karim,Mulakatiar,BHU,37000,25.13114,68.41833
Sindh,Tando Muhammad Khan,Bulri Shah Karim,Asgharabad,CD/GD,3000,25.13381,68.45142
Sindh,Tando Muhammad Khan,T.M Khan,BHU Saeedpur Takar,BHU,18000,0,0
Sindh,Tando Muhammad Khan,T.M Khan,Mohabat Burgri,CD/GD,5000,25.15967,68.55595
Sindh,Tando Muhammad Khan,T.M Khan,Baqir Nizamani,CD/GD,3000,25.17009,68.57874
Sindh,Tando Muhammad Khan,T.M Khan,Drigmori,CD/GD,10000,25.19385,68.62955
Sindh,Tando Muhammad Khan,T.M Khan,Saindad Wasan,CD/GD,20000,25.19386,68.62953
Sindh,Tando Muhammad Khan,T.M Khan,Shaikh Bhirkyo,BHU,50000,25.26057,68.66301
Sindh,Tando Muhammad Khan,T.M Khan,D.C.D Lakhat,CD/GD,4000,0,0
Sindh,Tando Muhammad Khan,Bulri Shah Karim,Muhammad Khan Magsi,CD/GD,15000,24.93866,68.43014
Sindh,Tando Muhammad Khan,T.M Khan,Tando Saindad,CD/GD,20000,25.1411,68.50045
Sindh,Tando Muhammad Khan,Bulri Shah Karim,Jinhan Soomro,BHU,30000,24.92109,68.30801
Sindh,Tando Muhammad Khan,Bulri Shah Karim,Dadoon,BHU,20000,24.95281,68.34283
Sindh,Tando Muhammad Khan,Bulri Shah Karim,Seehrani,BHU,10000,24.91572,68.41535
Sindh,Dadu,Johi,Tando Rahim Khan,CD/GD,"32,644",26.49689,67.43189
Sindh,Dadu,Johi,Chhini,CD/GD,"12,755",0,0
Sindh,Dadu,Johi,Murad Khan Jamali,CD/GD,"7,350",0,0
Sindh,Dadu,Johi,Mondar Jamali,CD/GD,"9,000",0,0
Sindh,Dadu,Johi,Wahi Pandhi,BHU,"10,577",26.662098,67.372877
Sindh,Dadu,Johi,Paryo Jamali,CD/GD,"20,000",0,0
Sindh,Dadu,Mehar,Shah Panjo,BHU,"28,972",27.12461,67.95647
Sindh,Dadu,Mehar,Thallo,BHU,"27,358",27.111539,67.787749
Sindh,Dadu,Mehar,Esso Khan Thebo,BHU,"28,136",27.126342,67.818861
Sindh,Dadu,Mehar,Nau Goth,BHU,"24,954",27.128642,68.015003
Sindh,Dadu,Mehar,Thariri Muhbat,BHU,"22,000",27.199528,67.929875
Sindh,Dadu,Mehar,Qazi Arif,BHU,"1,800",27.221447,67.786736
Sindh,Dadu,K.N. Shah,Dhani Bux Bughio,BHU,"20,500",27.058314,67.809975
Sindh,Dadu,Mehar,Kolachi,BHU,"23,406",27.141448,67.766981
Sindh,Dadu,K.N. Shah,Sita Road,RHC,"62,774",27.044265,67.847277
Sindh,Dadu,Mehar,Gul Mohd Jatoi,CD/GD,"26,000",0,0
Sindh,Dadu,Mehar,Nawab Jo Pat,CD/GD,"16,000",0,0
Sindh,Dadu,Mehar,Ex.Disp Long Tunio,CD/GD,"17,000",0,0
Sindh,Dadu,Mehar,Bali Shah,BHU,"26,500",27.111722,67.907675
Sindh,Dadu,Mehar,Aghamani,BHU,"16,500",27.084417,67.923225
Sindh,Dadu,Dadu,Khero,BHU,"8,465",26.92,67.7
Sindh,Dadu,Dadu,Jat Shahdad,CD/GD,"14,031",26.95888,67.75918
Sindh,Dadu,Dadu,Mounder,CD/GD,"26,200",26.82,67.76
Sindh,Dadu,Johi,Pir Gaji Shah,CD/GD,"31,721",0,0
Sindh,Dadu,Johi,Phulji Village,BHU,"10,333",26.881814,67.679722
Sindh,Dadu,Dadu,Piaro Goth,BHU,"26,217",26.925145,67.809132
Sindh,Dadu,Dadu,Ibrahim Panhawer,BHU,"24,000",26.90202,67.789848
Sindh,Dadu,K.N. Shah,Gul Mohd Chandio,CD/GD,"3,000",0,0
Sindh,Dadu,Dadu,Purano Dero,CD/GD,"14,000",26.68914,67.82435
Sindh,Dadu,Dadu,Patt,BHU,"153,045",26.95793,67.87259
Sindh,Dadu,Johi,Sijawal Khan Alkhani,CD/GD,"20,000",0,0
Sindh,Dadu,Johi,Bahawelpur,BHU,"20,500",26.490539,67.425611
Sindh,Dadu,Dadu,Makhdoom Bilawal,BHU,"23,756",26.49266,67.44528
Sindh,Dadu,Dadu,Phuji Station,BHU,"29,050",26.858615,67.792805
Sindh,Dadu,K.N  Shah,Burira,BHU,"25,000",27.090072,67.561562
Sindh,Dadu,K.N  Shah,Rawat Khan Laghari,CD/GD,"14,000",0,0
Sindh,Dadu,K.N  Shah,Baid,BHU,"16,000",27.206903,67.667753
Sindh,Dadu,Dadu,Samtani,BHU,"12,000",26.360506,67.421443
Sindh,Dadu,Mehar,Faridabad,BHU,"35,201",27.29,67.624507
Sindh,Dadu,Mehar,Qadir Bux Rind,CD/GD,"7,500",0,0
Sindh,Dadu,Mehar,Syedpur,BHU,"25,000",27.281104,67.669174
Sindh,Dadu,Mehar,Beto,BHU,"20,900",27.16,67.87
Sindh,Dadu,Khairpur Nathan Shah,Gozo,BHU,"37,860",27.101747,67.666633
Sindh,Dadu,K.N  Shah,Boriri,BHU,"13,500",27.001097,67.769513
Sindh,Dadu,Johi,Bahadur Khan Naich,CD/GD,"18,120",0,0
Sindh,Dadu,Sehwan,Bubak,BHU,"25,600",26.44212,67.70037
Sindh,Dadu,K.N  Shah,Chhore,BHU,"30,500",27.158175,67.651869
Sindh,Dadu,K.N  Shah,Madho,CD/GD,"3,400",0,0
Sindh,Dadu,K.N  Shah,Mitho Babar,BHU,"12,800",26.991278,67.652034
Sindh,Dadu,Dadu,Sita village,BHU,"15,296",27.023319,67.921207
Sindh,Dadu,K.N  Shah,Khanpur,BHU,"15,940",27.01,67.64
Sindh,Dadu,K.N  Shah,Kakar,CD/GD,"14,935",26.96599,67.68928
Sindh,Dadu,K.N  Shah,Chow Khandi,BHU,"9,253",27.003018,67.723765
Sindh,Dadu,Dadu,Phaka,BHU,"19,345",26.39,67.424751
Sindh,Dadu,Dadu,Pipri,BHU,"21,721",26.433326,67.45178
Sindh,Dadu,Johi,Allahyarani,BHU,"14,500",26.749886,67.703801
Sindh,Dadu,Dadu,Aminani,BHU,"41,000",26.6333,67.8
Sindh,Dadu,Dadu,Jhallo,BHU,"17,000",26.670322,67.853239
Sindh,Dadu,Johi,Haji Khan,BHU,"10,000",26.755266,67.477936
Sindh,Dadu,Johi,Chakar Khan Shahani,CD/GD,"12,000",0,0
Sindh,Dadu,Johi,Drigh Bala,RHC,"32,750",26.78,67.4
Sindh,Dadu,Mehar,Radhan,RHC,"27,829",27.176799,67.947532
Sindh,Dadu,Mehar,Bathro,CD/GD,"20,000",0,0
Sindh,Dadu,Mehar,Butt Sari,BHU,"27,336",27.186644,67.890475
Sindh,Dadu,Mehar,Faridabad,MCHC/CHC,"27,324",27.29,67.624507
Sindh,Dadu,Johi,Pat Gul Muhmmad,BHU,"6,000",0,0
Sindh,Dadu,Johi,Qasbo,BHU,"8,000",26.88689,67.41908
Sindh,Dadu,Johi,Mureed Babar,CD/GD,"7,000",26.82,67.76
Sindh,Dadu,K.N  Shah,K.N. Shah,SHC,"335,347",27.085613,67.733517
Sindh,Dadu,Dadu,Drigh Bala,SHC,"139,972",0,0
Sindh,Dadu,Mehar,Mehar,SHC,"197,234",27.183046,67.824618
Sindh,Dadu,Johi,Johi,SHC,"70,000",26.69216,67.61495
Punjab,Dera Ghazi Khan,D. G. Khan,Bawata,BHU,"22,030",30.00685,69.95274
Punjab,Dera Ghazi Khan,D. G. Khan,Khakhi,BHU,"42,273",30.00286,70.69675
Punjab,Dera Ghazi Khan,D. G. Khan,Khakhi,BHU,"36,441",29.999665,70.701142
Punjab,Dera Ghazi Khan,D. G. Khan,Bakhar wah,BHU,"39,669",29.6911,70.43938
Punjab,Dera Ghazi Khan,D. G. Khan,Basti jam,BHU,"33,999",29.85835,70.58939
Punjab,Dera Ghazi Khan,D. G. Khan,Chak now abad,BHU,"40,791",30.28068,70.57696
Punjab,Dera Ghazi Khan,D. G. Khan,D-8 yaroo khosa,BHU,"38,520",30.17663,70.62663
Punjab,Dera Ghazi Khan,D. G. Khan,Pir adil,BHU,"44,005",30.18907,70.73152
Punjab,Dera Ghazi Khan,D. G. Khan,Rakhi munh,BHU,"149,886",29.966518,70.1531
Punjab,Dera Ghazi Khan,D. G. Khan,Kala,BHU,"43,035",30.37493,70.7228
Punjab,Dera Ghazi Khan,D. G. Khan,Chabri zarin,BHU,"33,733",30.13736,70.69475
Punjab,Dera Ghazi Khan,D. G. Khan,Haji ghazi gharbi,BHU,"37,040",30.1093,70.74959
Punjab,Dera Ghazi Khan,D. G. Khan,Samina,BHU, -   ,30.00631,70.75009
Punjab,Dera Ghazi Khan,D. G. Khan,Rakhi munh,BHU, -   ,29.966518,70.1531
Punjab,Dera Ghazi Khan,D. G. Khan,Fast mumoo,BHU,"24,087",29.92645,69.98461
Punjab,Dera Ghazi Khan,D. G. Khan,Memori,BHU,"43,053",29.91175,70.56112
Punjab,Dera Ghazi Khan,D. G. Khan,Nawan shahr,BHU,"44,101",29.82151,70.51032
Punjab,Dera Ghazi Khan,D. G. Khan,Choti bala,RHC,"44,401",29.80847,70.24625
Punjab,Dera Ghazi Khan,D. G. Khan,Talpur,BHU,"40,250",29.72855,70.48623
Punjab,Dera Ghazi Khan,D. G. Khan,Main pheroo,BHU,"44,775",29.6952,70.4674
Punjab,Dera Ghazi Khan,D. G. Khan,Bawata,BHU,"28,171",30.00655,69.95274
Punjab,Dera Ghazi Khan,D. G. Khan,Choti bala,BHU,"48,760",29.80847,70.24625
Punjab,Dera Ghazi Khan,D. G. Khan,Bawata,BHU,"20,137",30.005147,69.978233
Punjab,Dera Ghazi Khan,D. G. Khan,Sarwar wali,RHC,"44,677",30.06803,70.72655
Punjab,Dera Ghazi Khan,D. G. Khan,Kot haibat,BHU,"20,000",31.10285,70.62721
Punjab,Dera Ghazi Khan,Taunsa,Litra,BHU,"11,000",31.05319,70.48392
Punjab,Dera Ghazi Khan,Taunsa,Trimin,BHU,"39,000",31.27125,70.68932
Punjab,Dera Ghazi Khan,Taunsa,Lakhani,BHU,"40,000",31.25012,70.46185
Punjab,Dera Ghazi Khan,Taunsa,Sokar,BHU,"41,366",30.67952,70.61317
Punjab,Dera Ghazi Khan,Taunsa,Mangrootha,BHU,"41,646",30.70763,70.57796
Punjab,Dera Ghazi Khan,Taunsa,Makwal kalan,BHU,"25,000",30.58785,70.73315
Punjab,Dera Ghazi Khan,Taunsa,Dona,BHU,"35,624",30.815781,70.699676
Punjab,Dera Ghazi Khan,Taunsa,Nari,BHU,"25,622",30.83388,70.67203
Punjab,Dera Ghazi Khan,Taunsa,Margannge,BHU,"41,854",31.201496,70.517568
Punjab,Dera Ghazi Khan,Taunsa,Vehova,RHC,"40,647",31.14752,70.50478
Punjab,Dera Ghazi Khan,Taunsa,Nutkani,BHU,"43,373",31.10744,70.70682
Punjab,Dera Ghazi Khan,Taunsa,Tibbi qaisrani,RHC,"37,414",31.00358,70.67387
Punjab,Dera Ghazi Khan,Taunsa,Kot qasrani,BHU,"21,600",30.79462,70.55446
Punjab,Dera Ghazi Khan,Taunsa,Jhukbodo,BHU,18,30.91271,70.5267
Punjab,Dera Ghazi Khan,D. G. Khan,Sheroo,BHU,"37,562",30.47666,70.500472
Punjab,Dera Ghazi Khan,D. G. Khan,Jhoke utiara,BHU,"46,632",29.841071,70.726
Punjab,Dera Ghazi Khan,D. G. Khan,Jhok uttra,BHU,"46,632",29.84776,70.72987
Punjab,Dera Ghazi Khan,D. G. Khan,Ghos abad,BHU,"47,164",29.90676,70.74541
Punjab,Dera Ghazi Khan,D.G. Khan,Aali wala,BHU,"34,131",29.93582,70.6721
Punjab,Dera Ghazi Khan,D. G. Khan,Lohar wala,BHU,"48,316",29.95789,70.5955
Punjab,Dera Ghazi Khan,D.G. Khan,Gadai gharbi,BHU,"40,696",29.99569,70.62867
Punjab,Dera Ghazi Khan,D. G. Khan,Kot chutta,RHC, -   ,29.87875,70.64403
Punjab,Dera Ghazi Khan,D. G. Khan,Mana ahmadani,BHU,"43,953",29.80687,70.62337
Punjab,Dera Ghazi Khan,D. G. Khan,Khanpur,BHU,"48,571",29.75256,70.5638
Punjab,Dera Ghazi Khan,D. G. Khan,Qadir abad,RHC,"44,392",30.064983,70.723898
Punjab,Dera Ghazi Khan,D. G. Khan,Ara jaffar,SHC,"47,183",29.793537,70.693167
Punjab,Dera Ghazi Khan,D. G. Khan,Basti jam,BHU,"48,007",29.85835,70.58939
Punjab,Dera Ghazi Khan,D. G. Khan,Shah sadar din,RHC,"44,008",30.46279,70.72777
Punjab,Dera Ghazi Khan,Tribal Area,Roghan,BHU, -   ,30.15488,70.21088
Punjab,Dera Ghazi Khan,Taunsa,Kot mohi,BHU,"20,000",30.55212,70.59572
Punjab,Dera Ghazi Khan,Taunsa,Hairo sharqi,BHU,"37,655",30.665709,70.700273
Punjab,Dera Ghazi Khan,Tribal Area,Birot mondwani,BHU,"40,300",30.77002,70.49771
Punjab,Dera Ghazi Khan,Taunsa,Taunsa,MCHC/CHC,"56,602",30.70053,70.65316
Punjab,Dera Ghazi Khan,D. G. Khan,Wadoor,BHU,"35,034",30.07784,70.54655
Punjab,Dera Ghazi Khan,D. G. Khan,D G khan,DHQ, -   ,30.05053,70.63881
Punjab,Dera Ghazi Khan,D. G. Khan,MCH 2,MCHC/CHC,"40,053",30.05663,70.65302
Punjab,Dera Ghazi Khan,D. G. Khan,MCH 3,MCHC/CHC,"40,676",30.03319,70.63815
Punjab,Dera Ghazi Khan,D. G. Khan,MCH 1,MCHC/CHC,"42,630",30.02363,70.6279
Punjab,Dera Ghazi Khan,Tribal Area,Barthi,RHC, -   ,30.95927,70.37579
Punjab,Dera Ghazi Khan,Tribal Area,Fazla,BHU,"30,800",30.75495,70.32421
Punjab,Khushab,Khushab,BIJJAR,BHU,,32.2576,72.041762
Punjab,Khushab,Khushab,OKHLI MOHALLA,BHU,,32.25758,71.98812
Punjab,Khushab,Khushab,47 MB,BHU,,32.2236,72.20907
Punjab,Khushab,Khushab,TIBBA QAIM DIN,BHU,,32.15373,72.28904
Punjab,Khushab,Khushab,GIROT,BHU,,32.08972,72.27415
Punjab,Khushab,Khushab,SODHI JAIWALI,BHU,,32.57978,72.26405
Punjab,Khushab,Khushab,Talokar,BHU,,32.46975,72.49873
Punjab,Khushab,Khushab,Vchalla,BHU,,32.53849,72.26782
Punjab,Khushab,Khushab,Khuda,BHU,,32.52847,72.21732
