Admin 1,Admin 2,Admin 3,Facility,HF_Type,Catchment,Latitude,Longitude
Balochistan,Zhob,Qamar Din Karez,Qamardin,RHC,"13,125",31.65961,68.40104
Balochistan,Zhob,Qamar Din Karez,BHU Kashto,BHU, -   ,31.50788,67.95786
Balochistan,Zhob,Qamar Din Karez,Kanokai,BHU,"2,449",31.61251,68.02439
Balochistan,Zhob,Qamar Din Karez,CD Kali Mala Shamak,CD/GD,955,31.71247,68.16023
Balochistan,Zhob,Qamar Din Karez,Khazarlai,CD/GD,"1,390",31.65959,68.40101
Balochistan,Zhob,Qamar Din Karez,Toramay,BHU,"2,681",31.33809,68.72983
Balochistan,Zhob,Qamar Din Karez,Nanarkai,BHU,"8,621",31.3659,68.97941
Balochistan,Zhob,Qamar Din Karez,Shaghaloo,CD/GD,"4,848",31.17032,68.96106
Balochistan,Zhob,Qamar Din Karez,BHU Sarkhuj,BHU,"2,229",31.33881,69.19911
Federal Capital Territory,Islamabad,,0,RHC,,33.73825,73.18574
Federal Capital Territory,Islamabad,,0,BHU,,33.7047,73.25175
Federal Capital Territory,Islamabad,,0,BHU,,33.79665,73.18925
Federal Capital Territory,Islamabad,,0,BHU,,33.71439,72.91992
Federal Capital Territory,Islamabad,,0,BHU,,33.76814,73.24748
Federal Capital Territory,Islamabad,,0,BHU,,33.67119,73.20649
Federal Capital Territory,Islamabad,,0,BHU,,33.64479,73.20528
Federal Capital Territory,Islamabad,,0,BHU,,33.66812,73.29254
Federal Capital Territory,Islamabad,,0,BHU,,33.65233,73.27976
Federal Capital Territory,Islamabad,,0,RHC,,33.64674,73.16158
Federal Capital Territory,Islamabad,,0,BHU,,33.651,73.10399
Federal Capital Territory,Islamabad,,0,BHU,,33.58942,73.16804
Federal Capital Territory,Islamabad,,0,BHU,,33.60875,73.25498
Federal Capital Territory,Islamabad,,0,RHC,,33.55831,73.22648
Federal Capital Territory,Islamabad,,0,BHU,,33.56306,73.18351
Federal Capital Territory,Islamabad,,0,BHU,,33.497,73.19514
Federal Capital Territory,Islamabad,,0,BHU,,33.76892,73.07218
Federal Capital Territory,Islamabad,,0,Office,,33.72129,73.07392
Federal Capital Territory,Islamabad,,0,MC,,33.64291,73.04159
Federal Capital Territory,Islamabad,,0,MC,,33.65709,73.06931
Federal Capital Territory,Islamabad,,0,MC,,33.7386,73.1886
Federal Capital Territory,Islamabad,,0,MC,,33.71664,73.34165
Federal Capital Territory,Islamabad,,0,MC,,33.68419,73.11926
Federal Capital Territory,Islamabad,,0,MC,,33.64176,73.0734
Federal Capital Territory,Islamabad,,0,MC,,33.68343,72.99844
Federal Capital Territory,Islamabad,,0,MC,,33.73774,73.09394
Federal Capital Territory,Islamabad,,0,MC,,33.7048,73.06845
Federal Capital Territory,Islamabad,,0,MC,,33.68788,73.03426
Federal Capital Territory,Islamabad,,0,MC,,33.67285,73.01694
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,DARWAL-BHU,BHU,"18,500",0,0
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,KAKUL-BHU,BHU,"13,630",0,0
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,SALWALA-BHU,BHU,"12,400",33.996119,73.15323
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,KALU MAIRE-BHU,BHU,"8,000",34.045593,73.102114
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,MORIBADAN-RHC,RHC,"25,000",34.011385,73.242218
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,TAKIA SHEKHAN-BHU,BHU,"13,430",34.049493,73.242529
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,RAJOYIA-BHU,BHU,"14,000",34.077001,73.22898
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,NARA-BHU,BHU,"10,690",33.987703,73.228775
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,MOOLIA-BHU,BHU,"20,000",34.136328,73.483943
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,SATORA-BHU,BHU,"19,000",34.175332,73.332854
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,HERLAIN-BHU,BHU,"12,000",0,0
Khyber Pakhtunkhwa,Abbottabad,Havelian,0,RHC,"250,000",34.055652,73.172527
Khyber Pakhtunkhwa,Abbottabad,Havelian,BHU Phalla,BHU,"11,560",33.867725,73.219692
Khyber Pakhtunkhwa,Abbottabad,Havelian,RHC Lora,RHC,"39,808",33.890491,73.277964
Khyber Pakhtunkhwa,Abbottabad,Havelian,BHU Nagn Totial,BHU,"11,221",33.941514,73.311504
Khyber Pakhtunkhwa,Abbottabad,Havelian,BHU Langrial,BHU,"11,000",33.923859,73.125106
Khyber Pakhtunkhwa,Abbottabad,Havelian,0,BHU,"5,746",0,0
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,MANGAL AZIR-BHU,BHU,"10,034",34.251082,73.245403
Khyber Pakhtunkhwa,Abbottabad,Havelian,BHU Mujakot,BHU,"7,000",0,0
Khyber Pakhtunkhwa,Abbottabad,Havelian,Goraki,BHU,"4,000",34.1,72.9833
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,MOCHI KOT-BHU,BHU,"1,400",34.224806,73.18546
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,BANDA PIR KHAN-BHU,BHU,"16,723",34.247182,73.274142
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,BHU Mirpur,BHU,"16,800",34.206741,73.254025
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,KAKUL-BHU,BHU,"21,019",34.203456,73.281943
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,TATHT AHMAD KHAN-BHU,BHU,"11,386",34.247182,73.047714
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,KANGAR BALA-BHU,BHU,"10,000",34.212489,73.022053
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,BAKOT-BHU,BHU,"17,000",33.994477,73.272295
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,MCH Nawan Shehr,MCHC/CHC,"12,236",34.160707,73.2823
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Shakh ul Bandi,BHU,"23,619",34.135713,73.239244
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,BHU Dhantuk,BHU,"24,688",0,0
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,PATTAN KALAN-BHU,BHU,"16,000",34.258473,73.447813
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,SALOOL BANDI-BHU,BHU,"6,000",34.261757,73.426053
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,PHAL KOT-BHU,BHU,"13,565",34.15,73.3833
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,BAGNOTAR-BHU,BHU,"14,252",34.127091,73.375758
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,SUMUNDER KATAH-BHU,BHU,"3,830",34.044566,73.331211
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,BAGH BANDI-BHU,BHU,"13,240",34.067148,73.363852
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,HARNO-BHU,BHU,"14,733",34.168969,73.373705
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,BEERANGALI-BHU,BHU,"16,500",34.183133,73.392797
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,KOKMONG-BHU,BHU, -   ,34.268121,73.458488
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,BHU Sarhan,BHU,"8,000",33.894285,73.197468
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,ZIARAT MASOOM-BHU,BHU,"8,000",33.97477,73.336754
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,JABRAIN-BHU,BHU,"27,000",34.139818,73.189771
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,GHORI-BHU,BHU,"22,144",34.140023,73.121411
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,MAIRA ROMMAL-BHU,BHU,"5,000",33.960605,73.366931
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,TAJWAL-BHU,BHU,"8,000",33.98606,73.350303
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,PIND KARGU KHAN-BHU,BHU,"20,000",34.17369,73.07748
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,PANDO THANA-BHU,BHU,"14,650",34.225627,73.150972
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,DALOLA-BHU,BHU,"21,347",34.356598,73.393207
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,CHAMALI-BHU,BHU,"7,000",33.938229,73.278453
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,KALPANI-RHC,BHU,"14,400",34.078849,73.373089
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,KOTHIALA-BHU,BHU,"14,520",34.159115,73.116484
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,MALKOT-BHU,BHU,"7,500",33.991192,73.433648
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,NAWAN SHEHR-BHU,BHU,"25,556",34.163836,73.266136
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,BHU Palak,BHU,"9,000",33.986471,73.426463
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,BIROT KALAN-BHU,BHU,"21,500",34.054215,73.489075
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,MOHARA BIRUT-BHU,BHU,"15,000",0,0
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,BHU Tarch,BHU,"10,000",34.233838,73.47491
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,NAMAL-BHU,BHU,"16,000",34.19196,73.480248
Khyber Pakhtunkhwa,Bannu,Bannu,MAMASH KHEL-BHU,BHU,"31,000",32.99933,70.57256
Khyber Pakhtunkhwa,Bannu,Bannu,DOMEL-RHC,RHC,"95,000",33.021021,70.759502
Khyber Pakhtunkhwa,Bannu,Bannu,BELOND FATMA KHEL-BHU,BHU,"21,000",32.933229,70.658043
Khyber Pakhtunkhwa,Bannu,Bannu,MANIK KHEL-BHU,BHU,"22,000",32.860355,70.488093
Khyber Pakhtunkhwa,Bannu,Bannu,SHAHBAZ AZMAT KHEL-BHU,BHU,"55,000",32.9575,70.6741
Khyber Pakhtunkhwa,Bannu,Bannu,GUL AKRAM KILLA-BHU,BHU,"47,000",32.876047,70.58907
Khyber Pakhtunkhwa,Bannu,Bannu,KOTKA MOHAMMAD KHAN-BHU,BHU,"45,000",32.984536,70.769803
Khyber Pakhtunkhwa,Bannu,Bannu,NIZAM BAZAR-BHU,BHU,"27,000",33.007723,70.640528
Khyber Pakhtunkhwa,Bannu,Bannu,NORAR-BHU,BHU,"40,000",32.904061,70.536586
Khyber Pakhtunkhwa,Bannu,Bannu,MANDEW-BHU,BHU,"19,000",32.920817,70.559902
Khyber Pakhtunkhwa,Bannu,Bannu,LEWAN DARDARIS-BHU,BHU,"19,000",32.880391,70.595009
Khyber Pakhtunkhwa,Bannu,Bannu,HAVEED-BHU,BHU,"19,000",32.979945,70.608258
Khyber Pakhtunkhwa,Bannu,Bannu,Amandi,BHU,"18,000",33.000039,70.588518
Khyber Pakhtunkhwa,Bannu,Bannu,ZARGAR MAMA KHEL-BHU,BHU,"25,000",32.898565,70.606535
Khyber Pakhtunkhwa,Bannu,Bannu,"MOHAMMAD KHEL, WAZIR-BHU",BHU,"15,000",32.985618,70.553293
Khyber Pakhtunkhwa,Bannu,Bannu,LALOZAI-BHU,BHU,"22,000",33.021671,70.58379
Khyber Pakhtunkhwa,Bannu,Bannu,MAMASH KHEL-GOVT M.C.H CENTER,MCHC/CHC,"30,000",32.945665,70.541709
Khyber Pakhtunkhwa,Bannu,Bannu,Halifa Gul Nawaz,BHU,"42,000",0,0
Khyber Pakhtunkhwa,Bannu,Bannu,BIZAN KHEL-BHU,BHU,"47,000",33.023999,70.678578
Khyber Pakhtunkhwa,Bannu,Bannu,JANDO KHEL-BHU,BHU,"45,000",32.951935,70.714249
Khyber Pakhtunkhwa,Bannu,Bannu,DAUD SHAH-BHU,BHU,"28,664",33,71
Khyber Pakhtunkhwa,Bannu,Bannu,AZIM KILLA-BHU,BHU,"53,000",33,71
Khyber Pakhtunkhwa,Bannu,Bannu,LANDI JALANDER BAKHTA BAZ-BHU,BHU,"10,000",32.883238,70.925374
Khyber Pakhtunkhwa,Bannu,Bannu,LANDI JALANDER (S.Z.KORONA)-BHU,BHU,"17,000",0,0
Khyber Pakhtunkhwa,Bannu,Bannu,KAKKI-GOVT MCH CENTRE,BHU,"64,000",32.869718,70.66742
Khyber Pakhtunkhwa,Bannu,Bannu,RHC Ghoriwala,BHU,"110,000",32.905125,70.729321
Khyber Pakhtunkhwa,Bannu,Bannu,ISMAIL KHEL-BHU,BHU,"30,000",32.927466,70.653167
Khyber Pakhtunkhwa,Bannu,Bannu,BADA MIR ABBAS-BHU,BHU,"25,000",32.938548,70.624886
Khyber Pakhtunkhwa,Bannu,Bannu,KHUJARI KHAS KILLA-BHU,BHU,"70,000",32.890143,70.669213
Khyber Pakhtunkhwa,Bannu,Bannu,BADA MIR ABBAS-BHU,BHU,"50,000",32.938548,70.624886
Khyber Pakhtunkhwa,Bannu,Bannu,HINJAL-BHU,BHU,"21,000",32.980181,70.608849
Khyber Pakhtunkhwa,Bannu,Bannu,KHAWAJA MAD MANDAN-BHU,BHU,"70,000",32.955747,70.627989
Khyber Pakhtunkhwa,Bannu,Bannu,HAKIM BHARAT-BHU,BHU,"18,000",32.884735,70.638539
Khyber Pakhtunkhwa,Bannu,Bannu,NAR SHUKER ULLAH-BHU,BHU,"17,232",32.836029,70.714111
Khyber Pakhtunkhwa,Bannu,Bannu,NAR JAFFAR-BHU,BHU,"70,000",32.960002,70.737743
Khyber Pakhtunkhwa,Bannu,Bannu,SHAMSHI KHEL-BHU,BHU,"25,000",32.923033,70.744746
Khyber Pakhtunkhwa,Bannu,Bannu,Khander Khan Khel,BHU, -   ,32.848,70.5547
Khyber Pakhtunkhwa,Bannu,Bannu,PATOOL KHEL-BHU,BHU, -   ,32.880312,70.947183
Khyber Pakhtunkhwa,Batagram,,BHU CHARBAGH,BHU, -   ,34.75795,72.9173
Khyber Pakhtunkhwa,Batagram,Battagram,BHU SAIDRA POLIND KOT,BHU, -   ,34.595168,72.955237
Khyber Pakhtunkhwa,Batagram,Battagram,BHU KHARIRI,BHU,"22,808",34.620694,73.027824
Khyber Pakhtunkhwa,Batagram,Battagram,BHU BATIAN,BHU,"9,500",34.582707,73.08408
Khyber Pakhtunkhwa,Batagram,Battagram,JOZ,BHU,"14,900",34.715129,73.076345
Khyber Pakhtunkhwa,Batagram,Battagram,MCH ATMARA,MCHC/CHC,"12,000",0,0
Khyber Pakhtunkhwa,Batagram,Battagram,BHU BATLEY,BHU, -   ,34.71528,72.98194
Khyber Pakhtunkhwa,Batagram,,BHU Pishora,BHU,"19,561",34.70555,72.98095
Khyber Pakhtunkhwa,Batagram,Battagram,RHC KUZA BANDA,RHC,"8,384",34.63472,73.00278
Khyber Pakhtunkhwa,Batagram,Battagram,BHU KHEAR ABAD,BHU,"13,100",34.605935,72.990442
Khyber Pakhtunkhwa,Batagram,Battagram,BHU G.NAWAB SAID,BHU,"7,500",34.612952,72.937332
Khyber Pakhtunkhwa,Batagram,Battagram,BHU RASHANG,BHU,"20,000",34.82083,73.11944
Khyber Pakhtunkhwa,Batagram,Battagram,BHU SAKORGA,BHU,"18,724",0,0
Khyber Pakhtunkhwa,Batagram,Battagram,BHU ROOP KANI,BHU,"10,000",34.840509,73.104304
Khyber Pakhtunkhwa,Batagram,Battagram,BHU BATEELA,BHU,"16,000",34.87222,73.09444
Khyber Pakhtunkhwa,Batagram,Battagram,BHU BARACHAR,BHU,"15,000",34.89785,73.034
Khyber Pakhtunkhwa,Batagram,Battagram,BHU KUZ TADOOL,BHU,"10,000",0,0
Khyber Pakhtunkhwa,Batagram,Battagram,BHU PASHTO,BHU,"10,200",34.88972,73.04306
Khyber Pakhtunkhwa,Batagram,Battagram,BHU JAMBERA,BHU,"18,000",34.85292,72.983331
Khyber Pakhtunkhwa,Batagram,Hotel Batkol,BHU HOTEL BATKOL,BHU,"13,022",34.72122,72.95549
Khyber Pakhtunkhwa,Batagram,Battagram,BHU SHAMLI,BHU,"24,932",34.704205,73.116688
Khyber Pakhtunkhwa,Batagram,Battagram,BHU ARGHA SHORI,BHU,"9,200",34.686792,73.037409
Khyber Pakhtunkhwa,Batagram,Battagram,PUMANG,BHU,"12,500",34.71528,72.98194
Khyber Pakhtunkhwa,Batagram,Battagram,BHU KATORA,BHU,"5,000",34.660708,73.12379
Khyber Pakhtunkhwa,Batagram,Battagram,BHU PHAGORA,BHU,"10,000",34.64407,73.06361
Khyber Pakhtunkhwa,Batagram,Battagram,BHU PAMLA SHARIF,BHU,"15,760",34.740113,72.994796
Khyber Pakhtunkhwa,Batagram,Battagram,BHU BAHAMORI,BHU,"11,800",0,0
Khyber Pakhtunkhwa,Batagram,Alahi,BHU TALOOS,BHU,"7,000",34.84782,73.03339
Khyber Pakhtunkhwa,Batagram,,BHU BIARY,BHU,"5,500",34.817877,73.09165
Khyber Pakhtunkhwa,Batagram,,BHU KANAI,BHU,"13,022",34.505556,73.680556
Khyber Pakhtunkhwa,Batagram,Alahi,R H C BANNA,RHC,"75,000",34.838075,73.062204
Punjab,Bhakkar,Bhakkar,BHAKKAR-MCH CTR,MCHC/CHC,"36,196",31.62339,71.06179
Punjab,Bhakkar,Kallur Kot,KALLUR KOT-MCH CTR,MCHC/CHC,"25,431",32.1538,71.26373
Punjab,Bhakkar,Bhakkar,BEHAL-RHC,RHC,"118,835",31.41216,71.01393
Punjab,Bhakkar,Darya Khan,DULLAY WALA-RHC,RHC,"42,715",31.83625,71.4239
Punjab,Bhakkar,Kallur Kot,JANDANWALA-RHC,RHC,"29,943",32.0787,71.6093
Punjab,Bhakkar,Bhakkar,MUSLIM KOT-BHU,BHU,"40,443",31.56938,71.22931
Punjab,Bhakkar,Mankera,KARLUWALA-BHU,BHU,"27,970",31.55396,71.61465
Punjab,Bhakkar,Darya Khan,Daggar Qurashi-BHU,BHU,"17,121",31.8449,71.1835
Punjab,Bhakkar,Darya Khan,9TDA-BHU,BHU,"11,767",31.8764,71.1901
Punjab,Bhakkar,Bhakkar,MAHNEY WALA-BHU,BHU,"13,313",31.70323,71.22725
Punjab,Bhakkar,Kallur Kot,JEHAN WALA-BHU,BHU,"6,650",32.18068,71.52732
Punjab,Bhakkar,Kallur Kot,SHAHEEDAN-BHU,BHU,"18,890",32.10411,71.6953
Punjab,Bhakkar,Mankera,CHAK NO.73/ML-BHU,BHU,"18,702",31.29039,71.253
Punjab,Bhakkar,Kallur Kot,HASSAN WALA-BHU,BHU,"45,167",32.18155,71.4437
Punjab,Bhakkar,Darya Khan,Jhamat Shumali-BHU,BHU,"15,060",31.85233,71.54837
Punjab,Bhakkar,Kallur Kot,NOORA-BHU,BHU,"4,000",32.15776,71.64106
Punjab,Bhakkar,Kallur Kot,SAEEDWALA-BHU,BHU,"289,228",32.0981,71.32771
Punjab,Bhakkar,Mankera,CHAK NO. 67/ML-BHU,BHU,"31,395",31.39597,71.22979
Punjab,Bhakkar,Mankera,YAROO WALA-BHU DAGGAR KOTLI,BHU,"32,037",31.42484,71.26893
Punjab,Bhakkar,Mankera,GAUHAR WALA-BHU,BHU,"29,000",31.72819,71.58169
Punjab,Bhakkar,Darya Khan,Hassan Shah-BHU,BHU,"41,401",31.855,71.1199
Punjab,Bhakkar,Mankera,HAIDERABAD-BHU,BHU,"42,000",31.35275,71.68813
Punjab,Bhakkar,Mankera,LITTEN-BHU,BHU,"29,790",31.5156,71.49152
Punjab,Bhakkar,Darya Khan,Barkat Wala-BHU,BHU,"18,370",31.8127,71.2809
Punjab,Bhakkar,Kallur Kot,BASTI MAI ROSHAN-BHU,BHU,"36,831",31.9629,71.16039
Punjab,Bhakkar,Kallur Kot,DAGGAR NOON-BHU,BHU,"27,970",32.10295,71.2285
Punjab,Bhakkar,Bhakkar,DAGGAR RAHTAS-BHU,BHU,"33,302",31.6427,71.1606
Punjab,Bhakkar,Bhakkar,DHANDLA-BHU,BHU,"37,124",31.46718,70.93254
Punjab,Bhakkar,Katchi Shahani Bhakkar,KATCHI SHAHANI-BHU,BHU,"31,600",31.70333,71.00335
Punjab,Bhakkar,Bhakkar,KHANSAR-BHU,BHU,"36,387",31.65932,71.32751
Punjab,Bhakkar,Bhakkar,CHUNI SHUMALI-BHU,BHU,"30,350",31.68331,71.076
Punjab,Bhakkar,Kuhawar Kalan,Kuhawar Kalan-BHU,BHU,"43,432",31.73,71.101
Punjab,Bhakkar,Bhakkar,KOTLA JAM-BHU,BHU,"19,336",31.7034,71.095
Punjab,Bhakkar,Kallur Kot,MAIBLE SHARIF-BHU,BHU,"29,804",32.0345,71.1984
Punjab,Bhakkar,Bhakkar,MULLANWALI-BHU,BHU,"37,940",31.54754,70.99559
Punjab,Bhakkar,Bhakkar,NOTAK-BHU,BHU,"36,773",31.47169,71.03058
Punjab,Bhakkar,Bhakkar,PIR ASHAB-BHU,BHU,"34,861",31.56983,71.05685
Punjab,Bhakkar,Bhakkar,SARAI MOHAJIR-BHU,BHU,"35,237",31.50737,71.23943
Punjab,Bhakkar,Darya Khan,Punjgirain-BHU,BHU,"40,367",31.9782,71.1555
Punjab,Bhakkar,Bhakkar,SIAL-BHU,BHU,"35,407",31.63776,71.0002
Punjab,Bhakkar,Bhakkar,YOUSAF SHAH-BHU,BHU,"29,400",31.41332,70.93654
Punjab,Bhakkar,Darya Khan,BARRANGA-BHU,BHU,"38,772",31.91389,71.45027
Punjab,Bhakkar,Kallur Kot,CHAK NO. 63/DB-BHU,BHU,"29,569",32.04494,71.68977
Punjab,Bhakkar,Kallur Kot,FAZIL-BHU,BHU,"29,688",31.98283,71.4523
Punjab,Bhakkar,Mankera,MAHNI-BHU,BHU,"36,037",31.52801,71.84275
Khyber Pakhtunkhwa,Buner,Gadizai,MALAK PUR,BHU,"24,405",0,0
Khyber Pakhtunkhwa,Buner,Gagra,DEWANA BABA-RHC,RHC,"2,800",34.473116,72.591221
Khyber Pakhtunkhwa,Buner,Daggar,PANDIR-BHU,BHU,"23,621",34.548056,72.668889
Khyber Pakhtunkhwa,Buner,Daggar,BATARA-BHU,BHU,"22,000",34.549719,72.637081
Khyber Pakhtunkhwa,Buner,Daggar,GUL BANDI-RHC,RHC,"25,000",34.1333,73.05
Khyber Pakhtunkhwa,Buner,Daggar,SONY-BHU,BHU,"4,500",0,0
Khyber Pakhtunkhwa,Buner,Mandar,TOTALAY-CH,Hospital,"49,432",34.1925,72.498889
Khyber Pakhtunkhwa,Buner,Chamla,CHAMLA-CH,SHC,"27,630",34.389167,72.4625
Khyber Pakhtunkhwa,Buner,Daggar,ELAI,BHU,"32,680",34.510717,72.431092
Khyber Pakhtunkhwa,Buner,Sawari,KOREA-BHU,BHU,"24,178",34.412138,72.617548
Khyber Pakhtunkhwa,Buner,Sawari,LANGAW-BHU,BHU,934,34.347778,72.653056
Khyber Pakhtunkhwa,Buner,Mandar,MALKA-BHU,BHU,"9,000",34.337771,72.688801
Khyber Pakhtunkhwa,Buner,Daggar,JOWAR-RHC,RHC,"33,289",34.546513,72.295295
Khyber Pakhtunkhwa,Buner,Sawari,BANGARAI-BHU,BHU,"11,850",34.468897,72.746212
Khyber Pakhtunkhwa,Buner,Daggar,PACHA-CH,MCHC/CHC,"51,841",34.5975,72.4525
Khyber Pakhtunkhwa,Buner,Mandar,BAGH-BHU,BHU,"26,000",34.296044,72.478354
Khyber Pakhtunkhwa,Buner,Sawari,CHARORAI-BHU,BHU,"12,094",34.399598,72.712071
Khyber Pakhtunkhwa,Buner,Mandar,NAGRAY-RHC,RHC,"34,000",34.366646,72.684046
Khyber Pakhtunkhwa,Buner,Sawari,CHEENA-BHU,BHU,"22,588",34.448487,72.494235
Khyber Pakhtunkhwa,Buner,Daggar,KARAPA,BHU,"20,898",34.4833,72.4666
Khyber Pakhtunkhwa,Buner,Sawari,GAGRA-BHU,BHU,"48,000",34.4794,72.54655
Khyber Pakhtunkhwa,Buner,Chamla,KOGA-BHU,BHU,"24,000",34.389973,72.508078
Khyber Pakhtunkhwa,Buner,Daggar,GOHKAND,BHU,"19,355",34.646667,72.520833
Khyber Pakhtunkhwa,Buner,Daggar,NANSER-BHU,BHU,"25,000",34.491667,72.250278
Khyber Pakhtunkhwa,Buner,Daggar,TOOR WARSAK,BHU,"25,171",34.513774,72.363193
Khyber Pakhtunkhwa,Charsadda,Charsadda,AGRA-BASIC HEALTH UNIT,BHU,"14,160",34.1221,71.67978
Khyber Pakhtunkhwa,Charsadda,Charsadda,AKBAR ABAD-BASIC HEALTH UNIT,BHU,"19,300",34.18222,71.88185
Khyber Pakhtunkhwa,Charsadda,Charsadda,AKONE DHERI-BASIC HEALTH UNIT,BHU,"16,451",34.2692,71.76021
Khyber Pakhtunkhwa,Charsadda,Charsadda,BAGHI BAKHTIAR-BASIC HEALTH UNIT,BHU,"13,850",34.25609,71.76555
Khyber Pakhtunkhwa,Charsadda,Charsadda,BEHLOLA-BASIC HEALTH UNIT,BHU,"18,200",34.25447,71.84564
Khyber Pakhtunkhwa,Charsadda,Charsadda,BHU-ABAZAI,BHU,"23,000",34.2,71.7333
Khyber Pakhtunkhwa,Charsadda,Charsadda,BHU-BAZ MIR KILLI,BHU,"15,000",34.15217,71.774793
Khyber Pakhtunkhwa,Charsadda,Shabqadir,BHU-DAMAN SHABQADAR,BHU, -   ,34.2567,71.619022
Khyber Pakhtunkhwa,Charsadda,Shabzadar,BHU-KANGRA,BHU,"29,700",34.200971,71.604214
Khyber Pakhtunkhwa,Charsadda,Charsadda,BOOBAK-BASIC HEALTH UNIT,BHU,"15,500",34.10684,71.85838
Khyber Pakhtunkhwa,Charsadda,Charsadda,CHARSADDA-GOVT. MCH CTR,MCHC/CHC,"12,138",34.1529,71.74464
Khyber Pakhtunkhwa,Charsadda,Tangi,CHEENA-BASIC HEALTH UNIT,BHU,"31,900",34.24102,71.68085
Khyber Pakhtunkhwa,Charsadda,Tangi,BHU-DADU,BHU,"25,000",34.341699,71.743274
Khyber Pakhtunkhwa,Charsadda,Charsadda,DAULAT PURA-BASIC HEALTH UNIT,BHU,"37,951",34.17147,71.66846
Khyber Pakhtunkhwa,Charsadda,Tangi,DHAKI-BASIC HEALTH UNIT,BHU,"45,000",34.307238,71.767751
Khyber Pakhtunkhwa,Charsadda,Charsadda,DOSERRA-BASIC HEALTH UNIT,BHU,"30,000",34.13404,71.88065
Khyber Pakhtunkhwa,Charsadda,Tangi,GHANDERI-BASIC HEALTH UNIT,BHU,"23,000",34.387179,71.673827
Khyber Pakhtunkhwa,Charsadda,Charsadda,GUL ABAD BHU,BHU,"20,619",34.14713,71.67827
Khyber Pakhtunkhwa,Charsadda,Shobqodar,Hasan Zai,BHU,"30,135",34.270771,71.606855
Khyber Pakhtunkhwa,Charsadda,Tangi,Herare Nehree BHU,BHU,"18,000",34.311315,71.702939
Khyber Pakhtunkhwa,Charsadda,Charsadda,IBRAHIM ZAI-BASIC HEALTH UNIT,BHU,"24,000",34.1503,71.85206
Khyber Pakhtunkhwa,Charsadda,Shabzadar,BHU-KATOZAI,BHU,"20,220",34.280623,71.600088
Khyber Pakhtunkhwa,Charsadda,Charsadda,KHANMAI-BASIC HEALTH UNIT,BHU,"15,825",34.2267,71.87
Khyber Pakhtunkhwa,Charsadda,Charsadda,Kot BHU,BHU,"25,000",34.19502,71.70327
Khyber Pakhtunkhwa,Charsadda,Tangi,LANDI SHAH-BASIC HEALTH UNIT,BHU,"28,864",34.177616,71.849685
Khyber Pakhtunkhwa,Charsadda,Tangi,MANDANAI-BASIC HEALTH UNIT,BHU,"30,000",34.35162,71.76762
