Admin 1,Admin 2,Admin 3,Facility,Facility Type,Catchment,Latitude,Longitude,UID
Federal Capital Territory,Islamabad,,0,Bhu,,33.60875,73.25498,649-fac1
Federal Capital Territory,Islamabad,,0,Rhc,,33.55831,73.22648,650-fac1
Federal Capital Territory,Islamabad,,0,Bhu,,33.56306,73.18351,651-fac1
Federal Capital Territory,Islamabad,,0,Bhu,,33.497,73.19514,652-fac1
Federal Capital Territory,Islamabad,,0,Bhu,,33.76892,73.07218,653-fac1
Federal Capital Territory,Islamabad,,0,Office,,33.72129,73.07392,654-fac1
Federal Capital Territory,Islamabad,,0,Mc,,33.64291,73.04159,655-fac1
Federal Capital Territory,Islamabad,,0,Mc,,33.65709,73.06931,656-fac1
Federal Capital Territory,Islamabad,,0,Mc,,33.7386,73.1886,657-fac1
Federal Capital Territory,Islamabad,,0,Mc,,33.71664,73.34165,658-fac1
Federal Capital Territory,Islamabad,,0,Mc,,33.68419,73.11926,659-fac1
Federal Capital Territory,Islamabad,,0,Mc,,33.64176,73.0734,660-fac1
Federal Capital Territory,Islamabad,,0,Mc,,33.68343,72.99844,661-fac1
Federal Capital Territory,Islamabad,,0,Mc,,33.73774,73.09394,662-fac1
Federal Capital Territory,Islamabad,,0,Mc,,33.7048,73.06845,663-fac1
Federal Capital Territory,Islamabad,,0,Mc,,33.68788,73.03426,664-fac1
Federal Capital Territory,Islamabad,,0,Mc,,33.67285,73.01694,665-fac1
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Darwal,Bhu,"18,500",0,0,666-fac1
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Kakul,Bhu,"13,630",0,0,667-fac1
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Salwala,Bhu,"12,400",33.996119,73.15323,668-fac1
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Kalu Maire,Bhu,"8,000",34.045593,73.102114,669-fac1
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Moribadan,Rhc,"25,000",34.011385,73.242218,670-fac1
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Takia Shekhan,Bhu,"13,430",34.049493,73.242529,671-fac1
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Rajoyia,Bhu,"14,000",34.077001,73.22898,672-fac1
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Nara,Bhu,"10,690",33.987703,73.228775,673-fac1
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Moolia,Bhu,"20,000",34.136328,73.483943,674-fac1
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Satora,Bhu,"19,000",34.175332,73.332854,675-fac1
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Herlain,Bhu,"12,000",0,0,676-fac1
Khyber Pakhtunkhwa,Abbottabad,Havelian,0,Rhc,"250,000",34.055652,73.172527,677-fac1
Khyber Pakhtunkhwa,Abbottabad,Havelian,Phalla,Bhu,"11,560",33.867725,73.219692,678-fac1
Khyber Pakhtunkhwa,Abbottabad,Havelian,Lora,Rhc,"39,808",33.890491,73.277964,679-fac1
Khyber Pakhtunkhwa,Abbottabad,Havelian,Nagn Totial,Bhu,"11,221",33.941514,73.311504,680-fac1
Khyber Pakhtunkhwa,Abbottabad,Havelian,Langrial,Bhu,"11,000",33.923859,73.125106,681-fac1
Khyber Pakhtunkhwa,Abbottabad,Havelian,0,Bhu,"5,746",0,0,682-fac1
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Mangal Azir,Bhu,"10,034",34.251082,73.245403,683-fac1
Khyber Pakhtunkhwa,Abbottabad,Havelian,Mujakot,Bhu,"7,000",0,0,684-fac1
Khyber Pakhtunkhwa,Abbottabad,Havelian,Goraki,Bhu,"4,000",34.1,72.9833,685-fac1
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Mochi Kot,Bhu,"1,400",34.224806,73.18546,686-fac1
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Banda Pir Khan,Bhu,"16,723",34.247182,73.274142,687-fac1
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Mirpur,Bhu,"16,800",34.206741,73.254025,688-fac1
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Kakul,Bhu,"21,019",34.203456,73.281943,689-fac1
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Tatht Ahmad Khan,Bhu,"11,386",34.247182,73.047714,690-fac1
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Kangar Bala,Bhu,"10,000",34.212489,73.022053,691-fac1
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Bakot,Bhu,"17,000",33.994477,73.272295,692-fac1
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Mch Nawan Shehr,Mchc/Chc,"12,236",34.160707,73.2823,693-fac1
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Shakh Ul Bandi,Bhu,"23,619",34.135713,73.239244,694-fac1
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Dhantuk,Bhu,"24,688",0,0,695-fac1
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Pattan Kalan,Bhu,"16,000",34.258473,73.447813,696-fac1
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Salool Bandi,Bhu,"6,000",34.261757,73.426053,697-fac1
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Phal Kot,Bhu,"13,565",34.15,73.3833,698-fac1
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Bagnotar,Bhu,"14,252",34.127091,73.375758,699-fac1
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Sumunder Katah,Bhu,"3,830",34.044566,73.331211,700-fac1
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Bagh Bandi,Bhu,"13,240",34.067148,73.363852,701-fac1
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Harno,Bhu,"14,733",34.168969,73.373705,702-fac1
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Beerangali,Bhu,"16,500",34.183133,73.392797,703-fac1
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Kokmong,Bhu, -   ,34.268121,73.458488,704-fac1
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Sarhan,Bhu,"8,000",33.894285,73.197468,705-fac1
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Ziarat Masoom,Bhu,"8,000",33.97477,73.336754,706-fac1
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Jabrain,Bhu,"27,000",34.139818,73.189771,707-fac1
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Ghori,Bhu,"22,144",34.140023,73.121411,708-fac1
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Maira Rommal,Bhu,"5,000",33.960605,73.366931,709-fac1
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Tajwal,Bhu,"8,000",33.98606,73.350303,710-fac1
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Pind Kargu Khan,Bhu,"20,000",34.17369,73.07748,711-fac1
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Pando Thana,Bhu,"14,650",34.225627,73.150972,712-fac1
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Dalola,Bhu,"21,347",34.356598,73.393207,713-fac1
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Chamali,Bhu,"7,000",33.938229,73.278453,714-fac1
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Kalpani,Bhu,"14,400",34.078849,73.373089,715-fac1
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Kothiala,Bhu,"14,520",34.159115,73.116484,716-fac1
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Malkot,Bhu,"7,500",33.991192,73.433648,717-fac1
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Nawan Shehr,Bhu,"25,556",34.163836,73.266136,718-fac1
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Palak,Bhu,"9,000",33.986471,73.426463,719-fac1
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Birot Kalan,Bhu,"21,500",34.054215,73.489075,720-fac1
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Mohara Birut,Bhu,"15,000",0,0,721-fac1
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Tarch,Bhu,"10,000",34.233838,73.47491,722-fac1
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Namal,Bhu,"16,000",34.19196,73.480248,723-fac1
Khyber Pakhtunkhwa,Bannu,Bannu,Mamash Khel,Bhu,"31,000",32.99933,70.57256,724-fac1
Khyber Pakhtunkhwa,Bannu,Bannu,Domel,Rhc,"95,000",33.021021,70.759502,725-fac1
Khyber Pakhtunkhwa,Bannu,Bannu,Belond Fatma Khel,Bhu,"21,000",32.933229,70.658043,726-fac1
Khyber Pakhtunkhwa,Bannu,Bannu,Manik Khel,Bhu,"22,000",32.860355,70.488093,727-fac1
Khyber Pakhtunkhwa,Bannu,Bannu,Shahbaz Azmat Khel,Bhu,"55,000",32.9575,70.6741,728-fac1
Khyber Pakhtunkhwa,Bannu,Bannu,Gul Akram Killa,Bhu,"47,000",32.876047,70.58907,729-fac1
Khyber Pakhtunkhwa,Bannu,Bannu,Kotka Mohammad Khan,Bhu,"45,000",32.984536,70.769803,730-fac1
Khyber Pakhtunkhwa,Bannu,Bannu,Nizam Bazar,Bhu,"27,000",33.007723,70.640528,731-fac1
Khyber Pakhtunkhwa,Bannu,Bannu,Norar,Bhu,"40,000",32.904061,70.536586,732-fac1
Khyber Pakhtunkhwa,Bannu,Bannu,Mandew,Bhu,"19,000",32.920817,70.559902,733-fac1
Khyber Pakhtunkhwa,Bannu,Bannu,Lewan Dardaris,Bhu,"19,000",32.880391,70.595009,734-fac1
Khyber Pakhtunkhwa,Bannu,Bannu,Haveed,Bhu,"19,000",32.979945,70.608258,735-fac1
Khyber Pakhtunkhwa,Bannu,Bannu,Amandi,Bhu,"18,000",33.000039,70.588518,736-fac1
Khyber Pakhtunkhwa,Bannu,Bannu,Zargar Mama Khel,Bhu,"25,000",32.898565,70.606535,737-fac1
Khyber Pakhtunkhwa,Bannu,Bannu,"Mohammad Khel, Wazir",Bhu,"15,000",32.985618,70.553293,738-fac1
Khyber Pakhtunkhwa,Bannu,Bannu,Lalozai,Bhu,"22,000",33.021671,70.58379,739-fac1
Khyber Pakhtunkhwa,Bannu,Bannu,Mamash Khel-Govt M.C.H Center,Mchc/Chc,"30,000",32.945665,70.541709,740-fac1
Khyber Pakhtunkhwa,Bannu,Bannu,Halifa Gul Nawaz,Bhu,"42,000",0,0,741-fac1
Khyber Pakhtunkhwa,Bannu,Bannu,Bizan Khel,Bhu,"47,000",33.023999,70.678578,742-fac1
Khyber Pakhtunkhwa,Bannu,Bannu,Jando Khel,Bhu,"45,000",32.951935,70.714249,743-fac1
Khyber Pakhtunkhwa,Bannu,Bannu,Daud Shah,Bhu,"28,664",33,71,744-fac1
Khyber Pakhtunkhwa,Bannu,Bannu,Azim Killa,Bhu,"53,000",33,71,745-fac1
Khyber Pakhtunkhwa,Bannu,Bannu,Landi Jalander Bakhta Baz,Bhu,"10,000",32.883238,70.925374,746-fac1
Khyber Pakhtunkhwa,Bannu,Bannu,Landi Jalander (S.Z.Korona),Bhu,"17,000",0,0,747-fac1
Khyber Pakhtunkhwa,Bannu,Bannu,Kakki-Govt Mch Centre,Bhu,"64,000",32.869718,70.66742,748-fac1
Khyber Pakhtunkhwa,Bannu,Bannu,Ghoriwala,Rhc,"110,000",32.905125,70.729321,749-fac1
Khyber Pakhtunkhwa,Bannu,Bannu,Ismail Khel,Bhu,"30,000",32.927466,70.653167,750-fac1
Khyber Pakhtunkhwa,Bannu,Bannu,Bada Mir Abbas,Bhu,"25,000",32.938548,70.624886,751-fac1
Khyber Pakhtunkhwa,Bannu,Bannu,Khujari Khas Killa,Bhu,"70,000",32.890143,70.669213,752-fac1
Khyber Pakhtunkhwa,Bannu,Bannu,Bada Mir Abbas,Bhu,"50,000",32.938548,70.624886,753-fac1
Khyber Pakhtunkhwa,Bannu,Bannu,Hinjal,Bhu,"21,000",32.980181,70.608849,754-fac1
Khyber Pakhtunkhwa,Bannu,Bannu,Khawaja Mad Mandan,Bhu,"70,000",32.955747,70.627989,755-fac1
Khyber Pakhtunkhwa,Bannu,Bannu,Hakim Bharat,Bhu,"18,000",32.884735,70.638539,756-fac1
Khyber Pakhtunkhwa,Bannu,Bannu,Nar Shuker Ullah,Bhu,"17,232",32.836029,70.714111,757-fac1
Khyber Pakhtunkhwa,Bannu,Bannu,Nar Jaffar,Bhu,"70,000",32.960002,70.737743,758-fac1
Khyber Pakhtunkhwa,Bannu,Bannu,Shamshi Khel,Bhu,"25,000",32.923033,70.744746,759-fac1
Khyber Pakhtunkhwa,Bannu,Bannu,Khander Khan Khel,Bhu, -   ,32.848,70.5547,760-fac1
Khyber Pakhtunkhwa,Bannu,Bannu,Patool Khel,Bhu, -   ,32.880312,70.947183,761-fac1
Khyber Pakhtunkhwa,Batagram,,Charbagh,Bhu, -   ,34.75795,72.9173,762-fac1
Khyber Pakhtunkhwa,Batagram,Battagram,Saidra Polind Kot,Bhu, -   ,34.595168,72.955237,763-fac1
Khyber Pakhtunkhwa,Batagram,Battagram,Khariri,Bhu,"22,808",34.620694,73.027824,764-fac1
Khyber Pakhtunkhwa,Batagram,Battagram,Batian,Bhu,"9,500",34.582707,73.08408,765-fac1
Khyber Pakhtunkhwa,Batagram,Battagram,Joz,Bhu,"14,900",34.715129,73.076345,766-fac1
Khyber Pakhtunkhwa,Batagram,Battagram,Mch Atmara,Mchc/Chc,"12,000",0,0,767-fac1
Khyber Pakhtunkhwa,Batagram,Battagram,Batley,Bhu, -   ,34.71528,72.98194,768-fac1
Khyber Pakhtunkhwa,Batagram,,Pishora,Bhu,"19,561",34.70555,72.98095,769-fac1
Khyber Pakhtunkhwa,Batagram,Battagram,Kuza Banda,Rhc,"8,384",34.63472,73.00278,770-fac1
Khyber Pakhtunkhwa,Batagram,Battagram,Khear Abad,Bhu,"13,100",34.605935,72.990442,771-fac1
Khyber Pakhtunkhwa,Batagram,Battagram,G.Nawab Said,Bhu,"7,500",34.612952,72.937332,772-fac1
Khyber Pakhtunkhwa,Batagram,Battagram,Rashang,Bhu,"20,000",34.82083,73.11944,773-fac1
Khyber Pakhtunkhwa,Batagram,Battagram,Sakorga,Bhu,"18,724",0,0,774-fac1
Khyber Pakhtunkhwa,Batagram,Battagram,Roop Kani,Bhu,"10,000",34.840509,73.104304,775-fac1
Khyber Pakhtunkhwa,Batagram,Battagram,Bateela,Bhu,"16,000",34.87222,73.09444,776-fac1
Khyber Pakhtunkhwa,Batagram,Battagram,Barachar,Bhu,"15,000",34.89785,73.034,777-fac1
Khyber Pakhtunkhwa,Batagram,Battagram,Kuz Tadool,Bhu,"10,000",0,0,778-fac1
Khyber Pakhtunkhwa,Batagram,Battagram,Pashto,Bhu,"10,200",34.88972,73.04306,779-fac1
Khyber Pakhtunkhwa,Batagram,Battagram,Jambera,Bhu,"18,000",34.85292,72.983331,780-fac1
Khyber Pakhtunkhwa,Batagram,Hotel Batkol,Hotel Batkol,Bhu,"13,022",34.72122,72.95549,781-fac1
Khyber Pakhtunkhwa,Batagram,Battagram,Shamli,Bhu,"24,932",34.704205,73.116688,782-fac1
Khyber Pakhtunkhwa,Batagram,Battagram,Argha Shori,Bhu,"9,200",34.686792,73.037409,783-fac1
Khyber Pakhtunkhwa,Batagram,Battagram,Pumang,Bhu,"12,500",34.71528,72.98194,784-fac1
Khyber Pakhtunkhwa,Batagram,Battagram,Katora,Bhu,"5,000",34.660708,73.12379,785-fac1
Khyber Pakhtunkhwa,Batagram,Battagram,Phagora,Bhu,"10,000",34.64407,73.06361,786-fac1
Khyber Pakhtunkhwa,Batagram,Battagram,Pamla Sharif,Bhu,"15,760",34.740113,72.994796,787-fac1
Khyber Pakhtunkhwa,Batagram,Battagram,Bahamori,Bhu,"11,800",0,0,788-fac1
Khyber Pakhtunkhwa,Batagram,Alahi,Taloos,Bhu,"7,000",34.84782,73.03339,789-fac1
Khyber Pakhtunkhwa,Batagram,,Biary,Bhu,"5,500",34.817877,73.09165,790-fac1
Khyber Pakhtunkhwa,Batagram,,Kanai,Bhu,"13,022",34.505556,73.680556,791-fac1
Khyber Pakhtunkhwa,Batagram,Alahi,R H C Banna,Rhc,"75,000",34.838075,73.062204,792-fac1
Punjab,Bhakkar,Bhakkar,Bhakkar-Mch Ctr,Mchc/Chc,"36,196",31.62339,71.06179,793-fac1
Punjab,Bhakkar,Kallur Kot,Kallur Kot-Mch Ctr,Mchc/Chc,"25,431",32.1538,71.26373,794-fac1
Punjab,Bhakkar,Bhakkar,Behal,Rhc,"118,835",31.41216,71.01393,795-fac1
Punjab,Bhakkar,Darya Khan,Dullay Wala,Rhc,"42,715",31.83625,71.4239,796-fac1
Punjab,Bhakkar,Kallur Kot,Jandanwala,Rhc,"29,943",32.0787,71.6093,797-fac1
Punjab,Bhakkar,Bhakkar,Muslim Kot,Bhu,"40,443",31.56938,71.22931,798-fac1
Punjab,Bhakkar,Mankera,Karluwala,Bhu,"27,970",31.55396,71.61465,799-fac1
Punjab,Bhakkar,Darya Khan,Daggar Qurashi,Bhu,"17,121",31.8449,71.1835,800-fac1
Punjab,Bhakkar,Darya Khan,9Tda,Bhu,"11,767",31.8764,71.1901,801-fac1
Punjab,Bhakkar,Bhakkar,Mahney Wala,Bhu,"13,313",31.70323,71.22725,802-fac1
Punjab,Bhakkar,Kallur Kot,Jehan Wala,Bhu,"6,650",32.18068,71.52732,803-fac1
Punjab,Bhakkar,Kallur Kot,Shaheedan,Bhu,"18,890",32.10411,71.6953,804-fac1
Punjab,Bhakkar,Mankera,Chak No.73/Ml,Bhu,"18,702",31.29039,71.253,805-fac1
Punjab,Bhakkar,Kallur Kot,Hassan Wala,Bhu,"45,167",32.18155,71.4437,806-fac1
Punjab,Bhakkar,Darya Khan,Jhamat Shumali,Bhu,"15,060",31.85233,71.54837,807-fac1
Punjab,Bhakkar,Kallur Kot,Noora,Bhu,"4,000",32.15776,71.64106,808-fac1
Punjab,Bhakkar,Kallur Kot,Saeedwala,Bhu,"289,228",32.0981,71.32771,809-fac1
Punjab,Bhakkar,Mankera,Chak No. 67/Ml,Bhu,"31,395",31.39597,71.22979,810-fac1
Punjab,Bhakkar,Mankera,Yaroo Wala-Bhu Daggar Kotli,Bhu,"32,037",31.42484,71.26893,811-fac1
Punjab,Bhakkar,Mankera,Gauhar Wala,Bhu,"29,000",31.72819,71.58169,812-fac1
Punjab,Bhakkar,Darya Khan,Hassan Shah,Bhu,"41,401",31.855,71.1199,813-fac1
Punjab,Bhakkar,Mankera,Haiderabad,Bhu,"42,000",31.35275,71.68813,814-fac1
Punjab,Bhakkar,Mankera,Litten,Bhu,"29,790",31.5156,71.49152,815-fac1
Punjab,Bhakkar,Darya Khan,Barkat Wala,Bhu,"18,370",31.8127,71.2809,816-fac1
Punjab,Bhakkar,Kallur Kot,Basti Mai Roshan,Bhu,"36,831",31.9629,71.16039,817-fac1
Punjab,Bhakkar,Kallur Kot,Daggar Noon,Bhu,"27,970",32.10295,71.2285,818-fac1
Punjab,Bhakkar,Bhakkar,Daggar Rahtas,Bhu,"33,302",31.6427,71.1606,819-fac1
Punjab,Bhakkar,Bhakkar,Dhandla,Bhu,"37,124",31.46718,70.93254,820-fac1
Punjab,Bhakkar,Katchi Shahani Bhakkar,Katchi Shahani,Bhu,"31,600",31.70333,71.00335,821-fac1
Punjab,Bhakkar,Bhakkar,Khansar,Bhu,"36,387",31.65932,71.32751,822-fac1
Punjab,Bhakkar,Bhakkar,Chuni Shumali,Bhu,"30,350",31.68331,71.076,823-fac1
Punjab,Bhakkar,Kuhawar Kalan,Kuhawar Kalan,Bhu,"43,432",31.73,71.101,824-fac1
Punjab,Bhakkar,Bhakkar,Kotla Jam,Bhu,"19,336",31.7034,71.095,825-fac1
Punjab,Bhakkar,Kallur Kot,Maible Sharif,Bhu,"29,804",32.0345,71.1984,826-fac1
Punjab,Bhakkar,Bhakkar,Mullanwali,Bhu,"37,940",31.54754,70.99559,827-fac1
Punjab,Bhakkar,Bhakkar,Notak,Bhu,"36,773",31.47169,71.03058,828-fac1
Punjab,Bhakkar,Bhakkar,Pir Ashab,Bhu,"34,861",31.56983,71.05685,829-fac1
Punjab,Bhakkar,Bhakkar,Sarai Mohajir,Bhu,"35,237",31.50737,71.23943,830-fac1
Punjab,Bhakkar,Darya Khan,Punjgirain,Bhu,"40,367",31.9782,71.1555,831-fac1
Punjab,Bhakkar,Bhakkar,Sial,Bhu,"35,407",31.63776,71.0002,832-fac1
Punjab,Bhakkar,Bhakkar,Yousaf Shah,Bhu,"29,400",31.41332,70.93654,833-fac1
Punjab,Bhakkar,Darya Khan,Barranga,Bhu,"38,772",31.91389,71.45027,834-fac1
Punjab,Bhakkar,Kallur Kot,Chak No. 63/Db,Bhu,"29,569",32.04494,71.68977,835-fac1
Punjab,Bhakkar,Kallur Kot,Fazil,Bhu,"29,688",31.98283,71.4523,836-fac1
Punjab,Bhakkar,Mankera,Mahni,Bhu,"36,037",31.52801,71.84275,837-fac1
Khyber Pakhtunkhwa,Buner,Gadizai,Malak Pur,Bhu,"24,405",0,0,838-fac1
Khyber Pakhtunkhwa,Buner,Gagra,Dewana Baba,Rhc,"2,800",34.473116,72.591221,839-fac1
Khyber Pakhtunkhwa,Buner,Daggar,Pandir,Bhu,"23,621",34.548056,72.668889,840-fac1
Khyber Pakhtunkhwa,Buner,Daggar,Batara,Bhu,"22,000",34.549719,72.637081,841-fac1
Khyber Pakhtunkhwa,Buner,Daggar,Gul Bandi,Rhc,"25,000",34.1333,73.05,842-fac1
Khyber Pakhtunkhwa,Buner,Daggar,Sony,Bhu,"4,500",0,0,843-fac1
Khyber Pakhtunkhwa,Buner,Mandar,Totalay-Ch,Hospital,"49,432",34.1925,72.498889,844-fac1
Khyber Pakhtunkhwa,Buner,Chamla,Chamla-Ch,Shc,"27,630",34.389167,72.4625,845-fac1
Khyber Pakhtunkhwa,Buner,Daggar,Elai,Bhu,"32,680",34.510717,72.431092,846-fac1
Khyber Pakhtunkhwa,Buner,Sawari,Korea,Bhu,"24,178",34.412138,72.617548,847-fac1
Khyber Pakhtunkhwa,Buner,Sawari,Langaw,Bhu,934,34.347778,72.653056,848-fac1
Khyber Pakhtunkhwa,Buner,Mandar,Malka,Bhu,"9,000",34.337771,72.688801,849-fac1
Khyber Pakhtunkhwa,Buner,Daggar,Jowar,Rhc,"33,289",34.546513,72.295295,850-fac1
Khyber Pakhtunkhwa,Buner,Sawari,Bangarai,Bhu,"11,850",34.468897,72.746212,851-fac1
Khyber Pakhtunkhwa,Buner,Daggar,Pacha-Ch,Mchc/Chc,"51,841",34.5975,72.4525,852-fac1
Khyber Pakhtunkhwa,Buner,Mandar,Bagh,Bhu,"26,000",34.296044,72.478354,853-fac1
Khyber Pakhtunkhwa,Buner,Sawari,Charorai,Bhu,"12,094",34.399598,72.712071,854-fac1
Khyber Pakhtunkhwa,Buner,Mandar,Nagray,Rhc,"34,000",34.366646,72.684046,855-fac1
Khyber Pakhtunkhwa,Buner,Sawari,Cheena,Bhu,"22,588",34.448487,72.494235,856-fac1
Khyber Pakhtunkhwa,Buner,Daggar,Karapa,Bhu,"20,898",34.4833,72.4666,857-fac1
Khyber Pakhtunkhwa,Buner,Sawari,Gagra,Bhu,"48,000",34.4794,72.54655,858-fac1
Khyber Pakhtunkhwa,Buner,Chamla,Koga,Bhu,"24,000",34.389973,72.508078,859-fac1
Khyber Pakhtunkhwa,Buner,Daggar,Gohkand,Bhu,"19,355",34.646667,72.520833,860-fac1
Khyber Pakhtunkhwa,Buner,Daggar,Nanser,Bhu,"25,000",34.491667,72.250278,861-fac1
Khyber Pakhtunkhwa,Buner,Daggar,Toor Warsak,Bhu,"25,171",34.513774,72.363193,862-fac1
Khyber Pakhtunkhwa,Charsadda,Charsadda,Agra,Bhu,"14,160",34.1221,71.67978,863-fac1
Khyber Pakhtunkhwa,Charsadda,Charsadda,Akbar Abad,Bhu,"19,300",34.18222,71.88185,864-fac1
Khyber Pakhtunkhwa,Charsadda,Charsadda,Akone Dheri,Bhu,"16,451",34.2692,71.76021,865-fac1
Khyber Pakhtunkhwa,Charsadda,Charsadda,Baghi Bakhtiar,Bhu,"13,850",34.25609,71.76555,866-fac1
Khyber Pakhtunkhwa,Charsadda,Charsadda,Behlola,Bhu,"18,200",34.25447,71.84564,867-fac1
Khyber Pakhtunkhwa,Charsadda,Charsadda,Bhu-Abazai,Bhu,"23,000",34.2,71.7333,868-fac1
Khyber Pakhtunkhwa,Charsadda,Charsadda,Bhu-Baz Mir Killi,Bhu,"15,000",34.15217,71.774793,869-fac1
Khyber Pakhtunkhwa,Charsadda,Shabqadir,Bhu-Daman Shabqadar,Bhu, -   ,34.2567,71.619022,870-fac1
Khyber Pakhtunkhwa,Charsadda,Shabzadar,Bhu-Kangra,Bhu,"29,700",34.200971,71.604214,871-fac1
Khyber Pakhtunkhwa,Charsadda,Charsadda,Boobak,Bhu,"15,500",34.10684,71.85838,872-fac1
Khyber Pakhtunkhwa,Charsadda,Charsadda,Charsadda-Govt. Mch Ctr,Mchc/Chc,"12,138",34.1529,71.74464,873-fac1
Khyber Pakhtunkhwa,Charsadda,Tangi,Cheena,Bhu,"31,900",34.24102,71.68085,874-fac1
Khyber Pakhtunkhwa,Charsadda,Tangi,Bhu-Dadu,Bhu,"25,000",34.341699,71.743274,875-fac1
Khyber Pakhtunkhwa,Charsadda,Charsadda,Daulat Pura,Bhu,"37,951",34.17147,71.66846,876-fac1
Khyber Pakhtunkhwa,Charsadda,Tangi,Dhaki,Bhu,"45,000",34.307238,71.767751,877-fac1
Khyber Pakhtunkhwa,Charsadda,Charsadda,Doserra,Bhu,"30,000",34.13404,71.88065,878-fac1
Khyber Pakhtunkhwa,Charsadda,Tangi,Ghanderi,Bhu,"23,000",34.387179,71.673827,879-fac1
Khyber Pakhtunkhwa,Charsadda,Charsadda,Gul Abad,Bhu,"20,619",34.14713,71.67827,880-fac1
Khyber Pakhtunkhwa,Charsadda,Shobqodar,Hasan Zai,Bhu,"30,135",34.270771,71.606855,881-fac1
Khyber Pakhtunkhwa,Charsadda,Tangi,Herare Nehree,Bhu,"18,000",34.311315,71.702939,882-fac1
Khyber Pakhtunkhwa,Charsadda,Charsadda,Ibrahim Zai,Bhu,"24,000",34.1503,71.85206,883-fac1
Khyber Pakhtunkhwa,Charsadda,Shabzadar,Bhu-Katozai,Bhu,"20,220",34.280623,71.600088,884-fac1
Khyber Pakhtunkhwa,Charsadda,Charsadda,Khanmai,Bhu,"15,825",34.2267,71.87,885-fac1
Khyber Pakhtunkhwa,Charsadda,Charsadda,Kot,Bhu,"25,000",34.19502,71.70327,886-fac1
Khyber Pakhtunkhwa,Charsadda,Tangi,Landi Shah,Bhu,"28,864",34.177616,71.849685,887-fac1
Khyber Pakhtunkhwa,Charsadda,Tangi,Mandanai,Bhu,"30,000",34.35162,71.76762,888-fac1
Khyber Pakhtunkhwa,Charsadda,Tangi,Mandanai,Bhu,"30,000",34.344485,71.78759,889-fac1
Khyber Pakhtunkhwa,Charsadda,Chasadda,Mani Khela,Bhu,"8,000",34.16894,71.90217,890-fac1
Khyber Pakhtunkhwa,Charsadda,Tangi,Masdood,Bhu,"18,500",0,0,891-fac1
Khyber Pakhtunkhwa,Charsadda,Shabzadar,Bhu-Mazara,Bhu,"22,250",34.196692,71.595743,892-fac1
Khyber Pakhtunkhwa,Charsadda,Shahqada,Mm Khal,Bhu,"31,828",34.33334,71.730669,893-fac1
