Health Level,Admin 1,Admin 2,Level,Facility,UID,Facility Type
Health Facility,Azad Kashmir,Bagh,4,Bhu Birpani,2,x
Health Facility,Azad Kashmir,Bhimber,4,Bhu Chowki,3,x
Health Facility,Azad Kashmir,Bhimber,4,Bhu Dhulli,4,x
Health Facility,Azad Kashmir,Bhimber,4,Bhu Jhaglari,6,x
Health Facility,Azad Kashmir,Bhimber,4,Bhu Khawaja Ratnoi,8,x
Health Facility,Azad Kashmir,Bhimber,4,Bhu Khorl Abbasian,9,x
Health Facility,Azad Kashmir,Bhimber,4,Bhu Khorl Meldialin,10,x
Health Facility,Azad Kashmir,Bhimber,4,Bhu Kot,12,x
Health Facility,Azad Kashmir,Bhimber,4,Bhu Neela Butt,13,x
Health Facility,Azad Kashmir,Bhimber,4,Bhu Rangla,14,x
Health Facility,Azad Kashmir,Bhimber,4,Bhu Rera,15,x
Health Facility,Azad Kashmir,Bhimber,4,Bhu Sahlian,18,x
Health Facility,Azad Kashmir,Bhimber,4,Bhu Sari Pirain,19,x
Health Facility,Azad Kashmir,Bhimber,4,Bhu Sirsyedan,20,x
Health Facility,Azad Kashmir,Bhimber,4,Bhu Sohawa Shreef,21,x
Health Facility,Azad Kashmir,Bhimber,4,Bhu Thub,23,x
Health Facility,Azad Kashmir,Bhimber,4,Cd Bani Pasari,25,x
Health Facility,Azad Kashmir,Bhimber,4,Cd Hill Hosp,27,x
Health Facility,Azad Kashmir,Bhimber,4,Cd Hq Bagh,30,x
Health Facility,Azad Kashmir,Bhimber,4,Cd Naryola,31,x
Health Facility,Azad Kashmir,Bhimber,4,Cd Sangher Bathara,32,x
Health Facility,Azad Kashmir,Bhimber,4,Dhq Hosp Bagh,33,x
Health Facility,Azad Kashmir,Bhimber,4,Epi Center Harri Ghal,35,x
Health Facility,Azad Kashmir,Bhimber,4,Fad Dhak Padder,36,x
Health Facility,Azad Kashmir,Bhimber,4,Fap Disp Sallyna Mddila,37,x
Health Facility,Azad Kashmir,Bhimber,4,Fap Natra Kot,38,x
Health Facility,Azad Kashmir,Bhimber,4,Rhc Chittra Topi,39,x
Health Facility,Azad Kashmir,Bhimber,4,Rhc Chtter Noz,40,x
Health Facility,Azad Kashmir,Bhimber,4,Rhc Epi Center Arja,41,x
Health Facility,Azad Kashmir,Bhimber,4,Rhc Ghazi Abad,42,x
Health Facility,Azad Kashmir,Bhimber,4,Rhc Kafal Garh,44,x
Health Facility,Azad Kashmir,Bhimber,4,Rhc Mallot,45,x
Health Facility,Azad Kashmir,Bhimber,4,Rhc Sessar,47,x
Health Facility,Azad Kashmir,Bhimber,4,Tehsil Store Harri Ghal,49,x
Health Facility,Azad Kashmir,Bhimber,4,Thq Dhirkot,52,x
Health Facility,Azad Kashmir,Bhimber,4,Thq Dhirkot Store,54,x
District,Azad Kashmir,Bhimber,3,Bagh District Store,57,x
Health Facility,Azad Kashmir,Bhimber,4,Bhu Cheez,76,x
Health Facility,Azad Kashmir,Hattian Bala,4,Bhu Baba Sheel Shadi,77,x
Health Facility,Azad Kashmir,Hattian Bala,4,Bhu Banin,79,x
Health Facility,Azad Kashmir,Hattian Bala,4,Bhu Barhing,81,x
Health Facility,Azad Kashmir,Hattian Bala,4,Bhu Barnala,83,x
Health Facility,Azad Kashmir,Hattian Bala,4,Bhu Bhmawa,84,x
Health Facility,Azad Kashmir,Hattian Bala,4,Bhu Binali,86,x
Health Facility,Azad Kashmir,Hattian Bala,4,Bhu Channi Thothal,87,x
Health Facility,Azad Kashmir,Hattian Bala,4,Bhu Dabb,91,x
Health Facility,Azad Kashmir,Hattian Bala,4,Bhu Gora Nakka,92,x
Health Facility,Azad Kashmir,Hattian Bala,4,Bhu Jandala,93,x
Health Facility,Azad Kashmir,Hattian Bala,4,Bhu Kalri,97,x
Health Facility,Azad Kashmir,Hattian Bala,4,Bhu Kherowal,98,x
Health Facility,Azad Kashmir,Hattian Bala,4,Bhu Kot Jamal,99,x
Health Facility,Azad Kashmir,Hattian Bala,4,Bhu Malot,100,x
Health Facility,Azad Kashmir,Hattian Bala,4,Bhu Mughloora,101,x
Health Facility,Azad Kashmir,Hattian Bala,4,Bhu Nali,102,x
Health Facility,Azad Kashmir,Hattian Bala,4,Bhu Pindi Jhunja,103,x
Health Facility,Azad Kashmir,Hattian Bala,4,Bhu Poona,104,x
Health Facility,Azad Kashmir,Hattian Bala,4,Bhu Sokasan,106,x
Health Facility,Azad Kashmir,Hattian Bala,4,Cd Fakroot,108,x
Health Facility,Azad Kashmir,Hattian Bala,4,Cd Kadyala,109,x
Health Facility,Azad Kashmir,Hattian Bala,4,Cd Kalwal,110,x
Health Facility,Azad Kashmir,Hattian Bala,4,Cd Kanjloor,111,x
Health Facility,Azad Kashmir,Hattian Bala,4,Cd Khadora,113,x
Health Facility,Azad Kashmir,Hattian Bala,4,Cd Khamba,114,x
Health Facility,Azad Kashmir,Hattian Bala,4,Cd Panjairri,115,x
Health Facility,Azad Kashmir,Hattian Bala,4,Cd Sanghar,116,x
Health Facility,Azad Kashmir,Hattian Bala,4,Cd Thathi,117,x
Health Facility,Azad Kashmir,Hattian Bala,4,Dho Bhimber Epi Center,118,x
Health Facility,Azad Kashmir,Hattian Bala,4,District Hosp Bhimber,122,x
Health Facility,Azad Kashmir,Hattian Bala,4,Fap Baboot Epi Center,123,x
Health Facility,Azad Kashmir,Hattian Bala,4,Fap Chandi Chowk,124,x
Health Facility,Azad Kashmir,Hattian Bala,4,Fap Danna Epi Center,125,x
Health Facility,Azad Kashmir,Hattian Bala,4,Fap Dhandar Kot,126,x
Health Facility,Azad Kashmir,Hattian Bala,4,Fap Kalich,128,x
Health Facility,Azad Kashmir,Hattian Bala,4,Fap Mathala,129,x
Health Facility,Azad Kashmir,Hattian Bala,4,Fap Mohra Sada,130,x
Health Facility,Azad Kashmir,Hattian Bala,4,Fap Thub Epi Center,131,x
Health Facility,Azad Kashmir,Hattian Bala,4,Rhc Barnala,132,x
Health Facility,Azad Kashmir,Hattian Bala,4,Rhc Panjairri,134,x
Health Facility,Azad Kashmir,Hattian Bala,4,Tehsil Epi Store Mc,135,x
Health Facility,Azad Kashmir,Hattian Bala,4,Tehsil Store Epi Samahni,136,x
Health Facility,Azad Kashmir,Hattian Bala,4,Thq Epi Center Samahni,138,x
District,Azad Kashmir,Hattian Bala,3,Bhimber District Store,139,x
Health Facility,Azad Kashmir,Hattian Bala,4,Bhu Bana Mulla,155,x
Health Facility,Azad Kashmir,Haveli,4,Bhu Chakhama,157,x
Health Facility,Azad Kashmir,Haveli,4,Bhu Chinari,159,x
Health Facility,Azad Kashmir,Haveli,4,Bhu Gandi Garan,160,x
Health Facility,Azad Kashmir,Haveli,4,Bhu Khaliana,161,x
Health Facility,Azad Kashmir,Haveli,4,Bhu Nokot,162,x
Health Facility,Azad Kashmir,Haveli,4,Bhu Sana Damian,164,x
Health Facility,Azad Kashmir,Haveli,4,Bhu Sarran,165,x
Health Facility,Azad Kashmir,Haveli,4,Bhu Sulmia,166,x
Health Facility,Azad Kashmir,Haveli,4,Cd Pahal,167,x
Health Facility,Azad Kashmir,Haveli,4,Cd Shahkanja,168,x
Health Facility,Azad Kashmir,Haveli,4,Epi Center Cham,169,x
Health Facility,Azad Kashmir,Haveli,4,Fap Andarsari,170,x
Health Facility,Azad Kashmir,Haveli,4,Fap Center Bunelangria,171,x
Health Facility,Azad Kashmir,Haveli,4,Fap Kundia Shakira,172,x
Health Facility,Azad Kashmir,Haveli,4,Fap Moji,173,x
Health Facility,Azad Kashmir,Haveli,4,Fap Noon Bagla,174,x
Health Facility,Azad Kashmir,Haveli,4,Rhc Chakar,175,x
Health Facility,Azad Kashmir,Haveli,4,Rhc Chakoti,177,x
Health Facility,Azad Kashmir,Haveli,4,Rhc Leepa,178,x
Health Facility,Azad Kashmir,Haveli,4,Sub Center Bala Bandi,182,x
Health Facility,Azad Kashmir,Haveli,4,Sub Center Ghail Jubrrd,183,x
Health Facility,Azad Kashmir,Haveli,4,Tehsil Store,184,x
Health Facility,Azad Kashmir,Haveli,4,Thq Hattian,185,x
District,Azad Kashmir,Haveli,3,Hattian District Store,186,x
Health Facility,Azad Kashmir,Haveli,4,Bhu Behedi,200,x
Health Facility,Azad Kashmir,Kotli,4,Bhu Bhata Kot,203,x
Health Facility,Azad Kashmir,Kotli,4,Bhu Chanjel,204,x
Health Facility,Azad Kashmir,Kotli,4,Bhu Degwar,205,x
Health Facility,Azad Kashmir,Kotli,4,Bhu Gugdar,207,x
Health Facility,Azad Kashmir,Kotli,4,Bhu Hallon Shamali,210,x
Health Facility,Azad Kashmir,Kotli,4,Bhu Kala Moula,212,x
Health Facility,Azad Kashmir,Kotli,4,Bhu Tongari,213,x
Health Facility,Azad Kashmir,Kotli,4,Cd Hillan,215,x
Health Facility,Azad Kashmir,Kotli,4,Cd Mundhar,217,x
Health Facility,Azad Kashmir,Kotli,4,Cd Naga Nari,219,x
Health Facility,Azad Kashmir,Kotli,4,Cd Soli,220,x
Health Facility,Azad Kashmir,Kotli,4,Fap Cherikot,222,x
Health Facility,Azad Kashmir,Kotli,4,Rhc Khurshidabad,223,x
Health Facility,Azad Kashmir,Kotli,4,Thq Kahutta,225,x
District,Azad Kashmir,Kotli,3,Haveli District Store,229,x
Health Facility,Azad Kashmir,Kotli,4,Bhu Anderla Kotera,234,x
Health Facility,Azad Kashmir,Mirpur,4,Bhu Barali,235,x
Health Facility,Azad Kashmir,Mirpur,4,Bhu Bhial,236,x
Health Facility,Azad Kashmir,Mirpur,4,Bhu Changpur Khawas,237,x
Health Facility,Azad Kashmir,Mirpur,4,Bhu Choch,238,x
Health Facility,Azad Kashmir,Mirpur,4,Bhu Chowki Mong,239,x
Health Facility,Azad Kashmir,Mirpur,4,Bhu Dabsi,240,x
Health Facility,Azad Kashmir,Mirpur,4,Bhu Damas,242,x
Health Facility,Azad Kashmir,Mirpur,4,Bhu Dandli,243,x
Health Facility,Azad Kashmir,Mirpur,4,Bhu Darooti Mohra,244,x
Health Facility,Azad Kashmir,Mirpur,4,Bhu Dhanna,245,x
Health Facility,Azad Kashmir,Mirpur,4,Bhu Docia Jatan,246,x
Health Facility,Azad Kashmir,Mirpur,4,Bhu Dondi,247,x
Health Facility,Azad Kashmir,Mirpur,4,Bhu Goi,248,x
Health Facility,Azad Kashmir,Mirpur,4,Bhu Gulpur,249,x
Health Facility,Azad Kashmir,Mirpur,4,Bhu Holar,250,x
Health Facility,Azad Kashmir,Mirpur,4,Bhu Jandrol,251,x
Health Facility,Azad Kashmir,Mirpur,4,Bhu Kajlani,252,x
Health Facility,Azad Kashmir,Mirpur,4,Bhu Kala Dub,253,x
Health Facility,Azad Kashmir,Mirpur,4,Bhu Karela,254,x
Health Facility,Azad Kashmir,Mirpur,4,Bhu Khanka Koterra,255,x
Health Facility,Azad Kashmir,Mirpur,4,Bhu Killkallan,256,x
Health Facility,Azad Kashmir,Mirpur,4,Bhu Kokta,257,x
Health Facility,Azad Kashmir,Mirpur,4,Bhu Mathrani,258,x
Health Facility,Azad Kashmir,Mirpur,4,Bhu Mohra,259,x
Health Facility,Azad Kashmir,Mirpur,4,Bhu Phagwari,260,x
Health Facility,Azad Kashmir,Mirpur,4,Bhu Plyat Saydain,261,x
Health Facility,Azad Kashmir,Mirpur,4,Bhu Qamroti,262,x
Health Facility,Azad Kashmir,Mirpur,4,Bhu Rajdhani,263,x
Health Facility,Azad Kashmir,Mirpur,4,Bhu Rajdhani Sohana,264,x
Health Facility,Azad Kashmir,Mirpur,4,Bhu Sairi,265,x
Health Facility,Azad Kashmir,Mirpur,4,Bhu Sandhara,266,x
Health Facility,Azad Kashmir,Mirpur,4,Bhu Sehrmandi,267,x
Health Facility,Azad Kashmir,Mirpur,4,Bhu Tarkundi,268,x
Health Facility,Azad Kashmir,Mirpur,4,Cd Bari Ghora,269,x
Health Facility,Azad Kashmir,Mirpur,4,Cd Binpain,270,x
Health Facility,Azad Kashmir,Mirpur,4,Cd Dhanwan,271,x
Health Facility,Azad Kashmir,Mirpur,4,Cd Epi Prahi,272,x
Health Facility,Azad Kashmir,Mirpur,4,Cd Ghian,273,x
Health Facility,Azad Kashmir,Mirpur,4,Cd Hq Kotli,274,x
Health Facility,Azad Kashmir,Mirpur,4,Cd Juna,275,x
Health Facility,Azad Kashmir,Mirpur,4,Cd Kailah,276,x
Health Facility,Azad Kashmir,Mirpur,4,Cd Khore,277,x
Health Facility,Azad Kashmir,Mirpur,4,Cd Panjerra,278,x
Health Facility,Azad Kashmir,Mirpur,4,Cd Plani,279,x
Health Facility,Azad Kashmir,Mirpur,4,Cd Tarala,280,x
Health Facility,Azad Kashmir,Mirpur,4,Dhq Hosp Kotli,281,x
Health Facility,Azad Kashmir,Mirpur,4,Fap Anotri Sarhota,282,x
Health Facility,Azad Kashmir,Mirpur,4,Fap Bagaha,283,x
Health Facility,Azad Kashmir,Mirpur,4,Fap Sarhuta Qummer,284,x
Health Facility,Azad Kashmir,Mirpur,4,Rhc Chowk Saiban,285,x
Health Facility,Azad Kashmir,Mirpur,4,Rhc Khuiratta,286,x
Health Facility,Azad Kashmir,Mirpur,4,Rhc Nar,289,x
Health Facility,Azad Kashmir,Mirpur,4,Rhc Sarsawa,290,x
Health Facility,Azad Kashmir,Mirpur,4,Rhc Tatta Pani,291,x
Health Facility,Azad Kashmir,Mirpur,4,Thq Hosp,292,x
Health Facility,Azad Kashmir,Mirpur,4,Thq Hosp Charohi,295,x
Health Facility,Azad Kashmir,Mirpur,4,Thq Nakyal,298,x
Health Facility,Azad Kashmir,Mirpur,4,Thq Nakyal Tc,300,x
District,Azad Kashmir,Mirpur,3,Kotli District Store,301,x
Health Facility,Azad Kashmir,Mirpur,4,Adho Office Dadyal,322,x
Health Facility,Azad Kashmir,Muzaffarabad,4,Bhu Badar Bance,332,x
Health Facility,Azad Kashmir,Muzaffarabad,4,Bhu Bahari,333,x
Health Facility,Azad Kashmir,Muzaffarabad,4,Bhu Bangrila,334,x
Health Facility,Azad Kashmir,Muzaffarabad,4,Bhu Bohoa,335,x
Health Facility,Azad Kashmir,Muzaffarabad,4,Bhu Dagar,337,x
Health Facility,Azad Kashmir,Muzaffarabad,4,Bhu Essar,338,x
Health Facility,Azad Kashmir,Muzaffarabad,4,Bhu Jatlan,339,x
Health Facility,Azad Kashmir,Muzaffarabad,4,Bhu Kanaily,340,x
Health Facility,Azad Kashmir,Muzaffarabad,4,Bhu Kara Town,343,x
Health Facility,Azad Kashmir,Muzaffarabad,4,Bhu Kathar,344,x
Health Facility,Azad Kashmir,Muzaffarabad,4,Bhu Khalial Abad,345,x
Health Facility,Azad Kashmir,Muzaffarabad,4,Bhu Kharak,346,x
Health Facility,Azad Kashmir,Muzaffarabad,4,Bhu Mattri,347,x
Health Facility,Azad Kashmir,Muzaffarabad,4,Bhu Panyam,348,x
Health Facility,Azad Kashmir,Muzaffarabad,4,Bhu Ratta,350,x
Health Facility,Azad Kashmir,Muzaffarabad,4,Bhu Safgala Himlat,352,x
Health Facility,Azad Kashmir,Muzaffarabad,4,Bhu Samwal Sharif,354,x
Health Facility,Azad Kashmir,Muzaffarabad,4,Bhu Siakh,356,x
Health Facility,Azad Kashmir,Muzaffarabad,4,Bhu Sorakhi,357,x
Health Facility,Azad Kashmir,Muzaffarabad,4,Cd Chatroh,360,x
Health Facility,Azad Kashmir,Muzaffarabad,4,Cd Raipur,361,x
Health Facility,Azad Kashmir,Muzaffarabad,4,Epi Center Bhu Khaman,362,x
Health Facility,Azad Kashmir,Muzaffarabad,4,Epi Center Cd Chitter Pari,363,x
Health Facility,Azad Kashmir,Muzaffarabad,4,Epi Center Dho Office,364,x
Health Facility,Azad Kashmir,Muzaffarabad,4,Epi Center Dhq Hosp,365,x
Health Facility,Azad Kashmir,Muzaffarabad,4,Mch C 4,366,x
Health Facility,Azad Kashmir,Muzaffarabad,4,New City Teching Hosp,369,x
Health Facility,Azad Kashmir,Muzaffarabad,4,Rhc Chakswari,370,x
Health Facility,Azad Kashmir,Muzaffarabad,4,Rhc Islam Gharh,371,x
Health Facility,Azad Kashmir,Muzaffarabad,4,Rhc Khadim Abad,372,x
Health Facility,Azad Kashmir,Muzaffarabad,4,Rhc Pindi Suberwal,373,x
Health Facility,Azad Kashmir,Muzaffarabad,4,Thq Hosp Dadyal,375,x
District,Azad Kashmir,Muzaffarabad,3,Mirpur District Store,376,x
Health Facility,Azad Kashmir,Muzaffarabad,4,Aims Muzaffarabad,383,x
Health Facility,Azad Kashmir,Neelum,4,Bhu Anwar Shareef,384,x
Health Facility,Azad Kashmir,Neelum,4,Bhu Awan Patti,385,x
Health Facility,Azad Kashmir,Neelum,4,Bhu Barakot,386,x
Health Facility,Azad Kashmir,Neelum,4,Bhu Bheri,387,x
Health Facility,Azad Kashmir,Neelum,4,Bhu Butdara,389,x
Health Facility,Azad Kashmir,Neelum,4,Bhu Buttel,392,x
Health Facility,Azad Kashmir,Neelum,4,Bhu Charak Pura,393,x
Health Facility,Azad Kashmir,Neelum,4,Bhu Chatter Klass,394,x
Health Facility,Azad Kashmir,Neelum,4,Bhu City,395,x
Health Facility,Azad Kashmir,Neelum,4,Bhu Douchar Miran,396,x
Health Facility,Azad Kashmir,Neelum,4,Bhu Kohala,397,x
Health Facility,Azad Kashmir,Neelum,4,Bhu Komi Kot,398,x
Health Facility,Azad Kashmir,Neelum,4,Bhu Konkan,400,x
Health Facility,Azad Kashmir,Neelum,4,Bhu Kot Tarhak,401,x
Health Facility,Azad Kashmir,Neelum,4,Bhu Kund Banda,402,x
Health Facility,Azad Kashmir,Neelum,4,Bhu Langarpura,403,x
Health Facility,Azad Kashmir,Neelum,4,Bhu Lumianpattian,404,x
Health Facility,Azad Kashmir,Neelum,4,Bhu Mera Sro,405,x
Health Facility,Azad Kashmir,Neelum,4,Bhu Naran Shareef,406,x
Health Facility,Azad Kashmir,Neelum,4,Bhu Noorpur Nakran,407,x
Health Facility,Azad Kashmir,Neelum,4,Bhu Pagwan Dopatta,408,x
Health Facility,Azad Kashmir,Neelum,4,Bhu Pattika,409,x
Health Facility,Azad Kashmir,Neelum,4,Bhu Rahim Kot,413,x
Health Facility,Azad Kashmir,Neelum,4,Bhu Rajpeian,414,x
Health Facility,Azad Kashmir,Neelum,4,Bhu Said Pur,415,x
Health Facility,Azad Kashmir,Neelum,4,Bhu Sarar,416,x
Health Facility,Azad Kashmir,Neelum,4,Bhu Sawan,417,x
Health Facility,Azad Kashmir,Neelum,4,Bhu Soni Kot,418,x
Health Facility,Azad Kashmir,Neelum,4,Bhu Tambi Bana,419,x
Health Facility,Azad Kashmir,Neelum,4,Bhu Tandali,421,x
Health Facility,Azad Kashmir,Neelum,4,Bhu Upper Chatar,422,x
Health Facility,Azad Kashmir,Neelum,4,Cd Dulai,423,x
Health Facility,Azad Kashmir,Neelum,4,Cd Haryala,424,x
Health Facility,Azad Kashmir,Neelum,4,Cd Hotarpari Muzaffarabad,425,x
Health Facility,Azad Kashmir,Neelum,4,Cd Machiara,426,x
Health Facility,Azad Kashmir,Neelum,4,Fap Bugna,427,x
Health Facility,Azad Kashmir,Neelum,4,Fap Chamar Bandi,428,x
Health Facility,Azad Kashmir,Neelum,4,Fap Charoota,429,x
Health Facility,Azad Kashmir,Neelum,4,Fap Naloochi,430,x
Health Facility,Azad Kashmir,Neelum,4,Fap Rara,431,x
Health Facility,Azad Kashmir,Neelum,4,Fap Thangor,432,x
Health Facility,Azad Kashmir,Neelum,4,Mch Chala Bandi,433,x
Health Facility,Azad Kashmir,Neelum,4,Mch Kaklot,435,x
Health Facility,Azad Kashmir,Neelum,4,Mch Muzaffarabad,436,x
Health Facility,Azad Kashmir,Neelum,4,Paf Kappabat,437,x
Health Facility,Azad Kashmir,Neelum,4,Paf Tahrian,438,x
Health Facility,Azad Kashmir,Neelum,4,Rhc Dana,439,x
Health Facility,Azad Kashmir,Neelum,4,Rhc Gari Dopatta,441,x
Health Facility,Azad Kashmir,Neelum,4,Rhc Kahori,442,x
District,Azad Kashmir,Neelum,3,Muzaffarabad District Store,444,x
Health Facility,Azad Kashmir,Neelum,4,Bhu Ashkot,464,x
Health Facility,Azad Kashmir,Poonch,4,Bhu Bata,465,x
Health Facility,Azad Kashmir,Poonch,4,Bhu Chalyana,466,x
Health Facility,Azad Kashmir,Poonch,4,Bhu Changan,468,x
Health Facility,Azad Kashmir,Poonch,4,Bhu Dawarian,470,x
Health Facility,Azad Kashmir,Poonch,4,Bhu Dodunal,471,x
Health Facility,Azad Kashmir,Poonch,4,Bhu Domail,473,x
Health Facility,Azad Kashmir,Poonch,4,Bhu Gewai,474,x
Health Facility,Azad Kashmir,Poonch,4,Bhu Halmat,476,x
Health Facility,Azad Kashmir,Poonch,4,Bhu Jangran,477,x
Health Facility,Azad Kashmir,Poonch,4,Bhu Kutan,478,x
Health Facility,Azad Kashmir,Poonch,4,Bhu Lawat Bala,479,x
Health Facility,Azad Kashmir,Poonch,4,Bhu Leswan,482,x
Health Facility,Azad Kashmir,Poonch,4,Bhu Mirpur,483,x
Health Facility,Azad Kashmir,Poonch,4,Bhu Neelum,486,x
Health Facility,Azad Kashmir,Poonch,4,Bhu Surgan,488,x
Health Facility,Azad Kashmir,Poonch,4,Cd Pullawai,490,x
Health Facility,Azad Kashmir,Poonch,4,Dhq Neelum,491,x
Health Facility,Azad Kashmir,Poonch,4,Rhc Sharda,492,x
Health Facility,Azad Kashmir,Poonch,4,Thq Kail,496,x
District,Azad Kashmir,Poonch,3,Neelum District Store,498,x
Health Facility,Azad Kashmir,Poonch,4,Bhu Bangoin,507,x
Health Facility,Azad Kashmir,Sudhnati,4,Bhu Bhalgran,508,x
Health Facility,Azad Kashmir,Sudhnati,4,Bhu Center Khorechana,509,x
Health Facility,Azad Kashmir,Sudhnati,4,Bhu Chaffar,510,x
Health Facility,Azad Kashmir,Sudhnati,4,Bhu Datote,511,x
Health Facility,Azad Kashmir,Sudhnati,4,Bhu Davi Gali,512,x
Health Facility,Azad Kashmir,Sudhnati,4,Bhu Desah Phagwati,514,x
Health Facility,Azad Kashmir,Sudhnati,4,Bhu Epi Center Chottagala,515,x
Health Facility,Azad Kashmir,Sudhnati,4,Bhu Epi Center Dhamni,516,x
Health Facility,Azad Kashmir,Sudhnati,4,Bhu Epi Center Hussain Kot,517,x
Health Facility,Azad Kashmir,Sudhnati,4,Bhu Epi Center Jandali,518,x
Health Facility,Azad Kashmir,Sudhnati,4,Bhu Epi Center Khaigala,519,x
Health Facility,Azad Kashmir,Sudhnati,4,Bhu Epi Center Sarari,520,x
Health Facility,Azad Kashmir,Sudhnati,4,Bhu Epi Pothi Makwalan,521,x
Health Facility,Azad Kashmir,Sudhnati,4,Bhu Hurna Mera,522,x
Health Facility,Azad Kashmir,Sudhnati,4,Bhu Khali Dermin,524,x
Health Facility,Azad Kashmir,Sudhnati,4,Bhu Kotera,525,x
Health Facility,Azad Kashmir,Sudhnati,4,Bhu Mondhole,526,x
Health Facility,Azad Kashmir,Sudhnati,4,Bhu Moreearman Shah,527,x
Health Facility,Azad Kashmir,Sudhnati,4,Bhu Namnoota,528,x
Health Facility,Azad Kashmir,Sudhnati,4,Bhu Pachion,529,x
Health Facility,Azad Kashmir,Sudhnati,4,Bhu Pothic Chaprian,530,x
Health Facility,Azad Kashmir,Sudhnati,4,Bhu Rakker,531,x
Health Facility,Azad Kashmir,Sudhnati,4,Bhu Rehara,532,x
Health Facility,Azad Kashmir,Sudhnati,4,Bhu Sahrra,533,x
Health Facility,Azad Kashmir,Sudhnati,4,Bhu Singola,534,x
Health Facility,Azad Kashmir,Sudhnati,4,Bhu Soon Topo,535,x
Health Facility,Azad Kashmir,Sudhnati,4,Bhu Tanda Ghambir,536,x
Health Facility,Azad Kashmir,Sudhnati,4,Bhu Tatrinot,537,x
Health Facility,Azad Kashmir,Sudhnati,4,Bhu Thorar,539,x
Health Facility,Azad Kashmir,Sudhnati,4,Cmh  S K B Zahid,540,x
Health Facility,Azad Kashmir,Sudhnati,4,Dho Epi Center,541,x
Health Facility,Azad Kashmir,Sudhnati,4,Epi Center Fap Banback,542,x
Health Facility,Azad Kashmir,Sudhnati,4,Fap Barrien,543,x
Health Facility,Azad Kashmir,Sudhnati,4,Mch Center Sahar Kakota,544,x
Health Facility,Azad Kashmir,Sudhnati,4,Rhc Abbas Pur,546,x
Health Facility,Azad Kashmir,Sudhnati,4,Rhc Epi Center Ali Sojel,550,x
Health Facility,Azad Kashmir,Sudhnati,4,Rhc Epi Center Banjosa,551,x
Health Facility,Azad Kashmir,Sudhnati,4,Rhc Panaiola,552,x
Health Facility,Azad Kashmir,Sudhnati,4,Rhc Tain,554,x
Health Facility,Azad Kashmir,Sudhnati,4,Thq Epi Center Hajira,555,x
District,Azad Kashmir,Sudhnati,3,Poonch District Store,559,x
Health Facility,Azad Kashmir,Sudhnati,4,Azad Patan,567,x
Health Facility,Balochistan,Awaran,4,Baloch,569,x
Health Facility,Balochistan,Awaran,4,Barral,570,x
Health Facility,Balochistan,Awaran,4,Bassari Khas,572,x
Health Facility,Balochistan,Awaran,4,Batikh,573,x
Health Facility,Balochistan,Awaran,4,Batran,575,x
Health Facility,Balochistan,Awaran,4,Chachhan,577,x
Health Facility,Balochistan,Awaran,4,Challar,580,x
Health Facility,Balochistan,Awaran,4,Charyal,581,x
Health Facility,Balochistan,Awaran,4,D P M Khan,582,x
Health Facility,Balochistan,Awaran,4,Dengroon,584,x
Health Facility,Balochistan,Awaran,4,Dhq Epi Center,585,x
Health Facility,Balochistan,Awaran,4,Dreak Gorah,586,x
Health Facility,Balochistan,Awaran,4,Gala Kanta,587,x
Health Facility,Balochistan,Awaran,4,Garala,590,x
Health Facility,Balochistan,Awaran,4,Gorah,592,x
Health Facility,Balochistan,Awaran,4,Karamat Abad,594,x
Health Facility,Balochistan,Awaran,4,Mong,595,x
Health Facility,Balochistan,Awaran,4,Muslam Abad,597,x
Health Facility,Balochistan,Awaran,4,Nalian,598,x
Health Facility,Balochistan,Awaran,4,Nallanda,600,x
Health Facility,Balochistan,Awaran,4,Pana,601,x
Health Facility,Balochistan,Awaran,4,Panthal,603,x
Health Facility,Balochistan,Awaran,4,Pura,605,x
Health Facility,Balochistan,Awaran,4,Qullan,606,x
Health Facility,Balochistan,Awaran,4,Sher Basota,607,x
Health Facility,Balochistan,Awaran,4,Tahlian,608,x
Health Facility,Balochistan,Awaran,4,Tarar Khal,610,x
Health Facility,Balochistan,Awaran,4,Thq Vaccine Store,613,x
District,Balochistan,Awaran,3,Sudnuti District Store,618,x
Health Facility,Balochistan,Awaran,4,Bhu Awaran,632,x
Health Facility,Balochistan,Dera Bugti,4,Bhu Gishorke,633,x
Health Facility,Balochistan,Dera Bugti,4,Bhu Nokioh,637,x
Health Facility,Balochistan,Dera Bugti,4,Dhq Awaran,638,x
Health Facility,Balochistan,Dera Bugti,4,Rhc Jahoo,640,x
Health Facility,Balochistan,Dera Bugti,4,Rhc Masheay,643,x
District,Balochistan,Dera Bugti,3,Awaran District Store,647,x
Health Facility,Balochistan,Dera Bugti,4,Bhu Eshani,656,x
Health Facility,Balochistan,Dera Bugti,4,Bhu Rakhni,657,x
Health Facility,Balochistan,Dera Bugti,4,Cd Naharkot,658,x
Health Facility,Balochistan,Dera Bugti,4,Cd Sadrani,659,x
Health Facility,Balochistan,Dera Bugti,4,Dhq Hosp Barkhan,660,x
District,Balochistan,Dera Bugti,3,Barkhan District Store,661,x
Health Facility,Balochistan,Dera Bugti,4,Bhu Chander,667,x
Health Facility,Balochistan,Dera Bugti,4,Bhu Jalbani,668,x
Health Facility,Balochistan,Dera Bugti,4,Bhu Kirta,669,x
Health Facility,Balochistan,Dera Bugti,4,Bhu Kolpur,670,x
