Health Level,Admin 1,Admin 2,Level,Facility,UID,Facility Type
Health Facility,Punjab,Vehari,4,Bhu 425 Eb,10390,x
Health Facility,Punjab,Vehari,4,Bhu 44 Kb,10391,x
Health Facility,Punjab,Vehari,4,Bhu 455 Eb,10392,x
Health Facility,Punjab,Vehari,4,Bhu 477 Eb,10394,x
Health Facility,Punjab,Vehari,4,Bhu 483 Eb,10395,x
Health Facility,Punjab,Vehari,4,Bhu 495 Eb,10396,x
Health Facility,Punjab,Vehari,4,Bhu 499 Eb,10399,x
Health Facility,Punjab,Vehari,4,Bhu 5 Wb,10401,x
Health Facility,Punjab,Vehari,4,Bhu 50 Wb,10402,x
Health Facility,Punjab,Vehari,4,Bhu 515 Eb,10403,x
Health Facility,Punjab,Vehari,4,Bhu 52 Wb,10404,x
Health Facility,Punjab,Vehari,4,Bhu 521 Eb,10405,x
Health Facility,Punjab,Vehari,4,Bhu 53 Wb,10406,x
Health Facility,Punjab,Vehari,4,Bhu 535 Eb,10407,x
Health Facility,Punjab,Vehari,4,Bhu 553 Eb,10408,x
Health Facility,Punjab,Vehari,4,Bhu 569 Eb,10409,x
Health Facility,Punjab,Vehari,4,Bhu 59 Wb,10410,x
Health Facility,Punjab,Vehari,4,Bhu 60 Wb,10411,x
Health Facility,Punjab,Vehari,4,Bhu 69 Wb,10412,x
Health Facility,Punjab,Vehari,4,Bhu 88 Wb,10414,x
Health Facility,Punjab,Vehari,4,Bhu Ali Wah,10415,x
Health Facility,Punjab,Vehari,4,Bhu Budh Ghulam,10416,x
Health Facility,Punjab,Vehari,4,Bhu Burana,10417,x
Health Facility,Punjab,Vehari,4,Bhu Daulat Abad,10418,x
Health Facility,Punjab,Vehari,4,Bhu Jamlera,10421,x
Health Facility,Punjab,Vehari,4,Bhu Kharala,10423,x
Health Facility,Punjab,Vehari,4,Bhu Kikri Kalan,10424,x
Health Facility,Punjab,Vehari,4,Bhu Kikrz Khurd,10425,x
Health Facility,Punjab,Vehari,4,Bhu Kot Kabeer,10426,x
Health Facility,Punjab,Vehari,4,Bhu Kot Sadat,10427,x
Health Facility,Punjab,Vehari,4,Bhu Lalipur,10428,x
Health Facility,Punjab,Vehari,4,Bhu Malkoo,10429,x
Health Facility,Punjab,Vehari,4,Bhu Miiralli,10430,x
Health Facility,Punjab,Vehari,4,Bhu Mitroo,10431,x
Health Facility,Punjab,Vehari,4,Bhu Qadirabad,10432,x
Health Facility,Punjab,Vehari,4,Bhu Saldera,10433,x
Health Facility,Punjab,Vehari,4,Bhu Sargana,10434,x
Health Facility,Punjab,Vehari,4,Bhu Seher,10436,x
Health Facility,Punjab,Vehari,4,Bhu Sheikh Fazal,10438,x
Health Facility,Punjab,Vehari,4,Bhu Shitab Garh,10439,x
Health Facility,Punjab,Vehari,4,Bhu Umer Khichi,10441,x
Health Facility,Punjab,Vehari,4,Bhu Warsi Wahan,10442,x
Health Facility,Punjab,Vehari,4,Dhq  Vehari,10443,x
Health Facility,Punjab,Vehari,4,Epi Center G Block Tma Veheri,10444,x
Health Facility,Punjab,Vehari,4,Epi Center Thq,10446,x
Health Facility,Punjab,Vehari,4,Epi Center Uc 1 And 4,10447,x
Health Facility,Punjab,Vehari,4,Epi Center Uc 58,10450,x
Health Facility,Punjab,Vehari,4,Epi Center Uc 59,10451,x
Health Facility,Punjab,Vehari,4,Epi Center Uc 60,10452,x
Health Facility,Punjab,Vehari,4,Epi Center Uc 61,10453,x
Health Facility,Punjab,Vehari,4,Epi Center Uc 63,10454,x
Health Facility,Punjab,Vehari,4,Rhc 188 Eb,10455,x
Health Facility,Punjab,Vehari,4,Rhc 222 Eb Neheri,10456,x
Health Facility,Punjab,Vehari,4,Rhc 56 Wb,10457,x
Health Facility,Punjab,Vehari,4,Rhc 87 Wb,10459,x
Health Facility,Punjab,Vehari,4,Rhc Gaggoo,10461,x
Health Facility,Punjab,Vehari,4,Rhc Garha Mor,10465,x
Health Facility,Punjab,Vehari,4,Rhc Jallah Jeem,10467,x
Health Facility,Punjab,Vehari,4,Rhc Karam Pur,10468,x
Health Facility,Punjab,Vehari,4,Rhc Luddan,10470,x
Health Facility,Punjab,Vehari,4,Rhc Machiwal,10472,x
Health Facility,Punjab,Vehari,4,Rhc Sahuka,10473,x
Health Facility,Punjab,Vehari,4,Rhc Shaaraf,10475,x
Health Facility,Punjab,Vehari,4,Rhc Tibba Suktan Pur,10477,x
Health Facility,Punjab,Vehari,4,Sub Epi Center 27,10479,x
Health Facility,Punjab,Vehari,4,Tehsil Vaccine Store Vehari,10489,x
Health Facility,Punjab,Vehari,4,Thq Berewala,10492,x
Health Facility,Punjab,Vehari,4,Thq Center,10493,x
District,Punjab,Vehari,3,Vehari District Store,10494,x
Province,Punjab,Lahore,2,Punjab Province Store,10524,x
Health Facility,Sindh,Badin,4,Bhu Abdullah Shah,10547,x
Health Facility,Sindh,Badin,4,Bhu Ahmed Rajo,10548,x
Health Facility,Sindh,Badin,4,Bhu Ali Bux Shah,10550,x
Health Facility,Sindh,Badin,4,Bhu Ali Muhammad Mavi,10552,x
Health Facility,Sindh,Badin,4,Bhu Altlari Chak,10553,x
Health Facility,Sindh,Badin,4,Bhu Bhedmi,10554,x
Health Facility,Sindh,Badin,4,Bhu Chodhry Fateh Muhammad,10557,x
Health Facility,Sindh,Badin,4,Bhu Dadha,10558,x
Health Facility,Sindh,Badin,4,Bhu Gharo,10559,x
Health Facility,Sindh,Badin,4,Bhu Ghulam Muhammad,10560,x
Health Facility,Sindh,Badin,4,Bhu Ghulam Perhar,10561,x
Health Facility,Sindh,Badin,4,Bhu Ghulam Shah Mori,10562,x
Health Facility,Sindh,Badin,4,Bhu Gulab Laghari,10563,x
Health Facility,Sindh,Badin,4,Bhu Haji Dodo Gishkori,10564,x
Health Facility,Sindh,Badin,4,Bhu Haji Nizam Din,10565,x
Health Facility,Sindh,Badin,4,Bhu Kapri Mori,10567,x
Health Facility,Sindh,Badin,4,Bhu Khalifo Qasim,10568,x
Health Facility,Sindh,Badin,4,Bhu Lal Bux Notkani,10569,x
Health Facility,Sindh,Badin,4,Bhu Mattaro Mandhro,10570,x
Health Facility,Sindh,Badin,4,Bhu Mir Muhammad Nizamani,10571,x
Health Facility,Sindh,Badin,4,Bhu Nabi Bux Punjabi,10572,x
Health Facility,Sindh,Badin,4,Bhu Phalkara,10574,x
Health Facility,Sindh,Badin,4,Bhu Punjabi Chak,10576,x
Health Facility,Sindh,Badin,4,Bhu Rahuki,10577,x
Health Facility,Sindh,Badin,4,Bhu Rip,10578,x
Health Facility,Sindh,Badin,4,Bhu Saeed Pur,10579,x
Health Facility,Sindh,Badin,4,Bhu Trai,10580,x
Health Facility,Sindh,Badin,4,Bhu Wali Muhammad Malkani,10581,x
Health Facility,Sindh,Badin,4,Bhu Yousaf Soomro,10583,x
Health Facility,Sindh,Badin,4,Bhu Yousif Shah,10584,x
Health Facility,Sindh,Badin,4,Buh Khorwah,10585,x
Health Facility,Sindh,Badin,4,City Opd Badin,10586,x
Health Facility,Sindh,Badin,4,Civil Hosp Badin,10587,x
Health Facility,Sindh,Badin,4,Cmh Badin,10589,x
Health Facility,Sindh,Badin,4,Ed Ali Akbernizamani,10590,x
Health Facility,Sindh,Badin,4,Gd Allahabad,10592,x
Health Facility,Sindh,Badin,4,Gd Bero Lanjwani,10593,x
Health Facility,Sindh,Badin,4,Gd Bharo Shaib Khan,10594,x
Health Facility,Sindh,Badin,4,Gd Haji Din Muhammad,10595,x
Health Facility,Sindh,Badin,4,Gd Ishaq Dero,10596,x
Health Facility,Sindh,Badin,4,Gd Manjhi Kolhi,10597,x
Health Facility,Sindh,Badin,4,Gd Mata Chandio,10598,x
Health Facility,Sindh,Badin,4,Gd Meena,10599,x
Health Facility,Sindh,Badin,4,Gd Mohib Ali Leghari,10600,x
Health Facility,Sindh,Badin,4,Gd New Dumbalo,10601,x
Health Facility,Sindh,Badin,4,Gd Panhwer Maree,10602,x
Health Facility,Sindh,Badin,4,Gd Seerani,10604,x
Health Facility,Sindh,Badin,4,Gd Sorhadi,10605,x
Health Facility,Sindh,Badin,4,Mch Center Kerio Ghanwer,10606,x
Health Facility,Sindh,Badin,4,Red Crecent Camp Lal Bux Mungrio,10608,x
Health Facility,Sindh,Badin,4,Rhc Dai,10610,x
Health Facility,Sindh,Badin,4,Rhc Fazal Muhammad Talpur,10611,x
Health Facility,Sindh,Badin,4,Rhc Kadhan,10612,x
Health Facility,Sindh,Badin,4,Rhc Khanani Jat,10613,x
Health Facility,Sindh,Badin,4,Rhc Khoski,10614,x
Health Facility,Sindh,Badin,4,Rhc Nando,10615,x
Health Facility,Sindh,Badin,4,Rhc Pangrio,10617,x
Health Facility,Sindh,Badin,4,Rhc Rajo Khanani,10618,x
Health Facility,Sindh,Badin,4,Rhc Talhar,10619,x
Health Facility,Sindh,Badin,4,Rhc Tando Ghulam Ali,10623,x
Health Facility,Sindh,Badin,4,Rhc Thari,10625,x
Health Facility,Sindh,Badin,4,Taluka Hosp Matli,10627,x
Health Facility,Sindh,Badin,4,Taluka Store Golarchi,10628,x
Health Facility,Sindh,Badin,4,Taluka Store Matli,10630,x
Health Facility,Sindh,Badin,4,Taluka Store Talhar,10632,x
Health Facility,Sindh,Badin,4,Taluka Store Tando Bago,10633,x
District,Sindh,Badin,3,Badin District Store,10635,x
Health Facility,Sindh,Ghotki,4,Bhu Aghamani,10675,x
Health Facility,Sindh,Ghotki,4,Bhu Allah Yar Mi,10676,x
Health Facility,Sindh,Ghotki,4,Bhu Amenami,10677,x
Health Facility,Sindh,Ghotki,4,Bhu Bahawalpur,10678,x
Health Facility,Sindh,Ghotki,4,Bhu Baid,10679,x
Health Facility,Sindh,Ghotki,4,Bhu Bali Shah,10680,x
Health Facility,Sindh,Ghotki,4,Bhu Betto,10681,x
Health Facility,Sindh,Ghotki,4,Bhu Booriri,10682,x
Health Facility,Sindh,Ghotki,4,Bhu Burira,10683,x
Health Facility,Sindh,Ghotki,4,Bhu Butt Seraie,10684,x
Health Facility,Sindh,Ghotki,4,Bhu Chhore,10685,x
Health Facility,Sindh,Ghotki,4,Bhu Chonkhndi,10686,x
Health Facility,Sindh,Ghotki,4,Bhu Dhakka,10687,x
Health Facility,Sindh,Ghotki,4,Bhu Dhani Bux Bughio,10689,x
Health Facility,Sindh,Ghotki,4,Bhu Essa Khan Thebo,10690,x
Health Facility,Sindh,Ghotki,4,Bhu Faridabad,10691,x
Health Facility,Sindh,Ghotki,4,Bhu Gozo,10692,x
Health Facility,Sindh,Ghotki,4,Bhu Haji Khan,10693,x
Health Facility,Sindh,Ghotki,4,Bhu Ibrahim Panhwer,10694,x
Health Facility,Sindh,Ghotki,4,Bhu Kamal Khan,10695,x
Health Facility,Sindh,Ghotki,4,Bhu Khiro,10697,x
Health Facility,Sindh,Ghotki,4,Bhu M Bilawal,10699,x
Health Facility,Sindh,Ghotki,4,Bhu Mitho Babar,10700,x
Health Facility,Sindh,Ghotki,4,Bhu Mounder,10701,x
Health Facility,Sindh,Ghotki,4,Bhu Nau Goth,10702,x
Health Facility,Sindh,Ghotki,4,Bhu Pairo Goth,10703,x
Health Facility,Sindh,Ghotki,4,Bhu Paranodero,10704,x
Health Facility,Sindh,Ghotki,4,Bhu Patt,10705,x
Health Facility,Sindh,Ghotki,4,Bhu Ph Village,10706,x
Health Facility,Sindh,Ghotki,4,Bhu Phulii Station,10707,x
Health Facility,Sindh,Ghotki,4,Bhu Pipri,10708,x
Health Facility,Sindh,Ghotki,4,Bhu Qaspbo,10709,x
Health Facility,Sindh,Ghotki,4,Bhu Samtani,10710,x
Health Facility,Sindh,Ghotki,4,Bhu Sarwro,10711,x
Health Facility,Sindh,Ghotki,4,Bhu Sita Village,10712,x
Health Facility,Sindh,Ghotki,4,Bhu Th Muhabat,10713,x
Health Facility,Sindh,Ghotki,4,Bhu Thatho,10714,x
Health Facility,Sindh,Ghotki,4,Bhu Wahi Pandi,10715,x
Health Facility,Sindh,Ghotki,4,Cd Shah Nawaz Magsio,10716,x
Health Facility,Sindh,Ghotki,4,Chc Allah Bachayo Jamali,10717,x
Health Facility,Sindh,Ghotki,4,Chc Dodu Poribwer,10718,x
Health Facility,Sindh,Ghotki,4,Chc Ghulam Mohammad Jamali,10719,x
Health Facility,Sindh,Ghotki,4,Chc Peer M5haikh Ngo Jordan,10721,x
Health Facility,Sindh,Ghotki,4,Chc Sefal Panhwa,10722,x
Health Facility,Sindh,Ghotki,4,Chc Warhayo Phanwar,10723,x
Health Facility,Sindh,Ghotki,4,Civil Hosp Dadu,10724,x
Health Facility,Sindh,Ghotki,4,D T R Khan,10726,x
Health Facility,Sindh,Ghotki,4,Disp Bahadar Khan Naich,10727,x
Health Facility,Sindh,Ghotki,4,Disp Police Line Dadu,10728,x
Health Facility,Sindh,Ghotki,4,Epi Center Bhu Kolachi,10729,x
Health Facility,Sindh,Ghotki,4,Epi Center Bhu Qazi Arif,10730,x
Health Facility,Sindh,Ghotki,4,Epi Center Bhu Saeed Pur,10731,x
Health Facility,Sindh,Ghotki,4,Epi Center Rawat Khan Leghari,10732,x
Health Facility,Sindh,Ghotki,4,Epi Center Tb Hosp,10733,x
Health Facility,Sindh,Ghotki,4,Exp Disp Baledai,10734,x
Health Facility,Sindh,Ghotki,4,Exp Disp Piaro Station,10735,x
Health Facility,Sindh,Ghotki,4,Gb Jul Shahdad,10736,x
Health Facility,Sindh,Ghotki,4,Gd Bothro,10737,x
Health Facility,Sindh,Ghotki,4,Gd Kakar,10738,x
Health Facility,Sindh,Ghotki,4,Gd Kb Chakkar,10739,x
Health Facility,Sindh,Ghotki,4,Gd Nawab Jopat,10740,x
Health Facility,Sindh,Ghotki,4,Mch Center Matrinty Home Mallah Chowk,10741,x
Health Facility,Sindh,Ghotki,4,Mch Khudabad,10742,x
Health Facility,Sindh,Ghotki,4,Mch Shah Panjo,10743,x
Health Facility,Sindh,Ghotki,4,Rhc Drigh Balla,10744,x
Health Facility,Sindh,Ghotki,4,Rhc Radhan,10745,x
Health Facility,Sindh,Ghotki,4,Rhc Sita Road,10746,x
Health Facility,Sindh,Ghotki,4,Taluka Hosp Johi,10747,x
Health Facility,Sindh,Ghotki,4,Taluka Hosp K N Shah,10748,x
Health Facility,Sindh,Ghotki,4,Th Mehar,10750,x
Health Facility,Sindh,Ghotki,4,Thq Johi,10753,x
Health Facility,Sindh,Ghotki,4,Bhu Abdul Sattar,10754,x
Health Facility,Sindh,Ghotki,4,Bhu Ahmed Ali Pitafi,10755,x
Health Facility,Sindh,Ghotki,4,Bhu Ali Mahar,10756,x
Health Facility,Sindh,Ghotki,4,Bhu Ayoub Lakhan,10757,x
Health Facility,Sindh,Ghotki,4,Bhu Bagho Bhutto,10758,x
Health Facility,Sindh,Ghotki,4,Bhu Dad Laghari,10759,x
Health Facility,Sindh,Ghotki,4,Bhu Darvesh Nich,10760,x
Health Facility,Sindh,Ghotki,4,Bhu Garhi Chackar,10761,x
Health Facility,Sindh,Ghotki,4,Bhu Ghulam Hussain Laghari,10762,x
Health Facility,Sindh,Ghotki,4,Bhu Goth Hyder Laghari,10763,x
Health Facility,Sindh,Ghotki,4,Bhu Hasoo Daho,10764,x
Health Facility,Sindh,Ghotki,4,Bhu Hussein Beli,10765,x
Health Facility,Sindh,Ghotki,4,Bhu Jam Khan Samejo,10766,x
Health Facility,Sindh,Ghotki,4,Bhu Kamoo Shaheed,10767,x
Health Facility,Sindh,Ghotki,4,Bhu Khambhra,10768,x
Health Facility,Sindh,Ghotki,4,Bhu Lohi,10769,x
Health Facility,Sindh,Ghotki,4,Bhu Noorabad,10770,x
Health Facility,Sindh,Ghotki,4,Bhu Punhoo Khan Mazari,10771,x
Health Facility,Sindh,Ghotki,4,Bhu Ranwati,10773,x
Health Facility,Sindh,Ghotki,4,Bhu Saleh Mahar,10774,x
Health Facility,Sindh,Ghotki,4,Bhu Soi Sharif,10775,x
Health Facility,Sindh,Ghotki,4,Bhu Sono Pitafi,10776,x
Health Facility,Sindh,Ghotki,4,Bhu Soomro Khambhro,10777,x
Health Facility,Sindh,Ghotki,4,Bhu Syedpur,10778,x
Health Facility,Sindh,Ghotki,4,Bhu Taj Muhammad Ruk,10779,x
Health Facility,Sindh,Ghotki,4,Bhu Umar Daho,10780,x
Health Facility,Sindh,Ghotki,4,Bhu Yaqoob Mahar,10781,x
Health Facility,Sindh,Ghotki,4,Epi Center Khan Goth Peru,10782,x
Health Facility,Sindh,Ghotki,4,Epi Taluka Hosp Khanpur Mahar Ghotki,10783,x
Health Facility,Sindh,Ghotki,4,Gd Hayat Patafi,10784,x
Health Facility,Sindh,Ghotki,4,Gd Khangarh,10785,x
Health Facility,Sindh,Ghotki,4,Gd Sajawal Dhandhu,10786,x
Health Facility,Sindh,Ghotki,4,Mch Momal Ji Mari,10787,x
Health Facility,Sindh,Ghotki,4,Rhc Adelpur,10788,x
Health Facility,Sindh,Ghotki,4,Rhc Jarwar,10789,x
Health Facility,Sindh,Ghotki,4,Rhc Raiti,10790,x
Health Facility,Sindh,Ghotki,4,Taluka Hosp,10791,x
Health Facility,Sindh,Ghotki,4,Taluka Hosp M Mathelo,10792,x
Health Facility,Sindh,Ghotki,4,Taluka Hosp Ubaro,10794,x
Health Facility,Sindh,Ghotki,4,Taluka Ubaro Vaccine Store,10795,x
Health Facility,Sindh,Ghotki,4,Taluka Vaccine Store Dharki,10796,x
Health Facility,Sindh,Ghotki,4,Thq Ghotki,10797,x
Health Facility,Sindh,Ghotki,4,Thq Ghotki Vaccine Store,10798,x
Health Facility,Sindh,Ghotki,4,Thq Khanpur Mahar,10800,x
District,Sindh,Ghotki,3,Ghotki District Store,10801,x
Health Facility,Sindh,Hyderabad,4,Aghra Cheritable Hosp,10816,x
Health Facility,Sindh,Hyderabad,4,Agriculture Colony Disp,10817,x
Health Facility,Sindh,Hyderabad,4,Akhtar Medicare Hosp,10818,x
Health Facility,Sindh,Hyderabad,4,Al Quresh Hosp,10819,x
Health Facility,Sindh,Hyderabad,4,Al Shifa Medical Centre,10820,x
Health Facility,Sindh,Hyderabad,4,Bhittai Hosp,10821,x
Health Facility,Sindh,Hyderabad,4,Bhu American Quarter,10823,x
Health Facility,Sindh,Hyderabad,4,Bhu Bahawal Zarwar,10824,x
Health Facility,Sindh,Hyderabad,4,Bhu Hatri,10825,x
Health Facility,Sindh,Hyderabad,4,Bhu Jhando Narijo,10826,x
Health Facility,Sindh,Hyderabad,4,Bhu Khesana Mori,10827,x
Health Facility,Sindh,Hyderabad,4,Bhu Liaquat Colony,10828,x
Health Facility,Sindh,Hyderabad,4,Bhu M Allah Bux,10830,x
Health Facility,Sindh,Hyderabad,4,Bhu Machi Para,10831,x
Health Facility,Sindh,Hyderabad,4,Bhu Maso Bhorgari,10832,x
Health Facility,Sindh,Hyderabad,4,Bhu Moosa Khatian,10833,x
Health Facility,Sindh,Hyderabad,4,Bhu Sehrish Nagar,10834,x
Health Facility,Sindh,Hyderabad,4,Bhu Sono Khan Alamani,10835,x
Health Facility,Sindh,Hyderabad,4,Bhu Tando Fazil,10836,x
Health Facility,Sindh,Hyderabad,4,Bunyad Hosp,10837,x
Health Facility,Sindh,Hyderabad,4,Catonement General Hosp,10838,x
Health Facility,Sindh,Hyderabad,4,Cdf Hosp,10839,x
Health Facility,Sindh,Hyderabad,4,Cmh Hosp,10840,x
Health Facility,Sindh,Hyderabad,4,District Govt Hosp Kosar,10841,x
Health Facility,Sindh,Hyderabad,4,District Govt Hosp Qasimabad,10842,x
Health Facility,Sindh,Hyderabad,4,Govt Disp,10843,x
Health Facility,Sindh,Hyderabad,4,Govt Disp Bagh Bhatti,10844,x
Health Facility,Sindh,Hyderabad,4,Govt Disp Warsik Wasi,10846,x
Health Facility,Sindh,Hyderabad,4,Govt Fatimatul Zahra Hosp,10847,x
Health Facility,Sindh,Hyderabad,4,Govt Homeo Pathic Disp,10848,x
Health Facility,Sindh,Hyderabad,4,Haji Moosa Disp,10849,x
Health Facility,Sindh,Hyderabad,4,Hali Road General Hosp,10850,x
Health Facility,Sindh,Hyderabad,4,Hazrat Khadijatul Kubra Hosp,10851,x
Health Facility,Sindh,Hyderabad,4,Hilal Ahmar Disp,10852,x
Health Facility,Sindh,Hyderabad,4,Hmc Disp,10853,x
Health Facility,Sindh,Hyderabad,4,Hussainabad Disp,10854,x
Health Facility,Sindh,Hyderabad,4,Jajiani Fatima Hosp,10856,x
Health Facility,Sindh,Hyderabad,4,Lums Opd 6,10857,x
Health Facility,Sindh,Hyderabad,4,Mch Disp Seri,10859,x
Health Facility,Sindh,Hyderabad,4,Mehran Hosp,10860,x
Health Facility,Sindh,Hyderabad,4,Memon Cheritable Hosp,10861,x
Health Facility,Sindh,Hyderabad,4,Nazir Hussain Hosp,10862,x
Health Facility,Sindh,Hyderabad,4,Public Disp Ogdcl,10864,x
Health Facility,Sindh,Hyderabad,4,Rhc Husri,10865,x
Health Facility,Sindh,Hyderabad,4,Rhc Tando Qaiser,10866,x
Health Facility,Sindh,Hyderabad,4,Rhc Tandojam,10867,x
Health Facility,Sindh,Hyderabad,4,Service Hosp,10868,x
Health Facility,Sindh,Hyderabad,4,Sessi Disp,10869,x
Health Facility,Sindh,Hyderabad,4,Sgh Pretabad Epi Centre,10871,x
Health Facility,Sindh,Hyderabad,4,Ssd Bakra Mandi,10872,x
Health Facility,Sindh,Hyderabad,4,St Elizebeth Hosp,10873,x
Health Facility,Sindh,Hyderabad,4,Sulemani Dawa Kahan,10874,x
Health Facility,Sindh,Hyderabad,4,Tarachand Govt Hosp,10875,x
Health Facility,Sindh,Hyderabad,4,Uhu11,10876,x
Health Facility,Sindh,Hyderabad,4,Wali Bhai Rajputana Hosp,10878,x
District,Sindh,Hyderabad,3,Hyderabad District Store,10879,x
Health Facility,Sindh,Jacobabad,4,Abdul Rasool Khoso,10900,x
Health Facility,Sindh,Jacobabad,4,Bhu Asadullah Lashari,10901,x
Health Facility,Sindh,Jacobabad,4,Bhu Bacharo,10902,x
Health Facility,Sindh,Jacobabad,4,Bhu Bahadar Pur,10903,x
Health Facility,Sindh,Jacobabad,4,Bhu Bahukhoso,10904,x
Health Facility,Sindh,Jacobabad,4,Bhu Baksan Khore,10905,x
Health Facility,Sindh,Jacobabad,4,Bhu Bangalkosa,10906,x
Health Facility,Sindh,Jacobabad,4,Bhu Banglow Saeedan,10908,x
Health Facility,Sindh,Jacobabad,4,Bhu Doda Pur,10909,x
Health Facility,Sindh,Jacobabad,4,Bhu Hashmatabad,10910,x
Health Facility,Sindh,Jacobabad,4,Bhu Jongal,10911,x
Health Facility,Sindh,Jacobabad,4,Bhu Jumo Dakan,10912,x
Health Facility,Sindh,Jacobabad,4,Bhu Karim Bux,10913,x
Health Facility,Sindh,Jacobabad,4,Bhu Madad Pur,10914,x
Health Facility,Sindh,Jacobabad,4,Bhu Moladad,10915,x
Health Facility,Sindh,Jacobabad,4,Bhu Mubarak Pur,10916,x
Health Facility,Sindh,Jacobabad,4,Bhu Noor M Patan,10918,x
Health Facility,Sindh,Jacobabad,4,Bhu Sheran Pur,10919,x
Health Facility,Sindh,Jacobabad,4,Bhu Sohno Khan Rind,10920,x
Health Facility,Sindh,Jacobabad,4,Bhu Udi,10921,x
Health Facility,Sindh,Jacobabad,4,Cd Adam Khan,10922,x
Health Facility,Sindh,Jacobabad,4,Disp Gul Sher,10923,x
Health Facility,Sindh,Jacobabad,4,District Council Disp,10924,x
Health Facility,Sindh,Jacobabad,4,Epi Center Sardar Shah,10925,x
Health Facility,Sindh,Jacobabad,4,Epi Center Thull,10926,x
Health Facility,Sindh,Jacobabad,4,Epi Center Tulka,10928,x
Health Facility,Sindh,Jacobabad,4,Gd Abad,10932,x
Health Facility,Sindh,Jacobabad,4,Gd Imam Bakhsh Kher,10933,x
Health Facility,Sindh,Jacobabad,4,Mch Ahmad Mian Somro,10934,x
Health Facility,Sindh,Jacobabad,4,Mch Benazeer Center,10936,x
Health Facility,Sindh,Jacobabad,4,Mch Jafar Abad,10937,x
Health Facility,Sindh,Jacobabad,4,Police Disp,10939,x
Health Facility,Sindh,Jacobabad,4,Rhc Gari Hassan,10940,x
Health Facility,Sindh,Jacobabad,4,Rhc Mirpur Buriro,10941,x
Health Facility,Sindh,Jacobabad,4,Rhc Qadar Pur,10942,x
Health Facility,Sindh,Jacobabad,4,Talka Hosp,10943,x
District,Sindh,Jacobabad,3,Jacobabad District Store,10947,x
Health Facility,Sindh,Jamshoro,4,4 Sindhu Disp,10955,x
Health Facility,Sindh,Jamshoro,4,Bhu Amiri,10956,x
Health Facility,Sindh,Jamshoro,4,Bhu Bubak,10957,x
Health Facility,Sindh,Jamshoro,4,Bhu Garwari,10958,x
Health Facility,Sindh,Jamshoro,4,Bhu Karo Khoho,10959,x
Health Facility,Sindh,Jamshoro,4,Bhu Khanele,10960,x
Health Facility,Sindh,Jamshoro,4,Bhu Kk Basti,10961,x
Health Facility,Sindh,Jamshoro,4,Bhu Laisi,10962,x
Health Facility,Sindh,Jamshoro,4,Bhu Mole,10963,x
Health Facility,Sindh,Jamshoro,4,Bhu Sari,10964,x
Health Facility,Sindh,Jamshoro,4,Bhu Tajrgi,10966,x
Health Facility,Sindh,Jamshoro,4,Bhu Talti,10967,x
Health Facility,Sindh,Jamshoro,4,Bhu Wahur,10968,x
Health Facility,Sindh,Jamshoro,4,Bhu Wali Dad Gahok,10969,x
Health Facility,Sindh,Jamshoro,4,Civil Hosp Jamshoro,10970,x
Health Facility,Sindh,Jamshoro,4,Dc Petaro,10972,x
Health Facility,Sindh,Jamshoro,4,Gb Disp,10973,x
Health Facility,Sindh,Jamshoro,4,Gd Bc,10974,x
Health Facility,Sindh,Jamshoro,4,Gdc Wado Chandr,10975,x
Health Facility,Sindh,Jamshoro,4,Gdcc Kotri,10976,x
Health Facility,Sindh,Jamshoro,4,Govt Hosp Noriabad,10977,x
Health Facility,Sindh,Jamshoro,4,Labour Hosp Manjhand,10981,x
Health Facility,Sindh,Jamshoro,4,Rhc Bhan,10982,x
Health Facility,Sindh,Jamshoro,4,Rhc Darazi,10983,x
Health Facility,Sindh,Jamshoro,4,Rhc Jhangara,10984,x
Health Facility,Sindh,Jamshoro,4,Rhc Sann,10985,x
Health Facility,Sindh,Jamshoro,4,Rhc Unneypur,10986,x
Health Facility,Sindh,Jamshoro,4,Tehsil Hosp T B Khan,10988,x
Health Facility,Sindh,Jamshoro,4,Tehsil Store Sehwan,10991,x
Health Facility,Sindh,Jamshoro,4,Tehsil Vaccine Store Kotri,10992,x
Health Facility,Sindh,Jamshoro,4,Th Manjhand,10994,x
Health Facility,Sindh,Jamshoro,4,Th Sehwan,10995,x
Health Facility,Sindh,Jamshoro,4,Thq T B Khan,10997,x
Health Facility,Sindh,Jamshoro,4,Tps Jamshoro,10999,x
District,Sindh,Jamshoro,3,Jamshoro District Store,11000,x
Health Facility,Sindh,Qambar Shahdadkot,4,Bhu Aitbar Khan Chandio,11031,x
Health Facility,Sindh,Qambar Shahdadkot,4,Bhu Arzi Bhutto,11032,x
Health Facility,Sindh,Qambar Shahdadkot,4,Bhu Bahram,11033,x
Health Facility,Sindh,Qambar Shahdadkot,4,Bhu Bhambho Khan,11034,x
Health Facility,Sindh,Qambar Shahdadkot,4,Bhu Chakiani,11035,x
Health Facility,Sindh,Qambar Shahdadkot,4,Bhu Dato Teevna,11036,x
Health Facility,Sindh,Qambar Shahdadkot,4,Bhu Gaji Khuhawar,11037,x
Health Facility,Sindh,Qambar Shahdadkot,4,Bhu Ghathar,11039,x
Health Facility,Sindh,Qambar Shahdadkot,4,Bhu Ghazi Khan Khuhawar,11040,x
Health Facility,Sindh,Qambar Shahdadkot,4,Bhu Ghulam Ali Magsi,11041,x
