Health Level,Admin 1,Admin 2,Level,Facility,UID
Health Facility,Khyber Pakhtunkhwa,Malakand PA,4,BHU Haryan Kot,3531
Health Facility,Khyber Pakhtunkhwa,Malakand PA,4,BHU Inzargai,3532
Health Facility,Khyber Pakhtunkhwa,Malakand PA,4,BHU Khakai,3533
Health Facility,Khyber Pakhtunkhwa,Malakand PA,4,BHU Khar,3534
Health Facility,Khyber Pakhtunkhwa,Malakand PA,4,BHU Makhband,3535
Health Facility,Khyber Pakhtunkhwa,Malakand PA,4,BHU Mishta,3536
Health Facility,Khyber Pakhtunkhwa,Malakand PA,4,BHU Shengrai,3537
Health Facility,Khyber Pakhtunkhwa,Malakand PA,4,BHU Tand Ghound,3538
Health Facility,Khyber Pakhtunkhwa,Malakand PA,4,BHU Toai,3539
Health Facility,Khyber Pakhtunkhwa,Malakand PA,4,BHU Wartera,3540
Health Facility,Khyber Pakhtunkhwa,Malakand PA,4,BHU Wazir Abad,3541
Health Facility,Khyber Pakhtunkhwa,Malakand PA,4,Cat D Hosp Agra,3542
Health Facility,Khyber Pakhtunkhwa,Malakand PA,4,CD Badraga,3543
Health Facility,Khyber Pakhtunkhwa,Malakand PA,4,CD Manzare Baba,3544
Health Facility,Khyber Pakhtunkhwa,Malakand PA,4,CD Sdk,3545
Health Facility,Khyber Pakhtunkhwa,Malakand PA,4,CH Malkand,3546
Health Facility,Khyber Pakhtunkhwa,Malakand PA,4,DHQ Batakhela,3548
Health Facility,Khyber Pakhtunkhwa,Malakand PA,4,RHC Alladand,3549
Health Facility,Khyber Pakhtunkhwa,Malakand PA,4,RHC Jolagram,3550
Health Facility,Khyber Pakhtunkhwa,Malakand PA,4,RHC Kot,3551
Health Facility,Khyber Pakhtunkhwa,Malakand PA,4,RHC Palai,3552
Health Facility,Khyber Pakhtunkhwa,Malakand PA,4,RHC Skha Kot,3554
Health Facility,Khyber Pakhtunkhwa,Malakand PA,4,Sub Store Dargai,3556
Health Facility,Khyber Pakhtunkhwa,Malakand PA,4,THQ Dargai,3558
District,Khyber Pakhtunkhwa,Malakand PA,3,Malakand District Store,3559
Health Facility,Khyber Pakhtunkhwa,Mansehra,4,Ali Hosp Dhroha,3598
Health Facility,Khyber Pakhtunkhwa,Mansehra,4,Beliyan,3599
Health Facility,Khyber Pakhtunkhwa,Mansehra,4,BHU ARBora,3600
Health Facility,Khyber Pakhtunkhwa,Mansehra,4,BHU Attar Shisha,3601
Health Facility,Khyber Pakhtunkhwa,Mansehra,4,BHU Bandi Paraw,3602
Health Facility,Khyber Pakhtunkhwa,Mansehra,4,BHU Bandi Shungli,3604
Health Facility,Khyber Pakhtunkhwa,Mansehra,4,BHU Behali,3606
Health Facility,Khyber Pakhtunkhwa,Mansehra,4,BHU Bher Kund,3607
Health Facility,Khyber Pakhtunkhwa,Mansehra,4,BHU Bio Nandi,3609
Health Facility,Khyber Pakhtunkhwa,Mansehra,4,BHU Chakkal,3611
Health Facility,Khyber Pakhtunkhwa,Mansehra,4,BHU CHandoor,3612
Health Facility,Khyber Pakhtunkhwa,Mansehra,4,BHU CHattar Plain,3613
Health Facility,Khyber Pakhtunkhwa,Mansehra,4,BHU Data,3615
Health Facility,Khyber Pakhtunkhwa,Mansehra,4,BHU Dharyal,3616
Health Facility,Khyber Pakhtunkhwa,Mansehra,4,BHU Dilbori,3617
Health Facility,Khyber Pakhtunkhwa,Mansehra,4,BHU Doga,3618
Health Facility,Khyber Pakhtunkhwa,Mansehra,4,BHU Gali Badral,3619
Health Facility,Khyber Pakhtunkhwa,Mansehra,4,BHU Gandhiaan,3620
Health Facility,Khyber Pakhtunkhwa,Mansehra,4,BHU Hangrai,3622
Health Facility,Khyber Pakhtunkhwa,Mansehra,4,BHU Jabba,3623
Health Facility,Khyber Pakhtunkhwa,Mansehra,4,BHU Jabori,3624
Health Facility,Khyber Pakhtunkhwa,Mansehra,4,BHU Jared,3625
Health Facility,Khyber Pakhtunkhwa,Mansehra,4,BHU Karori,3629
Health Facility,Khyber Pakhtunkhwa,Mansehra,4,BHU Katahai,3631
Health Facility,Khyber Pakhtunkhwa,Mansehra,4,BHU Kotli Bola,3632
Health Facility,Khyber Pakhtunkhwa,Mansehra,4,BHU Labbri Kalash,3633
Health Facility,Khyber Pakhtunkhwa,Mansehra,4,BHU Lassan Thakral,3635
Health Facility,Khyber Pakhtunkhwa,Mansehra,4,BHU Malgali,3636
Health Facility,Khyber Pakhtunkhwa,Mansehra,4,BHU Mohar,3637
Health Facility,Khyber Pakhtunkhwa,Mansehra,4,BHU Pairan,3639
Health Facility,Khyber Pakhtunkhwa,Mansehra,4,BHU Pano Dahari,3640
Health Facility,Khyber Pakhtunkhwa,Mansehra,4,BHU Parhina,3643
Health Facility,Khyber Pakhtunkhwa,Mansehra,4,BHU Punjool,3644
Health Facility,Khyber Pakhtunkhwa,Mansehra,4,BHU Sandey Sir,3646
Health Facility,Khyber Pakhtunkhwa,Mansehra,4,BHU Sangar,3647
Health Facility,Khyber Pakhtunkhwa,Mansehra,4,BHU Shohal Najaf Khan,3649
Health Facility,Khyber Pakhtunkhwa,Mansehra,4,BHU Talhaata,3650
Health Facility,Khyber Pakhtunkhwa,Mansehra,4,BHU Tarapi,3652
Health Facility,Khyber Pakhtunkhwa,Mansehra,4,CD Ahaal,3653
Health Facility,Khyber Pakhtunkhwa,Mansehra,4,CD Chakrayali,3654
Health Facility,Khyber Pakhtunkhwa,Mansehra,4,CH Baffa,3655
Health Facility,Khyber Pakhtunkhwa,Mansehra,4,Civil Hosp Battal,3660
Health Facility,Khyber Pakhtunkhwa,Mansehra,4,Civil Hosp Kaghan,3661
Health Facility,Khyber Pakhtunkhwa,Mansehra,4,Civil Hosp Phulra,3663
Health Facility,Khyber Pakhtunkhwa,Mansehra,4,DHQ Mansehra,3664
Health Facility,Khyber Pakhtunkhwa,Mansehra,4,Disp Khaki,3667
Health Facility,Khyber Pakhtunkhwa,Mansehra,4,Disp Tanda,3669
Health Facility,Khyber Pakhtunkhwa,Mansehra,4,Gmh Dadar,3670
Health Facility,Khyber Pakhtunkhwa,Mansehra,4,Hilkot,3671
Health Facility,Khyber Pakhtunkhwa,Mansehra,4,Pima Hosp,3672
Health Facility,Khyber Pakhtunkhwa,Mansehra,4,RHC CHowki,3673
Health Facility,Khyber Pakhtunkhwa,Mansehra,4,RHC Kewaii,3675
Health Facility,Khyber Pakhtunkhwa,Mansehra,4,RHC Khaware,3677
Health Facility,Khyber Pakhtunkhwa,Mansehra,4,RHC Lassan Nawab,3678
Health Facility,Khyber Pakhtunkhwa,Mansehra,4,RHC SaCHan Kala,3680
Health Facility,Khyber Pakhtunkhwa,Mansehra,4,RHC Shinkiari,3681
Health Facility,Khyber Pakhtunkhwa,Mansehra,4,RHC Tragnri Sabir Shah,3683
Health Facility,Khyber Pakhtunkhwa,Mansehra,4,RHC Trangri,3684
Health Facility,Khyber Pakhtunkhwa,Mansehra,4,RHC Uggi,3685
Health Facility,Khyber Pakhtunkhwa,Mansehra,4,THQ Balakot,3687
Health Facility,Khyber Pakhtunkhwa,Mansehra,4,Tma Disp Mansehra,3688
Health Facility,Khyber Pakhtunkhwa,Mansehra,4,Tqh Balakot,3689
District,Khyber Pakhtunkhwa,Mansehra,3,Mansehra District Store,3690
Health Facility,Khyber Pakhtunkhwa,Mardan,4,BHU Akbarabad,3725
Health Facility,Khyber Pakhtunkhwa,Mardan,4,BHU Alo,3727
Health Facility,Khyber Pakhtunkhwa,Mardan,4,BHU BagheeCHa,3729
Health Facility,Khyber Pakhtunkhwa,Mardan,4,BHU Bakhshale,3730
Health Facility,Khyber Pakhtunkhwa,Mardan,4,BHU Bezo Kharke,3731
Health Facility,Khyber Pakhtunkhwa,Mardan,4,BHU Bgho Banda,3732
Health Facility,Khyber Pakhtunkhwa,Mardan,4,BHU CHaRBanda,3733
Health Facility,Khyber Pakhtunkhwa,Mardan,4,BHU CHargule,3735
Health Facility,Khyber Pakhtunkhwa,Mardan,4,BHU CHeck Mardan,3737
Health Facility,Khyber Pakhtunkhwa,Mardan,4,BHU Dheri Likpani,3739
Health Facility,Khyber Pakhtunkhwa,Mardan,4,BHU Fatma,3741
Health Facility,Khyber Pakhtunkhwa,Mardan,4,BHU Gari Daulat Zai,3742
Health Facility,Khyber Pakhtunkhwa,Mardan,4,BHU Gari Ismail Zai,3743
Health Facility,Khyber Pakhtunkhwa,Mardan,4,BHU Garyara,3744
Health Facility,Khyber Pakhtunkhwa,Mardan,4,BHU Ghala Der,3745
Health Facility,Khyber Pakhtunkhwa,Mardan,4,BHU Gujar Gari,3746
Health Facility,Khyber Pakhtunkhwa,Mardan,4,BHU Hathian,3747
Health Facility,Khyber Pakhtunkhwa,Mardan,4,BHU Jalala,3748
Health Facility,Khyber Pakhtunkhwa,Mardan,4,BHU Jamal Gari,3749
Health Facility,Khyber Pakhtunkhwa,Mardan,4,BHU Jamra,3750
Health Facility,Khyber Pakhtunkhwa,Mardan,4,BHU Jungara,3751
Health Facility,Khyber Pakhtunkhwa,Mardan,4,BHU Kata Khat,3754
Health Facility,Khyber Pakhtunkhwa,Mardan,4,BHU Kati Gari,3756
Health Facility,Khyber Pakhtunkhwa,Mardan,4,BHU Khazana,3757
Health Facility,Khyber Pakhtunkhwa,Mardan,4,BHU Kodinaka,3759
Health Facility,Khyber Pakhtunkhwa,Mardan,4,BHU Kohi Bermol,3760
Health Facility,Khyber Pakhtunkhwa,Mardan,4,BHU Kot Daulatzai,3761
Health Facility,Khyber Pakhtunkhwa,Mardan,4,BHU MaCHi,3762
Health Facility,Khyber Pakhtunkhwa,Mardan,4,BHU Mayar,3764
Health Facility,Khyber Pakhtunkhwa,Mardan,4,BHU Miagano Kale,3766
Health Facility,Khyber Pakhtunkhwa,Mardan,4,BHU Mian Esa,3767
Health Facility,Khyber Pakhtunkhwa,Mardan,4,BHU Mian Khan,3769
Health Facility,Khyber Pakhtunkhwa,Mardan,4,BHU Mohabbat Abad,3770
Health Facility,Khyber Pakhtunkhwa,Mardan,4,BHU Muhib Banda,3772
Health Facility,Khyber Pakhtunkhwa,Mardan,4,BHU Nare Mian,3773
Health Facility,Khyber Pakhtunkhwa,Mardan,4,BHU Palo Gheri,3775
Health Facility,Khyber Pakhtunkhwa,Mardan,4,BHU Pirsado,3776
Health Facility,Khyber Pakhtunkhwa,Mardan,4,BHU Qasam,3777
Health Facility,Khyber Pakhtunkhwa,Mardan,4,BHU Sari Bolal,3778
Health Facility,Khyber Pakhtunkhwa,Mardan,4,BHU Sawl Der,3779
Health Facility,Khyber Pakhtunkhwa,Mardan,4,BHU Shamat Pur,3782
Health Facility,Khyber Pakhtunkhwa,Mardan,4,BHU Shamozai,3783
Health Facility,Khyber Pakhtunkhwa,Mardan,4,BHU Shikh Yousaf,3784
Health Facility,Khyber Pakhtunkhwa,Mardan,4,BHU Takar,3785
Health Facility,Khyber Pakhtunkhwa,Mardan,4,CD Babuzai,3786
Health Facility,Khyber Pakhtunkhwa,Mardan,4,CD Bijligar,3787
Health Facility,Khyber Pakhtunkhwa,Mardan,4,CD Dag,3788
Health Facility,Khyber Pakhtunkhwa,Mardan,4,CD Gujrat,3790
Health Facility,Khyber Pakhtunkhwa,Mardan,4,CD Guli Bagh,3791
Health Facility,Khyber Pakhtunkhwa,Mardan,4,CD Kas Koroona,3792
Health Facility,Khyber Pakhtunkhwa,Mardan,4,CD Katlang,3793
Health Facility,Khyber Pakhtunkhwa,Mardan,4,CD Parhoti,3796
Health Facility,Khyber Pakhtunkhwa,Mardan,4,CD Qasme,3797
Health Facility,Khyber Pakhtunkhwa,Mardan,4,CD Sikandari,3798
Health Facility,Khyber Pakhtunkhwa,Mardan,4,CH Rustam,3799
Health Facility,Khyber Pakhtunkhwa,Mardan,4,Cival Hosp Lund Khwar,3801
Health Facility,Khyber Pakhtunkhwa,Mardan,4,CMH Mardan,3802
Health Facility,Khyber Pakhtunkhwa,Mardan,4,DHQ Mardan,3803
Health Facility,Khyber Pakhtunkhwa,Mardan,4,MCH Sharif Abad,3804
Health Facility,Khyber Pakhtunkhwa,Mardan,4,Mmc EPI Center,3805
Health Facility,Khyber Pakhtunkhwa,Mardan,4,RHC Mangah,3807
Health Facility,Khyber Pakhtunkhwa,Mardan,4,RHC Palo Dere,3808
Health Facility,Khyber Pakhtunkhwa,Mardan,4,RHC Shergarh,3809
Health Facility,Khyber Pakhtunkhwa,Mardan,4,RHC Toru,3810
Health Facility,Khyber Pakhtunkhwa,Mardan,4,Tdh Shahbaz Gari,3812
Health Facility,Khyber Pakhtunkhwa,Mardan,4,Tehsil Store THQ Takhtbai,3814
District,Khyber Pakhtunkhwa,Mardan,3,Mardan District Store,3816
Health Facility,Khyber Pakhtunkhwa,Nowshera,4,Adamzai,3841
Health Facility,Khyber Pakhtunkhwa,Nowshera,4,Akbarpura,3843
Health Facility,Khyber Pakhtunkhwa,Nowshera,4,Akora Ii,3844
Health Facility,Khyber Pakhtunkhwa,Nowshera,4,Akora Khattak,3846
Health Facility,Khyber Pakhtunkhwa,Nowshera,4,Amangarh,3848
Health Facility,Khyber Pakhtunkhwa,Nowshera,4,Amankot,3849
Health Facility,Khyber Pakhtunkhwa,Nowshera,4,Azakhel Payan,3850
Health Facility,Khyber Pakhtunkhwa,Nowshera,4,Badrashi,3851
Health Facility,Khyber Pakhtunkhwa,Nowshera,4,Banda Malhan,3852
Health Facility,Khyber Pakhtunkhwa,Nowshera,4,Baraband,3853
Health Facility,Khyber Pakhtunkhwa,Nowshera,4,Beram Kely,3854
Health Facility,Khyber Pakhtunkhwa,Nowshera,4,BHU Dagbesood,3856
Health Facility,Khyber Pakhtunkhwa,Nowshera,4,Cant General Hosp,3857
Health Facility,Khyber Pakhtunkhwa,Nowshera,4,CHashmai,3858
Health Facility,Khyber Pakhtunkhwa,Nowshera,4,CHoki Town,3859
Health Facility,Khyber Pakhtunkhwa,Nowshera,4,CHowki Mumrez,3860
Health Facility,Khyber Pakhtunkhwa,Nowshera,4,Dag Besud,3861
Health Facility,Khyber Pakhtunkhwa,Nowshera,4,Dag Ismail Khel,3862
Health Facility,Khyber Pakhtunkhwa,Nowshera,4,Dagai,3864
Health Facility,Khyber Pakhtunkhwa,Nowshera,4,Gandheri,3865
Health Facility,Khyber Pakhtunkhwa,Nowshera,4,Gul Welfare,3866
Health Facility,Khyber Pakhtunkhwa,Nowshera,4,Inzari,3867
Health Facility,Khyber Pakhtunkhwa,Nowshera,4,JABA THAR KHATTAK,3868
Health Facility,Khyber Pakhtunkhwa,Nowshera,4,Jalozai,3869
Health Facility,Khyber Pakhtunkhwa,Nowshera,4,Jehangira,3875
Health Facility,Khyber Pakhtunkhwa,Nowshera,4,Kahi,3876
Health Facility,Khyber Pakhtunkhwa,Nowshera,4,Khair Abad,3877
Health Facility,Khyber Pakhtunkhwa,Nowshera,4,Khairabad,3878
Health Facility,Khyber Pakhtunkhwa,Nowshera,4,Khat Kali,3879
Health Facility,Khyber Pakhtunkhwa,Nowshera,4,Khweshgi Payan,3881
Health Facility,Khyber Pakhtunkhwa,Nowshera,4,Mamakhel,3882
Health Facility,Khyber Pakhtunkhwa,Nowshera,4,Manai,3884
Health Facility,Khyber Pakhtunkhwa,Nowshera,4,Manduri,3885
Health Facility,Khyber Pakhtunkhwa,Nowshera,4,Manki Sharif,3886
Health Facility,Khyber Pakhtunkhwa,Nowshera,4,Mara Akora,3887
Health Facility,Khyber Pakhtunkhwa,Nowshera,4,Marlin J2,3889
Health Facility,Khyber Pakhtunkhwa,Nowshera,4,Marlin T 1,3890
Health Facility,Khyber Pakhtunkhwa,Nowshera,4,Mian Essa,3891
Health Facility,Khyber Pakhtunkhwa,Nowshera,4,Misri Banda,3892
Health Facility,Khyber Pakhtunkhwa,Nowshera,4,Mohib Banda,3894
Health Facility,Khyber Pakhtunkhwa,Nowshera,4,Mughalki,3895
Health Facility,Khyber Pakhtunkhwa,Nowshera,4,Nizampur,3896
Health Facility,Khyber Pakhtunkhwa,Nowshera,4,Nowshera,3898
Health Facility,Khyber Pakhtunkhwa,Nowshera,4,Paf,3899
Health Facility,Khyber Pakhtunkhwa,Nowshera,4,Pahari Kati Khel,3900
Health Facility,Khyber Pakhtunkhwa,Nowshera,4,Pirpai,3901
Health Facility,Khyber Pakhtunkhwa,Nowshera,4,Pirsabaq,3902
Health Facility,Khyber Pakhtunkhwa,Nowshera,4,Rashakai,3904
Health Facility,Khyber Pakhtunkhwa,Nowshera,4,Salih Khana,3905
Health Facility,Khyber Pakhtunkhwa,Nowshera,4,Shaidu,3906
Health Facility,Khyber Pakhtunkhwa,Nowshera,4,Spinkhak,3907
Health Facility,Khyber Pakhtunkhwa,Nowshera,4,Taru,3909
Health Facility,Khyber Pakhtunkhwa,Nowshera,4,Tehsil Store Nowshera Min Rashid Hassan Memorial Hosp,3910
Health Facility,Khyber Pakhtunkhwa,Nowshera,4,Wazir Garhi,3911
Health Facility,Khyber Pakhtunkhwa,Nowshera,4,Ziarat Kaka Sahib,3912
District,Khyber Pakhtunkhwa,Nowshera,3,Nowshera District Store,3913
Health Facility,Khyber Pakhtunkhwa,Peshawar,4, BHU Terea,3944
Health Facility,Khyber Pakhtunkhwa,Peshawar,4,BHU Adaabad,3945
Health Facility,Khyber Pakhtunkhwa,Peshawar,4,BHU Babar Adazai,3947
Health Facility,Khyber Pakhtunkhwa,Peshawar,4,BHU Bazid Khel,3948
Health Facility,Khyber Pakhtunkhwa,Peshawar,4,BHU Budnai,3949
Health Facility,Khyber Pakhtunkhwa,Peshawar,4,BHU CHagarmati,3950
Health Facility,Khyber Pakhtunkhwa,Peshawar,4,BHU CHamkani,3951
Health Facility,Khyber Pakhtunkhwa,Peshawar,4,BHU CHarparezai,3953
Health Facility,Khyber Pakhtunkhwa,Peshawar,4,BHU Faqeer Kale,3954
Health Facility,Khyber Pakhtunkhwa,Peshawar,4,BHU Gulbela,3955
Health Facility,Khyber Pakhtunkhwa,Peshawar,4,BHU Gulshn Rehman Colony,3956
Health Facility,Khyber Pakhtunkhwa,Peshawar,4,BHU Hazarkhwani,3957
Health Facility,Khyber Pakhtunkhwa,Peshawar,4,BHU Jagra,3959
Health Facility,Khyber Pakhtunkhwa,Peshawar,4,BHU Jogani,3960
Health Facility,Khyber Pakhtunkhwa,Peshawar,4,BHU Kafoor Deri,3962
Health Facility,Khyber Pakhtunkhwa,Peshawar,4,BHU Lala Kale,3966
Health Facility,Khyber Pakhtunkhwa,Peshawar,4,BHU Maryam Zai,3967
Health Facility,Khyber Pakhtunkhwa,Peshawar,4,BHU Masho,3968
Health Facility,Khyber Pakhtunkhwa,Peshawar,4,BHU Mashokhel,3969
Health Facility,Khyber Pakhtunkhwa,Peshawar,4,BHU Matra,3971
Health Facility,Khyber Pakhtunkhwa,Peshawar,4,BHU Mera Surizai,3973
Health Facility,Khyber Pakhtunkhwa,Peshawar,4,BHU Nasar Bagh,3974
Health Facility,Khyber Pakhtunkhwa,Peshawar,4,BHU Pakha Ghulam,3975
Health Facility,Khyber Pakhtunkhwa,Peshawar,4,BHU Palosai,3976
Health Facility,Khyber Pakhtunkhwa,Peshawar,4,BHU Pandu,3977
Health Facility,Khyber Pakhtunkhwa,Peshawar,4,BHU Pishtakhara,3978
Health Facility,Khyber Pakhtunkhwa,Peshawar,4,BHU Putwar,3980
Health Facility,Khyber Pakhtunkhwa,Peshawar,4,BHU Shekh Muhammadi,3981
Health Facility,Khyber Pakhtunkhwa,Peshawar,4,BHU Sherkera,3982
Health Facility,Khyber Pakhtunkhwa,Peshawar,4,BHU Sufaid Deri,3983
Health Facility,Khyber Pakhtunkhwa,Peshawar,4,BHU Surizai Bala,3985
Health Facility,Khyber Pakhtunkhwa,Peshawar,4,BHU Telaband,3987
Health Facility,Khyber Pakhtunkhwa,Peshawar,4,BHU urmar,3989
Health Facility,Khyber Pakhtunkhwa,Peshawar,4,BHU Urmar Payan,3990
Health Facility,Khyber Pakhtunkhwa,Peshawar,4,CBd 1,3991
Health Facility,Khyber Pakhtunkhwa,Peshawar,4,CBd 3,3992
Health Facility,Khyber Pakhtunkhwa,Peshawar,4,CD Akhoon Abad,3993
Health Facility,Khyber Pakhtunkhwa,Peshawar,4,CD Baghbanan,3994
Health Facility,Khyber Pakhtunkhwa,Peshawar,4,CD Cival Quarter,3995
Health Facility,Khyber Pakhtunkhwa,Peshawar,4,CD Dabgari,3996
Health Facility,Khyber Pakhtunkhwa,Peshawar,4,CD Dinbahar,3997
Health Facility,Khyber Pakhtunkhwa,Peshawar,4,CD Faqeerabad And Zaryab,4000
Health Facility,Khyber Pakhtunkhwa,Peshawar,4,CD Gari Atta Muhammad,4001
Health Facility,Khyber Pakhtunkhwa,Peshawar,4,CD Gulbahar,4002
Health Facility,Khyber Pakhtunkhwa,Peshawar,4,CD Husainabad,4003
Health Facility,Khyber Pakhtunkhwa,Peshawar,4,CD Irrigation,4004
Health Facility,Khyber Pakhtunkhwa,Peshawar,4,CD Kakshal,4005
Health Facility,Khyber Pakhtunkhwa,Peshawar,4,CD Matra,4006
Health Facility,Khyber Pakhtunkhwa,Peshawar,4,CD Rasheed Gari,4008
Health Facility,Khyber Pakhtunkhwa,Peshawar,4,CD Rashid Abad,4009
Health Facility,Khyber Pakhtunkhwa,Peshawar,4,CD Shekhabad,4010
Health Facility,Khyber Pakhtunkhwa,Peshawar,4,CD Shekhan,4011
Health Facility,Khyber Pakhtunkhwa,Peshawar,4,CD Smt,4012
Health Facility,Khyber Pakhtunkhwa,Peshawar,4,CD Sulemankhel,4013
Health Facility,Khyber Pakhtunkhwa,Peshawar,4,CD Tehkal,4014
Health Facility,Khyber Pakhtunkhwa,Peshawar,4,CD Watpaga,4015
Health Facility,Khyber Pakhtunkhwa,Peshawar,4,CD Wazir Bagh,4016
Health Facility,Khyber Pakhtunkhwa,Peshawar,4,CD Zargarabad,4017
Health Facility,Khyber Pakhtunkhwa,Peshawar,4,City Hohpital Kohat Road,4018
Health Facility,Khyber Pakhtunkhwa,Peshawar,4,Dr Naeem Clinic,4019
Health Facility,Khyber Pakhtunkhwa,Peshawar,4,EPI Center Akhoon Abad,4020
Health Facility,Khyber Pakhtunkhwa,Peshawar,4,EPI Center Lahori,4021
Health Facility,Khyber Pakhtunkhwa,Peshawar,4,EPI Center Larama,4022
Health Facility,Khyber Pakhtunkhwa,Peshawar,4,EPI Centre Lrh,4023
Health Facility,Khyber Pakhtunkhwa,Peshawar,4,Fakhre Alam Hosp,4025
Health Facility,Khyber Pakhtunkhwa,Peshawar,4,Ff Hosp,4026
Health Facility,Khyber Pakhtunkhwa,Peshawar,4,Fg  Hosp Fg Colony,4028
Health Facility,Khyber Pakhtunkhwa,Peshawar,4,IdCD EPI Center Haji Camp,4029
Health Facility,Khyber Pakhtunkhwa,Peshawar,4,Khyber Welfare Hosp,4031
Health Facility,Khyber Pakhtunkhwa,Peshawar,4,Maternity Hosp,4032
Health Facility,Khyber Pakhtunkhwa,Peshawar,4,MCH Bhana Mari,4033
Health Facility,Khyber Pakhtunkhwa,Peshawar,4,Pmrc EPI Center,4034
Health Facility,Khyber Pakhtunkhwa,Peshawar,4,Police Hosp,4035
Health Facility,Khyber Pakhtunkhwa,Peshawar,4,Private Hosp,4036
Health Facility,Khyber Pakhtunkhwa,Peshawar,4,RHC Badaber,4037
Health Facility,Khyber Pakhtunkhwa,Peshawar,4,RHC Gara Tajak,4038
Health Facility,Khyber Pakhtunkhwa,Peshawar,4,RHC Nahaqi,4040
Health Facility,Khyber Pakhtunkhwa,Peshawar,4,RHC Tukhtabad,4042
Health Facility,Khyber Pakhtunkhwa,Peshawar,4,Sudais Madical Center,4043
Health Facility,Khyber Pakhtunkhwa,Peshawar,4,Tbc Gunj,4044
Health Facility,Khyber Pakhtunkhwa,Peshawar,4,University Health Center,4045
Health Facility,Khyber Pakhtunkhwa,Peshawar,4,Zamdai EPI Center,4046
Province,Khyber Pakhtunkhwa,Peshawar,2,KP Province Store,4047
District,Khyber Pakhtunkhwa,Peshawar,3,Peshawar District Store,4060
Health Facility,Khyber Pakhtunkhwa,Shangla,4,Alpuri,4072
Health Facility,Khyber Pakhtunkhwa,Shangla,4,Amnovi,4073
Health Facility,Khyber Pakhtunkhwa,Shangla,4,Bar Puran,4075
Health Facility,Khyber Pakhtunkhwa,Shangla,4,Besham,4076
Health Facility,Khyber Pakhtunkhwa,Shangla,4,Chakisar,4078
Health Facility,Khyber Pakhtunkhwa,Shangla,4,Chichlo,4081
Health Facility,Khyber Pakhtunkhwa,Shangla,4,CHowga,4082
Health Facility,Khyber Pakhtunkhwa,Shangla,4,Damori,4084
Health Facility,Khyber Pakhtunkhwa,Shangla,4,Gunangar,4086
Health Facility,Khyber Pakhtunkhwa,Shangla,4,Kabal Gram,4087
Health Facility,Khyber Pakhtunkhwa,Shangla,4,Karora,4088
Health Facility,Khyber Pakhtunkhwa,Shangla,4,Katkor,4089
Health Facility,Khyber Pakhtunkhwa,Shangla,4,Koormang,4091
Health Facility,Khyber Pakhtunkhwa,Shangla,4,Kotkey,4092
Health Facility,Khyber Pakhtunkhwa,Shangla,4,Koz Kana,4094
Health Facility,Khyber Pakhtunkhwa,Shangla,4,Koz Paw,4096
Health Facility,Khyber Pakhtunkhwa,Shangla,4,Lilaoni,4097
Health Facility,Khyber Pakhtunkhwa,Shangla,4,Maira,4099
Health Facility,Khyber Pakhtunkhwa,Shangla,4,Martung,4101
Health Facility,Khyber Pakhtunkhwa,Shangla,4,Mian Kaly,4102
Health Facility,Khyber Pakhtunkhwa,Shangla,4,Olandar,4103
Health Facility,Khyber Pakhtunkhwa,Shangla,4,Opal,4109
Health Facility,Khyber Pakhtunkhwa,Shangla,4,Puran,4110
Health Facility,Khyber Pakhtunkhwa,Shangla,4,Shabzara,4113
Health Facility,Khyber Pakhtunkhwa,Shangla,4,Shung,4114
Health Facility,Khyber Pakhtunkhwa,Shangla,4,Titwalan,4116
Health Facility,Khyber Pakhtunkhwa,Shangla,4,Towa,4117
District,Khyber Pakhtunkhwa,Shangla,3,Shangla District Store,4118
Health Facility,Khyber Pakhtunkhwa,Swabi,4,Bacha Khan Medical Complex,4127
Health Facility,Khyber Pakhtunkhwa,Swabi,4,BHU Adina,4128
Health Facility,Khyber Pakhtunkhwa,Swabi,4,BHU ASOTA,4130
Health Facility,Khyber Pakhtunkhwa,Swabi,4,BHU BaCHai,4131
Health Facility,Khyber Pakhtunkhwa,Swabi,4,BHU Baja,4133
Health Facility,Khyber Pakhtunkhwa,Swabi,4,BHU Batakara,4134
Health Facility,Khyber Pakhtunkhwa,Swabi,4,BHU Beka,4135
Health Facility,Khyber Pakhtunkhwa,Swabi,4,BHU Chaknodah,4136
Health Facility,Khyber Pakhtunkhwa,Swabi,4,BHU Dagai,4138
Health Facility,Khyber Pakhtunkhwa,Swabi,4,BHU Dhobian,4139
Health Facility,Khyber Pakhtunkhwa,Swabi,4,BHU Dr Zakria,4140
Health Facility,Khyber Pakhtunkhwa,Swabi,4,BHU Fazli Abad,4142
Health Facility,Khyber Pakhtunkhwa,Swabi,4,BHU Gabasni,4143
Health Facility,Khyber Pakhtunkhwa,Swabi,4,BHU Gandaff,4144
Health Facility,Khyber Pakhtunkhwa,Swabi,4,BHU GhaNichatra,4145
Health Facility,Khyber Pakhtunkhwa,Swabi,4,BHU ISMAILA,4146
Health Facility,Khyber Pakhtunkhwa,Swabi,4,BHU Jalbai,4147
Health Facility,Khyber Pakhtunkhwa,Swabi,4,BHU Jalsai,4148
Health Facility,Khyber Pakhtunkhwa,Swabi,4,BHU Jehangira,4149
Health Facility,Khyber Pakhtunkhwa,Swabi,4,BHU Jhanda,4150
Health Facility,Khyber Pakhtunkhwa,Swabi,4,BHU Kalabat,4153
