Admin 1,Admin 2,Admin 3,Facility,Facility Type,Catchment,Latitude,Longitude,UID
Federal Capital Territory,Islamabad,,0,Bhu,,33.71439,72.91992,640
Federal Capital Territory,Islamabad,,0,Bhu,,33.76814,73.24748,641
Federal Capital Territory,Islamabad,,0,Bhu,,33.67119,73.20649,642
Federal Capital Territory,Islamabad,,0,Bhu,,33.64479,73.20528,643
Federal Capital Territory,Islamabad,,0,Bhu,,33.66812,73.29254,644
Federal Capital Territory,Islamabad,,0,Bhu,,33.65233,73.27976,645
Federal Capital Territory,Islamabad,,0,Rhc,,33.64674,73.16158,646
Federal Capital Territory,Islamabad,,0,Bhu,,33.651,73.10399,647
Federal Capital Territory,Islamabad,,0,Bhu,,33.58942,73.16804,648
Federal Capital Territory,Islamabad,,0,Bhu,,33.60875,73.25498,649
Federal Capital Territory,Islamabad,,0,Rhc,,33.55831,73.22648,650
Federal Capital Territory,Islamabad,,0,Bhu,,33.56306,73.18351,651
Federal Capital Territory,Islamabad,,0,Bhu,,33.497,73.19514,652
Federal Capital Territory,Islamabad,,0,Bhu,,33.76892,73.07218,653
Federal Capital Territory,Islamabad,,0,Office,,33.72129,73.07392,654
Federal Capital Territory,Islamabad,,0,Mc,,33.64291,73.04159,655
Federal Capital Territory,Islamabad,,0,Mc,,33.65709,73.06931,656
Federal Capital Territory,Islamabad,,0,Mc,,33.7386,73.1886,657
Federal Capital Territory,Islamabad,,0,Mc,,33.71664,73.34165,658
Federal Capital Territory,Islamabad,,0,Mc,,33.68419,73.11926,659
Federal Capital Territory,Islamabad,,0,Mc,,33.64176,73.0734,660
Federal Capital Territory,Islamabad,,0,Mc,,33.68343,72.99844,661
Federal Capital Territory,Islamabad,,0,Mc,,33.73774,73.09394,662
Federal Capital Territory,Islamabad,,0,Mc,,33.7048,73.06845,663
Federal Capital Territory,Islamabad,,0,Mc,,33.68788,73.03426,664
Federal Capital Territory,Islamabad,,0,Mc,,33.67285,73.01694,665
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Darwal-Bhu,Bhu,"18,500",0,0,666
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Kakul-Bhu,Bhu,"13,630",0,0,667
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Salwala-Bhu,Bhu,"12,400",33.996119,73.15323,668
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Kalu Maire-Bhu,Bhu,"8,000",34.045593,73.102114,669
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Moribadan-Rhc,Rhc,"25,000",34.011385,73.242218,670
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Takia Shekhan-Bhu,Bhu,"13,430",34.049493,73.242529,671
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Rajoyia-Bhu,Bhu,"14,000",34.077001,73.22898,672
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Nara-Bhu,Bhu,"10,690",33.987703,73.228775,673
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Moolia-Bhu,Bhu,"20,000",34.136328,73.483943,674
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Satora-Bhu,Bhu,"19,000",34.175332,73.332854,675
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Herlain-Bhu,Bhu,"12,000",0,0,676
Khyber Pakhtunkhwa,Abbottabad,Havelian,0,Rhc,"250,000",34.055652,73.172527,677
Khyber Pakhtunkhwa,Abbottabad,Havelian,Bhu Phalla,Bhu,"11,560",33.867725,73.219692,678
Khyber Pakhtunkhwa,Abbottabad,Havelian,Rhc Lora,Rhc,"39,808",33.890491,73.277964,679
Khyber Pakhtunkhwa,Abbottabad,Havelian,Bhu Nagn Totial,Bhu,"11,221",33.941514,73.311504,680
Khyber Pakhtunkhwa,Abbottabad,Havelian,Bhu Langrial,Bhu,"11,000",33.923859,73.125106,681
Khyber Pakhtunkhwa,Abbottabad,Havelian,0,Bhu,"5,746",0,0,682
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Mangal Azir-Bhu,Bhu,"10,034",34.251082,73.245403,683
Khyber Pakhtunkhwa,Abbottabad,Havelian,Bhu Mujakot,Bhu,"7,000",0,0,684
Khyber Pakhtunkhwa,Abbottabad,Havelian,Goraki,Bhu,"4,000",34.1,72.9833,685
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Mochi Kot-Bhu,Bhu,"1,400",34.224806,73.18546,686
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Banda Pir Khan-Bhu,Bhu,"16,723",34.247182,73.274142,687
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Bhu Mirpur,Bhu,"16,800",34.206741,73.254025,688
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Kakul-Bhu,Bhu,"21,019",34.203456,73.281943,689
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Tatht Ahmad Khan-Bhu,Bhu,"11,386",34.247182,73.047714,690
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Kangar Bala-Bhu,Bhu,"10,000",34.212489,73.022053,691
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Bakot-Bhu,Bhu,"17,000",33.994477,73.272295,692
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Mch Nawan Shehr,Mchc/Chc,"12,236",34.160707,73.2823,693
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Shakh Ul Bandi,Bhu,"23,619",34.135713,73.239244,694
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Bhu Dhantuk,Bhu,"24,688",0,0,695
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Pattan Kalan-Bhu,Bhu,"16,000",34.258473,73.447813,696
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Salool Bandi-Bhu,Bhu,"6,000",34.261757,73.426053,697
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Phal Kot-Bhu,Bhu,"13,565",34.15,73.3833,698
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Bagnotar-Bhu,Bhu,"14,252",34.127091,73.375758,699
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Sumunder Katah-Bhu,Bhu,"3,830",34.044566,73.331211,700
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Bagh Bandi-Bhu,Bhu,"13,240",34.067148,73.363852,701
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Harno-Bhu,Bhu,"14,733",34.168969,73.373705,702
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Beerangali-Bhu,Bhu,"16,500",34.183133,73.392797,703
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Kokmong-Bhu,Bhu, -   ,34.268121,73.458488,704
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Bhu Sarhan,Bhu,"8,000",33.894285,73.197468,705
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Ziarat Masoom-Bhu,Bhu,"8,000",33.97477,73.336754,706
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Jabrain-Bhu,Bhu,"27,000",34.139818,73.189771,707
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Ghori-Bhu,Bhu,"22,144",34.140023,73.121411,708
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Maira Rommal-Bhu,Bhu,"5,000",33.960605,73.366931,709
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Tajwal-Bhu,Bhu,"8,000",33.98606,73.350303,710
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Pind Kargu Khan-Bhu,Bhu,"20,000",34.17369,73.07748,711
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Pando Thana-Bhu,Bhu,"14,650",34.225627,73.150972,712
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Dalola-Bhu,Bhu,"21,347",34.356598,73.393207,713
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Chamali-Bhu,Bhu,"7,000",33.938229,73.278453,714
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Kalpani-Rhc,Bhu,"14,400",34.078849,73.373089,715
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Kothiala-Bhu,Bhu,"14,520",34.159115,73.116484,716
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Malkot-Bhu,Bhu,"7,500",33.991192,73.433648,717
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Nawan Shehr-Bhu,Bhu,"25,556",34.163836,73.266136,718
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Bhu Palak,Bhu,"9,000",33.986471,73.426463,719
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Birot Kalan-Bhu,Bhu,"21,500",34.054215,73.489075,720
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Mohara Birut-Bhu,Bhu,"15,000",0,0,721
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Bhu Tarch,Bhu,"10,000",34.233838,73.47491,722
Khyber Pakhtunkhwa,Abbottabad,Abbottabad,Namal-Bhu,Bhu,"16,000",34.19196,73.480248,723
Khyber Pakhtunkhwa,Bannu,Bannu,Mamash Khel-Bhu,Bhu,"31,000",32.99933,70.57256,724
Khyber Pakhtunkhwa,Bannu,Bannu,Domel-Rhc,Rhc,"95,000",33.021021,70.759502,725
Khyber Pakhtunkhwa,Bannu,Bannu,Belond Fatma Khel-Bhu,Bhu,"21,000",32.933229,70.658043,726
Khyber Pakhtunkhwa,Bannu,Bannu,Manik Khel-Bhu,Bhu,"22,000",32.860355,70.488093,727
Khyber Pakhtunkhwa,Bannu,Bannu,Shahbaz Azmat Khel-Bhu,Bhu,"55,000",32.9575,70.6741,728
Khyber Pakhtunkhwa,Bannu,Bannu,Gul Akram Killa-Bhu,Bhu,"47,000",32.876047,70.58907,729
Khyber Pakhtunkhwa,Bannu,Bannu,Kotka Mohammad Khan-Bhu,Bhu,"45,000",32.984536,70.769803,730
Khyber Pakhtunkhwa,Bannu,Bannu,Nizam Bazar-Bhu,Bhu,"27,000",33.007723,70.640528,731
Khyber Pakhtunkhwa,Bannu,Bannu,Norar-Bhu,Bhu,"40,000",32.904061,70.536586,732
Khyber Pakhtunkhwa,Bannu,Bannu,Mandew-Bhu,Bhu,"19,000",32.920817,70.559902,733
Khyber Pakhtunkhwa,Bannu,Bannu,Lewan Dardaris-Bhu,Bhu,"19,000",32.880391,70.595009,734
Khyber Pakhtunkhwa,Bannu,Bannu,Haveed-Bhu,Bhu,"19,000",32.979945,70.608258,735
Khyber Pakhtunkhwa,Bannu,Bannu,Amandi,Bhu,"18,000",33.000039,70.588518,736
Khyber Pakhtunkhwa,Bannu,Bannu,Zargar Mama Khel-Bhu,Bhu,"25,000",32.898565,70.606535,737
Khyber Pakhtunkhwa,Bannu,Bannu,"Mohammad Khel, Wazir-Bhu",Bhu,"15,000",32.985618,70.553293,738
Khyber Pakhtunkhwa,Bannu,Bannu,Lalozai-Bhu,Bhu,"22,000",33.021671,70.58379,739
Khyber Pakhtunkhwa,Bannu,Bannu,Mamash Khel-Govt M.C.H Center,Mchc/Chc,"30,000",32.945665,70.541709,740
Khyber Pakhtunkhwa,Bannu,Bannu,Halifa Gul Nawaz,Bhu,"42,000",0,0,741
Khyber Pakhtunkhwa,Bannu,Bannu,Bizan Khel-Bhu,Bhu,"47,000",33.023999,70.678578,742
Khyber Pakhtunkhwa,Bannu,Bannu,Jando Khel-Bhu,Bhu,"45,000",32.951935,70.714249,743
Khyber Pakhtunkhwa,Bannu,Bannu,Daud Shah-Bhu,Bhu,"28,664",33,71,744
Khyber Pakhtunkhwa,Bannu,Bannu,Azim Killa-Bhu,Bhu,"53,000",33,71,745
Khyber Pakhtunkhwa,Bannu,Bannu,Landi Jalander Bakhta Baz-Bhu,Bhu,"10,000",32.883238,70.925374,746
Khyber Pakhtunkhwa,Bannu,Bannu,Landi Jalander (S.Z.Korona)-Bhu,Bhu,"17,000",0,0,747
Khyber Pakhtunkhwa,Bannu,Bannu,Kakki-Govt Mch Centre,Bhu,"64,000",32.869718,70.66742,748
Khyber Pakhtunkhwa,Bannu,Bannu,Rhc Ghoriwala,Bhu,"110,000",32.905125,70.729321,749
Khyber Pakhtunkhwa,Bannu,Bannu,Ismail Khel-Bhu,Bhu,"30,000",32.927466,70.653167,750
Khyber Pakhtunkhwa,Bannu,Bannu,Bada Mir Abbas-Bhu,Bhu,"25,000",32.938548,70.624886,751
Khyber Pakhtunkhwa,Bannu,Bannu,Khujari Khas Killa-Bhu,Bhu,"70,000",32.890143,70.669213,752
Khyber Pakhtunkhwa,Bannu,Bannu,Bada Mir Abbas-Bhu,Bhu,"50,000",32.938548,70.624886,753
Khyber Pakhtunkhwa,Bannu,Bannu,Hinjal-Bhu,Bhu,"21,000",32.980181,70.608849,754
Khyber Pakhtunkhwa,Bannu,Bannu,Khawaja Mad Mandan-Bhu,Bhu,"70,000",32.955747,70.627989,755
Khyber Pakhtunkhwa,Bannu,Bannu,Hakim Bharat-Bhu,Bhu,"18,000",32.884735,70.638539,756
Khyber Pakhtunkhwa,Bannu,Bannu,Nar Shuker Ullah-Bhu,Bhu,"17,232",32.836029,70.714111,757
Khyber Pakhtunkhwa,Bannu,Bannu,Nar Jaffar-Bhu,Bhu,"70,000",32.960002,70.737743,758
Khyber Pakhtunkhwa,Bannu,Bannu,Shamshi Khel-Bhu,Bhu,"25,000",32.923033,70.744746,759
Khyber Pakhtunkhwa,Bannu,Bannu,Khander Khan Khel,Bhu, -   ,32.848,70.5547,760
Khyber Pakhtunkhwa,Bannu,Bannu,Patool Khel-Bhu,Bhu, -   ,32.880312,70.947183,761
Khyber Pakhtunkhwa,Batagram,,Bhu Charbagh,Bhu, -   ,34.75795,72.9173,762
Khyber Pakhtunkhwa,Batagram,Battagram,Bhu Saidra Polind Kot,Bhu, -   ,34.595168,72.955237,763
Khyber Pakhtunkhwa,Batagram,Battagram,Bhu Khariri,Bhu,"22,808",34.620694,73.027824,764
Khyber Pakhtunkhwa,Batagram,Battagram,Bhu Batian,Bhu,"9,500",34.582707,73.08408,765
Khyber Pakhtunkhwa,Batagram,Battagram,Joz,Bhu,"14,900",34.715129,73.076345,766
Khyber Pakhtunkhwa,Batagram,Battagram,Mch Atmara,Mchc/Chc,"12,000",0,0,767
Khyber Pakhtunkhwa,Batagram,Battagram,Bhu Batley,Bhu, -   ,34.71528,72.98194,768
Khyber Pakhtunkhwa,Batagram,,Bhu Pishora,Bhu,"19,561",34.70555,72.98095,769
Khyber Pakhtunkhwa,Batagram,Battagram,Rhc Kuza Banda,Rhc,"8,384",34.63472,73.00278,770
Khyber Pakhtunkhwa,Batagram,Battagram,Bhu Khear Abad,Bhu,"13,100",34.605935,72.990442,771
Khyber Pakhtunkhwa,Batagram,Battagram,Bhu G.Nawab Said,Bhu,"7,500",34.612952,72.937332,772
Khyber Pakhtunkhwa,Batagram,Battagram,Bhu Rashang,Bhu,"20,000",34.82083,73.11944,773
Khyber Pakhtunkhwa,Batagram,Battagram,Bhu Sakorga,Bhu,"18,724",0,0,774
Khyber Pakhtunkhwa,Batagram,Battagram,Bhu Roop Kani,Bhu,"10,000",34.840509,73.104304,775
Khyber Pakhtunkhwa,Batagram,Battagram,Bhu Bateela,Bhu,"16,000",34.87222,73.09444,776
Khyber Pakhtunkhwa,Batagram,Battagram,Bhu Barachar,Bhu,"15,000",34.89785,73.034,777
Khyber Pakhtunkhwa,Batagram,Battagram,Bhu Kuz Tadool,Bhu,"10,000",0,0,778
Khyber Pakhtunkhwa,Batagram,Battagram,Bhu Pashto,Bhu,"10,200",34.88972,73.04306,779
Khyber Pakhtunkhwa,Batagram,Battagram,Bhu Jambera,Bhu,"18,000",34.85292,72.983331,780
Khyber Pakhtunkhwa,Batagram,Hotel Batkol,Bhu Hotel Batkol,Bhu,"13,022",34.72122,72.95549,781
Khyber Pakhtunkhwa,Batagram,Battagram,Bhu Shamli,Bhu,"24,932",34.704205,73.116688,782
Khyber Pakhtunkhwa,Batagram,Battagram,Bhu Argha Shori,Bhu,"9,200",34.686792,73.037409,783
Khyber Pakhtunkhwa,Batagram,Battagram,Pumang,Bhu,"12,500",34.71528,72.98194,784
Khyber Pakhtunkhwa,Batagram,Battagram,Bhu Katora,Bhu,"5,000",34.660708,73.12379,785
Khyber Pakhtunkhwa,Batagram,Battagram,Bhu Phagora,Bhu,"10,000",34.64407,73.06361,786
Khyber Pakhtunkhwa,Batagram,Battagram,Bhu Pamla Sharif,Bhu,"15,760",34.740113,72.994796,787
Khyber Pakhtunkhwa,Batagram,Battagram,Bhu Bahamori,Bhu,"11,800",0,0,788
Khyber Pakhtunkhwa,Batagram,Alahi,Bhu Taloos,Bhu,"7,000",34.84782,73.03339,789
Khyber Pakhtunkhwa,Batagram,,Bhu Biary,Bhu,"5,500",34.817877,73.09165,790
Khyber Pakhtunkhwa,Batagram,,Bhu Kanai,Bhu,"13,022",34.505556,73.680556,791
Khyber Pakhtunkhwa,Batagram,Alahi,R H C Banna,Rhc,"75,000",34.838075,73.062204,792
Punjab,Bhakkar,Bhakkar,Bhakkar-Mch Ctr,Mchc/Chc,"36,196",31.62339,71.06179,793
Punjab,Bhakkar,Kallur Kot,Kallur Kot-Mch Ctr,Mchc/Chc,"25,431",32.1538,71.26373,794
Punjab,Bhakkar,Bhakkar,Behal-Rhc,Rhc,"118,835",31.41216,71.01393,795
Punjab,Bhakkar,Darya Khan,Dullay Wala-Rhc,Rhc,"42,715",31.83625,71.4239,796
Punjab,Bhakkar,Kallur Kot,Jandanwala-Rhc,Rhc,"29,943",32.0787,71.6093,797
Punjab,Bhakkar,Bhakkar,Muslim Kot-Bhu,Bhu,"40,443",31.56938,71.22931,798
Punjab,Bhakkar,Mankera,Karluwala-Bhu,Bhu,"27,970",31.55396,71.61465,799
Punjab,Bhakkar,Darya Khan,Daggar Qurashi-Bhu,Bhu,"17,121",31.8449,71.1835,800
Punjab,Bhakkar,Darya Khan,9Tda-Bhu,Bhu,"11,767",31.8764,71.1901,801
Punjab,Bhakkar,Bhakkar,Mahney Wala-Bhu,Bhu,"13,313",31.70323,71.22725,802
Punjab,Bhakkar,Kallur Kot,Jehan Wala-Bhu,Bhu,"6,650",32.18068,71.52732,803
Punjab,Bhakkar,Kallur Kot,Shaheedan-Bhu,Bhu,"18,890",32.10411,71.6953,804
Punjab,Bhakkar,Mankera,Chak No.73/Ml-Bhu,Bhu,"18,702",31.29039,71.253,805
Punjab,Bhakkar,Kallur Kot,Hassan Wala-Bhu,Bhu,"45,167",32.18155,71.4437,806
Punjab,Bhakkar,Darya Khan,Jhamat Shumali-Bhu,Bhu,"15,060",31.85233,71.54837,807
Punjab,Bhakkar,Kallur Kot,Noora-Bhu,Bhu,"4,000",32.15776,71.64106,808
Punjab,Bhakkar,Kallur Kot,Saeedwala-Bhu,Bhu,"289,228",32.0981,71.32771,809
Punjab,Bhakkar,Mankera,Chak No. 67/Ml-Bhu,Bhu,"31,395",31.39597,71.22979,810
Punjab,Bhakkar,Mankera,Yaroo Wala-Bhu Daggar Kotli,Bhu,"32,037",31.42484,71.26893,811
Punjab,Bhakkar,Mankera,Gauhar Wala-Bhu,Bhu,"29,000",31.72819,71.58169,812
Punjab,Bhakkar,Darya Khan,Hassan Shah-Bhu,Bhu,"41,401",31.855,71.1199,813
Punjab,Bhakkar,Mankera,Haiderabad-Bhu,Bhu,"42,000",31.35275,71.68813,814
Punjab,Bhakkar,Mankera,Litten-Bhu,Bhu,"29,790",31.5156,71.49152,815
Punjab,Bhakkar,Darya Khan,Barkat Wala-Bhu,Bhu,"18,370",31.8127,71.2809,816
Punjab,Bhakkar,Kallur Kot,Basti Mai Roshan-Bhu,Bhu,"36,831",31.9629,71.16039,817
Punjab,Bhakkar,Kallur Kot,Daggar Noon-Bhu,Bhu,"27,970",32.10295,71.2285,818
Punjab,Bhakkar,Bhakkar,Daggar Rahtas-Bhu,Bhu,"33,302",31.6427,71.1606,819
Punjab,Bhakkar,Bhakkar,Dhandla-Bhu,Bhu,"37,124",31.46718,70.93254,820
Punjab,Bhakkar,Katchi Shahani Bhakkar,Katchi Shahani-Bhu,Bhu,"31,600",31.70333,71.00335,821
Punjab,Bhakkar,Bhakkar,Khansar-Bhu,Bhu,"36,387",31.65932,71.32751,822
Punjab,Bhakkar,Bhakkar,Chuni Shumali-Bhu,Bhu,"30,350",31.68331,71.076,823
Punjab,Bhakkar,Kuhawar Kalan,Kuhawar Kalan-Bhu,Bhu,"43,432",31.73,71.101,824
Punjab,Bhakkar,Bhakkar,Kotla Jam-Bhu,Bhu,"19,336",31.7034,71.095,825
Punjab,Bhakkar,Kallur Kot,Maible Sharif-Bhu,Bhu,"29,804",32.0345,71.1984,826
Punjab,Bhakkar,Bhakkar,Mullanwali-Bhu,Bhu,"37,940",31.54754,70.99559,827
Punjab,Bhakkar,Bhakkar,Notak-Bhu,Bhu,"36,773",31.47169,71.03058,828
Punjab,Bhakkar,Bhakkar,Pir Ashab-Bhu,Bhu,"34,861",31.56983,71.05685,829
Punjab,Bhakkar,Bhakkar,Sarai Mohajir-Bhu,Bhu,"35,237",31.50737,71.23943,830
Punjab,Bhakkar,Darya Khan,Punjgirain-Bhu,Bhu,"40,367",31.9782,71.1555,831
Punjab,Bhakkar,Bhakkar,Sial-Bhu,Bhu,"35,407",31.63776,71.0002,832
Punjab,Bhakkar,Bhakkar,Yousaf Shah-Bhu,Bhu,"29,400",31.41332,70.93654,833
Punjab,Bhakkar,Darya Khan,Barranga-Bhu,Bhu,"38,772",31.91389,71.45027,834
Punjab,Bhakkar,Kallur Kot,Chak No. 63/Db-Bhu,Bhu,"29,569",32.04494,71.68977,835
Punjab,Bhakkar,Kallur Kot,Fazil-Bhu,Bhu,"29,688",31.98283,71.4523,836
Punjab,Bhakkar,Mankera,Mahni-Bhu,Bhu,"36,037",31.52801,71.84275,837
Khyber Pakhtunkhwa,Buner,Gadizai,Malak Pur,Bhu,"24,405",0,0,838
Khyber Pakhtunkhwa,Buner,Gagra,Dewana Baba-Rhc,Rhc,"2,800",34.473116,72.591221,839
Khyber Pakhtunkhwa,Buner,Daggar,Pandir-Bhu,Bhu,"23,621",34.548056,72.668889,840
Khyber Pakhtunkhwa,Buner,Daggar,Batara-Bhu,Bhu,"22,000",34.549719,72.637081,841
Khyber Pakhtunkhwa,Buner,Daggar,Gul Bandi-Rhc,Rhc,"25,000",34.1333,73.05,842
Khyber Pakhtunkhwa,Buner,Daggar,Sony-Bhu,Bhu,"4,500",0,0,843
Khyber Pakhtunkhwa,Buner,Mandar,Totalay-Ch,Hospital,"49,432",34.1925,72.498889,844
Khyber Pakhtunkhwa,Buner,Chamla,Chamla-Ch,Shc,"27,630",34.389167,72.4625,845
Khyber Pakhtunkhwa,Buner,Daggar,Elai,Bhu,"32,680",34.510717,72.431092,846
Khyber Pakhtunkhwa,Buner,Sawari,Korea-Bhu,Bhu,"24,178",34.412138,72.617548,847
Khyber Pakhtunkhwa,Buner,Sawari,Langaw-Bhu,Bhu,934,34.347778,72.653056,848
Khyber Pakhtunkhwa,Buner,Mandar,Malka-Bhu,Bhu,"9,000",34.337771,72.688801,849
Khyber Pakhtunkhwa,Buner,Daggar,Jowar-Rhc,Rhc,"33,289",34.546513,72.295295,850
Khyber Pakhtunkhwa,Buner,Sawari,Bangarai-Bhu,Bhu,"11,850",34.468897,72.746212,851
Khyber Pakhtunkhwa,Buner,Daggar,Pacha-Ch,Mchc/Chc,"51,841",34.5975,72.4525,852
Khyber Pakhtunkhwa,Buner,Mandar,Bagh-Bhu,Bhu,"26,000",34.296044,72.478354,853
Khyber Pakhtunkhwa,Buner,Sawari,Charorai-Bhu,Bhu,"12,094",34.399598,72.712071,854
Khyber Pakhtunkhwa,Buner,Mandar,Nagray-Rhc,Rhc,"34,000",34.366646,72.684046,855
Khyber Pakhtunkhwa,Buner,Sawari,Cheena-Bhu,Bhu,"22,588",34.448487,72.494235,856
Khyber Pakhtunkhwa,Buner,Daggar,Karapa,Bhu,"20,898",34.4833,72.4666,857
Khyber Pakhtunkhwa,Buner,Sawari,Gagra-Bhu,Bhu,"48,000",34.4794,72.54655,858
Khyber Pakhtunkhwa,Buner,Chamla,Koga-Bhu,Bhu,"24,000",34.389973,72.508078,859
Khyber Pakhtunkhwa,Buner,Daggar,Gohkand,Bhu,"19,355",34.646667,72.520833,860
Khyber Pakhtunkhwa,Buner,Daggar,Nanser-Bhu,Bhu,"25,000",34.491667,72.250278,861
Khyber Pakhtunkhwa,Buner,Daggar,Toor Warsak,Bhu,"25,171",34.513774,72.363193,862
Khyber Pakhtunkhwa,Charsadda,Charsadda,Agra-Basic Health Unit,Bhu,"14,160",34.1221,71.67978,863
Khyber Pakhtunkhwa,Charsadda,Charsadda,Akbar Abad-Basic Health Unit,Bhu,"19,300",34.18222,71.88185,864
Khyber Pakhtunkhwa,Charsadda,Charsadda,Akone Dheri-Basic Health Unit,Bhu,"16,451",34.2692,71.76021,865
Khyber Pakhtunkhwa,Charsadda,Charsadda,Baghi Bakhtiar-Basic Health Unit,Bhu,"13,850",34.25609,71.76555,866
Khyber Pakhtunkhwa,Charsadda,Charsadda,Behlola-Basic Health Unit,Bhu,"18,200",34.25447,71.84564,867
Khyber Pakhtunkhwa,Charsadda,Charsadda,Bhu-Abazai,Bhu,"23,000",34.2,71.7333,868
Khyber Pakhtunkhwa,Charsadda,Charsadda,Bhu-Baz Mir Killi,Bhu,"15,000",34.15217,71.774793,869
Khyber Pakhtunkhwa,Charsadda,Shabqadir,Bhu-Daman Shabqadar,Bhu, -   ,34.2567,71.619022,870
Khyber Pakhtunkhwa,Charsadda,Shabzadar,Bhu-Kangra,Bhu,"29,700",34.200971,71.604214,871
Khyber Pakhtunkhwa,Charsadda,Charsadda,Boobak-Basic Health Unit,Bhu,"15,500",34.10684,71.85838,872
Khyber Pakhtunkhwa,Charsadda,Charsadda,Charsadda-Govt. Mch Ctr,Mchc/Chc,"12,138",34.1529,71.74464,873
Khyber Pakhtunkhwa,Charsadda,Tangi,Cheena-Basic Health Unit,Bhu,"31,900",34.24102,71.68085,874
Khyber Pakhtunkhwa,Charsadda,Tangi,Bhu-Dadu,Bhu,"25,000",34.341699,71.743274,875
Khyber Pakhtunkhwa,Charsadda,Charsadda,Daulat Pura-Basic Health Unit,Bhu,"37,951",34.17147,71.66846,876
Khyber Pakhtunkhwa,Charsadda,Tangi,Dhaki-Basic Health Unit,Bhu,"45,000",34.307238,71.767751,877
Khyber Pakhtunkhwa,Charsadda,Charsadda,Doserra-Basic Health Unit,Bhu,"30,000",34.13404,71.88065,878
Khyber Pakhtunkhwa,Charsadda,Tangi,Ghanderi-Basic Health Unit,Bhu,"23,000",34.387179,71.673827,879
Khyber Pakhtunkhwa,Charsadda,Charsadda,Gul Abad Bhu,Bhu,"20,619",34.14713,71.67827,880
Khyber Pakhtunkhwa,Charsadda,Shobqodar,Hasan Zai,Bhu,"30,135",34.270771,71.606855,881
Khyber Pakhtunkhwa,Charsadda,Tangi,Herare Nehree Bhu,Bhu,"18,000",34.311315,71.702939,882
Khyber Pakhtunkhwa,Charsadda,Charsadda,Ibrahim Zai-Basic Health Unit,Bhu,"24,000",34.1503,71.85206,883
Khyber Pakhtunkhwa,Charsadda,Shabzadar,Bhu-Katozai,Bhu,"20,220",34.280623,71.600088,884
Khyber Pakhtunkhwa,Charsadda,Charsadda,Khanmai-Basic Health Unit,Bhu,"15,825",34.2267,71.87,885
Khyber Pakhtunkhwa,Charsadda,Charsadda,Kot Bhu,Bhu,"25,000",34.19502,71.70327,886
Khyber Pakhtunkhwa,Charsadda,Tangi,Landi Shah-Basic Health Unit,Bhu,"28,864",34.177616,71.849685,887
Khyber Pakhtunkhwa,Charsadda,Tangi,Mandanai-Basic Health Unit,Bhu,"30,000",34.35162,71.76762,888
