UID,Admin 1,Province PCode,Admin 2,District PCode,Admin 3,Tehsil PCode,Facility,Health Facility Code,Facility Type
1,Khyber Pakhtunkhwa,3,Haripur,322,Haripur,322001,Shah Muhammad,322073,Bhu
2,Khyber Pakhtunkhwa,3,Haripur,322,Haripur,322001,Bagra,322003,Bhu
3,Khyber Pakhtunkhwa,3,Haripur,322,Haripur,322001,Gudwalian,322011,Bhu
4,Khyber Pakhtunkhwa,3,Haripur,322,Haripur,322001,Koklian Piran,322022,Bhu
5,Khyber Pakhtunkhwa,3,Haripur,322,Haripur,322001,Bandi Sher Khan,322002,Bhu
6,Khyber Pakhtunkhwa,3,Haripur,322,Haripur,322001,Ghumawan,322012,Bhu
7,Khyber Pakhtunkhwa,3,Haripur,322,Haripur,322001,Barkot,322004,Bhu
8,Khyber Pakhtunkhwa,3,Haripur,322,Haripur,322001,Halli,322042,Rhc
9,Khyber Pakhtunkhwa,3,Haripur,322,Haripur,322001,Beer,322005,Bhu
10,Khyber Pakhtunkhwa,3,Haripur,322,Haripur,322001,Kakotri,322020,Bhu
11,Khyber Pakhtunkhwa,3,Haripur,322,Haripur,322001,Muslimabad,322033,Bhu
12,Khyber Pakhtunkhwa,3,Haripur,322,Haripur,322001,Ch Kotla,322040,Cd
13,Khyber Pakhtunkhwa,3,Haripur,322,Haripur,322001,Khoi Narra,322021,Bhu
14,Khyber Pakhtunkhwa,3,Haripur,322,Haripur,322001,Dheenda,322009,Bhu
15,Khyber Pakhtunkhwa,3,Haripur,322,Haripur,322001,Dingi,322010,Bhu
16,Khyber Pakhtunkhwa,3,Haripur,322,Haripur,322001,Central Jail,322043,Cd
17,Khyber Pakhtunkhwa,3,Haripur,322,Haripur,322001,Hattar,322014,Bhu
18,Khyber Pakhtunkhwa,3,Haripur,322,Haripur,322001,Nullah,322032,Bhu
19,Khyber Pakhtunkhwa,3,Haripur,322,Haripur,322001,Jattipind,322015,Bhu
20,Khyber Pakhtunkhwa,3,Haripur,322,Haripur,322001,Kalinger,322017,Bhu
21,Khyber Pakhtunkhwa,3,Haripur,322,Haripur,322001,Kts No4,322048,Cd
22,Khyber Pakhtunkhwa,3,Haripur,322,Haripur,322001,Kts No3,322077,Cd
23,Khyber Pakhtunkhwa,3,Haripur,322,Haripur,322001,Khanpur,322060,Rhc
24,Khyber Pakhtunkhwa,3,Haripur,322,Haripur,322001,Kotnajibullah,322061,Rhc
25,Khyber Pakhtunkhwa,3,Haripur,322,Haripur,322001,Kot Najibullah,322072,Cd
26,Khyber Pakhtunkhwa,3,Haripur,322,Haripur,322001,Kariplian,322019,Bhu
27,Khyber Pakhtunkhwa,3,Haripur,322,Haripur,322001,Luder Mang,322025,Bhu
28,Khyber Pakhtunkhwa,3,Haripur,322,Haripur,322001,Chaintry,322026,Bhu
29,Khyber Pakhtunkhwa,3,Haripur,322,Haripur,322001,Mankarai,322027,Bhu
30,Khyber Pakhtunkhwa,3,Haripur,322,Haripur,322001,Pharraray,322046,Cd
31,Khyber Pakhtunkhwa,3,Haripur,322,Haripur,322001,Dartian,322007,Bhu
32,Khyber Pakhtunkhwa,3,Haripur,322,Haripur,322001,Najafpur,322031,Bhu
33,Khyber Pakhtunkhwa,3,Haripur,322,Haripur,322001,Mirpur,322029,Bhu
34,Khyber Pakhtunkhwa,3,Haripur,322,Haripur,322001,Kangra Colony,322018,Bhu
35,Khyber Pakhtunkhwa,3,Haripur,322,Haripur,322001,Panian,322034,Bhu
36,Khyber Pakhtunkhwa,3,Haripur,322,Haripur,322001,Jab,322016,Bhu
37,Khyber Pakhtunkhwa,3,Haripur,322,Haripur,322001,Sarai Salah,322036,Bhu
38,Khyber Pakhtunkhwa,3,Haripur,322,Haripur,322001,Sarai Naimat Khan,322062,Rhc
39,Khyber Pakhtunkhwa,3,Haripur,322,Haripur,322001,Sikandrpur,322037,Bhu
40,Khyber Pakhtunkhwa,3,Haripur,322,Haripur,322001,Mang,322030,Bhu
41,Khyber Pakhtunkhwa,3,Haripur,322,Haripur,322001,Civil Hospital Kts,322055,Ch
42,Khyber Pakhtunkhwa,3,Haripur,322,Haripur,322001,Tofkian,322038,Bhu
43,Khyber Pakhtunkhwa,3,Haripur,322,Ghazi,322002,Brug,322006,Bhu
44,Khyber Pakhtunkhwa,3,Haripur,322,Ghazi,322002,Gali Amazai,322013,Bhu
45,Khyber Pakhtunkhwa,3,Haripur,322,Ghazi,322002,Bait Gali,322079,Bhu
46,Khyber Pakhtunkhwa,3,Haripur,322,Ghazi,322002,Kaneerri,322084,Bhu
47,Khyber Pakhtunkhwa,3,Haripur,322,Ghazi,322002,Ghazi,322059,Rhc
48,Khyber Pakhtunkhwa,3,Haripur,322,Ghazi,322002,Ghazi Hamlet,322041,Cd
49,Khyber Pakhtunkhwa,3,Haripur,322,Ghazi,322002,Amgah,322001,Bhu
50,Khyber Pakhtunkhwa,3,Haripur,322,Ghazi,322002,Kotehra,322023,Bhu
51,Khyber Pakhtunkhwa,3,Haripur,322,Ghazi,322002,Kundi,322024,Bhu
52,Khyber Pakhtunkhwa,3,Haripur,322,Ghazi,322002,Salamkhand,322035,Bhu
53,Khyber Pakhtunkhwa,3,Haripur,322,Ghazi,322002,Nara Amazai,322085,Rhc
54,Khyber Pakhtunkhwa,3,Haripur,322,Ghazi,322002,Sirikot,322063,Rhc
322,Balochistan,4,Jaffarabad,432,Soh Bat Pur,432004,Meher Ali,432065,Cd
321,Balochistan,4,Jaffarabad,432,Soh Bat Pur,432004,Abdul Rasheed Khoso,432064,Cd
320,Balochistan,4,Jaffarabad,432,Soh Bat Pur,432004,Abdul Raouf,432063,Cd
318,Balochistan,4,Jaffarabad,432,Soh Bat Pur,432004,Arz Muhammad Bugti,432061,Cd
319,Balochistan,4,Jaffarabad,432,Soh Bat Pur,432004,Azam Khan Khoso,432062,Cd
317,Balochistan,4,Jaffarabad,432,Soh Bat Pur,432004,Allah Waraya Khoso,432060,Cd
316,Balochistan,4,Jaffarabad,432,Soh Bat Pur,432004,Naseebullah Khoso,432049,Cd
315,Balochistan,4,Jaffarabad,432,Soh Bat Pur,432004,Baloo Pur,432045,Cd
314,Balochistan,4,Jaffarabad,432,Soh Bat Pur,432004,Abdul Sattar,432042,Cd
313,Balochistan,4,Jaffarabad,432,Soh Bat Pur,432004,Adil Bugti,432040,Bhu
312,Balochistan,4,Jaffarabad,432,Soh Bat Pur,432004,Roshan Din Khoso,432039,Bhu
311,Balochistan,4,Jaffarabad,432,Soh Bat Pur,432004,Sohbat Pur,432031,Bhu
310,Balochistan,4,Jaffarabad,432,Soh Bat Pur,432004,Panhwar,432030,Bhu
309,Balochistan,4,Jaffarabad,432,Soh Bat Pur,432004,Noor Muhammad Bugti,432029,Bhu
308,Balochistan,4,Jaffarabad,432,Soh Bat Pur,432004,Murad Ali,432028,Bhu
307,Balochistan,4,Jaffarabad,432,Soh Bat Pur,432004,Muhammad Ibrahim Gajani,432027,Bhu
306,Balochistan,4,Jaffarabad,432,Soh Bat Pur,432004,Muhammad Amin Kandrani,432026,Bhu
305,Balochistan,4,Jaffarabad,432,Soh Bat Pur,432004,Mehrab Khan Nindwani,432025,Bhu
304,Balochistan,4,Jaffarabad,432,Soh Bat Pur,432004,Malguzar,432024,Bhu
303,Balochistan,4,Jaffarabad,432,Soh Bat Pur,432004,Jia Khan Khoso,432023,Bhu
302,Balochistan,4,Jaffarabad,432,Soh Bat Pur,432004,Jhanda Talab,432022,Bhu
301,Balochistan,4,Jaffarabad,432,Soh Bat Pur,432004,Dirghi,432021,Bhu
300,Balochistan,4,Jaffarabad,432,Soh Bat Pur,432004,Ali Abad Golo,432020,Bhu
299,Balochistan,4,Jaffarabad,432,Soh Bat Pur,432004,Adum Pur,432019,Bhu
298,Balochistan,4,Jaffarabad,432,Soh Bat Pur,432004,Abdul Aziz Khoso,432018,Bhu
296,Balochistan,4,Jaffarabad,432,Usta Muhammad,432003,Mch Centre,432082,Mch
295,Balochistan,4,Jaffarabad,432,Usta Muhammad,432003,Piyara Khan Umrani,432059,Cd
294,Balochistan,4,Jaffarabad,432,Usta Muhammad,432003,Peeralabad,432058,Cd
293,Balochistan,4,Jaffarabad,432,Usta Muhammad,432003,Khan Pur,432057,Cd
292,Balochistan,4,Jaffarabad,432,Usta Muhammad,432003,Rustam Khan Jamali,432056,Cd
291,Balochistan,4,Jaffarabad,432,Usta Muhammad,432003,Haji Shabir Umrani,432055,Cd
290,Balochistan,4,Jaffarabad,432,Usta Muhammad,432003,Faizabad Jamali,432054,Cd
289,Balochistan,4,Jaffarabad,432,Usta Muhammad,432003,Chutta Khan Jamali,432053,Cd
288,Balochistan,4,Jaffarabad,432,Usta Muhammad,432003,Ali Hassan Jamali,432052,Cd
287,Balochistan,4,Jaffarabad,432,Usta Muhammad,432003,Noor Muhammad Jamali,432041,Bhu
286,Balochistan,4,Jaffarabad,432,Usta Muhammad,432003,Ghareebabad,432017,Bhu
285,Balochistan,4,Jaffarabad,432,Usta Muhammad,432003,Haji Allah Dina Rind,432016,Bhu
284,Balochistan,4,Jaffarabad,432,Usta Muhammad,432003,Ali Abad Jamali,432015,Bhu
283,Balochistan,4,Jaffarabad,432,Usta Muhammad,432003,50 Beded Hospital,432009,Labour Hospital
282,Balochistan,4,Jaffarabad,432,Usta Muhammad,432003,Civil Hospital,432008,Civil Hospital
12577,Khyber Pakhtunkhwa,8,Khyber,803,Landikotal,803001,Kam Shalman,803031,Bhu
12576,Khyber Pakhtunkhwa,8,Khyber,803,Landikotal,803001,Torkham,803021,Bhu
279,Balochistan,4,Jaffarabad,432,Gandakha,432002,Dr Taj Muhammad Jamali,432089,Health Auxillary
277,Balochistan,4,Jaffarabad,432,Gandakha,432002,Noshki Jadeed,432079,Cd
278,Balochistan,4,Jaffarabad,432,Gandakha,432002,Mch Centre Kandri,432086,Mch
276,Balochistan,4,Jaffarabad,432,Gandakha,432002,Muhammad Hassan Brohi,432078,Cd
275,Balochistan,4,Jaffarabad,432,Gandakha,432002,Meva Khan,432077,Cd
274,Balochistan,4,Jaffarabad,432,Gandakha,432002,Keher Kot,432076,Cd
273,Balochistan,4,Jaffarabad,432,Gandakha,432002,Muhammad Ibrahim Jamali,432075,Bhu
272,Balochistan,4,Jaffarabad,432,Gandakha,432002,Kandri,432074,Cd
271,Balochistan,4,Jaffarabad,432,Gandakha,432002,Ghulam Muhammad Jamali,432073,Cd
270,Balochistan,4,Jaffarabad,432,Gandakha,432002,Sibi Jadeed,432038,Bhu
269,Balochistan,4,Jaffarabad,432,Gandakha,432002,Monder Kot,432037,Bhu
268,Balochistan,4,Jaffarabad,432,Gandakha,432002,Gandakha,432036,Bhu
267,Balochistan,4,Jaffarabad,432,Gandakha,432002,Chowki Jamali,432035,Bhu
266,Balochistan,4,Jaffarabad,432,Gandakha,432002,Bagh Tail,432034,Bhu
265,Balochistan,4,Jaffarabad,432,Gandakha,432002,Bagh Head,432033,Bhu
264,Balochistan,4,Jaffarabad,432,Gandakha,432002,Ahmedabad,432032,Bhu
263,Balochistan,4,Jaffarabad,432,Jaffarabad,432001,Mch Centre,432080,Mch
262,Balochistan,4,Jaffarabad,432,Jaffarabad,432001,Zulfiqarabad,432051,Cd
261,Balochistan,4,Jaffarabad,432,Jaffarabad,432001,Sikandar Shakh,432050,Cd
260,Balochistan,4,Jaffarabad,432,Jaffarabad,432001,Chalgri,432048,Cd
259,Balochistan,4,Jaffarabad,432,Jaffarabad,432001,Hafeezabad,432047,Cd
258,Balochistan,4,Jaffarabad,432,Jaffarabad,432001,Javed Khoso,432046,Cd
257,Balochistan,4,Jaffarabad,432,Jaffarabad,432001,Bachal Brohi,432044,Cd
256,Balochistan,4,Jaffarabad,432,Jaffarabad,432001,Muhammad Azeem Magsi,432043,Cd
255,Balochistan,4,Jaffarabad,432,Jaffarabad,432001,Taj Pur Jamali,432014,Bhu
254,Balochistan,4,Jaffarabad,432,Jaffarabad,432001,Noor Pur,432013,Bhu
253,Balochistan,4,Jaffarabad,432,Jaffarabad,432001,Goth Allah Yar,432012,Bhu
252,Balochistan,4,Jaffarabad,432,Jaffarabad,432001,Cattale Fram,432011,Bhu
251,Balochistan,4,Jaffarabad,432,Jaffarabad,432001,Rojhan Jamali,43210,Rhc
249,Balochistan,4,Jaffarabad,432,Jaffarabad,432001,Tb Clinic D.A.Yar,432007,Tb Clinic
248,Balochistan,4,Jaffarabad,432,Jaffarabad,432001,Dhq Hospital D.A.Yar,432006,Dhq Hospital
12575,Khyber Pakhtunkhwa,8,Khyber,803,Landikotal,803001,Loi Shalman,803020,Cd
247,Balochistan,4,Jaffarabad,432,Jaffarabad,432001,Dho H Office,432005,Admin
323,Balochistan,4,Jaffarabad,432,Soh Bat Pur,432004,Muhammad Ibrahim Khoso,432066,Cd
324,Balochistan,4,Jaffarabad,432,Soh Bat Pur,432004,Hair Din,432067,Cd
325,Balochistan,4,Jaffarabad,432,Soh Bat Pur,432004,Jan Muhammad Khoso,432068,Cd
326,Balochistan,4,Jaffarabad,432,Soh Bat Pur,432004,Khan Muhammad Khoso,432069,Cd
327,Balochistan,4,Jaffarabad,432,Soh Bat Pur,432004,Manjhi Pur,432070,Cd
328,Balochistan,4,Jaffarabad,432,Soh Bat Pur,432004,Naseer Khan Khoso,432071,Cd
329,Balochistan,4,Jaffarabad,432,Soh Bat Pur,432004,Noor Muhammad Jarwar,432072,Cd
330,Balochistan,4,Jaffarabad,432,Soh Bat Pur,432004,Mir Hassan Khoso,432081,Mch
331,Balochistan,4,Jaffarabad,432,Soh Bat Pur,432004,Haji Jumal Bugti,432083,Mch
332,Balochistan,4,Jaffarabad,432,Soh Bat Pur,432004,Manjhi Pur,432084,Mch
333,Balochistan,4,Jaffarabad,432,Soh Bat Pur,432004,Rasool Bux Khoso,432085,Mch
334,Balochistan,4,Jaffarabad,432,Soh Bat Pur,432004,Hafiz Ahmed Jarwar,432087,Health Auxillary
335,Balochistan,4,Jaffarabad,432,Soh Bat Pur,432004,Sikander Jarwar,432088,Health Auxillary
8447,Punjab,1,Mianwali,830,Mianwali,2,Thamaywali,183033,Bhu
8446,Punjab,1,Mianwali,830,Mianwali,2,Kalari,183021,Bhu
8445,Punjab,1,Mianwali,830,Mianwali,2,Chakrala,183065,Rhc
836,Punjab,1,Bhakkar,181,Mankera,18103,Haiderabad,181031,Bhu
835,Punjab,1,Bhakkar,181,Mankera,18103,Mahni,181033,Bhu
834,Punjab,1,Bhakkar,181,Mankera,18103,Goharwala,181029,Bhu
833,Punjab,1,Bhakkar,181,Mankera,18103,Daggar Kotli,181028,Bhu
832,Punjab,1,Bhakkar,181,Mankera,18103,Karluwala,181082,Bhu
831,Punjab,1,Bhakkar,181,Mankera,18103,Litten,181032,Bhu
830,Punjab,1,Bhakkar,181,Mankera,18103,Chak # 73 / Ml,181088,Bhu
829,Punjab,1,Bhakkar,181,Mankera,18103,Chak # 67 / Ml,181027,Bhu
828,Punjab,1,Bhakkar,181,Mankera,18103,Thqh Mankera,181059,Thq
12628,Khyber Pakhtunkhwa,3,Buner,42,Gagra,4203,Sarqala,342003,Rhc
8443,Punjab,1,Mianwali,830,Mianwali,2,Mari Indus,183024,Bhu
12629,Khyber Pakhtunkhwa,3,Buner,42,Gagra,4203,Bangirai,342017,Bhu
8441,Punjab,1,Mianwali,830,Mianwali,2,Daud Khel,183066,Rhc
8442,Punjab,1,Mianwali,830,Mianwali,2,Paki Shah Mardan,183029,Bhu
12633,Khyber Pakhtunkhwa,3,Buner,42,Gagra,4203,Amnawar,342028,Cd
12610,Khyber Pakhtunkhwa,3,Buner,42,Dagar,4201,Dokada,342008,Bhu
12611,Khyber Pakhtunkhwa,3,Buner,42,Dagar,4201,Nanser,342015,Bhu
12612,Khyber Pakhtunkhwa,3,Buner,42,Dagar,4201,Anghapur,342021,Cd
12613,Khyber Pakhtunkhwa,3,Buner,42,Dagar,4201,Bagra,342022,Cd
12627,Khyber Pakhtunkhwa,3,Buner,42,Mandan,4202,Ch Chamla,342032,Ch
819,Punjab,1,Bhakkar,181,Daryakhan,18104,Kaath,181118,Gd
12626,Khyber Pakhtunkhwa,3,Buner,42,Mandan,4202,Nagrai,342025,Rhc
817,Punjab,1,Bhakkar,181,Daryakhan,18104,Hassan Shah,181030,Bhu
816,Punjab,1,Bhakkar,181,Daryakhan,18104,Chak # 9/Tda,181084,Bhu
815,Punjab,1,Bhakkar,181,Daryakhan,18104,Jhammat Shumali,181024,Bhu
814,Punjab,1,Bhakkar,181,Daryakhan,18104,Barranga,181020,Bhu
813,Punjab,1,Bhakkar,181,Daryakhan,18104,Barkatwal,181001,Bhu
812,Punjab,1,Bhakkar,181,Daryakhan,18104,Daggar Qureshi,181083,Bhu
811,Punjab,1,Bhakkar,181,Daryakhan,18104,Kohawar Kalan,181009,Bhu
810,Punjab,1,Bhakkar,181,Daryakhan,18104,Dullewala,181065,Rhc
809,Punjab,1,Bhakkar,181,Daryakhan,18104,Thqh Daryakhan,181120,Thq
8435,Punjab,1,Mianwali,830,Mianwali,2,Hussain Wala,183104,Bhu
12617,Khyber Pakhtunkhwa,3,Buner,42,Dagar,4201,Jowar,342038,Rhc
8434,Punjab,1,Mianwali,830,Mianwali,2,Mianwali,183055,Dhq
12618,Khyber Pakhtunkhwa,3,Buner,42,Dagar,4201,Leprosy Clinic Salarzi  Jowar,342048,Leprosy Clinic
12616,Khyber Pakhtunkhwa,3,Buner,42,Dagar,4201,Leprosy Clinic Pirbaba,342035,Leprosy Clinic
8432,Punjab,1,Mianwali,830,Issakheel,1,Ganda,183121,Bhu
8429,Punjab,1,Mianwali,830,Issakheel,1,Hospital Kalabagh,183053,Thq
8430,Punjab,1,Mianwali,830,Issakheel,1,Tabbisar,183063,Rhc
8427,Punjab,1,Mianwali,830,Issakheel,1,Vanjaree,183097,Bhu
8428,Punjab,1,Mianwali,830,Issakheel,1,Chappri,183120,Bhu
12608,Khyber Pakhtunkhwa,3,Buner,42,Dagar,4201,Nawakalay,342006,Bhu
8425,Punjab,1,Mianwali,830,Issakheel,1,Trag,183064,Rhc
12609,Khyber Pakhtunkhwa,3,Buner,42,Dagar,4201,Toorwarsak,342007,Bhu
8423,Punjab,1,Mianwali,830,Issakheel,1,Mitha Khattak,183006,Bhu
8424,Punjab,1,Mianwali,830,Issakheel,1,Sultan Khel,183075,Bhu
793,Punjab,1,Bhakkar,181,Bhakkar,18101,Khansar,181008,Bhu
792,Punjab,1,Bhakkar,181,Bhakkar,18101,Sarai Muhajir,181017,Bhu
791,Punjab,1,Bhakkar,181,Bhakkar,18101,Notak,181014,Bhu
790,Punjab,1,Bhakkar,181,Bhakkar,18101,Muslimkot,181080,Bhu
789,Punjab,1,Bhakkar,181,Bhakkar,18101,Dhandlah,181006,Bhu
788,Punjab,1,Bhakkar,181,Bhakkar,18101,Pir Ashab,181015,Bhu
787,Punjab,1,Bhakkar,181,Bhakkar,18101,Mullanwali,181013,Bhu
786,Punjab,1,Bhakkar,181,Bhakkar,18101,Sial,181018,Bhu
785,Punjab,1,Bhakkar,181,Bhakkar,18101,Yousaf Shah,181019,Bhu
784,Punjab,1,Bhakkar,181,Bhakkar,18101,Daggar Rethas,181005,Bhu
783,Punjab,1,Bhakkar,181,Bhakkar,18101,Katchi Shahani,81007,Bhu
782,Punjab,1,Bhakkar,181,Bhakkar,18101,Mahnaywala,181085,Bhu
781,Punjab,1,Bhakkar,181,Bhakkar,18101,Kotla Jam,181010,Bhu
780,Punjab,1,Bhakkar,181,Bhakkar,18101,Chuni Shumali,181003,Bhu
779,Punjab,1,Bhakkar,181,Bhakkar,18101,Behal,181063,Rhc
778,Punjab,1,Bhakkar,181,Bhakkar,18101,Dhqh Bhakkar,181056,Dhq
842,Punjab,1,Bhakkar,181,Kallurkot,18102,Thqh Kallurkot,181058,Thq
843,Punjab,1,Bhakkar,181,Kallurkot,18102,Jandanwala,181066,Rhc
844,Punjab,1,Bhakkar,181,Kallurkot,18102,Basti Mai Roshan,181002,Bhu
845,Punjab,1,Bhakkar,181,Kallurkot,18102,Maibal,181012,Bhu
846,Punjab,1,Bhakkar,181,Kallurkot,18102,Daggar Noon,181004,Bhu
847,Punjab,1,Bhakkar,181,Kallurkot,18102,Saeed Wala,181026,Bhu
848,Punjab,1,Bhakkar,181,Kallurkot,18102,Hassan Wala,181023,Bhu
849,Punjab,1,Bhakkar,181,Kallurkot,18102,Jahan Wala,181086,Bhu
850,Punjab,1,Bhakkar,181,Kallurkot,18102,Fazil,181022,Bhu
851,Punjab,1,Bhakkar,181,Kallurkot,18102,Noora Sharif,181025,Bhu
852,Punjab,1,Bhakkar,181,Kallurkot,18102,Shehadan,181087,Bhu
853,Punjab,1,Bhakkar,181,Kallurkot,18102,Chak # 63/Db,181021,Bhu
8422,Punjab,1,Mianwali,830,Issakheel,1,Kallur Sharif,183003,Bhu
8421,Punjab,1,Mianwali,830,Issakheel,1,Maseet Wala,183122,Bhu
8420,Punjab,1,Mianwali,830,Issakheel,1,Kundal,183004,Bhu
8419,Punjab,1,Mianwali,830,Issakheel,1,Hospital Isa Khel,183054,Thq
8418,Punjab,1,Bhakkar,181,Mankera,18101,Katchi Shahani,181007,Bhu
8417,Khyber Pakhtunkhwa,3,Haripur,322,Haripur,322001,Rehana,322047,Cd
8416,Punjab,1,Bhakkar,181,Daryakhan,18104,Punjgrain,181016,Bhu
862,Punjab,1,Bhakkar,181,Kallurkot,18102,Chak # 57/Db,181077,Shc
9713,Sindh,2,Shaheed Benazirabad,243,Kazi Ahmed,24304,Ghulam Mohammad Jamali,243010,Bhu
9712,Sindh,2,Shaheed Benazirabad,243,Sakrand,24303,Khabar Lakhmir,243012,Bhu
9711,Sindh,2,Shaheed Benazirabad,243,Nawabshah,24301,Khair Shah,243013,Bhu
9710,Sindh,2,Shaheed Benazirabad,243,Sakrand,24303,Dino Shah,243014,Bhu
9709,Sindh,2,Shaheed Benazirabad,243,Sakrand,24303,Hamal Fakir,243015,Bhu
9708,Sindh,2,Shaheed Benazirabad,243,Sakrand,24303,Hassan Jamali,243016,Bhu
9707,Sindh,2,Shaheed Benazirabad,243,Sakrand,24303,Mari Jalbani,243017,Bhu
9706,Sindh,2,Shaheed Benazirabad,243,Sakrand,24303,Mehrab Pur0244317037,243018,Rhc
9705,Sindh,2,Shaheed Benazirabad,243,Kazi Ahmed,24304,Bado Mahar,243019,Bhu
9704,Sindh,2,Shaheed Benazirabad,243,Sakrand,24303,Mohammad Khan Magsi,243020,Bhu
9703,Sindh,2,Shaheed Benazirabad,243,Kazi Ahmed,24304,Ramzan Rahu,243021,Bhu
9702,Sindh,2,Shaheed Benazirabad,243,Sakrand,24303,Shamil Uner,243022,Bhu
9701,Sindh,2,Shaheed Benazirabad,243,Sakrand,24303,Sukhio Manahejo,243022,Bhu
9700,Sindh,2,Shaheed Benazirabad,243,Kazi Ahmed,24304,Gd Manharo,243023,Gd
9699,Sindh,2,Shaheed Benazirabad,243,Dour,24302,Bandhi0244451023,243024,Rhc
9698,Sindh,2,Shaheed Benazirabad,243,Nawabshah,24301,Gd Brohi Cotton Factory,243025,Gd
9697,Sindh,2,Shaheed Benazirabad,243,Dour,24302,Gd Ghazi Khan Bhurgri,243026,Gd
9696,Sindh,2,Shaheed Benazirabad,243,Sakrand,24303,Majeed Keerio,243027,Bhu
9695,Sindh,2,Shaheed Benazirabad,243,Sakrand,24303,Gd Khadhar,243028,Gd
10173,Khyber Pakhtunkhwa,8,Mohmand,802,Ekkaghund,802001,Ekkaghund,802001,Rhc
9694,Sindh,2,Shaheed Benazirabad,243,Sakrand,24303,Taluka Hospital Sakrand,243029,Thq
9693,Sindh,2,Shaheed Benazirabad,243,Dour,24302,60 Mile,243030,Bhu
9692,Sindh,2,Shaheed Benazirabad,243,Nawabshah,24301,Mch Manuabad,243031,Mch
9691,Sindh,2,Shaheed Benazirabad,243,Kazi Ahmed,24304,Kazi Ahmed0244321023,243032,Rhc
9690,Sindh,2,Shaheed Benazirabad,243,Kazi Ahmed,24304,Shahpur Jahania,243033,Rhc
9689,Sindh,2,Shaheed Benazirabad,243,Dour,24302,Chack No:3,243034,Rhc
9688,Sindh,2,Shaheed Benazirabad,243,Dour,24302,Daur0244325431,243035,Rhc
9687,Sindh,2,Shaheed Benazirabad,243,Sakrand,24303,Mahar Ali Jamali,243036,Rhc
9686,Sindh,2,Shaheed Benazirabad,243,Nawabshah,24301,Pmch Nawabshah,243038,Teaching Hospital
9685,Sindh,2,Shaheed Benazirabad,243,Sakrand,24303,Karam Jamali,243039,Bhu
9684,Sindh,2,Shaheed Benazirabad,243,Dour,24302,Karim Bux Dahri,243040,Bhu
9683,Sindh,2,Shaheed Benazirabad,243,Dour,24302,Gd Jhoro Shar,243041,Gd
9682,Sindh,2,Shaheed Benazirabad,243,Dour,24302,Gd Soomar Korai,243042,Gd
9681,Sindh,2,Shaheed Benazirabad,243,Nawabshah,24301,Karam Ali Jamali,243043,Bhu
9680,Sindh,2,Shaheed Benazirabad,243,Kazi Ahmed,24304,Nawab Wali Mohammad,243044,Bhu
9678,Sindh,2,Shaheed Benazirabad,243,Kazi Ahmed,24304,Moqeem Dahri,243048,Bhu
9679,Sindh,2,Shaheed Benazirabad,243,Kazi Ahmed,24304,Kharr,243047,Bhu
9677,Sindh,2,Shaheed Benazirabad,243,Kazi Ahmed,24304,Kot Maqbool Shah,243049,Bhu
9676,Sindh,2,Shaheed Benazirabad,243,Sakrand,24303,Gd Kalay Bux Rind,243050,Gd
9675,Sindh,2,Shaheed Benazirabad,243,Sakrand,24303,Gd Agriculture Form,243051,Gd
9674,Sindh,2,Shaheed Benazirabad,243,Sakrand,24303,Gd Ganwar Mahar,243052,Gd
9673,Sindh,2,Shaheed Benazirabad,243,Sakrand,24303,Jalalani,243059,Bhu
9672,Sindh,2,Shaheed Benazirabad,243,Sakrand,24303,Gd Qaisar Khan Chandio,243060,Gd
9671,Sindh,2,Shaheed Benazirabad,243,Dour,24302,Gd Dorai Mahar,243070,Gd
9670,Sindh,2,Shaheed Benazirabad,243,Sakrand,24303,Punhal Khan Chandio,243071,Bhu
9669,Sindh,2,Shaheed Benazirabad,243,Sakrand,24303,Gd Rahimo Keerio,243074,Gd
9668,Sindh,2,Shaheed Benazirabad,243,Kazi Ahmed,24304,Gd Gahand,243075,Gd
9667,Sindh,2,Shaheed Benazirabad,243,Sakrand,24303,Chattan Shah,243076,Bhu
9666,Sindh,2,Shaheed Benazirabad,243,Sakrand,24303,Gd Punhoon Khan Jamali,243077,Gd
9665,Sindh,2,Shaheed Benazirabad,243,Dour,24302,68 Mori,243079,Bhu
9664,Sindh,2,Shaheed Benazirabad,243,Dour,24302,Gd Nawaz Dahri,243080,Gd
9663,Sindh,2,Shaheed Benazirabad,243,Nawabshah,24301,Timore,243081,Bhu
9662,Sindh,2,Shaheed Benazirabad,243,Kazi Ahmed,24304,Qutbi,243083,Bhu
9661,Sindh,2,Shaheed Benazirabad,243,Kazi Ahmed,24304,Gd Jhonjhan,243084,Gd
9660,Sindh,2,Shaheed Benazirabad,243,Kazi Ahmed,24304,Gd Totti,243085,Gd
9659,Sindh,2,Shaheed Benazirabad,243,Kazi Ahmed,24304,Gd Allah Bux Kubar,243086,Gd
9658,Sindh,2,Shaheed Benazirabad,243,Nawabshah,24301,Gd Police Line Nawabshah,243088,Gd
9657,Sindh,2,Shaheed Benazirabad,243,Kazi Ahmed,24304,Gd Dino Machine,243089,Gd
9656,Sindh,2,Shaheed Benazirabad,243,Dour,24302,Gd Umer Sether,243090,Gd
9655,Sindh,2,Shaheed Benazirabad,243,Dour,24302,Gd Shahzado Dahri,243091,Gd
9654,Sindh,2,Shaheed Benazirabad,243,Dour,24302,Gupchani,243092,Bhu
