Admin 1,Admin 2,Admin 2,Facility,HF_Type,Latitude,Longitude,ID,
Balochistan,ZHOB,QAMAR DIN KAREZ,CD Kali Mala Shamak,CD/GD,31.712470,68.160230,631,
Balochistan,ZHOB,QAMAR DIN KAREZ,Khazarlai,CD/GD,31.659590,68.401010,632,
Balochistan,ZHOB,QAMAR DIN KAREZ,Toramay,BHU,31.338090,68.729830,633,
Balochistan,ZHOB,QAMAR DIN KAREZ,Nanarkai,BHU,31.365900,68.979410,634,
Balochistan,ZHOB,QAMAR DIN KAREZ,Shaghaloo,CD/GD,31.170320,68.961060,635,
Balochistan,ZHOB,QAMAR DIN KAREZ,BHU Sarkhuj,BHU,31.338810,69.199110,636,
Federal Capital,Islamabad,,0,RHC,33.738250,73.185740,637,
Federal Capital,Islamabad,,0,BHU,33.704700,73.251750,638,
Federal Capital,Islamabad,,0,BHU,33.796650,73.189250,639,
Federal Capital,Islamabad,,0,BHU,33.714390,72.919920,640,
Federal Capital,Islamabad,,0,BHU,33.768140,73.247480,641,
Federal Capital,Islamabad,,0,BHU,33.671190,73.206490,642,
Federal Capital,Islamabad,,0,BHU,33.644790,73.205280,643,
Federal Capital,Islamabad,,0,BHU,33.668120,73.292540,644,
Federal Capital,Islamabad,,0,BHU,33.652330,73.279760,645,
Federal Capital,Islamabad,,0,RHC,33.646740,73.161580,646,
Federal Capital,Islamabad,,0,BHU,33.651000,73.103990,647,
Federal Capital,Islamabad,,0,BHU,33.589420,73.168040,648,
Federal Capital,Islamabad,,0,BHU,33.608750,73.254980,649,
Federal Capital,Islamabad,,0,RHC,33.558310,73.226480,650,
Federal Capital,Islamabad,,0,BHU,33.563060,73.183510,651,
Federal Capital,Islamabad,,0,BHU,33.497000,73.195140,652,
Federal Capital,Islamabad,,0,BHU,33.768920,73.072180,653,
Federal Capital,Islamabad,,0,Office,33.721290,73.073920,654,
Federal Capital,Islamabad,,0,MC,33.642910,73.041590,655,
Federal Capital,Islamabad,,0,MC,33.657090,73.069310,656,
Federal Capital,Islamabad,,0,MC,33.738600,73.188600,657,
Federal Capital,Islamabad,,0,MC,33.716640,73.341650,658,
Federal Capital,Islamabad,,0,MC,33.684190,73.119260,659,
Federal Capital,Islamabad,,0,MC,33.641760,73.073400,660,
Federal Capital,Islamabad,,0,MC,33.683430,72.998440,661,
Federal Capital,Islamabad,,0,MC,33.737740,73.093940,662,
Federal Capital,Islamabad,,0,MC,33.704800,73.068450,663,
Federal Capital,Islamabad,,0,MC,33.687880,73.034260,664,
Federal Capital,Islamabad,,0,MC,33.672850,73.016940,665,
Khyber Pakhtunkhwa,ABBOTTABAD,ABBOTTABAD,DARWAL-BHU,BHU,0.000000,0.000000,666,
Khyber Pakhtunkhwa,ABBOTTABAD,ABBOTTABAD,KAKUL-BHU,BHU,0.000000,0.000000,667,
Khyber Pakhtunkhwa,ABBOTTABAD,ABBOTTABAD,SALWALA-BHU,BHU,33.996119,73.153230,668,
Khyber Pakhtunkhwa,ABBOTTABAD,ABBOTTABAD,KALU MAIRE-BHU,BHU,34.045593,73.102114,669,
Khyber Pakhtunkhwa,ABBOTTABAD,ABBOTTABAD,MORIBADAN-RHC,RHC,34.011385,73.242218,670,
Khyber Pakhtunkhwa,ABBOTTABAD,ABBOTTABAD,TAKIA SHEKHAN-BHU,BHU,34.049493,73.242529,671,
Khyber Pakhtunkhwa,ABBOTTABAD,ABBOTTABAD,RAJOYIA-BHU,BHU,34.077001,73.228980,672,
Khyber Pakhtunkhwa,ABBOTTABAD,ABBOTTABAD,NARA-BHU,BHU,33.987703,73.228775,673,
Khyber Pakhtunkhwa,ABBOTTABAD,ABBOTTABAD,MOOLIA-BHU,BHU,34.136328,73.483943,674,
Khyber Pakhtunkhwa,ABBOTTABAD,ABBOTTABAD,SATORA-BHU,BHU,34.175332,73.332854,675,
Khyber Pakhtunkhwa,ABBOTTABAD,ABBOTTABAD,HERLAIN-BHU,BHU,0.000000,0.000000,676,
Khyber Pakhtunkhwa,ABBOTTABAD,Havelian,0,RHC,34.055652,73.172527,677,
Khyber Pakhtunkhwa,ABBOTTABAD,Havelian,BHU Phalla,BHU,33.867725,73.219692,678,
Khyber Pakhtunkhwa,ABBOTTABAD,Havelian,RHC Lora,RHC,33.890491,73.277964,679,
Khyber Pakhtunkhwa,ABBOTTABAD,Havelian,BHU Nagn Totial,BHU,33.941514,73.311504,680,
Khyber Pakhtunkhwa,ABBOTTABAD,Havelian,BHU Langrial,BHU,33.923859,73.125106,681,
Khyber Pakhtunkhwa,ABBOTTABAD,Havelian,0,BHU,0.000000,0.000000,682,
Khyber Pakhtunkhwa,ABBOTTABAD,ABBOTTABAD,MANGAL AZIR-BHU,BHU,34.251082,73.245403,683,
Khyber Pakhtunkhwa,ABBOTTABAD,Havelian,BHU Mujakot,BHU,0.000000,0.000000,684,
Khyber Pakhtunkhwa,ABBOTTABAD,Havelian,Goraki,BHU,34.100000,72.983300,685,
Khyber Pakhtunkhwa,ABBOTTABAD,ABBOTTABAD,MOCHI KOT-BHU,BHU,34.224806,73.185460,686,
Khyber Pakhtunkhwa,ABBOTTABAD,ABBOTTABAD,BANDA PIR KHAN-BHU,BHU,34.247182,73.274142,687,
Khyber Pakhtunkhwa,ABBOTTABAD,ABBOTTABAD,BHU Mirpur,BHU,34.206741,73.254025,688,
Khyber Pakhtunkhwa,ABBOTTABAD,ABBOTTABAD,KAKUL-BHU,BHU,34.203456,73.281943,689,
Khyber Pakhtunkhwa,ABBOTTABAD,ABBOTTABAD,TATHT AHMAD KHAN-BHU,BHU,34.247182,73.047714,690,
Khyber Pakhtunkhwa,ABBOTTABAD,ABBOTTABAD,KANGAR BALA-BHU,BHU,34.212489,73.022053,691,
Khyber Pakhtunkhwa,ABBOTTABAD,ABBOTTABAD,BAKOT-BHU,BHU,33.994477,73.272295,692,
Khyber Pakhtunkhwa,ABBOTTABAD,ABBOTTABAD,MCH Nawan Shehr,MCHC/CHC,34.160707,73.282300,693,
Khyber Pakhtunkhwa,ABBOTTABAD,ABBOTTABAD,Shakh ul Bandi,BHU,34.135713,73.239244,694,
Khyber Pakhtunkhwa,ABBOTTABAD,ABBOTTABAD,BHU Dhantuk,BHU,0.000000,0.000000,695,
Khyber Pakhtunkhwa,ABBOTTABAD,ABBOTTABAD,PATTAN KALAN-BHU,BHU,34.258473,73.447813,696,
Khyber Pakhtunkhwa,ABBOTTABAD,ABBOTTABAD,SALOOL BANDI-BHU,BHU,34.261757,73.426053,697,
Khyber Pakhtunkhwa,ABBOTTABAD,ABBOTTABAD,PHAL KOT-BHU,BHU,34.150000,73.383300,698,
Khyber Pakhtunkhwa,ABBOTTABAD,ABBOTTABAD,BAGNOTAR-BHU,BHU,34.127091,73.375758,699,
Khyber Pakhtunkhwa,ABBOTTABAD,ABBOTTABAD,SUMUNDER KATAH-BHU,BHU,34.044566,73.331211,700,
Khyber Pakhtunkhwa,ABBOTTABAD,ABBOTTABAD,BAGH BANDI-BHU,BHU,34.067148,73.363852,701,
Khyber Pakhtunkhwa,ABBOTTABAD,ABBOTTABAD,HARNO-BHU,BHU,34.168969,73.373705,702,
Khyber Pakhtunkhwa,ABBOTTABAD,ABBOTTABAD,BEERANGALI-BHU,BHU,34.183133,73.392797,703,
Khyber Pakhtunkhwa,ABBOTTABAD,ABBOTTABAD,KOKMONG-BHU,BHU,34.268121,73.458488,704,
Khyber Pakhtunkhwa,ABBOTTABAD,ABBOTTABAD,BHU Sarhan,BHU,33.894285,73.197468,705,
Khyber Pakhtunkhwa,ABBOTTABAD,ABBOTTABAD,ZIARAT MASOOM-BHU,BHU,33.974770,73.336754,706,
Khyber Pakhtunkhwa,ABBOTTABAD,ABBOTTABAD,JABRAIN-BHU,BHU,34.139818,73.189771,707,
Khyber Pakhtunkhwa,ABBOTTABAD,ABBOTTABAD,GHORI-BHU,BHU,34.140023,73.121411,708,
Khyber Pakhtunkhwa,ABBOTTABAD,ABBOTTABAD,MAIRA ROMMAL-BHU,BHU,33.960605,73.366931,709,
Khyber Pakhtunkhwa,ABBOTTABAD,ABBOTTABAD,TAJWAL-BHU,BHU,33.986060,73.350303,710,
Khyber Pakhtunkhwa,ABBOTTABAD,ABBOTTABAD,PIND KARGU KHAN-BHU,BHU,34.173690,73.077480,711,
Khyber Pakhtunkhwa,ABBOTTABAD,ABBOTTABAD,PANDO THANA-BHU,BHU,34.225627,73.150972,712,
Khyber Pakhtunkhwa,ABBOTTABAD,ABBOTTABAD,DALOLA-BHU,BHU,34.356598,73.393207,713,
Khyber Pakhtunkhwa,ABBOTTABAD,ABBOTTABAD,CHAMALI-BHU,BHU,33.938229,73.278453,714,
Khyber Pakhtunkhwa,ABBOTTABAD,ABBOTTABAD,KALPANI-RHC,BHU,34.078849,73.373089,715,
Khyber Pakhtunkhwa,ABBOTTABAD,ABBOTTABAD,KOTHIALA-BHU,BHU,34.159115,73.116484,716,
Khyber Pakhtunkhwa,ABBOTTABAD,ABBOTTABAD,MALKOT-BHU,BHU,33.991192,73.433648,717,
Khyber Pakhtunkhwa,ABBOTTABAD,ABBOTTABAD,NAWAN SHEHR-BHU,BHU,34.163836,73.266136,718,
Khyber Pakhtunkhwa,ABBOTTABAD,ABBOTTABAD,BHU Palak,BHU,33.986471,73.426463,719,
Khyber Pakhtunkhwa,ABBOTTABAD,ABBOTTABAD,BIROT KALAN-BHU,BHU,34.054215,73.489075,720,
Khyber Pakhtunkhwa,ABBOTTABAD,ABBOTTABAD,MOHARA BIRUT-BHU,BHU,0.000000,0.000000,721,
Khyber Pakhtunkhwa,ABBOTTABAD,ABBOTTABAD,BHU Tarch,BHU,34.233838,73.474910,722,
Khyber Pakhtunkhwa,ABBOTTABAD,ABBOTTABAD,NAMAL-BHU,BHU,34.191960,73.480248,723,
Khyber Pakhtunkhwa,BANNU,BANNU,MAMASH KHEL-BHU,BHU,32.999330,70.572560,724,
Khyber Pakhtunkhwa,BANNU,BANNU,DOMEL-RHC,RHC,33.021021,70.759502,725,
Khyber Pakhtunkhwa,BANNU,BANNU,BELOND FATMA KHEL-BHU,BHU,32.933229,70.658043,726,
Khyber Pakhtunkhwa,BANNU,BANNU,MANIK KHEL-BHU,BHU,32.860355,70.488093,727,
Khyber Pakhtunkhwa,BANNU,BANNU,SHAHBAZ AZMAT KHEL-BHU,BHU,32.957500,70.674100,728,
Khyber Pakhtunkhwa,BANNU,BANNU,GUL AKRAM KILLA-BHU,BHU,32.876047,70.589070,729,
Khyber Pakhtunkhwa,BANNU,BANNU,KOTKA MOHAMMAD KHAN-BHU,BHU,32.984536,70.769803,730,
Khyber Pakhtunkhwa,BANNU,BANNU,NIZAM BAZAR-BHU,BHU,33.007723,70.640528,731,
Khyber Pakhtunkhwa,BANNU,BANNU,NORAR-BHU,BHU,32.904061,70.536586,732,
Khyber Pakhtunkhwa,BANNU,BANNU,MANDEW-BHU,BHU,32.920817,70.559902,733,
Khyber Pakhtunkhwa,BANNU,BANNU,LEWAN DARDARIS-BHU,BHU,32.880391,70.595009,734,
Khyber Pakhtunkhwa,BANNU,BANNU,HAVEED-BHU,BHU,32.979945,70.608258,735,
Khyber Pakhtunkhwa,BANNU,BANNU,Amandi,BHU,33.000039,70.588518,736,
Khyber Pakhtunkhwa,BANNU,BANNU,ZARGAR MAMA KHEL-BHU,BHU,32.898565,70.606535,737,
Khyber Pakhtunkhwa,BANNU,BANNU,"MOHAMMAD KHEL, WAZIR-BHU",BHU,32.985618,70.553293,
Khyber Pakhtunkhwa,BANNU,BANNU,LALOZAI-BHU,BHU,33.021671,70.583790,739,
Khyber Pakhtunkhwa,BANNU,BANNU,MAMASH KHEL-GOVT M.C.H CENTER,MCHC/CHC,32.945665,70.541709,740,
Khyber Pakhtunkhwa,BANNU,BANNU,Halifa Gul Nawaz,BHU,0.000000,0.000000,741,
Khyber Pakhtunkhwa,BANNU,BANNU,BIZAN KHEL-BHU,BHU,33.023999,70.678578,742,
Khyber Pakhtunkhwa,BANNU,BANNU,JANDO KHEL-BHU,BHU,32.951935,70.714249,743,
Khyber Pakhtunkhwa,BANNU,BANNU,DAUD SHAH-BHU,BHU,33.000000,71.000000,744,
Khyber Pakhtunkhwa,BANNU,BANNU,AZIM KILLA-BHU,BHU,33.000000,71.000000,745,
Khyber Pakhtunkhwa,BANNU,BANNU,LANDI JALANDER BAKHTA BAZ-BHU,BHU,32.883238,70.925374,746,
Khyber Pakhtunkhwa,BANNU,BANNU,LANDI JALANDER (S.Z.KORONA)-BHU,BHU,0.000000,0.000000,747,
Khyber Pakhtunkhwa,BANNU,BANNU,KAKKI-GOVT MCH CENTRE,BHU,32.869718,70.667420,748,
Khyber Pakhtunkhwa,BANNU,BANNU,RHC Ghoriwala,BHU,32.905125,70.729321,749,
Khyber Pakhtunkhwa,BANNU,BANNU,ISMAIL KHEL-BHU,BHU,32.927466,70.653167,750,
Khyber Pakhtunkhwa,BANNU,BANNU,BADA MIR ABBAS-BHU,BHU,32.938548,70.624886,751,
Khyber Pakhtunkhwa,BANNU,BANNU,KHUJARI KHAS KILLA-BHU,BHU,32.890143,70.669213,752,
Khyber Pakhtunkhwa,BANNU,BANNU,BADA MIR ABBAS-BHU,BHU,32.938548,70.624886,753,
Khyber Pakhtunkhwa,BANNU,BANNU,HINJAL-BHU,BHU,32.980181,70.608849,754,
Khyber Pakhtunkhwa,BANNU,BANNU,KHAWAJA MAD MANDAN-BHU,BHU,32.955747,70.627989,755,
Khyber Pakhtunkhwa,BANNU,BANNU,HAKIM BHARAT-BHU,BHU,32.884735,70.638539,756,
Khyber Pakhtunkhwa,BANNU,BANNU,NAR SHUKER ULLAH-BHU,BHU,32.836029,70.714111,757,
Khyber Pakhtunkhwa,BANNU,BANNU,NAR JAFFAR-BHU,BHU,32.960002,70.737743,758,
Khyber Pakhtunkhwa,BANNU,BANNU,SHAMSHI KHEL-BHU,BHU,32.923033,70.744746,759,
Khyber Pakhtunkhwa,BANNU,BANNU,Khander Khan Khel,BHU,32.848000,70.554700,760,
Khyber Pakhtunkhwa,BANNU,BANNU,PATOOL KHEL-BHU,BHU,32.880312,70.947183,761,
Khyber Pakhtunkhwa,BATTAGRAM,,BHU CHARBAGH,BHU,34.757950,72.917300,762,
Khyber Pakhtunkhwa,BATTAGRAM,BATTAGRAM,BHU SAIDRA POLIND KOT,BHU,34.595168,72.955237,763,
Khyber Pakhtunkhwa,BATTAGRAM,BATTAGRAM,BHU KHARIRI,BHU,34.620694,73.027824,764,
Khyber Pakhtunkhwa,BATTAGRAM,BATTAGRAM,BHU BATIAN,BHU,34.582707,73.084080,765,
Khyber Pakhtunkhwa,BATTAGRAM,BATTAGRAM,JOZ,BHU,34.715129,73.076345,766,
Khyber Pakhtunkhwa,BATTAGRAM,BATTAGRAM,MCH ATMARA,MCHC/CHC,0.000000,0.000000,767,
Khyber Pakhtunkhwa,BATTAGRAM,BATTAGRAM,BHU BATLEY,BHU,34.715280,72.981940,768,
Khyber Pakhtunkhwa,BATTAGRAM,,BHU Pishora,BHU,34.705550,72.980950,769,
Khyber Pakhtunkhwa,BATTAGRAM,BATTAGRAM,RHC KUZA BANDA,RHC,34.634720,73.002780,770,
Khyber Pakhtunkhwa,BATTAGRAM,BATTAGRAM,BHU KHEAR ABAD,BHU,34.605935,72.990442,771,
Khyber Pakhtunkhwa,BATTAGRAM,BATTAGRAM,BHU G.NAWAB SAID,BHU,34.612952,72.937332,772,
Khyber Pakhtunkhwa,BATTAGRAM,BATTAGRAM,BHU RASHANG,BHU,34.820830,73.119440,773,
Khyber Pakhtunkhwa,BATTAGRAM,BATTAGRAM,BHU SAKORGA,BHU,0.000000,0.000000,774,
Khyber Pakhtunkhwa,BATTAGRAM,BATTAGRAM,BHU ROOP KANI,BHU,34.840509,73.104304,775,
Khyber Pakhtunkhwa,BATTAGRAM,BATTAGRAM,BHU BATEELA,BHU,34.872220,73.094440,776,
Khyber Pakhtunkhwa,BATTAGRAM,BATTAGRAM,BHU BARACHAR,BHU,34.897850,73.034000,777,
Khyber Pakhtunkhwa,BATTAGRAM,BATTAGRAM,BHU KUZ TADOOL,BHU,0.000000,0.000000,778,
Khyber Pakhtunkhwa,BATTAGRAM,BATTAGRAM,BHU PASHTO,BHU,34.889720,73.043060,779,
Khyber Pakhtunkhwa,BATTAGRAM,BATTAGRAM,BHU JAMBERA,BHU,34.852920,72.983331,780,
Khyber Pakhtunkhwa,BATTAGRAM,HOTEL BATKOL,BHU HOTEL BATKOL,BHU,34.721220,72.955490,781,
Khyber Pakhtunkhwa,BATTAGRAM,BATTAGRAM,BHU SHAMLI,BHU,34.704205,73.116688,782,
Khyber Pakhtunkhwa,BATTAGRAM,BATTAGRAM,BHU ARGHA SHORI,BHU,34.686792,73.037409,783,
Khyber Pakhtunkhwa,BATTAGRAM,BATTAGRAM,PUMANG,BHU,34.715280,72.981940,784,
Khyber Pakhtunkhwa,BATTAGRAM,BATTAGRAM,BHU KATORA,BHU,34.660708,73.123790,785,
Khyber Pakhtunkhwa,BATTAGRAM,BATTAGRAM,BHU PHAGORA,BHU,34.644070,73.063610,786,
Khyber Pakhtunkhwa,BATTAGRAM,BATTAGRAM,BHU PAMLA SHARIF,BHU,34.740113,72.994796,787,
Khyber Pakhtunkhwa,BATTAGRAM,BATTAGRAM,BHU BAHAMORI,BHU,0.000000,0.000000,788,
Khyber Pakhtunkhwa,BATTAGRAM,ALAHI,BHU TALOOS,BHU,34.847820,73.033390,789,
Khyber Pakhtunkhwa,BATTAGRAM,,BHU BIARY,BHU,34.817877,73.091650,790,
Khyber Pakhtunkhwa,BATTAGRAM,,BHU KANAI,BHU,34.505556,73.680556,791,
Khyber Pakhtunkhwa,BATTAGRAM,ALAHI,R H C BANNA,RHC,34.838075,73.062204,792,
Punjab,Bhakkar,BHAKKAR,BHAKKAR-MCH CTR,MCHC/CHC,31.623390,71.061790,793,
Punjab,Bhakkar,KALLUR KOT,KALLUR KOT-MCH CTR,MCHC/CHC,32.153800,71.263730,794,
Punjab,Bhakkar,BHAKKAR,BEHAL-RHC,RHC,31.412160,71.013930,795,
Punjab,Bhakkar,DARYA KHAN,DULLAY WALA-RHC,RHC,31.836250,71.423900,796,
Punjab,Bhakkar,KALLUR KOT,JANDANWALA-RHC,RHC,32.078700,71.609300,797,
Punjab,Bhakkar,BHAKKAR,MUSLIM KOT-BHU,BHU,31.569380,71.229310,798,
Punjab,Bhakkar,MANKERA,KARLUWALA-BHU,BHU,31.553960,71.614650,799,
Punjab,Bhakkar,DARYA KHAN,Daggar Qurashi-BHU,BHU,31.844900,71.183500,800,
Punjab,Bhakkar,DARYA KHAN,9TDA-BHU,BHU,31.876400,71.190100,801,
Punjab,Bhakkar,BHAKKAR,MAHNEY WALA-BHU,BHU,31.703230,71.227250,802,
Punjab,Bhakkar,KALLUR KOT,JEHAN WALA-BHU,BHU,32.180680,71.527320,803,
Punjab,Bhakkar,KALLUR KOT,SHAHEEDAN-BHU,BHU,32.104110,71.695300,804,
Punjab,Bhakkar,MANKERA,CHAK NO.73/ML-BHU,BHU,31.290390,71.253000,805,
Punjab,Bhakkar,KALLUR KOT,HASSAN WALA-BHU,BHU,32.181550,71.443700,806,
Punjab,Bhakkar,DARYA KHAN,Jhamat Shumali-BHU,BHU,31.852330,71.548370,807,
Punjab,Bhakkar,KALLUR KOT,NOORA-BHU,BHU,32.157760,71.641060,808,
Punjab,Bhakkar,KALLUR KOT,SAEEDWALA-BHU,BHU,32.098100,71.327710,809,
Punjab,Bhakkar,MANKERA,CHAK NO. 67/ML-BHU,BHU,31.395970,71.229790,810,
Punjab,Bhakkar,MANKERA,YAROO WALA-BHU DAGGAR KOTLI,BHU,31.424840,71.268930,811,
Punjab,Bhakkar,MANKERA,GAUHAR WALA-BHU,BHU,31.728190,71.581690,812,
Punjab,Bhakkar,DARYA KHAN,Hassan Shah-BHU,BHU,31.855000,71.119900,813,
Punjab,Bhakkar,MANKERA,HAIDERABAD-BHU,BHU,31.352750,71.688130,814,
Punjab,Bhakkar,MANKERA,LITTEN-BHU,BHU,31.515600,71.491520,815,
Punjab,Bhakkar,DARYA KHAN,Barkat Wala-BHU,BHU,31.812700,71.280900,816,
Punjab,Bhakkar,KALLUR KOT,BASTI MAI ROSHAN-BHU,BHU,31.962900,71.160390,817,
Punjab,Bhakkar,KALLUR KOT,DAGGAR NOON-BHU,BHU,32.102950,71.228500,818,
Punjab,Bhakkar,BHAKKAR,DAGGAR RAHTAS-BHU,BHU,31.642700,71.160600,819,
Punjab,Bhakkar,BHAKKAR,DHANDLA-BHU,BHU,31.467180,70.932540,820,
Punjab,Bhakkar,KATCHI SHAHANI BHAKKAR,KATCHI SHAHANI-BHU,BHU,31.703330,71.003350,821,
Punjab,Bhakkar,BHAKKAR,KHANSAR-BHU,BHU,31.659320,71.327510,822,
Punjab,Bhakkar,BHAKKAR,CHUNI SHUMALI-BHU,BHU,31.683310,71.076000,823,
Punjab,Bhakkar,Kuhawar Kalan,Kuhawar Kalan-BHU,BHU,31.730000,71.101000,824,
Punjab,Bhakkar,BHAKKAR,KOTLA JAM-BHU,BHU,31.703400,71.095000,825,
Punjab,Bhakkar,KALLUR KOT,MAIBLE SHARIF-BHU,BHU,32.034500,71.198400,826,
Punjab,Bhakkar,BHAKKAR,MULLANWALI-BHU,BHU,31.547540,70.995590,827,
Punjab,Bhakkar,BHAKKAR,NOTAK-BHU,BHU,31.471690,71.030580,828,
Punjab,Bhakkar,BHAKKAR,PIR ASHAB-BHU,BHU,31.569830,71.056850,829,
Punjab,Bhakkar,BHAKKAR,SARAI MOHAJIR-BHU,BHU,31.507370,71.239430,830,
Punjab,Bhakkar,DARYA KHAN,Punjgirain-BHU,BHU,31.978200,71.155500,831,
Punjab,Bhakkar,BHAKKAR,SIAL-BHU,BHU,31.637760,71.000200,832,
Punjab,Bhakkar,BHAKKAR,YOUSAF SHAH-BHU,BHU,31.413320,70.936540,833,
Punjab,Bhakkar,DARYA KHAN,BARRANGA-BHU,BHU,31.913890,71.450270,834,
Punjab,Bhakkar,KALLUR KOT,CHAK NO. 63/DB-BHU,BHU,32.044940,71.689770,835,
Punjab,Bhakkar,KALLUR KOT,FAZIL-BHU,BHU,31.982830,71.452300,836,
Punjab,Bhakkar,MANKERA,MAHNI-BHU,BHU,31.528010,71.842750,837,
Khyber Pakhtunkhwa,BUNER,GADIZAI,MALAK PUR,BHU,0.000000,0.000000,838,
Khyber Pakhtunkhwa,BUNER,GAGRA,DEWANA BABA-RHC,RHC,34.473116,72.591221,839,
Khyber Pakhtunkhwa,BUNER,DAGGAR,PANDIR-BHU,BHU,34.548056,72.668889,840,
Khyber Pakhtunkhwa,BUNER,DAGGAR,BATARA-BHU,BHU,34.549719,72.637081,841,
Khyber Pakhtunkhwa,BUNER,DAGGAR,GUL BANDI-RHC,RHC,34.133300,73.050000,842,
Khyber Pakhtunkhwa,BUNER,DAGGAR,SONY-BHU,BHU,0.000000,0.000000,843,
Khyber Pakhtunkhwa,BUNER,MANDAR,TOTALAY-CH,Hospital,34.192500,72.498889,844,
Khyber Pakhtunkhwa,BUNER,CHAMLA,CHAMLA-CH,SHC,34.389167,72.462500,845,
Khyber Pakhtunkhwa,BUNER,DAGGAR,ELAI,BHU,34.510717,72.431092,846,
Khyber Pakhtunkhwa,BUNER,SAWARI,KOREA-BHU,BHU,34.412138,72.617548,847,
Khyber Pakhtunkhwa,BUNER,SAWARI,LANGAW-BHU,BHU,34.347778,72.653056,848,
Khyber Pakhtunkhwa,BUNER,MANDAR,MALKA-BHU,BHU,34.337771,72.688801,849,
Khyber Pakhtunkhwa,BUNER,DAGGAR,JOWAR-RHC,RHC,34.546513,72.295295,850,
Khyber Pakhtunkhwa,BUNER,SAWARI,BANGARAI-BHU,BHU,34.468897,72.746212,851,
Khyber Pakhtunkhwa,BUNER,DAGGAR,PACHA-CH,MCHC/CHC,34.597500,72.452500,852,
Khyber Pakhtunkhwa,BUNER,MANDAR,BAGH-BHU,BHU,34.296044,72.478354,853,
Khyber Pakhtunkhwa,BUNER,SAWARI,CHARORAI-BHU,BHU,34.399598,72.712071,854,
Khyber Pakhtunkhwa,BUNER,MANDAR,NAGRAY-RHC,RHC,34.366646,72.684046,855,
Khyber Pakhtunkhwa,BUNER,SAWARI,CHEENA-BHU,BHU,34.448487,72.494235,856,
Khyber Pakhtunkhwa,BUNER,DAGGAR,KARAPA,BHU,34.483300,72.466600,857,
Khyber Pakhtunkhwa,BUNER,SAWARI,GAGRA-BHU,BHU,34.479400,72.546550,858,
Khyber Pakhtunkhwa,BUNER,CHAMLA,KOGA-BHU,BHU,34.389973,72.508078,859,
Khyber Pakhtunkhwa,BUNER,DAGGAR,GOHKAND,BHU,34.646667,72.520833,860,
Khyber Pakhtunkhwa,BUNER,DAGGAR,NANSER-BHU,BHU,34.491667,72.250278,861,
Khyber Pakhtunkhwa,BUNER,DAGGAR,TOOR WARSAK,BHU,34.513774,72.363193,862,
Khyber Pakhtunkhwa,CHARSADDA,CHARSADDA,AGRA-BASIC HEALTH UNIT,BHU,34.122100,71.679780,863,
Khyber Pakhtunkhwa,CHARSADDA,CHARSADDA,AKBAR ABAD-BASIC HEALTH UNIT,BHU,34.182220,71.881850,864,
Khyber Pakhtunkhwa,CHARSADDA,CHARSADDA,AKONE DHERI-BASIC HEALTH UNIT,BHU,34.269200,71.760210,865,
Khyber Pakhtunkhwa,CHARSADDA,CHARSADDA,BAGHI BAKHTIAR-BASIC HEALTH UNIT,BHU,34.256090,71.765550,866,
Khyber Pakhtunkhwa,CHARSADDA,CHARSADDA,BEHLOLA-BASIC HEALTH UNIT,BHU,34.254470,71.845640,867,
Khyber Pakhtunkhwa,CHARSADDA,CHARSADDA,BHU-ABAZAI,BHU,34.200000,71.733300,868,
Khyber Pakhtunkhwa,CHARSADDA,CHARSADDA,BHU-BAZ MIR KILLI,BHU,34.152170,71.774793,869,
Khyber Pakhtunkhwa,CHARSADDA,SHABQADIR,BHU-DAMAN SHABQADAR,BHU,34.256700,71.619022,870,
Khyber Pakhtunkhwa,CHARSADDA,SHABZADAR,BHU-KANGRA,BHU,34.200971,71.604214,871,
Khyber Pakhtunkhwa,CHARSADDA,CHARSADDA,BOOBAK-BASIC HEALTH UNIT,BHU,34.106840,71.858380,872,
Khyber Pakhtunkhwa,CHARSADDA,CHARSADDA,CHARSADDA-GOVT. MCH CTR,MCHC/CHC,34.152900,71.744640,873,
Khyber Pakhtunkhwa,CHARSADDA,TANGI,CHEENA-BASIC HEALTH UNIT,BHU,34.241020,71.680850,874,
Khyber Pakhtunkhwa,CHARSADDA,TANGI,BHU-DADU,BHU,34.341699,71.743274,875,
Khyber Pakhtunkhwa,CHARSADDA,CHARSADDA,DAULAT PURA-BASIC HEALTH UNIT,BHU,34.171470,71.668460,876,
Khyber Pakhtunkhwa,CHARSADDA,TANGI,DHAKI-BASIC HEALTH UNIT,BHU,34.307238,71.767751,877,
Khyber Pakhtunkhwa,CHARSADDA,CHARSADDA,DOSERRA-BASIC HEALTH UNIT,BHU,34.134040,71.880650,878,
Khyber Pakhtunkhwa,CHARSADDA,TANGI,GHANDERI-BASIC HEALTH UNIT,BHU,34.387179,71.673827,879,
Khyber Pakhtunkhwa,CHARSADDA,CHARSADDA,GUL ABAD BHU,BHU,34.147130,71.678270,880,
Khyber Pakhtunkhwa,CHARSADDA,Shobqodar,Hasan Zai,BHU,34.270771,71.606855,881,
Khyber Pakhtunkhwa,CHARSADDA,Tangi,Herare Nehree BHU,BHU,34.311315,71.702939,882,
Khyber Pakhtunkhwa,CHARSADDA,CHARSADDA,IBRAHIM ZAI-BASIC HEALTH UNIT,BHU,34.150300,71.852060,883,
