Health Level,Admin 1,Admin 2,Level,Facility,UID,Facility Type,Link,Match,Latitude,Longitude
Health Facility,Punjab,Dera Ghazi Khan,4,Choti Zareen,5361-inv,Rhc,0-x,x,0,0
Health Facility,Punjab,Dera Ghazi Khan,4,Kot Chutta,5363-inv,Rhc,0-x,x,0,0
Health Facility,Punjab,Dera Ghazi Khan,4,Qadir Abad,5365-inv,Rhc,0-x,x,0,0
Health Facility,Punjab,Dera Ghazi Khan,4,Rausin,5366-inv,Rhc,0-x,x,0,0
Health Facility,Punjab,Dera Ghazi Khan,4,Sarwar Wali,5369-inv,Rhc,0-x,x,0,0
Health Facility,Punjab,Dera Ghazi Khan,4,Shadan Lund,5370-inv,Rhc,0-x,x,0,0
Health Facility,Punjab,Dera Ghazi Khan,4,Tibbi Qaisrani,5371-inv,Rhc,0-x,x,0,0
Health Facility,Punjab,Dera Ghazi Khan,4,Vehoa,5373-inv,Rhc,0-x,x,0,0
Health Facility,Punjab,Dera Ghazi Khan,4,Shah Sadar Din,5374-inv,x,0-x,x,0,0
Health Facility,Punjab,Dera Ghazi Khan,4,Talpur,5376-inv,x,0-x,x,0,0
Health Facility,Punjab,Dera Ghazi Khan,4,Taunsa,5377-inv,Thq,0-x,x,0,0
District,Punjab,Dera Ghazi Khan,3,Dg Khan,5381-inv,District Store,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Uc14,5428-inv,Rhc,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,30 Jb Sub Store,5429-inv,x,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,64 Jb,5430-inv,x,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Acd 116 Gb,5433-inv,x,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Allied Hosp Fsd,5434-inv,x,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,100 Rb,5436-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,101 Gb,5437-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,102 Jb,5438-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,104 Gb,5439-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,104Jb,5442-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,105 Rb,5444-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,106 Gb,5445-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,111 Jb,5447-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,112 Gb,5449-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,115 Gb,5450-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,122 Gb,5452-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,126 Rb,5453-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,129 Gb,5455-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,133 Rb,5456-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,134 Rb,5459-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,136 Gb,5460-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,139 Rb,5462-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,142 Gb,5463-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,146 Gb,5465-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,146 Rb,5466-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,147 Rb,5467-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,149 Rb,5468-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,151,5469-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,156 Rb,5471-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,157 Rb,5472-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,165 Gb,5473-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,170,5475-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,175,5477-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,189 Rb,5479-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,19 Jb,5480-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,192 Rb,5481-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,195 Rb,5482-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,196 Rb,5484-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,196 Rb Sub Store,5486-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,198 Gb,5487-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,198 Rb,5489-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,20 Jb,5490-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,200 Rb,5491-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,203 Gb,5492-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,205 Gb,5494-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,205 Rb,5496-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,209 Rb,5497-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,213 Rb,5498-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,214 Gb,5500-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,214 Rb Jaranwala Road Fsd,5501-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,215 Rb,5502-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,216 Rb,5504-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,219,5506-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,219 Gb,5507-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,22  Gb,5509-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,222 Rb,5511-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,223 Gb,5512-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,226 Rb,5514-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,228 Gb,5516-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,234 Gb,5518-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,237 Gb,5520-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,237 Rb,5522-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,239 Rb,5523-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,239 Rb Sub Store,5524-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,247 Jb,5525-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,251,5526-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,252 Gb,5527-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,253 Rb,5529-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,257 Rb,5531-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,258 Rb,5533-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,260 Rb,5535-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,268 Rb,5537-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,270 Rb,5538-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,272 Rb,5540-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,273 Gb,5541-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,273 Jb,5542-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,275 Rb,5544-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,27Jb,5546-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,28 Jb,5548-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,282 Rb,5550-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,283 Gb,5551-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,293 Rb,5553-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,32 Jb,5554-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,36 Gb,5556-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,366 Gb,5557-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,377 Gb,5559-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,379 Gb,5561-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,38 Jb,5563-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,388 Gb,5564-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,390 Gb,5566-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,399 Gb,5567-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,40 Jb,5568-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,400 Gb,5570-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,404 Gb,5571-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,426Gb,5573-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,427 Gb,5574-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,433 Gb,5577-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,437  Gb,5579-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,442 Gb,5581-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,443,5583-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,448 Gb,5585-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,449 Gb,5586-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,452 Gb,5588-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,453 Gb,5590-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,462 Gb,5592-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,47 Gb,5594-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,474 Gb,5596-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,479,5598-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,48 Gb,5600-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,484 Gb,5602-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,486 Gb,5604-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,487 Gb,5606-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,49 Jb,5608-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,490 Gb,5610-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,50 Gb,5612-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,506 Gb,5614-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,507 Gb,5615-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,51 Jb,5618-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,52 Jb,5620-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,53 Jb,5622-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,530 Gb,5624-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,54 Rb,5626-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,545 Gb,5628-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,547 Gb,5629-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,55 Gb,5631-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,558 Gb,5632-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,56 Jb,5634-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,565 Gb,5635-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,566 Gb,5637-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,57 Jb,5639-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,58 Rb,5640-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,581 Gb,5642-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,594 Gb,5644-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,6 Jb,5645-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,60 Gb,5646-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,603 Gb,5650-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,608 Gb,5652-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,615 Gb,5654-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,629 Gb,5656-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,633 Gb,5657-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,648 Gb,5658-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,653 Gb,5660-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,66 Jb,5661-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,67 Jb,5663-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,68 Rb,5664-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,71 Jb,5668-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,73 Gb,5670-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,74 Jb,5672-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,74 Jb Sub Store,5673-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,76Rb,5675-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,78 Jb,5676-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,8 Jb,5677-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,80 Gb,5679-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,82 Jb,5681-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,83 Gb,5683-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,85 Jb,5684-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,92 Gb,5685-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,96 Gb,5686-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,96 Rb,5687-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,98 Gb,5688-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Jhumera,5689-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,No 200 Gb,5690-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Jail Fashiana,5692-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Jhumra,5694-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Mouza Sheraza,5698-inv,Bhu,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Bhu28 Gb,5700-inv,x,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Bhu32gb,5701-inv,x,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Bhy 116Jb,5703-inv,x,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Bukhari Medical Center,5705-inv,x,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Ddoh Office Jaranwala,5712-inv,x,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Ex Nazim Office Maqbool Road,5726-inv,x,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Gd,5727-inv,x,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Factory Area,5728-inv,Gd,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,121 Jb Gokhowal,5729-inv,Gd,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Allama Iqbal Colony,5730-inv,Gd,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Amin Town,5733-inv,Gd,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Ansari Park,5734-inv,Gd,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Bawa Chowk,5735-inv,Gd,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Bholy Ki Jhugi,5736-inv,Gd,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Choti D Ground,5737-inv,Gd,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,D Type,5738-inv,Gd,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,D Type Colony,5739-inv,Gd,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Disp 69 Jb,5740-inv,Gd,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Gulberg,5741-inv,Gd,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Haji Abad,5742-inv,Gd,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Hajweri Town,5743-inv,Gd,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Illama Iqbal Colony,5744-inv,Gd,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Manawala,5745-inv,Gd,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Noor Pur,5746-inv,Gd,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,People Colony D Ground,5747-inv,Gd,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Qasim Park,5748-inv,Gd,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Rasala No 12,5749-inv,Gd,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Sayed Colony No 1,5750-inv,Gd,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Sher Singh Wala,5751-inv,Gd,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Sir Syed Town,5752-inv,Gd,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,General Hosp Samanabad,5753-inv,x,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Mustafa Park,5755-inv,Govt Disp,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Govt General Hosp Gm Abad,5756-inv,x,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Grd 143 Rb,5759-inv,x,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Grd 233 Rb,5760-inv,x,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Grd 242 Rb,5761-inv,x,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Health House Elahiabad,5762-inv,x,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Ism E Noor Centre Fatehabad St 1,5763-inv,x,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Jinnah Colony B Block,5764-inv,x,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Khadija Hosp Hajwary Town,5765-inv,x,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,221 Gb,5767-inv,Mch,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,473 Gb,5768-inv,Mch,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Mehboob Medicare Epi Centre,5770-inv,x,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Railway Hosp Tariq Abad,5771-inv,x,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Rhc,5773-inv,x,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,153 Rb,5774-inv,Rhc,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,229 Rb,5775-inv,Rhc,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,30 Jb,5778-inv,Rhc,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,509 Gb,5780-inv,Rhc,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,65 Gb,5783-inv,Rhc,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Kanjwani,5785-inv,Rhc,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Khurianwala,5787-inv,Rhc,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Lundian Wala,5790-inv,Rhc,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Lundianwala,5792-inv,Rhc,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Mureed Wala,5794-inv,Rhc,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Pindi Shiekh Mosa,5796-inv,Rhc,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Sattana,5797-inv,Rhc,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Store,5799-inv,Rhc,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Sugra Trust Hosp Rehmani Road,5801-inv,x,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Tehsil Headquarter Hosp,5802-inv,x,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Tehsil Vaccine Store Saddar,5819-inv,x,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Chak Jhumra,5822-inv,Thq,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Jaranwala,5824-inv,Thq,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Samandri,5825-inv,Thq,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Tanlianwala,5826-inv,Thq,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Uc Office 289 Epi Center,5827-inv,x,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Uc Office Rubbani Colony 2,5828-inv,x,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Uc Office Sir Syed Town,5829-inv,x,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Zcd  Ganga Pur,5830-inv,x,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Zcd 102 Jb,5832-inv,x,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Zcd 103 Jb,5833-inv,x,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Zcd 105 Gb,5834-inv,x,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Zcd 108 Gb,5835-inv,x,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Zcd 119 Gb,5836-inv,x,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Zcd 122 Gb,5837-inv,x,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Zcd 147 Rb,5838-inv,x,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Zcd 150,5839-inv,x,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Zcd 166 Jb,5840-inv,x,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Zcd 2 Jb,5841-inv,x,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Zcd 204 Rb,5843-inv,x,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Zcd 210 Gb,5844-inv,x,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Zcd 218 Gb,5845-inv,x,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Zcd 238 Rb,5846-inv,x,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Zcd 241 Rb,5847-inv,x,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Zcd 243 Rb,5848-inv,x,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Zcd 244 Rb,5849-inv,x,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Zcd 245 Rb,5850-inv,x,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Zcd 248 Rb,5852-inv,x,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Zcd 276 Jb,5853-inv,x,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Zcd 36 Jb,5855-inv,x,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Zcd 391 Khuda Yar Bhutta,5856-inv,x,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Zcd 41 Jb,5857-inv,x,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Zcd 45,5858-inv,x,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Zcd 452,5859-inv,x,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Zcd 477 Gb,5860-inv,x,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Zcd 483 Gb,5861-inv,x,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Zcd 485 Gb,5862-inv,x,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Zcd 58 Gb,5863-inv,x,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Zcd 58 Jb,5864-inv,x,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Zcd 582 Gb,5865-inv,x,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Zcd 60 Jb,5867-inv,x,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Zcd 61 Jb,5868-inv,x,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Zcd 63 Gb,5870-inv,x,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Zcd 659 Gb,5871-inv,x,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Zcd 72 Gb,5872-inv,x,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Zcd 76 Gb,5874-inv,x,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Zcd Garh,5875-inv,x,0-x,x,0,0
Health Facility,Punjab,Faisalabad,4,Zcd Wally Wali,5876-inv,x,0-x,x,0,0
District,Punjab,Faisalabad,3,Faisalabad,5877-inv,District Store,0-x,x,0,0
Health Facility,Punjab,Gujranwala,4,Aisha Free Disp,5932-inv,x,0-x,x,0,0
Health Facility,Punjab,Gujranwala,4,Allama Iqbal Hosp,5933-inv,x,0-x,x,0,0
Health Facility,Punjab,Gujranwala,4,Bagh Ban Pura Lal Race Hosp,5934-inv,x,0-x,x,0,0
Health Facility,Punjab,Gujranwala,4,Adhorai,5935-inv,Bhu,0-x,x,0,0
