Health Level,Admin 1,Admin 2,Level,Facility,UID,Facility Type,Link,Match,Latitude,Longitude
Health Facility,Azad Kashmir,Bagh,4,Birpani,2-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Bhimber,4,Chowki,3-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Bhimber,4,Dhulli,4-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Bhimber,4,Jhaglari,6-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Bhimber,4,Khawaja Ratnoi,8-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Bhimber,4,Khorl Abbasian,9-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Bhimber,4,Khorl Meldialin,10-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Bhimber,4,Kot,12-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Bhimber,4,Neela Butt,13-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Bhimber,4,Rangla,14-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Bhimber,4,Rera,15-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Bhimber,4,Sahlian,18-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Bhimber,4,Sari Pirain,19-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Bhimber,4,Sirsyedan,20-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Bhimber,4,Sohawa Shreef,21-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Bhimber,4,Thub,23-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Bhimber,4,Bani Pasari,25-inv,Cd,0-x,x,0,0
Health Facility,Azad Kashmir,Bhimber,4,Hill Hosp,27-inv,Cd,0-x,x,0,0
Health Facility,Azad Kashmir,Bhimber,4,Hq Bagh,30-inv,Cd,0-x,x,0,0
Health Facility,Azad Kashmir,Bhimber,4,Naryola,31-inv,Cd,0-x,x,0,0
Health Facility,Azad Kashmir,Bhimber,4,Sangher Bathara,32-inv,Cd,0-x,x,0,0
Health Facility,Azad Kashmir,Bhimber,4,Bagh,33-inv,Dhq Hosp,0-x,x,0,0
Health Facility,Azad Kashmir,Bhimber,4,Harri Ghal,35-inv,Epi Center,0-x,x,0,0
Health Facility,Azad Kashmir,Bhimber,4,Fad Dhak Padder,36-inv,x,0-x,x,0,0
Health Facility,Azad Kashmir,Bhimber,4,Sallyna Mddila,37-inv,Fap,0-x,x,0,0
Health Facility,Azad Kashmir,Bhimber,4,Natra Kot,38-inv,Fap,0-x,x,0,0
Health Facility,Azad Kashmir,Bhimber,4,Chittra Topi,39-inv,Rhc,0-x,x,0,0
Health Facility,Azad Kashmir,Bhimber,4,Chtter Noz,40-inv,Rhc,0-x,x,0,0
Health Facility,Azad Kashmir,Bhimber,4,Arja,41-inv,Rhc,0-x,x,0,0
Health Facility,Azad Kashmir,Bhimber,4,Ghazi Abad,42-inv,Rhc,0-x,x,0,0
Health Facility,Azad Kashmir,Bhimber,4,Kafal Garh,44-inv,Rhc,0-x,x,0,0
Health Facility,Azad Kashmir,Bhimber,4,Mallot,45-inv,Rhc,0-x,x,0,0
Health Facility,Azad Kashmir,Bhimber,4,Sessar,47-inv,Rhc,0-x,x,0,0
Health Facility,Azad Kashmir,Bhimber,4,Tehsil Store Harri Ghal,49-inv,x,0-x,x,0,0
Health Facility,Azad Kashmir,Bhimber,4,Dhirkot,52-inv,Thq,0-x,x,0,0
Health Facility,Azad Kashmir,Bhimber,4,Dhirkot Store,54-inv,Thq,0-x,x,0,0
District,Azad Kashmir,Bhimber,3,Bagh,57-inv,District Store,0-x,x,0,0
Health Facility,Azad Kashmir,Bhimber,4,Cheez,76-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,Baba Sheel Shadi,77-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,Banin,79-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,Barhing,81-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,Barnala,83-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,Bhmawa,84-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,Binali,86-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,Channi Thothal,87-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,Dabb,91-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,Gora Nakka,92-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,Jandala,93-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,Kalri,97-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,Kherowal,98-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,Kot Jamal,99-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,Malot,100-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,Mughloora,101-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,Nali,102-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,Pindi Jhunja,103-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,Poona,104-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,Sokasan,106-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,Fakroot,108-inv,Cd,0-x,x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,Kadyala,109-inv,Cd,0-x,x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,Kalwal,110-inv,Cd,0-x,x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,Kanjloor,111-inv,Cd,0-x,x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,Khadora,113-inv,Cd,0-x,x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,Khamba,114-inv,Cd,0-x,x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,Panjairri,115-inv,Cd,0-x,x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,Sanghar,116-inv,Cd,0-x,x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,Thathi,117-inv,Cd,0-x,x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,Dho Bhimber Epi Center,118-inv,x,0-x,x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,District Hosp Bhimber,122-inv,x,0-x,x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,Baboot Epi Center,123-inv,Fap,0-x,x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,Chandi Chowk,124-inv,Fap,0-x,x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,Danna Epi Center,125-inv,Fap,0-x,x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,Dhandar Kot,126-inv,Fap,0-x,x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,Kalich,128-inv,Fap,0-x,x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,Mathala,129-inv,Fap,0-x,x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,Mohra Sada,130-inv,Fap,0-x,x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,Thub Epi Center,131-inv,Fap,0-x,x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,Barnala,132-inv,Rhc,0-x,x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,Panjairri,134-inv,Rhc,0-x,x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,Tehsil Epi Store Mc,135-inv,x,0-x,x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,Tehsil Store Epi Samahni,136-inv,x,0-x,x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,Epi Center Samahni,138-inv,Thq,0-x,x,0,0
District,Azad Kashmir,Hattian Bala,3,Bhimber,139-inv,District Store,0-x,x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,Bana Mulla,155-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Haveli,4,Chakhama,157-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Haveli,4,Chinari,159-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Haveli,4,Gandi Garan,160-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Haveli,4,Khaliana,161-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Haveli,4,Nokot,162-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Haveli,4,Sana Damian,164-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Haveli,4,Sarran,165-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Haveli,4,Sulmia,166-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Haveli,4,Pahal,167-inv,Cd,0-x,x,0,0
Health Facility,Azad Kashmir,Haveli,4,Shahkanja,168-inv,Cd,0-x,x,0,0
Health Facility,Azad Kashmir,Haveli,4,Cham,169-inv,Epi Center,0-x,x,0,0
Health Facility,Azad Kashmir,Haveli,4,Andarsari,170-inv,Fap,0-x,x,0,0
Health Facility,Azad Kashmir,Haveli,4,Center Bunelangria,171-inv,Fap,0-x,x,0,0
Health Facility,Azad Kashmir,Haveli,4,Kundia Shakira,172-inv,Fap,0-x,x,0,0
Health Facility,Azad Kashmir,Haveli,4,Moji,173-inv,Fap,0-x,x,0,0
Health Facility,Azad Kashmir,Haveli,4,Noon Bagla,174-inv,Fap,0-x,x,0,0
Health Facility,Azad Kashmir,Haveli,4,Chakar,175-inv,Rhc,0-x,x,0,0
Health Facility,Azad Kashmir,Haveli,4,Chakoti,177-inv,Rhc,0-x,x,0,0
Health Facility,Azad Kashmir,Haveli,4,Leepa,178-inv,Rhc,0-x,x,0,0
Health Facility,Azad Kashmir,Haveli,4,Sub Center Bala Bandi,182-inv,x,0-x,x,0,0
Health Facility,Azad Kashmir,Haveli,4,Sub Center Ghail Jubrrd,183-inv,x,0-x,x,0,0
Health Facility,Azad Kashmir,Haveli,4,Tehsil Store,184-inv,x,0-x,x,0,0
Health Facility,Azad Kashmir,Haveli,4,Hattian,185-inv,Thq,0-x,x,0,0
District,Azad Kashmir,Haveli,3,Hattian,186-inv,District Store,0-x,x,0,0
Health Facility,Azad Kashmir,Haveli,4,Behedi,200-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Kotli,4,Bhata Kot,203-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Kotli,4,Chanjel,204-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Kotli,4,Degwar,205-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Kotli,4,Gugdar,207-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Kotli,4,Hallon Shamali,210-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Kotli,4,Kala Moula,212-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Kotli,4,Tongari,213-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Kotli,4,Hillan,215-inv,Cd,0-x,x,0,0
Health Facility,Azad Kashmir,Kotli,4,Mundhar,217-inv,Cd,0-x,x,0,0
Health Facility,Azad Kashmir,Kotli,4,Naga Nari,219-inv,Cd,0-x,x,0,0
Health Facility,Azad Kashmir,Kotli,4,Soli,220-inv,Cd,0-x,x,0,0
Health Facility,Azad Kashmir,Kotli,4,Cherikot,222-inv,Fap,0-x,x,0,0
Health Facility,Azad Kashmir,Kotli,4,Khurshidabad,223-inv,Rhc,0-x,x,0,0
Health Facility,Azad Kashmir,Kotli,4,Kahutta,225-inv,Thq,0-x,x,0,0
District,Azad Kashmir,Kotli,3,Haveli,229-inv,District Store,0-x,x,0,0
Health Facility,Azad Kashmir,Kotli,4,Anderla Kotera,234-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Barali,235-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Bhial,236-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Changpur Khawas,237-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Choch,238-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Chowki Mong,239-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Dabsi,240-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Damas,242-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Dandli,243-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Darooti Mohra,244-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Dhanna,245-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Docia Jatan,246-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Dondi,247-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Goi,248-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Gulpur,249-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Holar,250-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Jandrol,251-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Kajlani,252-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Kala Dub,253-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Karela,254-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Khanka Koterra,255-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Killkallan,256-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Kokta,257-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Mathrani,258-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Mohra,259-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Phagwari,260-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Plyat Saydain,261-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Qamroti,262-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Rajdhani,263-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Rajdhani Sohana,264-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Sairi,265-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Sandhara,266-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Sehrmandi,267-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Tarkundi,268-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Bari Ghora,269-inv,Cd,0-x,x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Binpain,270-inv,Cd,0-x,x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Dhanwan,271-inv,Cd,0-x,x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Prahi,272-inv,Cd,0-x,x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Ghian,273-inv,Cd,0-x,x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Hq Kotli,274-inv,Cd,0-x,x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Juna,275-inv,Cd,0-x,x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Kailah,276-inv,Cd,0-x,x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Khore,277-inv,Cd,0-x,x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Panjerra,278-inv,Cd,0-x,x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Plani,279-inv,Cd,0-x,x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Tarala,280-inv,Cd,0-x,x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Kotli,281-inv,Dhq Hosp,0-x,x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Anotri Sarhota,282-inv,Fap,0-x,x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Bagaha,283-inv,Fap,0-x,x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Sarhuta Qummer,284-inv,Fap,0-x,x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Chowk Saiban,285-inv,Rhc,0-x,x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Khuiratta,286-inv,Rhc,0-x,x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Nar,289-inv,Rhc,0-x,x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Sarsawa,290-inv,Rhc,0-x,x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Tatta Pani,291-inv,Rhc,0-x,x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Hosp,292-inv,Thq,0-x,x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Charohi,295-inv,Thq Hosp,0-x,x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Nakyal,298-inv,Thq,0-x,x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Nakyal Tc,300-inv,Thq,0-x,x,0,0
District,Azad Kashmir,Mirpur,3,Kotli,301-inv,District Store,0-x,x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Adho Office Dadyal,322-inv,x,0-x,x,0,0
Health Facility,Azad Kashmir,Muzaffarabad,4,Badar Bance,332-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Muzaffarabad,4,Bahari,333-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Muzaffarabad,4,Bangrila,334-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Muzaffarabad,4,Bohoa,335-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Muzaffarabad,4,Dagar,337-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Muzaffarabad,4,Essar,338-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Muzaffarabad,4,Jatlan,339-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Muzaffarabad,4,Kanaily,340-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Muzaffarabad,4,Kara Town,343-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Muzaffarabad,4,Kathar,344-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Muzaffarabad,4,Khalial Abad,345-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Muzaffarabad,4,Kharak,346-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Muzaffarabad,4,Mattri,347-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Muzaffarabad,4,Panyam,348-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Muzaffarabad,4,Ratta,350-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Muzaffarabad,4,Safgala Himlat,352-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Muzaffarabad,4,Samwal Sharif,354-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Muzaffarabad,4,Siakh,356-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Muzaffarabad,4,Sorakhi,357-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Muzaffarabad,4,Chatroh,360-inv,Cd,0-x,x,0,0
Health Facility,Azad Kashmir,Muzaffarabad,4,Raipur,361-inv,Cd,0-x,x,0,0
Health Facility,Azad Kashmir,Muzaffarabad,4,Bhu Khaman,362-inv,Epi Center,0-x,x,0,0
Health Facility,Azad Kashmir,Muzaffarabad,4,Cd Chitter Pari,363-inv,Epi Center,0-x,x,0,0
Health Facility,Azad Kashmir,Muzaffarabad,4,Dho Office,364-inv,Epi Center,0-x,x,0,0
Health Facility,Azad Kashmir,Muzaffarabad,4,Dhq Hosp,365-inv,Epi Center,0-x,x,0,0
Health Facility,Azad Kashmir,Muzaffarabad,4,C 4,366-inv,Mch,0-x,x,0,0
Health Facility,Azad Kashmir,Muzaffarabad,4,New City Teching Hosp,369-inv,x,0-x,x,0,0
Health Facility,Azad Kashmir,Muzaffarabad,4,Chakswari,370-inv,Rhc,0-x,x,0,0
Health Facility,Azad Kashmir,Muzaffarabad,4,Islam Gharh,371-inv,Rhc,0-x,x,0,0
Health Facility,Azad Kashmir,Muzaffarabad,4,Khadim Abad,372-inv,Rhc,0-x,x,0,0
Health Facility,Azad Kashmir,Muzaffarabad,4,Pindi Suberwal,373-inv,Rhc,0-x,x,0,0
Health Facility,Azad Kashmir,Muzaffarabad,4,Dadyal,375-inv,Thq Hosp,0-x,x,0,0
District,Azad Kashmir,Muzaffarabad,3,Mirpur,376-inv,District Store,0-x,x,0,0
Health Facility,Azad Kashmir,Muzaffarabad,4,Aims Muzaffarabad,383-inv,x,0-x,x,0,0
Health Facility,Azad Kashmir,Neelum,4,Anwar Shareef,384-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Neelum,4,Awan Patti,385-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Neelum,4,Barakot,386-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Neelum,4,Bheri,387-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Neelum,4,Butdara,389-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Neelum,4,Buttel,392-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Neelum,4,Charak Pura,393-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Neelum,4,Chatter Klass,394-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Neelum,4,City,395-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Neelum,4,Douchar Miran,396-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Neelum,4,Kohala,397-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Neelum,4,Komi Kot,398-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Neelum,4,Konkan,400-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Neelum,4,Kot Tarhak,401-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Neelum,4,Kund Banda,402-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Neelum,4,Langarpura,403-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Neelum,4,Lumianpattian,404-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Neelum,4,Mera Sro,405-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Neelum,4,Naran Shareef,406-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Neelum,4,Noorpur Nakran,407-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Neelum,4,Pagwan Dopatta,408-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Neelum,4,Pattika,409-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Neelum,4,Rahim Kot,413-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Neelum,4,Rajpeian,414-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Neelum,4,Said Pur,415-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Neelum,4,Sarar,416-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Neelum,4,Sawan,417-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Neelum,4,Soni Kot,418-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Neelum,4,Tambi Bana,419-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Neelum,4,Tandali,421-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Neelum,4,Upper Chatar,422-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Neelum,4,Dulai,423-inv,Cd,0-x,x,0,0
Health Facility,Azad Kashmir,Neelum,4,Haryala,424-inv,Cd,0-x,x,0,0
Health Facility,Azad Kashmir,Neelum,4,Hotarpari Muzaffarabad,425-inv,Cd,0-x,x,0,0
Health Facility,Azad Kashmir,Neelum,4,Machiara,426-inv,Cd,0-x,x,0,0
Health Facility,Azad Kashmir,Neelum,4,Bugna,427-inv,Fap,0-x,x,0,0
Health Facility,Azad Kashmir,Neelum,4,Chamar Bandi,428-inv,Fap,0-x,x,0,0
Health Facility,Azad Kashmir,Neelum,4,Charoota,429-inv,Fap,0-x,x,0,0
Health Facility,Azad Kashmir,Neelum,4,Naloochi,430-inv,Fap,0-x,x,0,0
Health Facility,Azad Kashmir,Neelum,4,Rara,431-inv,Fap,0-x,x,0,0
Health Facility,Azad Kashmir,Neelum,4,Thangor,432-inv,Fap,0-x,x,0,0
Health Facility,Azad Kashmir,Neelum,4,Chala Bandi,433-inv,Mch,0-x,x,0,0
Health Facility,Azad Kashmir,Neelum,4,Kaklot,435-inv,Mch,0-x,x,0,0
Health Facility,Azad Kashmir,Neelum,4,Muzaffarabad,436-inv,Mch,0-x,x,0,0
Health Facility,Azad Kashmir,Neelum,4,Paf Kappabat,437-inv,x,0-x,x,0,0
Health Facility,Azad Kashmir,Neelum,4,Paf Tahrian,438-inv,x,0-x,x,0,0
Health Facility,Azad Kashmir,Neelum,4,Dana,439-inv,Rhc,0-x,x,0,0
Health Facility,Azad Kashmir,Neelum,4,Gari Dopatta,441-inv,Rhc,0-x,x,0,0
Health Facility,Azad Kashmir,Neelum,4,Kahori,442-inv,Rhc,0-x,x,0,0
District,Azad Kashmir,Neelum,3,Muzaffarabad,444-inv,District Store,0-x,x,0,0
Health Facility,Azad Kashmir,Neelum,4,Ashkot,464-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Poonch,4,Bata,465-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Poonch,4,Chalyana,466-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Poonch,4,Changan,468-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Poonch,4,Dawarian,470-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Poonch,4,Dodunal,471-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Poonch,4,Domail,473-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Poonch,4,Gewai,474-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Poonch,4,Halmat,476-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Poonch,4,Jangran,477-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Poonch,4,Kutan,478-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Poonch,4,Lawat Bala,479-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Poonch,4,Leswan,482-inv,Bhu,0-x,x,0,0
