Health Level,Admin 1,Admin 2,Level,Facility,UID,Facility Type
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Gari Nawab Said,2584,Bhu
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Jambera,2585,Bhu
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Joz,2586,Bhu
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Kannai,2588,Bhu
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Katora,2590,Bhu
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Khairabad,2591,Bhu
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Kharari,2592,Bhu
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Pagora,2593,Bhu
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Pashto,2594,Bhu
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Pemal,2596,Bhu
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Rashang,2597,Bhu
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Rupkani,2600,Bhu
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Sakargah,2601,Bhu
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Sb Kot,2602,Bhu
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Shamlai,2603,Bhu
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Shingli,2607,Bhu
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Tandol,2609,Bhu
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Teloos,2610,Bhu
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Chanjal,2611,Cd
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Nilishang,2612,Cd
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Cg Gijbori,2614,x
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Dhq Battagram,2615,x
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Mch Ajmira,2617,x
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Kozabanda,2618,Rhc
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Thakot,2621,Rhc
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Thq Banna,2624,x
District,Khyber Pakhtunkhwa,Batagram,3,Batagram District Store,2630,x
Health Facility,Khyber Pakhtunkhwa,Buner,4,Batara,2656,Bhu
Health Facility,Khyber Pakhtunkhwa,Buner,4,Charorai,2659,Bhu
Health Facility,Khyber Pakhtunkhwa,Buner,4,Cheena,2661,Bhu
Health Facility,Khyber Pakhtunkhwa,Buner,4,Dukada,2663,Bhu
Health Facility,Khyber Pakhtunkhwa,Buner,4,Elai,2665,Bhu
Health Facility,Khyber Pakhtunkhwa,Buner,4,Gagra,2668,Bhu
Health Facility,Khyber Pakhtunkhwa,Buner,4,Gokand,2671,Bhu
Health Facility,Khyber Pakhtunkhwa,Buner,4,Koga,2673,Bhu
Health Facility,Khyber Pakhtunkhwa,Buner,4,Koga Camp Imc,2676,Bhu
Health Facility,Khyber Pakhtunkhwa,Buner,4,Korya,2677,Bhu
Health Facility,Khyber Pakhtunkhwa,Buner,4,Langaw,2679,Bhu
Health Facility,Khyber Pakhtunkhwa,Buner,4,Malka,2682,Bhu
Health Facility,Khyber Pakhtunkhwa,Buner,4,Nawakili,2684,Bhu
Health Facility,Khyber Pakhtunkhwa,Buner,4,Pander,2687,Bhu
Health Facility,Khyber Pakhtunkhwa,Buner,4,Toorwarsak,2688,Bhu
Health Facility,Khyber Pakhtunkhwa,Buner,4,Topai,2689,Bhu
Health Facility,Khyber Pakhtunkhwa,Buner,4,Bhunonsar,2690,x
Health Facility,Khyber Pakhtunkhwa,Buner,4,Amazai,2691,Cd
Health Facility,Khyber Pakhtunkhwa,Buner,4,Amnawer,2693,Cd
Health Facility,Khyber Pakhtunkhwa,Buner,4,Anghopor,2694,Cd
Health Facility,Khyber Pakhtunkhwa,Buner,4,Bagra,2695,Cd
Health Facility,Khyber Pakhtunkhwa,Buner,4,Budal,2696,Cd
Health Facility,Khyber Pakhtunkhwa,Buner,4,Changlai,2698,Cd
Health Facility,Khyber Pakhtunkhwa,Buner,4,Ghazi Kot,2700,Cd
Health Facility,Khyber Pakhtunkhwa,Buner,4,Khanano Derai,2703,Cd
Health Facility,Khyber Pakhtunkhwa,Buner,4,Ch Chamla Nawagi,2705,x
Health Facility,Khyber Pakhtunkhwa,Buner,4,Ch Totalai,2707,x
Health Facility,Khyber Pakhtunkhwa,Buner,4,Clinic Dr Javed Iqbal,2710,x
Health Facility,Khyber Pakhtunkhwa,Buner,4,Dhq Bunir At Daggar,2711,x
Health Facility,Khyber Pakhtunkhwa,Buner,4,Amazai,2725,Rhc
Health Facility,Khyber Pakhtunkhwa,Buner,4,Diwana Baba,2727,Rhc
Health Facility,Khyber Pakhtunkhwa,Buner,4,Gulbandi,2732,Rhc
Health Facility,Khyber Pakhtunkhwa,Buner,4,Jowar,2733,Rhc
Health Facility,Khyber Pakhtunkhwa,Buner,4,Thq Hosp Pacha,2735,x
District,Khyber Pakhtunkhwa,Buner,3,Bunir District Store,2746,x
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Bhu,2788,x
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Abazia,2789,Bhu
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Agra,2791,Bhu
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Akbar Abad,2792,Bhu
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Akhun Dheri,2793,Bhu
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Bagh E Bakhtiar,2795,Bhu
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Baholal,2797,Bhu
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Boobak,2798,Bhu
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Dado Kaley,2801,Bhu
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Daulat Pura,2802,Bhu
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Dhakki,2803,Bhu
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Dosehra,2805,Bhu
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Gandhara,2807,Bhu
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Ghonda Karkana,2808,Bhu
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Gulabad,2809,Bhu
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Hassanzai,2810,Bhu
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Ibrahimzai,2812,Bhu
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Kangra,2814,Bhu
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Katozai,2815,Bhu
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Landi Shah,2817,Bhu
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Mahzara,2819,Bhu
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Mandani,2820,Bhu
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Mani Khela,2822,Bhu
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Mata Mahzara,2823,Bhu
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Mata Mughal Khel,2824,Bhu
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Mohammad Nari,2825,Bhu
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Nisatta,2827,Bhu
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Panjpao,2828,Bhu
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Rajjar,2829,Bhu
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Rashaki,2830,Bhu
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Sarki Pul,2832,Bhu
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Shaakh No 6,2833,Bhu
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Shaikhabad,2835,Bhu
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Shiekho,2836,Bhu
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Tarnab,2837,Bhu
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Turangzai,2838,Bhu
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Turlandi,2839,Bhu
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Utmanzai,2842,Bhu
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Zareenabad,2843,Bhu
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Agra,2845,Cd
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Charsadda,2846,Cd
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Civil Hosp Shabqadar,2847,x
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Dhq Charsadda,2849,x
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Battagram,2850,Rhc
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Jamal Abad,2851,Rhc
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Sherpao,2852,Rhc
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Umer Zai,2853,Rhc
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Sd Sersheri,2854,x
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Thq Hosp Tangi,2855,x
District,Khyber Pakhtunkhwa,Charsadda,3,Charsada District Store,2857,x
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Akhsp,2880,x
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Arandu,2882,x
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Arkari,2883,x
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Ayun,2884,x
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Bamborate,2887,x
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Bang,2888,x
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Begust,2889,x
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Boni Medical Centre,2890,x
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Booni,2891,x
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Breb,2892,x
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Brep,2893,x
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Broz,2894,x
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Charun,2895,x
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Chitral,2896,x
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Chitral Women And Children Block,2898,x
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Chunij,2899,x
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Citral Women And Children Block,2900,x
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Drassin,2901,x
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Drosh,2905,x
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Ezh Garam Chishma 2,2908,x
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Garamchishma,2909,x
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Harchin,2910,x
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Khut,2911,x
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Koghuzi,2913,x
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Kosht,2915,x
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Loon,2918,x
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Mastuj,2919,x
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Morilash,2921,x
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Moroi,2923,x
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Nagar,2925,x
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Nishko,2926,x
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Parahag,2927,x
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Persan,2928,x
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Rech,2929,x
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Reshun,2930,x
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Shagram,2931,x
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Shangush,2933,x
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Shishi Kooh,2934,x
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Shoghore,2935,x
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Shotkhar,2937,x
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Sinlast,2938,x
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Sonoghur,2939,x
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Susum,2940,x
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Tar,2941,x
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Zindrangram,2942,x
District,Khyber Pakhtunkhwa,Chitral,3,Chitral District Store,2943,x
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Abdul Khail,2962,Bhu
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Ara,2964,Bhu
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Awan,2965,Bhu
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Bandkorai,2966,Bhu
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Bilot,2967,Bhu
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Buddhani,2968,Bhu
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Budh,2970,Bhu
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Fateh,2971,Bhu
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Gara Essa Khan,2972,Bhu
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Giloti,2973,Bhu
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Jabar Wala,2974,Bhu
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Kathgar,2975,Bhu
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Kotla Lodhian,2976,Bhu
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Lar,2979,Bhu
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Lunda,2981,Bhu
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Maddi,2982,Bhu
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Mahra,2983,Bhu
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Malana,2984,Bhu
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Muryali,2986,Bhu
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Musazai,2987,Bhu
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Patah,2988,Bhu
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Ramak,2989,Bhu
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Saggo,2990,Bhu
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Shore Kot,2991,Bhu
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Takwara,2992,Bhu
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Wnda Madat,2993,Bhu
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Yarik,2994,Bhu
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Zafarabad Korai,2996,Bhu
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Bahadri,2997,Cd
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Dhakki,2998,Cd
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Dinpur,3001,Cd
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Gara Bakhtiar,3003,Cd
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Haji Mora,3004,Cd
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Hattala,3005,Cd
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Muslim Bazar,3006,Cd
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Naiwaila,3007,Cd
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Ratta Kulachi,3008,Cd
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Rehmani Khel,3009,Cd
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Yarik,3011,Cd
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Ch Choudwan,3012,x
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Civil Hosp 2. Draban Kalan,3013,x
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Civil Hosp Chaudwan,3014,x
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Mch Islamia Colony,3016,x
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Mmm Hosp,3017,x
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Kiri Shamo Zai,3018,Rhc
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Kot Jai,3019,Rhc
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Tba Centre,3023,x
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Thq Hosp Pharpur,3024,x
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Thq Kulachi,3028,x
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Thq Paroa,3031,x
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Type D Hosp Panyala,3033,x
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Zhq Dera,3037,x
District,Khyber Pakhtunkhwa,Dera Ismail Khan,3,Dikhan District Store,3038,x
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Adizai,3067,Bhu
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Aosake,3068,Bhu
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Aras Kale,3069,Bhu
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Asgay,3071,Bhu
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Banda Talash,3072,Bhu
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Beshegram,3074,Bhu
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Chadara,3075,Bhu
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Chakdara,3076,Bhu
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Chinar Kot,3078,Bhu
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Damtal,3079,Bhu
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Drangal,3080,Bhu
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Gal,3081,Bhu
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Hayasin,3082,Bhu
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Khadakzai,3084,Bhu
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Khungi,3085,Bhu
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Laghman Banda,3086,Bhu
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Lajbok,3087,Bhu
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Makhai,3088,Bhu
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Mian Kaly,3089,Bhu
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Morane,3090,Bhu
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Nasapa,3092,Bhu
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Pengal,3093,Bhu
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Ramora,3094,Bhu
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Shagai,3095,Bhu
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Sore Kandao,3096,Bhu
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Tangi,3097,Bhu
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Temargara,3098,Bhu
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Toda China,3100,Bhu
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Toor,3102,Bhu
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Tormang,3103,Bhu
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Zimdara,3105,Bhu
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Badwan,3106,Cd
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Bagh,3107,Cd
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Khanpur,3108,Cd
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Khazaza,3109,Cd
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Kotigram,3110,Cd
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Koto,3111,Cd
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Mian Baran Gola,3112,Cd
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Munjai,3113,Cd
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Sado,3114,Cd
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Sholam,3115,Cd
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Cdmalakand,3116,x
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Chc Com Helth Center,3117,x
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Mch Khal,3121,x
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Mch Maskani,3122,x
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Gulabad,3123,Rhc
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Lalqala,3126,Rhc
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Mayar,3129,Rhc
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Munda,3132,Rhc
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Ouch,3135,Rhc
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Thq Chakdara,3136,x
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Thq Samarbagh,3142,x
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Thq Talash,3144,x
District,Khyber Pakhtunkhwa,Lower Dir,3,Dirlower District Store,3145,x
Health Facility,Khyber Pakhtunkhwa,Upper Dir,4,Darora,3151,Bhu
Health Facility,Khyber Pakhtunkhwa,Upper Dir,4,12.Uc Jaber,3152,Bhu
Health Facility,Khyber Pakhtunkhwa,Upper Dir,4,3.Nihag Bandai,3153,Bhu
Health Facility,Khyber Pakhtunkhwa,Upper Dir,4,6.Uc Kalkot,3154,Bhu
Health Facility,Khyber Pakhtunkhwa,Upper Dir,4,6.Uc Sundal,3157,Bhu
Health Facility,Khyber Pakhtunkhwa,Upper Dir,4,8.Uc Sawnai,3158,Bhu
Health Facility,Khyber Pakhtunkhwa,Upper Dir,4,9.Uc Kotkay,3159,Bhu
Health Facility,Khyber Pakhtunkhwa,Upper Dir,4,Akhagram,3160,Bhu
Health Facility,Khyber Pakhtunkhwa,Upper Dir,4,Dakor,3161,Bhu
Health Facility,Khyber Pakhtunkhwa,Upper Dir,4,Dir,3162,Bhu
Health Facility,Khyber Pakhtunkhwa,Upper Dir,4,Dislower,3163,Bhu
Health Facility,Khyber Pakhtunkhwa,Upper Dir,4,Ganori,3164,Bhu
Health Facility,Khyber Pakhtunkhwa,Upper Dir,4,Main Dara,3165,Bhu
Health Facility,Khyber Pakhtunkhwa,Upper Dir,4,Palam,3166,Bhu
Health Facility,Khyber Pakhtunkhwa,Upper Dir,4,Pashta,3167,Bhu
Health Facility,Khyber Pakhtunkhwa,Upper Dir,4,Qulandi,3168,Bhu
Health Facility,Khyber Pakhtunkhwa,Upper Dir,4,Tarpatar,3169,Bhu
Health Facility,Khyber Pakhtunkhwa,Upper Dir,4,Cat D Wari,3170,x
Health Facility,Khyber Pakhtunkhwa,Upper Dir,4,Nihag Bandai,3172,Cd
Health Facility,Khyber Pakhtunkhwa,Upper Dir,4,Barawal,3173,Rhc
Health Facility,Khyber Pakhtunkhwa,Upper Dir,4,7.Uc Sharingal,3176,Rhc
Health Facility,Khyber Pakhtunkhwa,Upper Dir,4,Bibyawar,3178,Rhc
Health Facility,Khyber Pakhtunkhwa,Upper Dir,4,Thq 15.Uc Patrak,3179,x
District,Khyber Pakhtunkhwa,Upper Dir,3,Dirupper District Store,3181,x
Health Facility,Khyber Pakhtunkhwa,Hangu,4,Bilyamina,3184,Bhu
Health Facility,Khyber Pakhtunkhwa,Hangu,4,Dallan,3185,Bhu
Health Facility,Khyber Pakhtunkhwa,Hangu,4,Darband,3186,Bhu
Health Facility,Khyber Pakhtunkhwa,Hangu,4,Darband,3187,Bhu
Health Facility,Khyber Pakhtunkhwa,Hangu,4,Darsamand,3188,Bhu
Health Facility,Khyber Pakhtunkhwa,Hangu,4,Doaaba,3189,Bhu
Health Facility,Khyber Pakhtunkhwa,Hangu,4,Ibrahim Zai,3190,Bhu
Health Facility,Khyber Pakhtunkhwa,Hangu,4,Kahi,3191,Bhu
Health Facility,Khyber Pakhtunkhwa,Hangu,4,Karbogha,3193,Bhu
Health Facility,Khyber Pakhtunkhwa,Hangu,4,Miaji Khel,3194,Bhu
Health Facility,Khyber Pakhtunkhwa,Hangu,4,Mohammad Khwaja,3195,Bhu
Health Facility,Khyber Pakhtunkhwa,Hangu,4,Sarozai,3196,Bhu
Health Facility,Khyber Pakhtunkhwa,Hangu,4,Shahoo Khe,3197,Bhu
Health Facility,Khyber Pakhtunkhwa,Hangu,4,Shinawari,3199,Bhu
Health Facility,Khyber Pakhtunkhwa,Hangu,4,Togh Sarai,3200,Bhu
Health Facility,Khyber Pakhtunkhwa,Hangu,4,Torawari,3201,Cd
Health Facility,Khyber Pakhtunkhwa,Hangu,4,Dhq Hosp Hangu,3202,x
Health Facility,Khyber Pakhtunkhwa,Hangu,4,Naryab,3203,Rhc
Health Facility,Khyber Pakhtunkhwa,Hangu,4,Shc Torawari,3204,x
Health Facility,Khyber Pakhtunkhwa,Hangu,4,Sub Health Centre Doaba,3205,x
Health Facility,Khyber Pakhtunkhwa,Hangu,4,Thall Thq Hosp,3206,x
Health Facility,Khyber Pakhtunkhwa,Hangu,4,Zhq Hangu,3209,x
District,Khyber Pakhtunkhwa,Hangu,3,Hangu District Store,3210,x
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Amgah,3240,x
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Bagrha,3241,x
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Bait Gali,3242,x
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Bandi Sher Khan,3243,x
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Barag,3244,x
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Barkot,3245,x
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Beer,3246,x
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Hamlet,3247,Cd
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Chaintari,3248,x
Health Facility,Khyber Pakhtunkhwa,Haripur,4,D Type Hosp,3250,x
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Dheenda,3254,x
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Dingi,3256,x
