Health Level,Admin 1,Admin 2,Level,Facility,UID,Facility Type,Link,Latitude,Longitude
Health Facility,Sindh,Khinnazim,4,Mustafabad Disp,11436,x,0-x,0,0
Health Facility,Sindh,Khinnazim,4,Rangers Hosp.,11437,x,0-x,0,0
Health Facility,Sindh,Khinnazim,4,Shabbir Memorial Hosp.,11438,x,0-x,0,0
Health Facility,Sindh,Khinnazim,4,Sindh Govt Children Hosp.,11439,x,0-x,0,0
District,Sindh,Khinnazim,3,Khinnazim,11441,District Store,0-x,0,0
Health Facility,Sindh,Khinorth,4,Amir Shaheed Disp Uc10,11444,x,0-x,0,0
Health Facility,Sindh,Khinorth,4,Goodhra Medical Center,11446,x,0-x,0,0
Health Facility,Sindh,Khinorth,4,Govt Hospnew Karachi,11447,x,0-x,0,0
Health Facility,Sindh,Khinorth,4,Hosp Sector 5D Cdgk,11448,x,0-x,0,0
Health Facility,Sindh,Khinorth,4,Sector 11C3,11449,Mch Center,0-x,0,0
Health Facility,Sindh,Khinorth,4,Uhc 5C3,11450,x,0-x,0,0
Health Facility,Sindh,Khinorth,4,Umer Khan Disp 5B3,11451,x,0-x,0,0
District,Sindh,Khinorth,3,Khinorth,11453,District Store,0-x,0,0
Health Facility,Sindh,Korangi,4,Aligarh Almustafa  Outreach,11463,x,0-x,0,0
Health Facility,Sindh,Korangi,4,Alkhidmat Hosp.,11464,x,0-x,0,0
Health Facility,Sindh,Korangi,4,Alrazi Disp,11465,x,0-x,0,0
Health Facility,Sindh,Korangi,4,Banaras National Hosp.,11466,x,0-x,0,0
Health Facility,Sindh,Korangi,4,Good Smartin Hosp.,11467,x,0-x,0,0
Health Facility,Sindh,Korangi,4,Hilal E Ahmar,11469,x,0-x,0,0
Health Facility,Sindh,Korangi,4,Lcms Maternity Home,11470,x,0-x,0,0
Health Facility,Sindh,Korangi,4,Orangi Pilot Project,11471,x,0-x,0,0
Health Facility,Sindh,Korangi,4,Sindh Govt Hosp. Mansoor Nagar,11472,x,0-x,0,0
Health Facility,Sindh,Korangi,4,Sindh Govt Qatar Hosp.,11473,x,0-x,0,0
Health Facility,Sindh,Korangi,4,Sindh Govt Qatar Hosp. Newblock,11475,x,0-x,0,0
Health Facility,Sindh,Korangi,4,Uhc Aligarh Disp,11477,x,0-x,0,0
Health Facility,Sindh,Korangi,4,Uhc Orangi10,11478,x,0-x,0,0
Health Facility,Sindh,Korangi,4,Uhc10orangitown,11479,x,0-x,0,0
District,Sindh,Korangi,3,Khiorangi,11480,District Store,0-x,0,0
Health Facility,Sindh,Khisaddar,4,Dehli Punjab Coloney Clinic,11487,x,0-x,0,0
Health Facility,Sindh,Khisaddar,4,Dha Medical Center,11488,x,0-x,0,0
Health Facility,Sindh,Khisaddar,4,Ed Disp,11489,x,0-x,0,0
Health Facility,Sindh,Khisaddar,4,Edhi Centre,11490,x,0-x,0,0
Health Facility,Sindh,Khisaddar,4,Eidgah Maternity Home,11491,x,0-x,0,0
Health Facility,Sindh,Khisaddar,4,Gazadarabad Hosp.,11493,x,0-x,0,0
Health Facility,Sindh,Khisaddar,4,Gizri Marernity Home,11494,x,0-x,0,0
Health Facility,Sindh,Khisaddar,4,Halar General Hosp.,11495,x,0-x,0,0
Health Facility,Sindh,Khisaddar,4,Help Care Center,11496,x,0-x,0,0
Health Facility,Sindh,Khisaddar,4,Jpmc,11497,x,0-x,0,0
Health Facility,Sindh,Khisaddar,4,Kmc Mch Center,11498,x,0-x,0,0
Health Facility,Sindh,Khisaddar,4,Kutiana Memon Hosp.,11500,x,0-x,0,0
Health Facility,Sindh,Khisaddar,4,Ladydufferin Hosp,11501,x,0-x,0,0
Health Facility,Sindh,Khisaddar,4,Naval Central Surgeory Hosp.,11502,x,0-x,0,0
Health Facility,Sindh,Khisaddar,4,Nich,11503,x,0-x,0,0
Health Facility,Sindh,Khisaddar,4,Pns Shifa Hosp. Epi Center,11505,x,0-x,0,0
Health Facility,Sindh,Khisaddar,4,Police Hosp. Epi Center,11506,x,0-x,0,0
Health Facility,Sindh,Khisaddar,4,Sindh Services Hosp.,11509,x,0-x,0,0
Health Facility,Sindh,Khisaddar,4,Sobraj Meternity Hosp.,11510,x,0-x,0,0
Health Facility,Sindh,Khisaddar,4,Zaibunisa Hosp.,11511,x,0-x,0,0
District,Sindh,Khisaddar,3,Khisaddar,11512,District Store,0-x,0,0
Health Facility,Sindh,Khisite,4,Alshifa Clinic,11522,x,0-x,0,0
Health Facility,Sindh,Khisite,4,Hasrat Mohani Medical Complex,11523,x,0-x,0,0
Health Facility,Sindh,Khisite,4,Hassan Jan Hosp.,11524,x,0-x,0,0
Health Facility,Sindh,Khisite,4,Kyss Hosp.,11525,x,0-x,0,0
Health Facility,Sindh,Khisite,4,Manghopir Maternity Home,11526,x,0-x,0,0
Health Facility,Sindh,Khisite,4,Metrolines Hosp.,11527,x,0-x,0,0
Health Facility,Sindh,Khisite,4,Old Golimar Disp,11528,x,0-x,0,0
Health Facility,Sindh,Khisite,4,Paracha Medical Center,11529,x,0-x,0,0
Health Facility,Sindh,Khisite,4,Rashid Minhas Disp,11530,x,0-x,0,0
Health Facility,Sindh,Khisite,4,Rehman Hosp.,11531,x,0-x,0,0
Health Facility,Sindh,Khisite,4,Saeedabad Disp,11532,x,0-x,0,0
Health Facility,Sindh,Khisite,4,Sgd Qasba Colony,11533,x,0-x,0,0
Health Facility,Sindh,Khisite,4,Sguhu Asif Colony,11534,x,0-x,0,0
District,Sindh,Khisite,3,Khisite,11536,District Store,0-x,0,0
Health Facility,Sindh,Larkana,4,Akil,11539,Bhu,0-x,0,0
Health Facility,Sindh,Larkana,4,Beero Chandio,11541,Bhu,0-x,0,0
Health Facility,Sindh,Larkana,4,Daro,11542,Bhu,0-x,0,0
Health Facility,Sindh,Larkana,4,Dhamrah,11543,Bhu,0-x,0,0
Health Facility,Sindh,Larkana,4,Izzat Wand,11545,Bhu,0-x,0,0
Health Facility,Sindh,Larkana,4,Jum Agham,11546,Bhu,0-x,0,0
Health Facility,Sindh,Larkana,4,Karani,11547,Bhu,0-x,0,0
Health Facility,Sindh,Larkana,4,Kothi,11548,Bhu,0-x,0,0
Health Facility,Sindh,Larkana,4,Lashari,11549,Bhu,0-x,0,0
Health Facility,Sindh,Larkana,4,Mad Bahoo,11550,Bhu,0-x,0,0
Health Facility,Sindh,Larkana,4,New Gud,11551,Bhu,0-x,0,0
Health Facility,Sindh,Larkana,4,Pathan Pph1,11552,Bhu,0-x,0,0
Health Facility,Sindh,Larkana,4,Pir Bux Bhutto,11553,Bhu,0-x,0,0
Health Facility,Sindh,Larkana,4,Saido Dero,11554,Bhu,0-x,0,0
Health Facility,Sindh,Larkana,4,Seehar,11555,Bhu,0-x,0,0
Health Facility,Sindh,Larkana,4,Shahabad,11556,Bhu,0-x,0,0
Health Facility,Sindh,Larkana,4,Sono Jatoi,11557,Bhu,0-x,0,0
Health Facility,Sindh,Larkana,4,Usman Lahhair,11558,Bhu,0-x,0,0
Health Facility,Sindh,Larkana,4,Veeher,11559,Bhu,0-x,0,0
Health Facility,Sindh,Larkana,4,Waris Dino Macchi,11560,Bhu,0-x,0,0
Health Facility,Sindh,Larkana,4,Aghani,11561,Cd,0-x,0,0
Health Facility,Sindh,Larkana,4,Bhains Colony,11562,Cd,0-x,0,0
Health Facility,Sindh,Larkana,4,Gajjan Pur,11563,Cd,0-x,0,0
Health Facility,Sindh,Larkana,4,Mahota,11564,Cd,0-x,0,0
Health Facility,Sindh,Larkana,4,Tatri,11565,Cd,0-x,0,0
Health Facility,Sindh,Larkana,4,Cmc Children Hosp,11566,x,0-x,0,0
Health Facility,Sindh,Larkana,4,Police Line,11567,Disp,0-x,0,0
Health Facility,Sindh,Larkana,4,Rasheed Waggan,11568,Disp,0-x,0,0
Health Facility,Sindh,Larkana,4,Red Cresent,11569,Disp,0-x,0,0
Health Facility,Sindh,Larkana,4,Dispansary Fateh Pur,11570,x,0-x,0,0
Health Facility,Sindh,Larkana,4,Pakistan Chowk,11571,Epi Center,0-x,0,0
Health Facility,Sindh,Larkana,4,Civil Hosp,11572,Epi Centre,0-x,0,0
Health Facility,Sindh,Larkana,4,Khuda Abad,11573,Epi Centre,0-x,0,0
Health Facility,Sindh,Larkana,4,Latif Colony,11574,Epi Centre,0-x,0,0
Health Facility,Sindh,Larkana,4,Shaikh Trust,11575,Epi Centre,0-x,0,0
Health Facility,Sindh,Larkana,4,Social Security,11576,Epi Centre,0-x,0,0
Health Facility,Sindh,Larkana,4,Old Dho Office,11577,Epi,0-x,0,0
Health Facility,Sindh,Larkana,4,Hasib Chandio Disp,11578,x,0-x,0,0
Health Facility,Sindh,Larkana,4,Maternity Home Muran Wan,11580,x,0-x,0,0
Health Facility,Sindh,Larkana,4,Meternity Home,11581,x,0-x,0,0
Health Facility,Sindh,Larkana,4,Badah,11582,Rhc,0-x,0,0
Health Facility,Sindh,Larkana,4,Bangul Dero,11583,Rhc,0-x,0,0
Health Facility,Sindh,Larkana,4,Garhi Khuda Baksh,11585,Rhc,0-x,0,0
Health Facility,Sindh,Larkana,4,Gerello,11588,Rhc,0-x,0,0
Health Facility,Sindh,Larkana,4,Nau Dero,11589,Rhc,0-x,0,0
Health Facility,Sindh,Larkana,4,Areeja,11591,Thq,0-x,0,0
Health Facility,Sindh,Larkana,4,Dokri,11592,Thq,0-x,0,0
Health Facility,Sindh,Larkana,4,Rato Dero,11594,Thq Hosp,0-x,0,0
District,Sindh,Larkana,3,Larkana,11597,District Store,0-x,0,0
Health Facility,Sindh,Matiari,4,Bho Khandoo,11603,x,0-x,0,0
Health Facility,Sindh,Matiari,4,Allah Dino Sand,11604,Bhu,0-x,0,0
Health Facility,Sindh,Matiari,4,Bao Khan Pathan,11605,Bhu,0-x,0,0
Health Facility,Sindh,Matiari,4,Bhanote,11606,Bhu,0-x,0,0
Health Facility,Sindh,Matiari,4,Bogo Jamali,11607,Bhu,0-x,0,0
Health Facility,Sindh,Matiari,4,Fakir Nooh Hothiani,11608,Bhu,0-x,0,0
Health Facility,Sindh,Matiari,4,Hala Old,11610,Bhu,0-x,0,0
Health Facility,Sindh,Matiari,4,Ilyas Ibieafo,11611,Bhu,0-x,0,0
Health Facility,Sindh,Matiari,4,K K Nizamani,11612,Bhu,0-x,0,0
Health Facility,Sindh,Matiari,4,Laloo Mayna,11613,Bhu,0-x,0,0
Health Facility,Sindh,Matiari,4,Meher Shah,11614,Bhu,0-x,0,0
Health Facility,Sindh,Matiari,4,Oderolal Village,11615,Bhu,0-x,0,0
Health Facility,Sindh,Matiari,4,Png Moro,11616,Bhu,0-x,0,0
Health Facility,Sindh,Matiari,4,S Khan Lagari,11617,Bhu,0-x,0,0
Health Facility,Sindh,Matiari,4,Seea Choo Kaka,11618,Bhu,0-x,0,0
Health Facility,Sindh,Matiari,4,Sekhat,11619,Bhu,0-x,0,0
Health Facility,Sindh,Matiari,4,Shahmir Rahu,11620,Bhu,0-x,0,0
Health Facility,Sindh,Matiari,4,Tahir Hinghoro,11621,Bhu,0-x,0,0
Health Facility,Sindh,Matiari,4,Zairpir,11622,Bhu,0-x,0,0
Health Facility,Sindh,Matiari,4,Mohari Mohammad Khan,11623,Cd,0-x,0,0
Health Facility,Sindh,Matiari,4,Zairpir,11624,Cd,0-x,0,0
Health Facility,Sindh,Matiari,4,Dhu Nabi Bux Jamali,11625,x,0-x,0,0
Health Facility,Sindh,Matiari,4,Awal Chachar,11626,Disp,0-x,0,0
Health Facility,Sindh,Matiari,4,Bao Khan Pathan,11627,Gd,0-x,0,0
Health Facility,Sindh,Matiari,4,Dhaloo Khaslal,11628,Gd,0-x,0,0
Health Facility,Sindh,Matiari,4,Juma Shahok,11629,Gd,0-x,0,0
Health Facility,Sindh,Matiari,4,Khan Mohammad Majeedar,11630,Gd,0-x,0,0
Health Facility,Sindh,Matiari,4,Khnath,11631,Gd,0-x,0,0
Health Facility,Sindh,Matiari,4,M Thora,11632,Gd,0-x,0,0
Health Facility,Sindh,Matiari,4,Pk Jamali,11633,Gd,0-x,0,0
Health Facility,Sindh,Matiari,4,Rana Bugio,11634,Gd,0-x,0,0
Health Facility,Sindh,Matiari,4,Saeedabad,11635,Gd,0-x,0,0
Health Facility,Sindh,Matiari,4,B O Kaka,11636,Rhc,0-x,0,0
Health Facility,Sindh,Matiari,4,Bhit Shsh,11637,Rhc,0-x,0,0
Health Facility,Sindh,Matiari,4,Khyber,11638,Rhc,0-x,0,0
Health Facility,Sindh,Matiari,4,Odero Lal Station,11639,Rhc,0-x,0,0
Health Facility,Sindh,Matiari,4,Taluka Vaccine Store,11640,x,0-x,0,0
Health Facility,Sindh,Matiari,4,Tehsil Hosp New Saeedabad,11644,x,0-x,0,0
Health Facility,Sindh,Matiari,4,Tehsil Store Matiari Hosp,11645,x,0-x,0,0
Health Facility,Sindh,Matiari,4,Tehsil Vaccine Store Hala,11647,x,0-x,0,0
Health Facility,Sindh,Matiari,4,Hala,11650,Thq,0-x,0,0
Health Facility,Sindh,Matiari,4,Matiari,11651,Thq,0-x,0,0
District,Sindh,Matiari,3,Matiari,11653,District Store,0-x,0,0
Health Facility,Sindh,Mirpur Khas,4,Ali Medicair,11685,x,0-x,0,0
Health Facility,Sindh,Mirpur Khas,4,Bhati Medical Hosp,11686,x,0-x,0,0
Health Facility,Sindh,Mirpur Khas,4,Abdul Qayoom Khair,11687,Bhu,0-x,0,0
Health Facility,Sindh,Mirpur Khas,4,Abdullah Jarwr,11689,Bhu,0-x,0,0
Health Facility,Sindh,Mirpur Khas,4,Dengan Bhurgri,11690,Bhu,0-x,0,0
Health Facility,Sindh,Mirpur Khas,4,Dialgadh,11692,Bhu,0-x,0,0
Health Facility,Sindh,Mirpur Khas,4,Doulat Laghari,11693,Bhu,0-x,0,0
Health Facility,Sindh,Mirpur Khas,4,Faiz Bilani,11695,Bhu,0-x,0,0
Health Facility,Sindh,Mirpur Khas,4,Faqeer Bashir Laghari,11696,Bhu,0-x,0,0
Health Facility,Sindh,Mirpur Khas,4,Fazal Bhambhro,11697,Bhu,0-x,0,0
Health Facility,Sindh,Mirpur Khas,4,Ghroro Sharif,11699,Bhu,0-x,0,0
Health Facility,Sindh,Mirpur Khas,4,Ghulamhyder Shah,11701,Bhu,0-x,0,0
Health Facility,Sindh,Mirpur Khas,4,Haji Ismail Jo Goth,11702,Bhu,0-x,0,0
Health Facility,Sindh,Mirpur Khas,4,Hameed Pur Colony,11703,Bhu,0-x,0,0
Health Facility,Sindh,Mirpur Khas,4,Hingono,11704,Bhu,0-x,0,0
Health Facility,Sindh,Mirpur Khas,4,Jhluri,11706,Bhu,0-x,0,0
Health Facility,Sindh,Mirpur Khas,4,Kachelo Farm,11707,Bhu,0-x,0,0
Health Facility,Sindh,Mirpur Khas,4,Kachelo Station,11708,Bhu,0-x,0,0
Health Facility,Sindh,Mirpur Khas,4,Karam Ali Laghe,11709,Bhu,0-x,0,0
Health Facility,Sindh,Mirpur Khas,4,Kdm Junejo,11711,Bhu,0-x,0,0
Health Facility,Sindh,Mirpur Khas,4,Khadim Ali Shah,11712,Bhu,0-x,0,0
Health Facility,Sindh,Mirpur Khas,4,Khan,11713,Bhu,0-x,0,0
Health Facility,Sindh,Mirpur Khas,4,Kot Mir Jan Mohammad,11714,Bhu,0-x,0,0
Health Facility,Sindh,Mirpur Khas,4,Kot Mirs,11715,Bhu,0-x,0,0
Health Facility,Sindh,Mirpur Khas,4,Kumbri,11717,Bhu,0-x,0,0
Health Facility,Sindh,Mirpur Khas,4,M Hashim Bhurgri,11718,Bhu,0-x,0,0
Health Facility,Sindh,Mirpur Khas,4,Makhan Samoon,11720,Bhu,0-x,0,0
Health Facility,Sindh,Mirpur Khas,4,Malook Pahore,11721,Bhu,0-x,0,0
Health Facility,Sindh,Mirpur Khas,4,Mchmood Abd,11723,Bhu,0-x,0,0
Health Facility,Sindh,Mirpur Khas,4,Muhram Kayf,11725,Bhu,0-x,0,0
Health Facility,Sindh,Mirpur Khas,4,Nawab Calony,11727,Bhu,0-x,0,0
Health Facility,Sindh,Mirpur Khas,4,Pabban 160,11728,Bhu,0-x,0,0
Health Facility,Sindh,Mirpur Khas,4,Patoyoon,11729,Bhu,0-x,0,0
Health Facility,Sindh,Mirpur Khas,4,Ramzan Junjo,11730,Bhu,0-x,0,0
Health Facility,Sindh,Mirpur Khas,4,Sakriar,11731,Bhu,0-x,0,0
Health Facility,Sindh,Mirpur Khas,4,St Town,11732,Bhu,0-x,0,0
Health Facility,Sindh,Mirpur Khas,4,Tando Kolachi,11734,Bhu,0-x,0,0
Health Facility,Sindh,Mirpur Khas,4,Ubedullah Bhurgari,11735,Bhu,0-x,0,0
Health Facility,Sindh,Mirpur Khas,4,Usman Junjo,11736,Bhu,0-x,0,0
Health Facility,Sindh,Mirpur Khas,4,Ahroi,11737,Cd,0-x,0,0
Health Facility,Sindh,Mirpur Khas,4,Kak Benglow,11738,Cd,0-x,0,0
Health Facility,Sindh,Mirpur Khas,4,Mir Ghulam Hussain,11739,Cd,0-x,0,0
Health Facility,Sindh,Mirpur Khas,4,78 Mori,11740,Chc,0-x,0,0
Health Facility,Sindh,Mirpur Khas,4,Civial Hosp Mprsks,11741,x,0-x,0,0
Health Facility,Sindh,Mirpur Khas,4,Dcd Otaque Ahmed Khan,11742,x,0-x,0,0
Health Facility,Sindh,Mirpur Khas,4,Disabled Persons Center,11743,x,0-x,0,0
Health Facility,Sindh,Mirpur Khas,4,Kgm Center Taluka,11744,Epi,0-x,0,0
Health Facility,Sindh,Mirpur Khas,4,Ex Prenatal Dispencery Gulshan Colony,11746,x,0-x,0,0
Health Facility,Sindh,Mirpur Khas,4,Gaya Trest Foundation Center,11747,x,0-x,0,0
Health Facility,Sindh,Mirpur Khas,4,Ali Shair Shah,11748,Gd,0-x,0,0
Health Facility,Sindh,Mirpur Khas,4,Dilber Mahar,11749,Govt Disp,0-x,0,0
Health Facility,Sindh,Mirpur Khas,4,Imtiaz Punhwar,11750,Govt Disp,0-x,0,0
Health Facility,Sindh,Mirpur Khas,4,Ratabad,11751,Govt Disp,0-x,0,0
Health Facility,Sindh,Mirpur Khas,4,Roshan Abad,11752,Govt Disp,0-x,0,0
Health Facility,Sindh,Mirpur Khas,4,Jhudo,11754,Mch Center,0-x,0,0
Health Facility,Sindh,Mirpur Khas,4,Hameed Pur Colony,11755,Mch,0-x,0,0
Health Facility,Sindh,Mirpur Khas,4,Mir Wah Gorchani,11756,Mch,0-x,0,0
Health Facility,Sindh,Mirpur Khas,4,Mohammad Hosp,11757,x,0-x,0,0
Health Facility,Sindh,Mirpur Khas,4,Mir Wah Gorchani,11758,Rhc,0-x,0,0
Health Facility,Sindh,Mirpur Khas,4,Naukot,11759,Rhc,0-x,0,0
Health Facility,Sindh,Mirpur Khas,4,Phulladyoon,11761,Rhc,0-x,0,0
Health Facility,Sindh,Mirpur Khas,4,Tando Jan Mohammad,11763,Rhc,0-x,0,0
Health Facility,Sindh,Mirpur Khas,4,S Tresa Hosp,11766,x,0-x,0,0
Health Facility,Sindh,Mirpur Khas,4,Ta Luka Hosp Digri,11767,x,0-x,0,0
Health Facility,Sindh,Mirpur Khas,4,Taluka Hosp Digri,11770,x,0-x,0,0
Health Facility,Sindh,Mirpur Khas,4,Taulka Store Jhudo,11771,x,0-x,0,0
Health Facility,Sindh,Mirpur Khas,4,Kgm Store,11772,Thq,0-x,0,0
Health Facility,Sindh,Mirpur Khas,4,Uc Cunter Jhudo,11773,x,0-x,0,0
District,Sindh,Mirpur Khas,3,Mirpurkhas,11775,District Store,0-x,0,0
Health Facility,Sindh,Naushahro Feroze,4,Behlani,11846,Bhu,0-x,0,0
Health Facility,Sindh,Naushahro Feroze,4,Bhiria Road,11847,Bhu,0-x,0,0
Health Facility,Sindh,Naushahro Feroze,4,Bhotry,11848,Bhu,0-x,0,0
Health Facility,Sindh,Naushahro Feroze,4,Bozid Pur,11849,Bhu,0-x,0,0
Health Facility,Sindh,Naushahro Feroze,4,Chanheen Sulman,11850,Bhu,0-x,0,0
Health Facility,Sindh,Naushahro Feroze,4,Dageja,11851,Bhu,0-x,0,0
Health Facility,Sindh,Naushahro Feroze,4,Dali,11852,Bhu,0-x,0,0
Health Facility,Sindh,Naushahro Feroze,4,Depraja,11853,Bhu,0-x,0,0
Health Facility,Sindh,Naushahro Feroze,4,Fatoo Bilal,11854,Bhu,0-x,0,0
Health Facility,Sindh,Naushahro Feroze,4,Ghairgaju,11855,Bhu,0-x,0,0
Health Facility,Sindh,Naushahro Feroze,4,Ghulam Shah,11856,Bhu,0-x,0,0
Health Facility,Sindh,Naushahro Feroze,4,Jeando Rajpar,11857,Bhu,0-x,0,0
Health Facility,Sindh,Naushahro Feroze,4,Khan Wahan,11858,Bhu,0-x,0,0
Health Facility,Sindh,Naushahro Feroze,4,Kotri Kabir,11859,Bhu,0-x,0,0
Health Facility,Sindh,Naushahro Feroze,4,Kunda Khahi,11860,Bhu,0-x,0,0
Health Facility,Sindh,Naushahro Feroze,4,Lakha Road,11861,Bhu,0-x,0,0
Health Facility,Sindh,Naushahro Feroze,4,Mahmood Ahcndio,11862,Bhu,0-x,0,0
Health Facility,Sindh,Naushahro Feroze,4,Masur Ji Wah,11863,Bhu,0-x,0,0
Health Facility,Sindh,Naushahro Feroze,4,Md Jatoi,11864,Bhu,0-x,0,0
Health Facility,Sindh,Naushahro Feroze,4,Meera Pur,11865,Bhu,0-x,0,0
Health Facility,Sindh,Naushahro Feroze,4,Mohd Phull,11866,Bhu,0-x,0,0
Health Facility,Sindh,Naushahro Feroze,4,Moli Diro Lark,11867,Bhu,0-x,0,0
Health Facility,Sindh,Naushahro Feroze,4,Munjuth,11868,Bhu,0-x,0,0
Health Facility,Sindh,Naushahro Feroze,4,Murad Pahore,11869,Bhu,0-x,0,0
Health Facility,Sindh,Naushahro Feroze,4,Nandha Dongar,11870,Bhu,0-x,0,0
Health Facility,Sindh,Naushahro Feroze,4,Padidan,11871,Bhu,0-x,0,0
Health Facility,Sindh,Naushahro Feroze,4,Panyial Fakeer,11872,Bhu,0-x,0,0
Health Facility,Sindh,Naushahro Feroze,4,Puram,11873,Bhu,0-x,0,0
Health Facility,Sindh,Naushahro Feroze,4,Qamerdin Chandio,11874,Bhu,0-x,0,0
Health Facility,Sindh,Naushahro Feroze,4,Rahim Chand,11875,Bhu,0-x,0,0
Health Facility,Sindh,Naushahro Feroze,4,Rajpar,11876,Bhu,0-x,0,0
Health Facility,Sindh,Naushahro Feroze,4,Saeed Khan Lakho,11877,Bhu,0-x,0,0
Health Facility,Sindh,Naushahro Feroze,4,Soomar Chanar,11879,Bhu,0-x,0,0
Health Facility,Sindh,Naushahro Feroze,4,Tharushah,11880,Bhu,0-x,0,0
Health Facility,Sindh,Naushahro Feroze,4,Arban,11881,Cd,0-x,0,0
Health Facility,Sindh,Naushahro Feroze,4,Bahoro Mulla,11882,Cd,0-x,0,0
Health Facility,Sindh,Naushahro Feroze,4,Lundo,11883,Cd,0-x,0,0
Health Facility,Sindh,Naushahro Feroze,4,Murad Kharao,11884,Cd,0-x,0,0
Health Facility,Sindh,Naushahro Feroze,4,Sadhoja,11885,Cd,0-x,0,0
Health Facility,Sindh,Naushahro Feroze,4,N S Feroz,11886,Civil Hosp,0-x,0,0
Health Facility,Sindh,Naushahro Feroze,4,Dc Faiz Mohammad Rajpar,11887,x,0-x,0,0
Health Facility,Sindh,Naushahro Feroze,4,Dalipota,11888,Gd,0-x,0,0
Health Facility,Sindh,Naushahro Feroze,4,Jahan Khan Jatoi,11889,Gd,0-x,0,0
Health Facility,Sindh,Naushahro Feroze,4,Latic Pehnwr,11890,Gd,0-x,0,0
Health Facility,Sindh,Naushahro Feroze,4,Darbelo,11891,Rhc,0-x,0,0
Health Facility,Sindh,Naushahro Feroze,4,Darya Khan Mari,11892,Rhc,0-x,0,0
Health Facility,Sindh,Naushahro Feroze,4,Halani,11893,Rhc,0-x,0,0
Health Facility,Sindh,Naushahro Feroze,4,Kamal Dero,11894,Rhc,0-x,0,0
Health Facility,Sindh,Naushahro Feroze,4,Machur,11895,Rhc,0-x,0,0
Health Facility,Sindh,Naushahro Feroze,4,Mehabpur,11896,Rhc,0-x,0,0
Health Facility,Sindh,Naushahro Feroze,4,Mithini,11897,Rhc,0-x,0,0
Health Facility,Sindh,Naushahro Feroze,4,New Jotoi,11898,Rhc,0-x,0,0
Health Facility,Sindh,Naushahro Feroze,4,Padidan,11899,Rhc,0-x,0,0
Health Facility,Sindh,Naushahro Feroze,4,Sonahri Faram,11900,Rhc,0-x,0,0
Health Facility,Sindh,Naushahro Feroze,4,Tharushah,11901,Rhc,0-x,0,0
Health Facility,Sindh,Naushahro Feroze,4,Taluka Hosp Kandiaro,11902,x,0-x,0,0
Health Facility,Sindh,Naushahro Feroze,4,Taluka Hosp Moro,11904,x,0-x,0,0
Health Facility,Sindh,Naushahro Feroze,4,Taluka Store Rhcbhiria,11906,x,0-x,0,0
District,Sindh,Naushahro Feroze,3,Nferoz,11908,District Store,0-x,0,0
Health Facility,Sindh,Sanghar,4,22 Jamrao,11924,Bhu,0-x,0,0
Health Facility,Sindh,Sanghar,4,Bagowadadan,11925,Bhu,0-x,0,0
Health Facility,Sindh,Sanghar,4,Barhoon,11926,Bhu,0-x,0,0
Health Facility,Sindh,Sanghar,4,Berani,11927,Bhu,0-x,0,0
Health Facility,Sindh,Sanghar,4,Bhit Bhaiti,11928,Bhu,0-x,0,0
Health Facility,Sindh,Sanghar,4,Bossi,11929,Bhu,0-x,0,0
Health Facility,Sindh,Sanghar,4,No8,11931,Bhu,0-x,0,0
Health Facility,Sindh,Sanghar,4,Chotiyaroon,11932,Bhu,0-x,0,0
Health Facility,Sindh,Sanghar,4,Denhi Prtho Rajar,11933,Bhu,0-x,0,0
Health Facility,Sindh,Sanghar,4,Dhilyar,11934,Bhu,0-x,0,0
Health Facility,Sindh,Sanghar,4,Gujri,11935,Bhu,0-x,0,0
Health Facility,Sindh,Sanghar,4,Haji Hassan Hangoro,11937,Bhu,0-x,0,0
Health Facility,Sindh,Sanghar,4,Hathungo,11938,Bhu,0-x,0,0
Health Facility,Sindh,Sanghar,4,Hot Wassan,11939,Bhu,0-x,0,0
Health Facility,Sindh,Sanghar,4,Jhando Rind,11940,Bhu,0-x,0,0
Health Facility,Sindh,Sanghar,4,Jieabad,11941,Bhu,0-x,0,0
Health Facility,Sindh,Sanghar,4,Kalo Rajar,11942,Bhu,0-x,0,0
Health Facility,Sindh,Sanghar,4,Kamil Hingoro,11943,Bhu,0-x,0,0
Health Facility,Sindh,Sanghar,4,Kazi Wali Mohd,11944,Bhu,0-x,0,0
Health Facility,Sindh,Sanghar,4,Khadro,11945,Bhu,0-x,0,0
Health Facility,Sindh,Sanghar,4,Khan Sanjrani,11946,Bhu,0-x,0,0
Health Facility,Sindh,Sanghar,4,Landhi,11947,Bhu,0-x,0,0
Health Facility,Sindh,Sanghar,4,Lundo,11948,Bhu,0-x,0,0
Health Facility,Sindh,Sanghar,4,Malook Junjoo,11949,Bhu,0-x,0,0
Health Facility,Sindh,Sanghar,4,Malook Mahar,11950,Bhu,0-x,0,0
Health Facility,Sindh,Sanghar,4,Maroof Dahri,11951,Bhu,0-x,0,0
Health Facility,Sindh,Sanghar,4,Mehar Ali Talpur,11953,Bhu,0-x,0,0
Health Facility,Sindh,Sanghar,4,Mir Hassan Mari,11954,Bhu,0-x,0,0
Health Facility,Sindh,Sanghar,4,Mohd Ali Junejo,11956,Bhu,0-x,0,0
Health Facility,Sindh,Sanghar,4,Muhammad Khan Rind,11957,Bhu,0-x,0,0
Health Facility,Sindh,Sanghar,4,Mulla Hurmat,11958,Bhu,0-x,0,0
