Health Level,Admin 1,Admin 2,Level,Facility,UID,Facility Type,Link,Latitude,Longitude
Health Facility,Azad Kashmir,Bagh,4,Birpani,2,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Bhimber,4,Chowki,3,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Bhimber,4,Dhulli,4,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Bhimber,4,Jhaglari,6,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Bhimber,4,Khawaja Ratnoi,8,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Bhimber,4,Khorl Abbasian,9,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Bhimber,4,Khorl Meldialin,10,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Bhimber,4,Kot,12,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Bhimber,4,Neela Butt,13,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Bhimber,4,Rangla,14,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Bhimber,4,Rera,15,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Bhimber,4,Sahlian,18,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Bhimber,4,Sari Pirain,19,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Bhimber,4,Sirsyedan,20,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Bhimber,4,Sohawa Shreef,21,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Bhimber,4,Thub,23,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Bhimber,4,Bani Pasari,25,Cd,0-x,0,0
Health Facility,Azad Kashmir,Bhimber,4,Hill Hosp,27,Cd,0-x,0,0
Health Facility,Azad Kashmir,Bhimber,4,Hq Bagh,30,Cd,0-x,0,0
Health Facility,Azad Kashmir,Bhimber,4,Naryola,31,Cd,0-x,0,0
Health Facility,Azad Kashmir,Bhimber,4,Sangher Bathara,32,Cd,0-x,0,0
Health Facility,Azad Kashmir,Bhimber,4,Bagh,33,Dhq Hosp,0-x,0,0
Health Facility,Azad Kashmir,Bhimber,4,Harri Ghal,35,Epi Center,0-x,0,0
Health Facility,Azad Kashmir,Bhimber,4,Fad Dhak Padder,36,x,0-x,0,0
Health Facility,Azad Kashmir,Bhimber,4,Sallyna Mddila,37,Fap,0-x,0,0
Health Facility,Azad Kashmir,Bhimber,4,Natra Kot,38,Fap,0-x,0,0
Health Facility,Azad Kashmir,Bhimber,4,Chittra Topi,39,Rhc,0-x,0,0
Health Facility,Azad Kashmir,Bhimber,4,Chtter Noz,40,Rhc,0-x,0,0
Health Facility,Azad Kashmir,Bhimber,4,Arja,41,Rhc,0-x,0,0
Health Facility,Azad Kashmir,Bhimber,4,Ghazi Abad,42,Rhc,0-x,0,0
Health Facility,Azad Kashmir,Bhimber,4,Kafal Garh,44,Rhc,0-x,0,0
Health Facility,Azad Kashmir,Bhimber,4,Mallot,45,Rhc,0-x,0,0
Health Facility,Azad Kashmir,Bhimber,4,Sessar,47,Rhc,0-x,0,0
Health Facility,Azad Kashmir,Bhimber,4,Tehsil Store Harri Ghal,49,x,0-x,0,0
Health Facility,Azad Kashmir,Bhimber,4,Dhirkot,52,Thq,0-x,0,0
Health Facility,Azad Kashmir,Bhimber,4,Dhirkot Store,54,Thq,0-x,0,0
District,Azad Kashmir,Bhimber,3,Bagh,57,District Store,0-x,0,0
Health Facility,Azad Kashmir,Bhimber,4,Cheez,76,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,Baba Sheel Shadi,77,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,Banin,79,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,Barhing,81,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,Barnala,83,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,Bhmawa,84,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,Binali,86,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,Channi Thothal,87,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,Dabb,91,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,Gora Nakka,92,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,Jandala,93,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,Kalri,97,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,Kherowal,98,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,Kot Jamal,99,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,Malot,100,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,Mughloora,101,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,Nali,102,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,Pindi Jhunja,103,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,Poona,104,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,Sokasan,106,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,Fakroot,108,Cd,0-x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,Kadyala,109,Cd,0-x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,Kalwal,110,Cd,0-x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,Kanjloor,111,Cd,0-x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,Khadora,113,Cd,0-x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,Khamba,114,Cd,0-x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,Panjairri,115,Cd,0-x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,Sanghar,116,Cd,0-x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,Thathi,117,Cd,0-x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,Dho Bhimber Epi Center,118,x,0-x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,District Hosp Bhimber,122,x,0-x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,Baboot Epi Center,123,Fap,0-x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,Chandi Chowk,124,Fap,0-x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,Danna Epi Center,125,Fap,0-x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,Dhandar Kot,126,Fap,0-x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,Kalich,128,Fap,0-x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,Mathala,129,Fap,0-x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,Mohra Sada,130,Fap,0-x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,Thub Epi Center,131,Fap,0-x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,Barnala,132,Rhc,0-x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,Panjairri,134,Rhc,0-x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,Tehsil Epi Store Mc,135,x,0-x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,Tehsil Store Epi Samahni,136,x,0-x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,Epi Center Samahni,138,Thq,0-x,0,0
District,Azad Kashmir,Hattian Bala,3,Bhimber,139,District Store,0-x,0,0
Health Facility,Azad Kashmir,Hattian Bala,4,Bana Mulla,155,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Haveli,4,Chakhama,157,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Haveli,4,Chinari,159,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Haveli,4,Gandi Garan,160,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Haveli,4,Khaliana,161,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Haveli,4,Nokot,162,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Haveli,4,Sana Damian,164,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Haveli,4,Sarran,165,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Haveli,4,Sulmia,166,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Haveli,4,Pahal,167,Cd,0-x,0,0
Health Facility,Azad Kashmir,Haveli,4,Shahkanja,168,Cd,0-x,0,0
Health Facility,Azad Kashmir,Haveli,4,Cham,169,Epi Center,0-x,0,0
Health Facility,Azad Kashmir,Haveli,4,Andarsari,170,Fap,0-x,0,0
Health Facility,Azad Kashmir,Haveli,4,Center Bunelangria,171,Fap,0-x,0,0
Health Facility,Azad Kashmir,Haveli,4,Kundia Shakira,172,Fap,0-x,0,0
Health Facility,Azad Kashmir,Haveli,4,Moji,173,Fap,0-x,0,0
Health Facility,Azad Kashmir,Haveli,4,Noon Bagla,174,Fap,0-x,0,0
Health Facility,Azad Kashmir,Haveli,4,Chakar,175,Rhc,0-x,0,0
Health Facility,Azad Kashmir,Haveli,4,Chakoti,177,Rhc,0-x,0,0
Health Facility,Azad Kashmir,Haveli,4,Leepa,178,Rhc,0-x,0,0
Health Facility,Azad Kashmir,Haveli,4,Sub Center Bala Bandi,182,x,0-x,0,0
Health Facility,Azad Kashmir,Haveli,4,Sub Center Ghail Jubrrd,183,x,0-x,0,0
Health Facility,Azad Kashmir,Haveli,4,Tehsil Store,184,x,0-x,0,0
Health Facility,Azad Kashmir,Haveli,4,Hattian,185,Thq,0-x,0,0
District,Azad Kashmir,Haveli,3,Hattian,186,District Store,0-x,0,0
Health Facility,Azad Kashmir,Haveli,4,Behedi,200,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Kotli,4,Bhata Kot,203,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Kotli,4,Chanjel,204,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Kotli,4,Degwar,205,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Kotli,4,Gugdar,207,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Kotli,4,Hallon Shamali,210,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Kotli,4,Kala Moula,212,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Kotli,4,Tongari,213,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Kotli,4,Hillan,215,Cd,0-x,0,0
Health Facility,Azad Kashmir,Kotli,4,Mundhar,217,Cd,0-x,0,0
Health Facility,Azad Kashmir,Kotli,4,Naga Nari,219,Cd,0-x,0,0
Health Facility,Azad Kashmir,Kotli,4,Soli,220,Cd,0-x,0,0
Health Facility,Azad Kashmir,Kotli,4,Cherikot,222,Fap,0-x,0,0
Health Facility,Azad Kashmir,Kotli,4,Khurshidabad,223,Rhc,0-x,0,0
Health Facility,Azad Kashmir,Kotli,4,Kahutta,225,Thq,0-x,0,0
District,Azad Kashmir,Kotli,3,Haveli,229,District Store,0-x,0,0
Health Facility,Azad Kashmir,Kotli,4,Anderla Kotera,234,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Barali,235,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Bhial,236,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Changpur Khawas,237,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Choch,238,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Chowki Mong,239,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Dabsi,240,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Damas,242,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Dandli,243,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Darooti Mohra,244,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Dhanna,245,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Docia Jatan,246,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Dondi,247,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Goi,248,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Gulpur,249,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Holar,250,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Jandrol,251,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Kajlani,252,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Kala Dub,253,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Karela,254,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Khanka Koterra,255,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Killkallan,256,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Kokta,257,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Mathrani,258,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Mohra,259,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Phagwari,260,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Plyat Saydain,261,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Qamroti,262,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Rajdhani,263,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Rajdhani Sohana,264,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Sairi,265,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Sandhara,266,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Sehrmandi,267,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Tarkundi,268,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Bari Ghora,269,Cd,0-x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Binpain,270,Cd,0-x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Dhanwan,271,Cd,0-x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Prahi,272,Cd,0-x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Ghian,273,Cd,0-x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Hq Kotli,274,Cd,0-x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Juna,275,Cd,0-x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Kailah,276,Cd,0-x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Khore,277,Cd,0-x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Panjerra,278,Cd,0-x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Plani,279,Cd,0-x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Tarala,280,Cd,0-x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Kotli,281,Dhq Hosp,0-x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Anotri Sarhota,282,Fap,0-x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Bagaha,283,Fap,0-x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Sarhuta Qummer,284,Fap,0-x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Chowk Saiban,285,Rhc,0-x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Khuiratta,286,Rhc,0-x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Nar,289,Rhc,0-x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Sarsawa,290,Rhc,0-x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Tatta Pani,291,Rhc,0-x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Hosp,292,Thq,0-x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Charohi,295,Thq Hosp,0-x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Nakyal,298,Thq,0-x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Nakyal Tc,300,Thq,0-x,0,0
District,Azad Kashmir,Mirpur,3,Kotli,301,District Store,0-x,0,0
Health Facility,Azad Kashmir,Mirpur,4,Adho Office Dadyal,322,x,0-x,0,0
Health Facility,Azad Kashmir,Muzaffarabad,4,Badar Bance,332,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Muzaffarabad,4,Bahari,333,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Muzaffarabad,4,Bangrila,334,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Muzaffarabad,4,Bohoa,335,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Muzaffarabad,4,Dagar,337,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Muzaffarabad,4,Essar,338,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Muzaffarabad,4,Jatlan,339,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Muzaffarabad,4,Kanaily,340,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Muzaffarabad,4,Kara Town,343,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Muzaffarabad,4,Kathar,344,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Muzaffarabad,4,Khalial Abad,345,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Muzaffarabad,4,Kharak,346,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Muzaffarabad,4,Mattri,347,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Muzaffarabad,4,Panyam,348,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Muzaffarabad,4,Ratta,350,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Muzaffarabad,4,Safgala Himlat,352,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Muzaffarabad,4,Samwal Sharif,354,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Muzaffarabad,4,Siakh,356,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Muzaffarabad,4,Sorakhi,357,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Muzaffarabad,4,Chatroh,360,Cd,0-x,0,0
Health Facility,Azad Kashmir,Muzaffarabad,4,Raipur,361,Cd,0-x,0,0
Health Facility,Azad Kashmir,Muzaffarabad,4,Bhu Khaman,362,Epi Center,0-x,0,0
Health Facility,Azad Kashmir,Muzaffarabad,4,Cd Chitter Pari,363,Epi Center,0-x,0,0
Health Facility,Azad Kashmir,Muzaffarabad,4,Dho Office,364,Epi Center,0-x,0,0
Health Facility,Azad Kashmir,Muzaffarabad,4,Dhq Hosp,365,Epi Center,0-x,0,0
Health Facility,Azad Kashmir,Muzaffarabad,4,C 4,366,Mch,0-x,0,0
Health Facility,Azad Kashmir,Muzaffarabad,4,New City Teching Hosp,369,x,0-x,0,0
Health Facility,Azad Kashmir,Muzaffarabad,4,Chakswari,370,Rhc,0-x,0,0
Health Facility,Azad Kashmir,Muzaffarabad,4,Islam Gharh,371,Rhc,0-x,0,0
Health Facility,Azad Kashmir,Muzaffarabad,4,Khadim Abad,372,Rhc,0-x,0,0
Health Facility,Azad Kashmir,Muzaffarabad,4,Pindi Suberwal,373,Rhc,0-x,0,0
Health Facility,Azad Kashmir,Muzaffarabad,4,Dadyal,375,Thq Hosp,0-x,0,0
District,Azad Kashmir,Muzaffarabad,3,Mirpur,376,District Store,0-x,0,0
Health Facility,Azad Kashmir,Muzaffarabad,4,Aims Muzaffarabad,383,x,0-x,0,0
Health Facility,Azad Kashmir,Neelum,4,Anwar Shareef,384,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Neelum,4,Awan Patti,385,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Neelum,4,Barakot,386,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Neelum,4,Bheri,387,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Neelum,4,Butdara,389,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Neelum,4,Buttel,392,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Neelum,4,Charak Pura,393,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Neelum,4,Chatter Klass,394,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Neelum,4,City,395,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Neelum,4,Douchar Miran,396,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Neelum,4,Kohala,397,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Neelum,4,Komi Kot,398,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Neelum,4,Konkan,400,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Neelum,4,Kot Tarhak,401,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Neelum,4,Kund Banda,402,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Neelum,4,Langarpura,403,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Neelum,4,Lumianpattian,404,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Neelum,4,Mera Sro,405,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Neelum,4,Naran Shareef,406,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Neelum,4,Noorpur Nakran,407,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Neelum,4,Pagwan Dopatta,408,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Neelum,4,Pattika,409,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Neelum,4,Rahim Kot,413,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Neelum,4,Rajpeian,414,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Neelum,4,Said Pur,415,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Neelum,4,Sarar,416,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Neelum,4,Sawan,417,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Neelum,4,Soni Kot,418,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Neelum,4,Tambi Bana,419,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Neelum,4,Tandali,421,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Neelum,4,Upper Chatar,422,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Neelum,4,Dulai,423,Cd,0-x,0,0
Health Facility,Azad Kashmir,Neelum,4,Haryala,424,Cd,0-x,0,0
Health Facility,Azad Kashmir,Neelum,4,Hotarpari Muzaffarabad,425,Cd,0-x,0,0
Health Facility,Azad Kashmir,Neelum,4,Machiara,426,Cd,0-x,0,0
Health Facility,Azad Kashmir,Neelum,4,Bugna,427,Fap,0-x,0,0
Health Facility,Azad Kashmir,Neelum,4,Chamar Bandi,428,Fap,0-x,0,0
Health Facility,Azad Kashmir,Neelum,4,Charoota,429,Fap,0-x,0,0
Health Facility,Azad Kashmir,Neelum,4,Naloochi,430,Fap,0-x,0,0
Health Facility,Azad Kashmir,Neelum,4,Rara,431,Fap,0-x,0,0
Health Facility,Azad Kashmir,Neelum,4,Thangor,432,Fap,0-x,0,0
Health Facility,Azad Kashmir,Neelum,4,Chala Bandi,433,Mch,0-x,0,0
Health Facility,Azad Kashmir,Neelum,4,Kaklot,435,Mch,0-x,0,0
Health Facility,Azad Kashmir,Neelum,4,Muzaffarabad,436,Mch,0-x,0,0
Health Facility,Azad Kashmir,Neelum,4,Paf Kappabat,437,x,0-x,0,0
Health Facility,Azad Kashmir,Neelum,4,Paf Tahrian,438,x,0-x,0,0
Health Facility,Azad Kashmir,Neelum,4,Dana,439,Rhc,0-x,0,0
Health Facility,Azad Kashmir,Neelum,4,Gari Dopatta,441,Rhc,0-x,0,0
Health Facility,Azad Kashmir,Neelum,4,Kahori,442,Rhc,0-x,0,0
District,Azad Kashmir,Neelum,3,Muzaffarabad,444,District Store,0-x,0,0
Health Facility,Azad Kashmir,Neelum,4,Ashkot,464,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Poonch,4,Bata,465,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Poonch,4,Chalyana,466,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Poonch,4,Changan,468,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Poonch,4,Dawarian,470,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Poonch,4,Dodunal,471,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Poonch,4,Domail,473,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Poonch,4,Gewai,474,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Poonch,4,Halmat,476,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Poonch,4,Jangran,477,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Poonch,4,Kutan,478,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Poonch,4,Lawat Bala,479,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Poonch,4,Leswan,482,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Poonch,4,Mirpur,483,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Poonch,4,Neelum,486,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Poonch,4,Surgan,488,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Poonch,4,Pullawai,490,Cd,0-x,0,0
Health Facility,Azad Kashmir,Poonch,4,Neelum,491,Dhq,0-x,0,0
Health Facility,Azad Kashmir,Poonch,4,Sharda,492,Rhc,0-x,0,0
Health Facility,Azad Kashmir,Poonch,4,Kail,496,Thq,0-x,0,0
District,Azad Kashmir,Poonch,3,Neelum,498,District Store,0-x,0,0
Health Facility,Azad Kashmir,Poonch,4,Bangoin,507,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Sudhnati,4,Bhalgran,508,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Sudhnati,4,Center Khorechana,509,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Sudhnati,4,Chaffar,510,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Sudhnati,4,Datote,511,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Sudhnati,4,Davi Gali,512,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Sudhnati,4,Desah Phagwati,514,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Sudhnati,4,Chottagala,515,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Sudhnati,4,Dhamni,516,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Sudhnati,4,Hussain Kot,517,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Sudhnati,4,Jandali,518,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Sudhnati,4,Khaigala,519,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Sudhnati,4,Sarari,520,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Sudhnati,4,Pothi Makwalan,521,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Sudhnati,4,Hurna Mera,522,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Sudhnati,4,Khali Dermin,524,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Sudhnati,4,Kotera,525,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Sudhnati,4,Mondhole,526,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Sudhnati,4,Moreearman Shah,527,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Sudhnati,4,Namnoota,528,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Sudhnati,4,Pachion,529,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Sudhnati,4,Pothic Chaprian,530,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Sudhnati,4,Rakker,531,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Sudhnati,4,Rehara,532,Bhu,0-x,0,0
